,group,variable,month,RETORNADOS CANTIDAD,RETORNADOS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN BORJA,internaciones,retornados,2010-11-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,retornados,2010-11-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,retornados,2010-11-01,0,17,0,17,17
SAN JOSE DE CHIQUITOS,internaciones,retornados,2010-11-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,internaciones,retornados,2010-11-01,2,0,2,0,2
SOPACHUY,internaciones,retornados,2010-11-01,0,1,0,1,1
SUCRE,internaciones,retornados,2010-11-01,0,23,0,23,23
TARIJA,internaciones,retornados,2010-11-01,1,3,1,3,4
TARVITA,internaciones,retornados,2010-11-01,1,18,1,18,19
TOLATA,internaciones,retornados,2010-11-01,0,1,0,1,1
VIACHA,internaciones,retornados,2010-11-01,2,3,2,3,5
VILLA MONTES,internaciones,retornados,2010-11-01,2,1,2,1,3
VILLA TUNARI,internaciones,retornados,2010-11-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,retornados,2010-11-01,1,1,1,1,2
VILLAZON,internaciones,retornados,2010-11-01,1,0,1,0,1
YACUIBA,internaciones,retornados,2010-11-01,6,9,6,9,15
YAPACANI,internaciones,retornados,2010-11-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,retornados,2010-12-01,1,0,1,0,1
BERMEJO,internaciones,retornados,2010-12-01,2,0,2,0,2
CARAPARI,internaciones,retornados,2010-12-01,1,0,1,0,1
CHIPAYA,internaciones,retornados,2010-12-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,retornados,2010-12-01,0,1,0,1,1
COBIJA,internaciones,retornados,2010-12-01,25,34,25,34,59
COCHABAMBA,internaciones,retornados,2010-12-01,10,246,10,246,256
CONCEPCION,internaciones,retornados,2010-12-01,1,3,1,3,4
COTAGAITA,internaciones,retornados,2010-12-01,0,1,0,1,1
CULPINA,internaciones,retornados,2010-12-01,1,0,1,0,1
EL ALTO,internaciones,retornados,2010-12-01,11,94,11,94,105
LA PAZ,internaciones,retornados,2010-12-01,23,18,23,18,41
LAJA,internaciones,retornados,2010-12-01,0,2,0,2,2
MACHARETI,internaciones,retornados,2010-12-01,0,1,0,1,1
ORURO,internaciones,retornados,2010-12-01,8,3,8,3,11
PADILLA,internaciones,retornados,2010-12-01,3,7,3,7,10
PAZÑA,internaciones,retornados,2010-12-01,0,6,0,6,6
RIBERALTA,internaciones,retornados,2010-12-01,3,7,3,7,10
RURRENABAQUE,internaciones,retornados,2010-12-01,0,1,0,1,1
SACABA,internaciones,retornados,2010-12-01,1,9,1,9,10
SAMAIPATA,internaciones,retornados,2010-12-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,retornados,2010-12-01,0,2,0,2,2
SAN IGNACIO,internaciones,retornados,2010-12-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,retornados,2010-12-01,3,6,3,6,9
SAN LUCAS,internaciones,retornados,2010-12-01,0,27,0,27,27
SANTA CRUZ DE LA SIERRA,internaciones,retornados,2010-12-01,7,7,7,7,14
SANTIAGO DE HUATA,internaciones,retornados,2010-12-01,1,0,1,0,1
SICA SICA (VILLA AROMA),internaciones,retornados,2010-12-01,0,2,0,2,2
SORATA,internaciones,retornados,2010-12-01,1,0,1,0,1
SUCRE,internaciones,retornados,2010-12-01,0,11,0,11,11
TARIJA,internaciones,retornados,2010-12-01,1,2,1,2,3
TARVITA,internaciones,retornados,2010-12-01,0,2,0,2,2
TOMINA,internaciones,retornados,2010-12-01,0,1,0,1,1
TOTORA(ORR),internaciones,retornados,2010-12-01,0,2,0,2,2
VALLEGRANDE,internaciones,retornados,2010-12-01,0,3,0,3,3
VIACHA,internaciones,retornados,2010-12-01,2,2,2,2,4
VILLA MONTES,internaciones,retornados,2010-12-01,2,3,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,retornados,2010-12-01,0,1,0,1,1
YACUIBA,internaciones,retornados,2010-12-01,4,1,4,1,5
