,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HORAS CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HORAS CANTIDAD,TOTALES,TOTALES,TOTALES
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2010-09-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,4,1,4,1,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,47,41,47,41,88
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,1,0,1,0,1
COMARAPA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,1,0,1,0,1
COROICO,internaciones,fallecidos a partir de las 48 horas,2010-09-01,0,1,0,1,1
COTOCA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,1,0,1,0,1
CULPINA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,1,1,1,1,2
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2010-09-01,4,5,4,5,9
EL PUENTE(STC),internaciones,fallecidos a partir de las 48 horas,2010-09-01,0,1,0,1,1
ESCOMA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,1,0,1,0,1
FERNANDEZ ALONSO,internaciones,fallecidos a partir de las 48 horas,2010-09-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2010-09-01,0,2,0,2,2
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2010-09-01,66,74,66,74,140
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2010-09-01,2,1,2,1,3
MONTERO,internaciones,fallecidos a partir de las 48 horas,2010-09-01,1,0,1,0,1
OCURI,internaciones,fallecidos a partir de las 48 horas,2010-09-01,0,1,0,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2010-09-01,19,13,19,13,32
POTOSI,internaciones,fallecidos a partir de las 48 horas,2010-09-01,12,6,12,6,18
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2010-09-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2010-09-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,2,3,2,3,5
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2010-09-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2010-09-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2010-09-01,0,1,0,1,1
SAN LUCAS,internaciones,fallecidos a partir de las 48 horas,2010-09-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,44,15,44,15,59
SANTA ROSA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,2,0,2,0,2
SHINAOTA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2010-09-01,22,29,22,29,51
TARIJA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,25,17,25,17,42
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2010-09-01,10,5,10,5,15
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,3,7,3,7,10
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2010-09-01,2,3,2,3,5
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2010-09-01,3,2,3,2,5
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2010-09-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,1,2,1,2,3
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2010-10-01,2,5,2,5,7
BOYUIBE,internaciones,fallecidos a partir de las 48 horas,2010-10-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2010-10-01,2,0,2,0,2
COBIJA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,1,2,1,2,3
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,47,43,47,43,90
COROICO,internaciones,fallecidos a partir de las 48 horas,2010-10-01,1,1,1,1,2
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2010-10-01,2,4,2,4,6
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2010-10-01,0,1,0,1,1
ESCOMA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,1,0,1,0,1
EXALTACION,internaciones,fallecidos a partir de las 48 horas,2010-10-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2010-10-01,2,3,2,3,5
HUACARETA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos a partir de las 48 horas,2010-10-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2010-10-01,25,44,25,44,69
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,1,1,1,1,2
LORETO,internaciones,fallecidos a partir de las 48 horas,2010-10-01,0,10,0,10,10
MIZQUE,internaciones,fallecidos a partir de las 48 horas,2010-10-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2010-10-01,0,1,0,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2010-10-01,17,12,17,12,29
POCONA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2010-10-01,12,10,12,10,22
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2010-10-01,2,1,2,1,3
PUNATA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,3,4,3,4,7
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,1,0,1,0,1
SAN CARLOS,internaciones,fallecidos a partir de las 48 horas,2010-10-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2010-10-01,1,1,1,1,2
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2010-10-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,0,1,0,1,1
SAN RAMON BENI,internaciones,fallecidos a partir de las 48 horas,2010-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,70,46,70,46,116
SOPACHUY,internaciones,fallecidos a partir de las 48 horas,2010-10-01,2,0,2,0,2
SORATA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,0,1,0,1,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2010-10-01,9,12,9,12,21
TARABUCO,internaciones,fallecidos a partir de las 48 horas,2010-10-01,0,1,0,1,1
TARIJA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,20,5,20,5,25
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2010-10-01,7,3,7,3,10
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,2,1,2,1,3
VIACHA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2010-10-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2010-10-01,0,2,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos a partir de las 48 horas,2010-10-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2010-10-01,1,0,1,0,1
WARNES,internaciones,fallecidos a partir de las 48 horas,2010-10-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2010-10-01,3,2,3,2,5
AIQUILE,internaciones,fallecidos a partir de las 48 horas,2010-11-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2010-11-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2010-11-01,1,2,1,2,3
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2010-11-01,2,2,2,2,4
CHALLAPATA,internaciones,fallecidos a partir de las 48 horas,2010-11-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2010-11-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2010-11-01,3,0,3,0,3
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2010-11-01,48,45,48,45,93
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2010-11-01,1,0,1,0,1
CONCEPCION,internaciones,fallecidos a partir de las 48 horas,2010-11-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2010-11-01,6,2,6,2,8
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2010-11-01,4,0,4,0,4
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2010-11-01,0,1,0,1,1
GUTIERREZ,internaciones,fallecidos a partir de las 48 horas,2010-11-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2010-11-01,48,65,48,65,113
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2010-11-01,1,0,1,0,1
MIZQUE,internaciones,fallecidos a partir de las 48 horas,2010-11-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2010-11-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2010-11-01,0,2,0,2,2
ORURO,internaciones,fallecidos a partir de las 48 horas,2010-11-01,11,16,11,16,27
PAILON,internaciones,fallecidos a partir de las 48 horas,2010-11-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2010-11-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2010-11-01,12,11,12,11,23
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2010-11-01,4,5,4,5,9
SAN CARLOS,internaciones,fallecidos a partir de las 48 horas,2010-11-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2010-11-01,0,1,0,1,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 horas,2010-11-01,1,0,1,0,1
SAN LUCAS,internaciones,fallecidos a partir de las 48 horas,2010-11-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2010-11-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2010-11-01,49,42,49,42,91
SHINAOTA,internaciones,fallecidos a partir de las 48 horas,2010-11-01,1,0,1,0,1
SOPACHUY,internaciones,fallecidos a partir de las 48 horas,2010-11-01,0,1,0,1,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2010-11-01,20,16,20,16,36
TARIJA,internaciones,fallecidos a partir de las 48 horas,2010-11-01,20,5,20,5,25
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2010-11-01,2,9,2,9,11
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2010-11-01,3,3,3,3,6
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2010-11-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2010-11-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2010-11-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2010-11-01,0,3,0,3,3
APOLO,internaciones,fallecidos a partir de las 48 horas,2010-12-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2010-12-01,2,0,2,0,2
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2010-12-01,2,1,2,1,3
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2010-12-01,1,3,1,3,4
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,2,3,2,3,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,54,53,54,53,107
CONCEPCION,internaciones,fallecidos a partir de las 48 horas,2010-12-01,0,1,0,1,1
CUEVO,internaciones,fallecidos a partir de las 48 horas,2010-12-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2010-12-01,5,4,5,4,9
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2010-12-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2010-12-01,73,71,73,71,144
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,0,1,0,1,1
MAGDALENA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,0,1,0,1,1
MIZQUE,internaciones,fallecidos a partir de las 48 horas,2010-12-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2010-12-01,2,0,2,0,2
ORURO,internaciones,fallecidos a partir de las 48 horas,2010-12-01,15,21,15,21,36
PADILLA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2010-12-01,12,6,12,6,18
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,5,4,5,4,9
ROBORE,internaciones,fallecidos a partir de las 48 horas,2010-12-01,1,0,1,0,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2010-12-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos a partir de las 48 horas,2010-12-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2010-12-01,1,1,1,1,2
SAN JULIAN,internaciones,fallecidos a partir de las 48 horas,2010-12-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,63,50,63,50,113
SORATA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2010-12-01,15,17,15,17,32
TARIJA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,27,14,27,14,41
TARVITA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,3,4,3,4,7
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2010-12-01,10,8,10,8,18
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,2,1,2,1,3
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2010-12-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2010-12-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2010-12-01,2,1,2,1,3
