municipality,group,variable,month,Control del niño menor de 1 año NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
ACACIO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,14,14,,
ACHACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,171,171,,
ACHOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,13,13,,
AIQUILE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,64,64,,
ALALAY,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,3,3,,
ALCALA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,2,2,,
ANCORAIMES,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,22,22,,
ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,9,9,,
ANTEQUERA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,4,4,,
ANZALDO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,28,28,,
APOLO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,64,64,,
ARAMPAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,16,16,,
ARANI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,10,10,,
ARBIETO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,45,45,,
ARQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,26,26,,
ATOCHA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,10,10,,
AUCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,9,9,,
AYATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,21,21,,
AYO AYO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,14,14,,
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,70,70,,
AZURDUY,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,18,18,,
BATALLAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,35,35,,
BAURES,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,3,3,,
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,2,2,,
BELLA FLOR,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,5,5,,
BERMEJO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,95,95,,
BETANZOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,42,42,,
BOLIVAR,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,18,18,,
BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,64,64,,
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,23,23,,
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,14,14,,
"CAIZA ""D""",control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,21,21,,
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,20,20,,
CALACOTO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,8,8,,
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,18,18,,
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,24,24,,
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,7,7,,
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,62,62,,
CAPINOTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,495,495,,
CAQUIAVIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,17,17,,
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,28,28,,
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,182,182,,
CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,4,4,,
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,21,21,,
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,21,21,,
CATACORA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,3,3,,
CHACARILLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,1,1,,
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,53,53,,
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,16,16,,
CHARAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,22,22,,
CHARAÑA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,2,2,,
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,39,39,,
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,42,42,,
CHIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,3,3,,
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,55,55,,
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,22,22,,
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,57,57,,
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,86,86,,
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,2488,2488,,
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,190,190,,
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,14,14,,
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,1,1,,
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,102,102,,
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,5,5,,
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,80,80,,
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,15,15,,
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,47,47,,
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,2,2,,
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,37,37,,
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,6,6,,
CONCEPCION,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,1,1,,
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,33,33,,
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,46,46,,
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,10,10,,
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,33,33,,
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,6,6,,
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,53,53,,
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,94,94,,
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,10,10,,
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,4,4,,
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,29,29,,
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,14,14,,
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,46,46,,
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,2767,2767,,
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,12,12,,
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,18,18,,
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,22,22,,
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,55,55,,
EL VILLAR,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,4,4,,
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,195,195,,
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,39,39,,
ESCARA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,1,1,,
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,11,11,,
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,32,32,,
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,3,3,,
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,13,13,,
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,6,6,,
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,68,68,,
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,15,15,,
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,20,20,,
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,81,81,,
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,31,31,,
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,11,11,,
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,5,5,,
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,36,36,,
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,1,1,,
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,5,5,,
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,15,15,,
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,16,16,,
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,66,66,,
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,3,3,,
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,30,30,,
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,26,26,,
IXIAMAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,10,10,,
JESUS DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,4,4,,
LA ASUNTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,53,53,,
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,83,83,,
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,1525,1525,,
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,8,8,,
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,5,5,,
LICOMA PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,7,7,,
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,80,80,,
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,6,6,,
LORETO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,12,12,,
LURIBAY,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,30,30,,
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,9,9,,
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,5,5,,
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,21,21,,
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,25,25,,
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,5,5,,
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,19,19,,
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,20,20,,
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,133,133,,
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,90,90,,
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,29,29,,
MOJINETE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,1,1,,
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,59,59,,
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,37,37,,
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,230,230,,
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,3,3,,
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,182,182,,
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,1,1,,
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,9,9,,
OCURI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,46,46,,
OKINAWA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,5,5,,
OMEREQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,9,9,,
ORURO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,848,848,,
PADCAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,60,60,,
PADILLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,18,18,,
PAILON,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,36,36,,
PALCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,29,29,,
PALOS BLANCOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,46,46,,
PAMPA AULLAGAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,6,6,,
PAMPA GRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,5,5,,
PAPEL PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,16,16,,
PASORAPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,4,4,,
PATACAMAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,3,3,,
PAZÑA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,7,7,,
PELECHUCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,7,7,,
POCOATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,36,36,,
POCONA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,30,30,,
POJO (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,28,28,,
POOPO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,16,16,,
PORCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,42,42,,
POROMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,34,34,,
PORONGO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,16,16,,
PORTACHUELO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,34,34,,
PORVENIR,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,8,8,,
POSTRER VALLE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,2,2,,
POTOSI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,233,233,,
PRESTO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,60,60,,
PUCARANI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,55,55,,
PUERTO ACOSTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,59,59,,
PUERTO CARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,19,19,,
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,7,7,,
PUERTO PEREZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,42,42,,
PUERTO RICO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,43,43,,
PUERTO SILES,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,1,1,,
PUERTO VILLARROEL,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,60,60,,
PUNA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,80,80,,
PUNATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,294,294,,
QUIABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,8,8,,
QUILLACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,448,448,,
QUIME,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,17,17,,
RAVELO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,44,44,,
REYES,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,20,20,,
RIBERALTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,262,262,,
ROBORE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,29,29,,
RURRENABAQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,27,27,,
SABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,7,7,,
SACABA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,462,462,,
SACABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,16,16,,
SACACA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,27,27,,
SAIPINA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,9,9,,
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,24,24,,
SAMAIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,8,8,,
SAN AGUSTIN,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,3,3,,
SAN ANDRES,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,15,15,,
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,2,2,,
SAN BENITO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,18,18,,
SAN BORJA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,84,84,,
SAN BUENA VENTURA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,30,30,,
SAN CARLOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,75,75,,
SAN IGNACIO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,79,79,,
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,104,104,,
SAN JAVIER(BNI),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,15,15,,
SAN JAVIER(STC),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,9,9,,
SAN JOAQUIN,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,13,13,,
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,51,51,,
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,50,50,,
SAN JULIAN,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,114,114,,
SAN LORENZO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,9,9,,
SAN LORENZO(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,39,39,,
SAN LUCAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,89,89,,
SAN MATIAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,18,18,,
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,19,19,,
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,4,4,,
SAN PEDRO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,43,43,,
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,50,50,,
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,4,4,,
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,1,1,,
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,3,3,,
SAN PEDRO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,1,1,,
SAN RAFAEL,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,23,23,,
SANTA ANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,94,94,,
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,2195,2195,,
SANTA ROSA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,18,18,,
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,40,40,,
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,3,3,,
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,8,8,,
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,4,4,,
SANTIVAÑES,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,15,15,,
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,9,9,,
SAPAHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,8,8,,
SENA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,16,16,,
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,29,29,,
SICAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,4,4,,
SIPE SIPE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,70,70,,
SOPACHUY,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,19,19,,
SORACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,24,24,,
SORATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,43,43,,
SUCRE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,562,562,,
TACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,2,2,,
TACACOMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,43,43,,
TACOBAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,40,40,,
TACOPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,19,19,,
TAHUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,1,1,,
TAPACARI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,115,115,,
TARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,14,14,,
TARATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,30,30,,
TARIJA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,836,836,,
TARVITA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,35,35,,
TEOPONTE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,9,9,,
TINGUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,31,31,,
TIPUANI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,27,27,,
TIQUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,130,130,,
TIRAQUE (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,223,223,,
TOCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,15,15,,
TODOS SANTOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,1,1,,
TOLATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,6,6,,
TOLEDO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,14,14,,
TOMAVE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,21,21,,
TOMINA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,10,10,,
TORO TORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,38,38,,
TOTORA(CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,56,56,,
TOTORA(ORR),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,10,10,,
TRIGAL,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,3,3,,
TRINIDAD,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,513,513,,
TUPIZA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,74,74,,
TURCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,13,13,,
UMALA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,11,11,,
UNCIA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,47,47,,
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,45,45,,
UYUNI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,45,45,,
VACAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,6,6,,
VALLEGRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,17,17,,
VIACHA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,87,87,,
VILA VILA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,21,21,,
VILLA MONTES,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,41,41,,
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,4,4,,
VILLA RIVERO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,23,23,,
VILLA SERRANO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,26,26,,
VILLA TUNARI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,281,281,,
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,11,11,,
VILLAZON,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,74,74,,
VINTO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,104,104,,
VITICHI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,17,17,,
WALDO BALLIVIAN,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,5,5,,
WARNES,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,211,211,,
YACO,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,15,15,,
YACUIBA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,228,228,,
YAMPARAEZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,16,16,,
YANACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,9,9,,
YOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,3,3,,
YOTALA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,14,14,,
YUNCHARA,control de crecimiento infantil,control del nino menor de 1 ano,2007-11-01,27,27,,
ACACIO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,14,14,,
ACHACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,104,104,,
ACHOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,8,8,,
AIQUILE,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,44,44,,
ALALAY,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,9,9,,
ALCALA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,4,4,,
