,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HORAS CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HORAS CANTIDAD,TOTALES,TOTALES,TOTALES
COBIJA,internaciones,fallecidos a partir de las 48 horas,2013-09-01,2,3,2,3,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2013-09-01,68,47,68,47,115
COROICO,internaciones,fallecidos a partir de las 48 horas,2013-09-01,1,2,1,2,3
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2013-09-01,14,14,14,14,28
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2013-09-01,1,1,1,1,2
FILADELFIA,internaciones,fallecidos a partir de las 48 horas,2013-09-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2013-09-01,1,1,1,1,2
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2013-09-01,62,64,62,64,126
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2013-09-01,0,1,0,1,1
MAGDALENA,internaciones,fallecidos a partir de las 48 horas,2013-09-01,0,2,0,2,2
MONTERO,internaciones,fallecidos a partir de las 48 horas,2013-09-01,2,1,2,1,3
ORURO,internaciones,fallecidos a partir de las 48 horas,2013-09-01,8,27,8,27,35
POTOSI,internaciones,fallecidos a partir de las 48 horas,2013-09-01,19,14,19,14,33
PUNATA,internaciones,fallecidos a partir de las 48 horas,2013-09-01,1,2,1,2,3
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2013-09-01,3,2,3,2,5
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2013-09-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2013-09-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 horas,2013-09-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2013-09-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2013-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2013-09-01,82,82,82,82,164
SUCRE,internaciones,fallecidos a partir de las 48 horas,2013-09-01,26,17,26,17,43
TARIJA,internaciones,fallecidos a partir de las 48 horas,2013-09-01,16,17,16,17,33
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2013-09-01,3,4,3,4,7
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2013-09-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2013-09-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2013-09-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2013-09-01,0,2,0,2,2
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2013-09-01,2,0,2,0,2
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2013-10-01,0,1,0,1,1
AZURDUY,internaciones,fallecidos a partir de las 48 horas,2013-10-01,0,1,0,1,1
BOYUIBE,internaciones,fallecidos a partir de las 48 horas,2013-10-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2013-10-01,1,1,1,1,2
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2013-10-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2013-10-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2013-10-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2013-10-01,4,0,4,0,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2013-10-01,55,34,55,34,89
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2013-10-01,10,7,10,7,17
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2013-10-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2013-10-01,4,2,4,2,6
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2013-10-01,62,68,62,68,130
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2013-10-01,1,0,1,0,1
MOJOCOYA,internaciones,fallecidos a partir de las 48 horas,2013-10-01,0,3,0,3,3
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2013-10-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2013-10-01,2,4,2,4,6
ORURO,internaciones,fallecidos a partir de las 48 horas,2013-10-01,3,24,3,24,27
POTOSI,internaciones,fallecidos a partir de las 48 horas,2013-10-01,14,12,14,12,26
REYES,internaciones,fallecidos a partir de las 48 horas,2013-10-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2013-10-01,5,5,5,5,10
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2013-10-01,2,2,2,2,4
SAN IGNACIO,internaciones,fallecidos a partir de las 48 horas,2013-10-01,1,0,1,0,1
SAN LUCAS,internaciones,fallecidos a partir de las 48 horas,2013-10-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2013-10-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2013-10-01,81,78,81,78,159
SUCRE,internaciones,fallecidos a partir de las 48 horas,2013-10-01,21,14,21,14,35
TARIJA,internaciones,fallecidos a partir de las 48 horas,2013-10-01,16,15,16,15,31
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2013-10-01,5,7,5,7,12
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2013-10-01,0,2,0,2,2
UYUNI,internaciones,fallecidos a partir de las 48 horas,2013-10-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2013-10-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2013-10-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2013-10-01,2,0,2,0,2
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2013-10-01,2,0,2,0,2
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2013-10-01,2,2,2,2,4
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2013-10-01,0,1,0,1,1
BAURES,internaciones,fallecidos a partir de las 48 horas,2013-11-01,2,0,2,0,2
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2013-11-01,1,2,1,2,3
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2013-11-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2013-11-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2013-11-01,3,1,3,1,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2013-11-01,74,59,74,59,133
COROICO,internaciones,fallecidos a partir de las 48 horas,2013-11-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2013-11-01,8,6,8,6,14
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2013-11-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2013-11-01,2,5,2,5,7
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2013-11-01,55,63,55,63,118
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2013-11-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2013-11-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2013-11-01,3,3,3,3,6
ORURO,internaciones,fallecidos a partir de las 48 horas,2013-11-01,7,28,7,28,35
PADILLA,internaciones,fallecidos a partir de las 48 horas,2013-11-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2013-11-01,14,13,14,13,27
PUNATA,internaciones,fallecidos a partir de las 48 horas,2013-11-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2013-11-01,3,4,3,4,7
SACABA,internaciones,fallecidos a partir de las 48 horas,2013-11-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2013-11-01,0,1,0,1,1
SAN RAMON BENI,internaciones,fallecidos a partir de las 48 horas,2013-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2013-11-01,75,53,75,53,128
SUCRE,internaciones,fallecidos a partir de las 48 horas,2013-11-01,24,28,24,28,52
TARIJA,internaciones,fallecidos a partir de las 48 horas,2013-11-01,15,16,15,16,31
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2013-11-01,2,4,2,4,6
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2013-11-01,0,6,0,6,6
UYUNI,internaciones,fallecidos a partir de las 48 horas,2013-11-01,2,0,2,0,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2013-11-01,2,1,2,1,3
VIACHA,internaciones,fallecidos a partir de las 48 horas,2013-11-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2013-11-01,0,3,0,3,3
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2013-11-01,0,1,0,1,1
WARNES,internaciones,fallecidos a partir de las 48 horas,2013-11-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2013-11-01,2,1,2,1,3
ACHACACHI,internaciones,fallecidos a partir de las 48 horas,2013-12-01,0,1,0,1,1
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2013-12-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2013-12-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,4,4,4,4,8
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,45,48,45,48,93
CONCEPCION,internaciones,fallecidos a partir de las 48 horas,2013-12-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2013-12-01,8,4,8,4,12
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2013-12-01,1,2,1,2,3
IRUPANA (VILLA DE LANZA),internaciones,fallecidos a partir de las 48 horas,2013-12-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2013-12-01,56,56,56,56,112
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,1,1,1,1,2
MONTERO,internaciones,fallecidos a partir de las 48 horas,2013-12-01,2,0,2,0,2
ORURO,internaciones,fallecidos a partir de las 48 horas,2013-12-01,21,8,21,8,29
PADILLA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2013-12-01,13,14,13,14,27
PUNATA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,6,3,6,3,9
ROBORE,internaciones,fallecidos a partir de las 48 horas,2013-12-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2013-12-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,90,76,90,76,166
SANTA ROSA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2013-12-01,16,14,16,14,30
TARIJA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,25,24,25,24,49
TARVITA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,0,5,0,5,5
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2013-12-01,4,3,4,3,7
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,1,1,1,1,2
UNCIA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,0,2,0,2,2
UYUNI,internaciones,fallecidos a partir de las 48 horas,2013-12-01,1,1,1,1,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2013-12-01,0,1,0,1,1
VIACHA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2013-12-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2013-12-01,1,2,1,2,3
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2013-12-01,0,1,0,1,1
VINTO,internaciones,fallecidos a partir de las 48 horas,2013-12-01,0,2,0,2,2
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2013-12-01,0,2,0,2,2
