,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,17,1,17,18
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,727,0,727,727
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,183,0,183,183
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,250,911,250,911,1161
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,241,2,241,243
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,100,0,100,100
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,32,0,32,32
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,146,713,146,713,859
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,76,81,76,81,157
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,23,423,23,423,446
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,90,2,90,92
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,11,186,11,186,197
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,15,97,15,97,112
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,38,3,38,41
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,33,191,33,191,224
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,7,25,7,25,32
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,28,0,28,28
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,26,207,26,207,233
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,35,161,35,161,196
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,530,0,530,530
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,7,96,7,96,103
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,20,144,20,144,164
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,104,285,104,285,389
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,133,808,133,808,941
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,12,33,12,33,45
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,41,93,41,93,134
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,56,0,56,56
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,7,170,7,170,177
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,206,0,206,206
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,41,490,41,490,531
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,5,50,5,50,55
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,7,194,7,194,201
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,17,1469,17,1469,1486
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,13,78,13,78,91
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,19,218,19,218,237
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,83,0,83,83
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,7,243,7,243,250
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,36,324,36,324,360
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,15,93,15,93,108
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,6,2,6,8
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,30,0,30,30
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,26,0,26,26
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,20,86,20,86,106
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,8,54,8,54,62
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,58,0,58,58
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,19,101,19,101,120
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1160,3597,1160,3597,4757
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,111,0,111,111
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,177,1,177,178
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,14,3,14,17
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,164,2,164,166
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,31,2,31,33
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,8,90,8,90,98
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,11,175,11,175,186
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,13,55,13,55,68
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,232,2,232,234
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,18,2,18,20
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,119,211,119,211,330
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,303,0,303,303
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,10,155,10,155,165
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,40,220,40,220,260
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,238,3169,238,3169,3407
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,2,0,2,2
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,35,47,35,47,82
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,136,2,136,138
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,14,168,14,168,182
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,21,0,21,21
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,69,348,69,348,417
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,813,0,813,813
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,4,33,4,33,37
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,10,73,10,73,83
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,615,1042,615,1042,1657
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,721,0,721,721
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,7,82,7,82,89
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,82,3,82,85
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,264,0,264,264
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,8,114,8,114,122
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,294,344,294,344,638
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,176,176,176,176,352
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,28,2,28,30
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,10,93,10,93,103
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,5,1,5,6
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,22,34,22,34,56
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,7,29,7,29,36
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,212,0,212,212
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,533,1,533,534
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,227,3,227,230
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,33,97,33,97,130
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,61,1,61,62
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,33,2,33,35
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,214,513,214,513,727
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,549,2,549,551
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,4,70,4,70,74
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,51,66,51,66,117
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,44,268,44,268,312
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,19,237,19,237,256
URUBICHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,427,2,427,429
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,13,196,13,196,209
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,17,225,17,225,242
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,13,147,13,147,160
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,100,246,100,246,346
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,19,96,19,96,115
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,15,276,15,276,291
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,51,1,51,52
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,19,31,19,31,50
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,397,2,397,399
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,384,556,384,556,940
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,384,1,384,385
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,9,418,9,418,427
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,199,72,199,72,271
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,7,249,7,249,256
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,29,1,29,30
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,116,598,116,598,714
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,8,111,8,111,119
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,39,526,39,526,565
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,371,1,371,372
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,6,45,6,45,51
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,457,0,457,457
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,4,94,4,94,98
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,231,3,231,234
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,222,3,222,225
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,5,342,5,342,347
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,10,186,10,186,196
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,88,277,88,277,365
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,20,9,20,9,29
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,50,335,50,335,385
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,38,24,38,24,62
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,0,176,0,176,176
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,7,105,7,105,112
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,7,148,7,148,155
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,1,27,1,27,28
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,73,26,73,26,99
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,18,233,18,233,251
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,4,113,4,113,117
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,36,80,36,80,116
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,64,284,64,284,348
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,0,343,0,343,343
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,0,70,0,70,70
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,0,117,0,117,117
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,9,53,9,53,62
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,11,94,11,94,105
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,1,30,1,30,31
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,27,244,27,244,271
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,2,443,2,443,445
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,8,72,8,72,80
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-11-01,0,75,0,75,75
