municipality,group,variable,month,Nº de comunidades que participaron en el CAI d,TOTAL
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,1,1
CORO CORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,10,10
COROICO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,2,2
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,1,1
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,27,27
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,8,8
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,3,3
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,4,4
CULPINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,1,1
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,3,3
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,3,3
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,29,29
EL PUENTE(STC),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,17,17
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,16,16
EL VILLAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,6,6
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,7,7
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,2,2
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,4,4
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,2,2
GUANAY,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,3,3
HUANUNI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,1,1
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,3,3
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,16,16
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,18,18
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,3,3
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,73,73
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,8,8
LAS CARRERAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,3,3
LICOMA PAMPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,2,2
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,4,4
MALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,7,7
MAPIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,4,4
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,8,8
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,4,4
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,8,8
MOJOCOYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,17,17
MONTEAGUDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,5,5
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,6,6
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,20,20
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,4,4
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,1,1
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,15,15
POCOATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,5,5
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,5,5
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,2,2
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,1,1
POSTRER VALLE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,21,21
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,5,5
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,2,2
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,26,26
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,1,1
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,1,1
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,37,37
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,14,14
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,4,4
QUIRUSILLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,7,7
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,115,115
REYES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,4,4
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,13,13
ROBORE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,11,11
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,3,3
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,34,34
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,6,6
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,12,12
SAMAIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,3,3
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,9,9
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,5,5
SAN IGNACIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,7,7
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,2,2
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,4,4
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,38,38
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,1,1
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,7,7
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,7,7
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,6,6
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,10,10
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,6,6
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,42,42
SANTA ROSA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,2,2
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,5,5
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,6,6
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,23,23
SORACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,23,23
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,27,27
TACOPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,3,3
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,16,16
TARACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,4,4
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,7,7
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,47,47
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,3,3
TOTORA(CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,18,18
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,13,13
TRIGAL,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,2,2
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,7,7
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,7,7
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,9,9
URUBICHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,9,9
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,23,23
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,8,8
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,1,1
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,15,15
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,12,12
YACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,8,8
YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,4,4
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,20,20
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,57,57
AIQUILE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,4,4
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,38,38
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,6,6
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,5,5
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,6,6
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,10,10
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,16,16
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,75,75
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,27,27
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,30,30
CAJUATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,14,14
CALACOTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,5,5
CAMIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,4,4
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,11,11
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,11,11
CARAPARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,73,73
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,10,10
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,18,18
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,4,4
COLOMI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,1,1
COLPA BELGICA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,16,16
COLQUIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,1,1
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,3,3
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
CORO CORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,6,6
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,21,21
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,8,8
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,8,8
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,4,4
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,4,4
CULPINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,5,5
CURAHUARA DE CARANGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,7,7
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,1,1
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,5,5
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,36,36
EL PUENTE(STC),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,20,20
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,19,19
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,8,8
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,1,1
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,3,3
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,11,11
HUACARETA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,3,3
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,8,8
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,4,4
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,12,12
INQUISIVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,7,7
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,13,13
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,4,4
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,69,69
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,11,11
LAS CARRERAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,1,1
LICOMA PAMPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,3,3
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,4,4
MAPIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,8,8
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,15,15
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,4,4
MONTEAGUDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,6,6
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,3,3
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,6,6
OCURI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,1,1
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,4,4
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,14,14
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
PAMPA AULLAGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,3,3
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,9,9
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,27,27
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,3,3
POSTRER VALLE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,4,4
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,34,34
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,8,8
PUERTO GONZALO MORENO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,1,1
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,11,11
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,14,14
QUIABAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,25,25
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,7,7
QUIRUSILLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,7,7
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,8,8
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,3,3
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,7,7
SAIPINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,12,12
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,3,3
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,5,5
SAN JUAN DE YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,4,4
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,7,7
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,44,44
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,60,60
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,8,8
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,7,7
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,5,5
SAN PEDRO(PND),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,5,5
SAN RAFAEL,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,5,5
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,20,20
SANTA ROSA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,3,3
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,3,3
SANTIVAÑES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,15,15
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,9,9
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,17,17
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,1,1
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,16,16
TACOPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,3,3
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,4,4
TARACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,14,14
TARVITA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,14,14
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,50,50
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,1,1
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,15,15
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,17,17
TRIGAL,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,9,9
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,5,5
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,44,44
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,8,8
VACAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,3,3
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,7,7
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,19,19
VILLA MONTES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,5,5
VILLA NUEVA (LOMA ALTA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,8,8
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,1,1
VILLA SERRANO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,40,40
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,10,10
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,5,5
VITICHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,7,7
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,7,7
YANACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,2,2
YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,7,7
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,19,19
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-09-01,6,6
ACACIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,8,8
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,37,37
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,31,31
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,9,9
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,5,5
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,7,7
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,5,5
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,11,11
BERMEJO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,3,3
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,19,19
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,6,6
CALACOTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,4,4
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,9,9
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,12,12
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,14,14
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,8,8
CARIPUYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,6,6
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,14,14
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,22,22
CHIMORE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,4,4
CLIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
COBIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,7,7
COLOMI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,16,16
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,3,3
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
CORO CORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,17,17
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,10,10
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,8,8
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,20,20
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,6,6
CULPINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,3,3
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,37,37
EL PUENTE(STC),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,4,4
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,24,24
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,8,8
ESMERALDA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,8,8
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,1,1
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,2,2
GUANAY,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-10-01,3,3
