,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL MASCULINO,TOTAL FEMENINO,TOTAL
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,11,8,74,70,85,78,163
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,943,882,2385,2195,3328,3077,6405
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,0,0,64,53,64,53,117
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,7,19,51,77,58,96,154
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,0,2,9,16,9,18,27
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,2,3,71,80,73,83,156
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,8,3,21,22,29,25,54
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,1,3,32,34,33,37,70
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,8,8,54,57,62,65,127
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,3,2,18,26,21,28,49
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,4,2,86,85,90,87,177
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,2,1,30,39,32,40,72
SHINAOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,61,50,313,255,374,305,679
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,7,8,151,177,158,185,343
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,0,0,21,26,21,26,47
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,48,60,180,152,228,212,440
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,0,2,106,108,106,110,216
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,12,8,136,123,148,131,279
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,35,26,102,129,137,155,292
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,298,274,2079,2069,2377,2343,4720
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,6,6,4,6,10,12,22
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,22,12,37,30,59,42,101
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,0,0,66,68,66,68,134
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,7,13,231,246,238,259,497
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,1,0,3,6,4,6,10
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,40,41,278,266,318,307,625
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,2,0,313,294,315,294,609
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,2,0,10,15,12,15,27
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,20,18,38,38,58,56,114
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,303,184,770,614,1073,798,1871
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,7,5,279,282,286,287,573
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,0,0,96,97,96,97,193
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,24,17,84,92,108,109,217
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,17,22,110,85,127,107,234
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,4,8,71,58,75,66,141
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,199,187,301,327,500,514,1014
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,6,11,95,114,101,125,226
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,1,0,10,5,11,5,16
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,2,2,51,46,53,48,101
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,0,1,1,1,1,2,3
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,27,23,25,22,52,45,97
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,1,1,69,55,70,56,126
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,10,8,99,98,109,106,215
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,5,5,201,219,206,224,430
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,7,5,145,147,152,152,304
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,22,32,55,60,77,92,169
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,2,6,47,61,49,67,116
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,1,1,25,34,26,35,61
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,88,120,314,354,402,474,876
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,1,0,265,254,266,254,520
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,6,1,44,57,50,58,108
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,4,3,76,64,80,67,147
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,16,13,79,75,95,88,183
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,25,18,96,108,121,126,247
URUBICHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,4,9,152,170,156,179,335
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,15,9,93,102,108,111,219
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,30,23,109,123,139,146,285
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,12,11,67,67,79,78,157
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,117,80,233,239,350,319,669
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,10,9,106,116,116,125,241
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,14,12,225,192,239,204,443
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,26,26,263,239,289,265,554
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,2,1,59,61,61,62,123
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,11,11,56,35,67,46,113
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,1,3,167,164,168,167,335
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,230,198,690,615,920,813,1733
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,11,10,144,134,155,144,299
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,13,22,277,260,290,282,572
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,111,115,98,93,209,208,417
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,0,3,110,122,110,125,235
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,0,2,3,7,3,9,12
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,109,119,141,146,250,265,515
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,11,9,72,66,83,75,158
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,82,63,407,403,489,466,955
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,1,1,148,156,149,157,306
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,6,3,63,46,69,49,118
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,40,46,229,218,269,264,533
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,2,3,61,62,63,65,128
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,1,2,120,132,121,134,255
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,16,5,108,79,124,84,208
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,0,0,0,2,0,2,2
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-10-01,1,2,174,164,175,166,341
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,5,58,66,60,71,131
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,32,33,171,154,203,187,390
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,8,6,83,64,91,70,161
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,21,30,100,113,121,143,264
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,4,42,31,48,35,83
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,12,5,49,56,61,61,122
ALTO BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,4,2,93,73,97,75,172
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,3,66,57,67,60,127
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,3,74,59,76,62,138
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,2,26,23,28,25,53
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,9,5,49,62,58,67,125
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,21,26,171,164,192,190,382
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,2,54,48,57,50,107
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,1,78,49,78,50,128
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,17,10,116,132,133,142,275
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,14,15,171,158,185,173,358
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,4,93,70,95,74,169
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,6,104,102,110,108,218
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,11,7,34,41,45,48,93
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,8,13,83,80,91,93,184
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,10,5,34,15,44,20,64
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,88,58,252,186,340,244,584
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,9,164,182,167,191,358
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,5,17,88,81,93,98,191
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,3,66,34,72,37,109
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,2,11,12,12,14,26
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,2,12,15,13,17,30
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,5,2,35,48,40,50,90
BERMEJO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,61,55,30,36,91,91,182
BETANZOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,25,26,348,301,373,327,700
BOLIVAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,19,16,113,110,132,126,258
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,1,48,30,49,31,80
BOYUIBE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,9,6,35,40,44,46,90
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,16,7,78,87,94,94,188
CABEZAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,7,5,67,77,74,82,156
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,3,89,89,90,92,182
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,7,2,68,76,75,78,153
CAJUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,2,81,45,82,47,129
CALACOTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,0,29,19,30,19,49
CALAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,4,73,94,76,98,174
CAMARGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,5,8,149,170,154,178,332
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,4,1,55,45,59,46,105
CAMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,60,52,211,213,271,265,536
CAPINOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,12,14,137,93,149,107,256
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,0,64,49,66,49,115
CARACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,21,13,139,129,160,142,302
CARANAVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,77,83,203,251,280,334,614
CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,1,2,2,2,3,5
CARAPARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,14,10,126,120,140,130,270
CARIPUYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,2,120,96,126,98,224
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,12,6,34,27,46,33,79
CATACORA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,24,13,24,13,37
CHACARILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,1,7,7,9,8,17
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,17,19,201,156,218,175,393
CHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,2,51,54,54,56,110
CHARAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,27,27,250,254,277,281,558
CHARAÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,1,20,23,21,24,45
CHAYANTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,10,14,91,104,101,118,219
CHIMORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,50,40,210,189,260,229,489
CHIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,1,3,9,5,10,15
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,7,8,7,8,15
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,26,17,63,71,89,88,177
CHUMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,8,43,56,46,64,110
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,1,37,41,40,42,82
CKOCHAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,19,13,178,157,197,170,367
CLIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,5,9,115,112,120,121,241
COBIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,35,36,241,225,276,261,537
COCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,63,55,114,125,177,180,357
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1018,794,1696,1470,2714,2264,4978
COIPASA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,1,8,8,8,9,17
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,115,96,216,248,331,344,675
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,5,3,92,99,97,102,199
COLLANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,3,16,14,18,17,35
COLOMI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,10,8,97,71,107,79,186
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,2,2,2,3,4,7
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,8,12,131,141,139,153,292
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,7,36,35,39,42,81
COLQUIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,16,24,128,120,144,144,288
COMANCHE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,7,31,39,33,46,79
COMARAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,3,68,50,68,53,121
COMBAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,0,30,29,32,29,61
CONCEPCION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,16,12,54,50,70,62,132
COPACABANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,8,5,64,51,72,56,128
CORIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,4,127,119,133,123,256
CORO CORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,5,46,62,52,67,119
COROICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,15,14,103,123,118,137,255
CORQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,5,3,51,50,56,53,109
COTAGAITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,10,16,206,202,216,218,434
COTOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,48,40,237,222,285,262,547
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,1,1,1,1,2
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,11,16,101,88,112,104,216
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,15,15,15,15,30
CUEVO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,1,75,64,76,65,141
CULPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,3,195,190,196,193,389
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,6,69,50,71,56,127
CURVA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,5,32,11,34,16,50
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,4,2,20,38,24,40,64
EL ALTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,823,803,2908,2883,3731,3686,7417
EL CHORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,3,55,52,57,55,112
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,2,88,102,91,104,195
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,12,10,84,96,96,106,202
EL TORNO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,29,22,177,197,206,219,425
EL VILLAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,11,7,79,79,90,86,176
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,13,5,187,179,200,184,384
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,28,27,234,129,262,156,418
ESCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,2,4,2,4,6
ESCOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,4,1,22,14,26,15,41
ESMERALDA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,0,0,0,2,0,2
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,5,37,40,38,45,83
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,5,3,15,11,20,14,34
EXALTACION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,44,17,44,17,61
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,0,93,93,94,93,187
FILADELFIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,7,4,73,50,80,54,134
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,21,12,70,83,91,95,186
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,5,11,88,107,93,118,211
GUANAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,10,10,116,116,126,126,252
GUAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,9,9,29,29,38,38,76
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,5,2,169,163,174,165,339
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,21,17,226,222,247,239,486
HUACARETA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,4,106,98,109,102,211
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,3,47,44,53,47,100
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,1,10,9,12,10,22
HUANUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,22,22,87,117,109,139,248
HUARACAJE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,21,30,21,30,51
HUARINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,4,6,12,13,16,19,35
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,5,30,37,31,42,73
HUMANATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,10,22,18,25,28,53
ICHOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,17,13,41,25,58,38,96
ICLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,5,232,229,234,234,468
INCAHUASI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,1,163,166,166,167,333
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,7,8,4,4,11,12,23
