municipality,group,variable,month,Vaginales,TOTAL
COBIJA,atencion de partos en servicios,vaginales,2019-04-01,59,59
COCAPATA,atencion de partos en servicios,vaginales,2019-04-01,10,10
COCHABAMBA,atencion de partos en servicios,vaginales,2019-04-01,783,783
COLCAPIRHUA,atencion de partos en servicios,vaginales,2019-04-01,31,31
"COLCHA ""K""",atencion de partos en servicios,vaginales,2019-04-01,5,5
COLLANA,atencion de partos en servicios,vaginales,2019-04-01,2,2
COLOMI,atencion de partos en servicios,vaginales,2019-04-01,15,15
COLPA BELGICA,atencion de partos en servicios,vaginales,2019-04-01,9,9
COLQUECHACA,atencion de partos en servicios,vaginales,2019-04-01,17,17
COLQUIRI,atencion de partos en servicios,vaginales,2019-04-01,2,2
COMANCHE,atencion de partos en servicios,vaginales,2019-04-01,1,1
COMARAPA,atencion de partos en servicios,vaginales,2019-04-01,19,19
CONCEPCION,atencion de partos en servicios,vaginales,2019-04-01,30,30
COPACABANA,atencion de partos en servicios,vaginales,2019-04-01,6,6
CORIPATA,atencion de partos en servicios,vaginales,2019-04-01,9,9
CORO CORO,atencion de partos en servicios,vaginales,2019-04-01,4,4
COROICO,atencion de partos en servicios,vaginales,2019-04-01,13,13
COTAGAITA,atencion de partos en servicios,vaginales,2019-04-01,14,14
COTOCA,atencion de partos en servicios,vaginales,2019-04-01,72,72
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2019-04-01,19,19
CUEVO,atencion de partos en servicios,vaginales,2019-04-01,2,2
CULPINA,atencion de partos en servicios,vaginales,2019-04-01,16,16
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2019-04-01,4,4
DESAGUADERO,atencion de partos en servicios,vaginales,2019-04-01,9,9
EL ALTO,atencion de partos en servicios,vaginales,2019-04-01,941,941
EL PUENTE(STC),atencion de partos en servicios,vaginales,2019-04-01,9,9
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2019-04-01,6,6
EL TORNO,atencion de partos en servicios,vaginales,2019-04-01,50,50
EL VILLAR,atencion de partos en servicios,vaginales,2019-04-01,4,4
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2019-04-01,11,11
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2019-04-01,41,41
ESCOMA,atencion de partos en servicios,vaginales,2019-04-01,1,1
EUCALIPTUS,atencion de partos en servicios,vaginales,2019-04-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2019-04-01,5,5
FILADELFIA,atencion de partos en servicios,vaginales,2019-04-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2019-04-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,vaginales,2019-04-01,1,1
GUANAY,atencion de partos en servicios,vaginales,2019-04-01,11,11
GUAQUI,atencion de partos en servicios,vaginales,2019-04-01,2,2
GUAYARAMERIN,atencion de partos en servicios,vaginales,2019-04-01,44,44
GUTIERREZ,atencion de partos en servicios,vaginales,2019-04-01,9,9
HUACARETA,atencion de partos en servicios,vaginales,2019-04-01,5,5
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,vaginales,2019-04-01,2,2
HUACHACALLA,atencion de partos en servicios,vaginales,2019-04-01,1,1
HUANUNI,atencion de partos en servicios,vaginales,2019-04-01,6,6
HUARACAJE,atencion de partos en servicios,vaginales,2019-04-01,3,3
HUARINA,atencion de partos en servicios,vaginales,2019-04-01,3,3
HUAYLLAMARCA,atencion de partos en servicios,vaginales,2019-04-01,5,5
ICLA,atencion de partos en servicios,vaginales,2019-04-01,2,2
INCAHUASI,atencion de partos en servicios,vaginales,2019-04-01,5,5
INGAVI (HUMAITA),atencion de partos en servicios,vaginales,2019-04-01,1,1
INQUISIVI,atencion de partos en servicios,vaginales,2019-04-01,5,5
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,vaginales,2019-04-01,12,12
IXIAMAS,atencion de partos en servicios,vaginales,2019-04-01,3,3
JESUS DE MACHACA,atencion de partos en servicios,vaginales,2019-04-01,2,2
LA ASUNTA,atencion de partos en servicios,vaginales,2019-04-01,35,35
LA GUARDIA,atencion de partos en servicios,vaginales,2019-04-01,64,64
LA PAZ,atencion de partos en servicios,vaginales,2019-04-01,772,772
LAGUNILLAS,atencion de partos en servicios,vaginales,2019-04-01,1,1
LAJA,atencion de partos en servicios,vaginales,2019-04-01,2,2
LAS CARRERAS,atencion de partos en servicios,vaginales,2019-04-01,2,2
LICOMA PAMPA,atencion de partos en servicios,vaginales,2019-04-01,2,2
LLALLAGUA,atencion de partos en servicios,vaginales,2019-04-01,45,45
LLICA,atencion de partos en servicios,vaginales,2019-04-01,1,1
LURIBAY,atencion de partos en servicios,vaginales,2019-04-01,8,8
MAGDALENA,atencion de partos en servicios,vaginales,2019-04-01,17,17
MAIRANA,atencion de partos en servicios,vaginales,2019-04-01,7,7
MAPIRI,atencion de partos en servicios,vaginales,2019-04-01,22,22
MECAPACA,atencion de partos en servicios,vaginales,2019-04-01,1,1
MINEROS,atencion de partos en servicios,vaginales,2019-04-01,16,16
MIZQUE,atencion de partos en servicios,vaginales,2019-04-01,15,15
MOCOMOCO,atencion de partos en servicios,vaginales,2019-04-01,1,1
MOJOCOYA,atencion de partos en servicios,vaginales,2019-04-01,4,4
MONTEAGUDO,atencion de partos en servicios,vaginales,2019-04-01,25,25
MONTERO,atencion de partos en servicios,vaginales,2019-04-01,133,133
MORO MORO,atencion de partos en servicios,vaginales,2019-04-01,1,1
MOROCHATA,atencion de partos en servicios,vaginales,2019-04-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,vaginales,2019-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,vaginales,2019-04-01,1,1
OCURI,atencion de partos en servicios,vaginales,2019-04-01,6,6
OKINAWA,atencion de partos en servicios,vaginales,2019-04-01,7,7
OMEREQUE,atencion de partos en servicios,vaginales,2019-04-01,2,2
ORURO,atencion de partos en servicios,vaginales,2019-04-01,322,322
PADCAYA,atencion de partos en servicios,vaginales,2019-04-01,5,5
PADILLA,atencion de partos en servicios,vaginales,2019-04-01,15,15
PAILON,atencion de partos en servicios,vaginales,2019-04-01,30,30
PALCA,atencion de partos en servicios,vaginales,2019-04-01,3,3
PALOS BLANCOS,atencion de partos en servicios,vaginales,2019-04-01,27,27
PAMPA AULLAGAS,atencion de partos en servicios,vaginales,2019-04-01,1,1
PAMPA GRANDE,atencion de partos en servicios,vaginales,2019-04-01,8,8
PAPEL PAMPA,atencion de partos en servicios,vaginales,2019-04-01,2,2
PASORAPA,atencion de partos en servicios,vaginales,2019-04-01,2,2
PATACAMAYA,atencion de partos en servicios,vaginales,2019-04-01,35,35
PAZÑA,atencion de partos en servicios,vaginales,2019-04-01,3,3
POCOATA,atencion de partos en servicios,vaginales,2019-04-01,7,7
POCONA,atencion de partos en servicios,vaginales,2019-04-01,5,5
POJO (CBBA),atencion de partos en servicios,vaginales,2019-04-01,9,9
POOPO,atencion de partos en servicios,vaginales,2019-04-01,4,4
PORCO,atencion de partos en servicios,vaginales,2019-04-01,7,7
POROMA,atencion de partos en servicios,vaginales,2019-04-01,11,11
PORTACHUELO,atencion de partos en servicios,vaginales,2019-04-01,11,11
PORVENIR,atencion de partos en servicios,vaginales,2019-04-01,3,3
POSTRER VALLE,atencion de partos en servicios,vaginales,2019-04-01,2,2
POTOSI,atencion de partos en servicios,vaginales,2019-04-01,282,282
PRESTO,atencion de partos en servicios,vaginales,2019-04-01,4,4
PUCARANI,atencion de partos en servicios,vaginales,2019-04-01,6,6
PUERTO ACOSTA,atencion de partos en servicios,vaginales,2019-04-01,4,4
PUERTO CARABUCO,atencion de partos en servicios,vaginales,2019-04-01,5,5
PUERTO GONZALO MORENO,atencion de partos en servicios,vaginales,2019-04-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,vaginales,2019-04-01,13,13
PUERTO RICO,atencion de partos en servicios,vaginales,2019-04-01,8,8
PUERTO SUAREZ,atencion de partos en servicios,vaginales,2019-04-01,21,21
PUERTO VILLARROEL,atencion de partos en servicios,vaginales,2019-04-01,93,93
PUNA,atencion de partos en servicios,vaginales,2019-04-01,11,11
PUNATA,atencion de partos en servicios,vaginales,2019-04-01,45,45
QUIABAYA,atencion de partos en servicios,vaginales,2019-04-01,4,4
QUILLACOLLO,atencion de partos en servicios,vaginales,2019-04-01,156,156
QUIME,atencion de partos en servicios,vaginales,2019-04-01,5,5
RAVELO,atencion de partos en servicios,vaginales,2019-04-01,6,6
REYES,atencion de partos en servicios,vaginales,2019-04-01,15,15
RIBERALTA,atencion de partos en servicios,vaginales,2019-04-01,186,186
ROBORE,atencion de partos en servicios,vaginales,2019-04-01,18,18
RURRENABAQUE,atencion de partos en servicios,vaginales,2019-04-01,22,22
SABAYA,atencion de partos en servicios,vaginales,2019-04-01,1,1
SACABA,atencion de partos en servicios,vaginales,2019-04-01,180,180
SACABAMBA,atencion de partos en servicios,vaginales,2019-04-01,3,3
SACACA,atencion de partos en servicios,vaginales,2019-04-01,8,8
SAIPINA,atencion de partos en servicios,vaginales,2019-04-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2019-04-01,9,9
SAMAIPATA,atencion de partos en servicios,vaginales,2019-04-01,5,5
SAN ANDRES,atencion de partos en servicios,vaginales,2019-04-01,4,4
SAN ANDRES DE MACHACA,atencion de partos en servicios,vaginales,2019-04-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2019-04-01,8,8
SAN BENITO,atencion de partos en servicios,vaginales,2019-04-01,2,2
SAN BORJA,atencion de partos en servicios,vaginales,2019-04-01,46,46
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2019-04-01,13,13
SAN CARLOS,atencion de partos en servicios,vaginales,2019-04-01,18,18
SAN IGNACIO,atencion de partos en servicios,vaginales,2019-04-01,34,34
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2019-04-01,99,99
SAN JAVIER(BNI),atencion de partos en servicios,vaginales,2019-04-01,3,3
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2019-04-01,18,18
SAN JOAQUIN,atencion de partos en servicios,vaginales,2019-04-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2019-04-01,20,20
SAN JUAN DE YAPACANI,atencion de partos en servicios,vaginales,2019-04-01,5,5
SAN JULIAN,atencion de partos en servicios,vaginales,2019-04-01,47,47
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2019-04-01,7,7
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2019-04-01,7,7
SAN LUCAS,atencion de partos en servicios,vaginales,2019-04-01,25,25
SAN MATIAS,atencion de partos en servicios,vaginales,2019-04-01,20,20
SAN MIGUEL DE VELASCO,atencion de partos en servicios,vaginales,2019-04-01,13,13
SAN PEDRO,atencion de partos en servicios,vaginales,2019-04-01,12,12
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,vaginales,2019-04-01,12,12
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,vaginales,2019-04-01,4,4
SAN PEDRO DE QUEMES,atencion de partos en servicios,vaginales,2019-04-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,vaginales,2019-04-01,1,1
SAN PEDRO(PND),atencion de partos en servicios,vaginales,2019-04-01,1,1
SAN RAFAEL,atencion de partos en servicios,vaginales,2019-04-01,4,4
SAN RAMON BENI,atencion de partos en servicios,vaginales,2019-04-01,4,4
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2019-04-01,7,7
SANTA ANA,atencion de partos en servicios,vaginales,2019-04-01,27,27
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2019-04-01,1543,1543
SANTA ROSA,atencion de partos en servicios,vaginales,2019-04-01,21,21
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2019-04-01,11,11
SANTIAGO DE HUARI,atencion de partos en servicios,vaginales,2019-04-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,vaginales,2019-04-01,2,2
SANTIVAÑES,atencion de partos en servicios,vaginales,2019-04-01,5,5
SANTUARIO DE QUILLACAS,atencion de partos en servicios,vaginales,2019-04-01,1,1
SAPAHAQUI,atencion de partos en servicios,vaginales,2019-04-01,5,5
SENA,atencion de partos en servicios,vaginales,2019-04-01,6,6
SHINAOTA,atencion de partos en servicios,vaginales,2019-04-01,28,28
SICA SICA (VILLA AROMA),atencion de partos en servicios,vaginales,2019-04-01,7,7
SIPE SIPE,atencion de partos en servicios,vaginales,2019-04-01,44,44
SOPACHUY,atencion de partos en servicios,vaginales,2019-04-01,11,11
SORACACHI,atencion de partos en servicios,vaginales,2019-04-01,1,1
SORATA,atencion de partos en servicios,vaginales,2019-04-01,12,12
SUCRE,atencion de partos en servicios,vaginales,2019-04-01,267,267
TACACOMA,atencion de partos en servicios,vaginales,2019-04-01,3,3
TACOBAMBA,atencion de partos en servicios,vaginales,2019-04-01,2,2
TACOPAYA,atencion de partos en servicios,vaginales,2019-04-01,5,5
TAPACARI,atencion de partos en servicios,vaginales,2019-04-01,8,8
TARABUCO,atencion de partos en servicios,vaginales,2019-04-01,13,13
TARACO,atencion de partos en servicios,vaginales,2019-04-01,1,1
TARATA,atencion de partos en servicios,vaginales,2019-04-01,7,7
TARIJA,atencion de partos en servicios,vaginales,2019-04-01,250,250
TARVITA,atencion de partos en servicios,vaginales,2019-04-01,14,14
TEOPONTE,atencion de partos en servicios,vaginales,2019-04-01,15,15
TIAHUANACU,atencion de partos en servicios,vaginales,2019-04-01,8,8
TIPUANI,atencion de partos en servicios,vaginales,2019-04-01,8,8
TIQUIPAYA,atencion de partos en servicios,vaginales,2019-04-01,79,79
TIRAQUE (CBBA),atencion de partos en servicios,vaginales,2019-04-01,16,16
TOCO,atencion de partos en servicios,vaginales,2019-04-01,6,6
TOLATA,atencion de partos en servicios,vaginales,2019-04-01,3,3
TOLEDO,atencion de partos en servicios,vaginales,2019-04-01,4,4
TOMAVE,atencion de partos en servicios,vaginales,2019-04-01,4,4
TOMINA,atencion de partos en servicios,vaginales,2019-04-01,8,8
TORO TORO,atencion de partos en servicios,vaginales,2019-04-01,3,3
TOTORA(CBBA),atencion de partos en servicios,vaginales,2019-04-01,20,20
TOTORA(ORR),atencion de partos en servicios,vaginales,2019-04-01,2,2
TRIGAL,atencion de partos en servicios,vaginales,2019-04-01,2,2
TRINIDAD,atencion de partos en servicios,vaginales,2019-04-01,185,185
TUPIZA,atencion de partos en servicios,vaginales,2019-04-01,49,49
UMALA,atencion de partos en servicios,vaginales,2019-04-01,4,4
UNCIA,atencion de partos en servicios,vaginales,2019-04-01,11,11
URIONDO (A. CONCEPCION),atencion de partos en servicios,vaginales,2019-04-01,6,6
URUBICHA,atencion de partos en servicios,vaginales,2019-04-01,5,5
UYUNI,atencion de partos en servicios,vaginales,2019-04-01,43,43
VACAS,atencion de partos en servicios,vaginales,2019-04-01,10,10
VALLEGRANDE,atencion de partos en servicios,vaginales,2019-04-01,8,8
VIACHA,atencion de partos en servicios,vaginales,2019-04-01,48,48
VILA VILA,atencion de partos en servicios,vaginales,2019-04-01,1,1
VILLA CHARCAS,atencion de partos en servicios,vaginales,2019-04-01,10,10
VILLA MONTES,atencion de partos en servicios,vaginales,2019-04-01,46,46
VILLA RIVERO,atencion de partos en servicios,vaginales,2019-04-01,9,9
VILLA SERRANO,atencion de partos en servicios,vaginales,2019-04-01,11,11
VILLA TUNARI,atencion de partos en servicios,vaginales,2019-04-01,88,88
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,vaginales,2019-04-01,6,6
VILLAZON,atencion de partos en servicios,vaginales,2019-04-01,30,30
VINTO,atencion de partos en servicios,vaginales,2019-04-01,40,40
VITICHI,atencion de partos en servicios,vaginales,2019-04-01,4,4
WALDO BALLIVIAN,atencion de partos en servicios,vaginales,2019-04-01,1,1
WARNES,atencion de partos en servicios,vaginales,2019-04-01,103,103
YACO,atencion de partos en servicios,vaginales,2019-04-01,2,2
YACUIBA,atencion de partos en servicios,vaginales,2019-04-01,105,105
YAMPARAEZ,atencion de partos en servicios,vaginales,2019-04-01,8,8
YANACACHI,atencion de partos en servicios,vaginales,2019-04-01,3,3
YAPACANI,atencion de partos en servicios,vaginales,2019-04-01,59,59
YOCALLA,atencion de partos en servicios,vaginales,2019-04-01,3,3
YOTALA,atencion de partos en servicios,vaginales,2019-04-01,7,7
YUNCHARA,atencion de partos en servicios,vaginales,2019-04-01,3,3
ZUDAÑEZ,atencion de partos en servicios,vaginales,2019-04-01,9,9
ACACIO,atencion de partos en servicios,vaginales,2019-05-01,4,4
ACHACACHI,atencion de partos en servicios,vaginales,2019-05-01,17,17
ACHOCALLA,atencion de partos en servicios,vaginales,2019-05-01,3,3
AIQUILE,atencion de partos en servicios,vaginales,2019-05-01,29,29
ALCALA,atencion de partos en servicios,vaginales,2019-05-01,1,1
ALTO BENI,atencion de partos en servicios,vaginales,2019-05-01,9,9
ANCORAIMES,atencion de partos en servicios,vaginales,2019-05-01,2,2
ANZALDO,atencion de partos en servicios,vaginales,2019-05-01,5,5
APOLO,atencion de partos en servicios,vaginales,2019-05-01,11,11
ARAMPAMPA,atencion de partos en servicios,vaginales,2019-05-01,1,1
ARBIETO,atencion de partos en servicios,vaginales,2019-05-01,6,6
ARQUE,atencion de partos en servicios,vaginales,2019-05-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2019-05-01,49,49
ATOCHA,atencion de partos en servicios,vaginales,2019-05-01,8,8
AUCAPATA,atencion de partos en servicios,vaginales,2019-05-01,2,2
AYO AYO,atencion de partos en servicios,vaginales,2019-05-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2019-05-01,15,15
AZURDUY,atencion de partos en servicios,vaginales,2019-05-01,1,1
BATALLAS,atencion de partos en servicios,vaginales,2019-05-01,4,4
BAURES,atencion de partos en servicios,vaginales,2019-05-01,8,8
BELEN DE ANDAMARCA,atencion de partos en servicios,vaginales,2019-05-01,2,2
BELLA FLOR,atencion de partos en servicios,vaginales,2019-05-01,3,3
BERMEJO,atencion de partos en servicios,vaginales,2019-05-01,34,34
BETANZOS,atencion de partos en servicios,vaginales,2019-05-01,19,19
BOLIVAR,atencion de partos en servicios,vaginales,2019-05-01,3,3
BOLPEBRA,atencion de partos en servicios,vaginales,2019-05-01,2,2
BOYUIBE,atencion de partos en servicios,vaginales,2019-05-01,3,3
BUENA VISTA,atencion de partos en servicios,vaginales,2019-05-01,16,16
CABEZAS,atencion de partos en servicios,vaginales,2019-05-01,28,28
CAIROMA,atencion de partos en servicios,vaginales,2019-05-01,4,4
"CAIZA ""D""",atencion de partos en servicios,vaginales,2019-05-01,8,8
CAJUATA,atencion de partos en servicios,vaginales,2019-05-01,14,14
CALAMARCA,atencion de partos en servicios,vaginales,2019-05-01,8,8
CAMARGO,atencion de partos en servicios,vaginales,2019-05-01,15,15
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2019-05-01,3,3
CAMIRI,atencion de partos en servicios,vaginales,2019-05-01,37,37
CAPINOTA,atencion de partos en servicios,vaginales,2019-05-01,19,19
CAQUIAVIRI,atencion de partos en servicios,vaginales,2019-05-01,2,2
CARACOLLO,atencion de partos en servicios,vaginales,2019-05-01,12,12
CARANAVI,atencion de partos en servicios,vaginales,2019-05-01,58,58
CARAPARI,atencion de partos en servicios,vaginales,2019-05-01,12,12
CARIPUYO,atencion de partos en servicios,vaginales,2019-05-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2019-05-01,3,3
CHALLAPATA,atencion de partos en servicios,vaginales,2019-05-01,29,29
CHAQUI,atencion de partos en servicios,vaginales,2019-05-01,2,2
CHARAGUA,atencion de partos en servicios,vaginales,2019-05-01,42,42
CHAYANTA,atencion de partos en servicios,vaginales,2019-05-01,4,4
CHIMORE,atencion de partos en servicios,vaginales,2019-05-01,21,21
CHIPAYA,atencion de partos en servicios,vaginales,2019-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2019-05-01,13,13
CHUMA,atencion de partos en servicios,vaginales,2019-05-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2019-05-01,10,10
CKOCHAS,atencion de partos en servicios,vaginales,2019-05-01,8,8
CLIZA,atencion de partos en servicios,vaginales,2019-05-01,32,32
COBIJA,atencion de partos en servicios,vaginales,2019-05-01,57,57
COCAPATA,atencion de partos en servicios,vaginales,2019-05-01,14,14
COCHABAMBA,atencion de partos en servicios,vaginales,2019-05-01,740,740
COLCAPIRHUA,atencion de partos en servicios,vaginales,2019-05-01,40,40
"COLCHA ""K""",atencion de partos en servicios,vaginales,2019-05-01,4,4
COLLANA,atencion de partos en servicios,vaginales,2019-05-01,2,2
COLOMI,atencion de partos en servicios,vaginales,2019-05-01,19,19
COLPA BELGICA,atencion de partos en servicios,vaginales,2019-05-01,7,7
COLQUECHACA,atencion de partos en servicios,vaginales,2019-05-01,20,20
COLQUENCHA,atencion de partos en servicios,vaginales,2019-05-01,6,6
COLQUIRI,atencion de partos en servicios,vaginales,2019-05-01,7,7
COMARAPA,atencion de partos en servicios,vaginales,2019-05-01,27,27
CONCEPCION,atencion de partos en servicios,vaginales,2019-05-01,33,33
COPACABANA,atencion de partos en servicios,vaginales,2019-05-01,7,7
CORIPATA,atencion de partos en servicios,vaginales,2019-05-01,14,14
CORO CORO,atencion de partos en servicios,vaginales,2019-05-01,2,2
COROICO,atencion de partos en servicios,vaginales,2019-05-01,12,12
CORQUE,atencion de partos en servicios,vaginales,2019-05-01,2,2
COTAGAITA,atencion de partos en servicios,vaginales,2019-05-01,10,10
COTOCA,atencion de partos en servicios,vaginales,2019-05-01,59,59
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2019-05-01,13,13
CUEVO,atencion de partos en servicios,vaginales,2019-05-01,3,3
CULPINA,atencion de partos en servicios,vaginales,2019-05-01,15,15
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2019-05-01,2,2
CURVA,atencion de partos en servicios,vaginales,2019-05-01,1,1
DESAGUADERO,atencion de partos en servicios,vaginales,2019-05-01,6,6
EL ALTO,atencion de partos en servicios,vaginales,2019-05-01,991,991
EL PUENTE(STC),atencion de partos en servicios,vaginales,2019-05-01,4,4
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2019-05-01,5,5
EL TORNO,atencion de partos en servicios,vaginales,2019-05-01,56,56
EL VILLAR,atencion de partos en servicios,vaginales,2019-05-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2019-05-01,11,11
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2019-05-01,36,36
ESCOMA,atencion de partos en servicios,vaginales,2019-05-01,3,3
ESMERALDA,atencion de partos en servicios,vaginales,2019-05-01,1,1
EUCALIPTUS,atencion de partos en servicios,vaginales,2019-05-01,2,2
EUREKA (SANTOS MERCADO),atencion de partos en servicios,vaginales,2019-05-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2019-05-01,13,13
FILADELFIA,atencion de partos en servicios,vaginales,2019-05-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2019-05-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,vaginales,2019-05-01,1,1
GUANAY,atencion de partos en servicios,vaginales,2019-05-01,12,12
GUAQUI,atencion de partos en servicios,vaginales,2019-05-01,2,2
GUAYARAMERIN,atencion de partos en servicios,vaginales,2019-05-01,55,55
GUTIERREZ,atencion de partos en servicios,vaginales,2019-05-01,19,19
HUACARETA,atencion de partos en servicios,vaginales,2019-05-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,vaginales,2019-05-01,1,1
HUANUNI,atencion de partos en servicios,vaginales,2019-05-01,14,14
HUARACAJE,atencion de partos en servicios,vaginales,2019-05-01,7,7
HUARINA,atencion de partos en servicios,vaginales,2019-05-01,2,2
HUATAJATA,atencion de partos en servicios,vaginales,2019-05-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,vaginales,2019-05-01,2,2
HUMANATA,atencion de partos en servicios,vaginales,2019-05-01,1,1
ICHOCA,atencion de partos en servicios,vaginales,2019-05-01,1,1
ICLA,atencion de partos en servicios,vaginales,2019-05-01,2,2
INCAHUASI,atencion de partos en servicios,vaginales,2019-05-01,6,6
INQUISIVI,atencion de partos en servicios,vaginales,2019-05-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,vaginales,2019-05-01,9,9
IXIAMAS,atencion de partos en servicios,vaginales,2019-05-01,12,12
JESUS DE MACHACA,atencion de partos en servicios,vaginales,2019-05-01,6,6
LA ASUNTA,atencion de partos en servicios,vaginales,2019-05-01,37,37
LA GUARDIA,atencion de partos en servicios,vaginales,2019-05-01,52,52
LA PAZ,atencion de partos en servicios,vaginales,2019-05-01,732,732
LAGUNILLAS,atencion de partos en servicios,vaginales,2019-05-01,1,1
LAJA,atencion de partos en servicios,vaginales,2019-05-01,5,5
LAS CARRERAS,atencion de partos en servicios,vaginales,2019-05-01,2,2
LICOMA PAMPA,atencion de partos en servicios,vaginales,2019-05-01,2,2
LLALLAGUA,atencion de partos en servicios,vaginales,2019-05-01,34,34
LLICA,atencion de partos en servicios,vaginales,2019-05-01,1,1
LURIBAY,atencion de partos en servicios,vaginales,2019-05-01,2,2
MACHACAMARCA,atencion de partos en servicios,vaginales,2019-05-01,1,1
MACHARETI,atencion de partos en servicios,vaginales,2019-05-01,4,4
MAGDALENA,atencion de partos en servicios,vaginales,2019-05-01,15,15
MAIRANA,atencion de partos en servicios,vaginales,2019-05-01,10,10
MAPIRI,atencion de partos en servicios,vaginales,2019-05-01,30,30
MECAPACA,atencion de partos en servicios,vaginales,2019-05-01,1,1
MINEROS,atencion de partos en servicios,vaginales,2019-05-01,23,23
MIZQUE,atencion de partos en servicios,vaginales,2019-05-01,19,19
MOCOMOCO,atencion de partos en servicios,vaginales,2019-05-01,1,1
MOJOCOYA,atencion de partos en servicios,vaginales,2019-05-01,6,6
MONTEAGUDO,atencion de partos en servicios,vaginales,2019-05-01,27,27
MONTERO,atencion de partos en servicios,vaginales,2019-05-01,129,129
MORO MORO,atencion de partos en servicios,vaginales,2019-05-01,3,3
MOROCHATA,atencion de partos en servicios,vaginales,2019-05-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,vaginales,2019-05-01,2,2
OCURI,atencion de partos en servicios,vaginales,2019-05-01,8,8
OKINAWA,atencion de partos en servicios,vaginales,2019-05-01,13,13
OMEREQUE,atencion de partos en servicios,vaginales,2019-05-01,3,3
ORURO,atencion de partos en servicios,vaginales,2019-05-01,319,319
PADCAYA,atencion de partos en servicios,vaginales,2019-05-01,1,1
PADILLA,atencion de partos en servicios,vaginales,2019-05-01,10,10
PAILON,atencion de partos en servicios,vaginales,2019-05-01,37,37
PALCA,atencion de partos en servicios,vaginales,2019-05-01,8,8
PALOS BLANCOS,atencion de partos en servicios,vaginales,2019-05-01,26,26
PAMPA AULLAGAS,atencion de partos en servicios,vaginales,2019-05-01,5,5
PAMPA GRANDE,atencion de partos en servicios,vaginales,2019-05-01,5,5
PAPEL PAMPA,atencion de partos en servicios,vaginales,2019-05-01,2,2
PATACAMAYA,atencion de partos en servicios,vaginales,2019-05-01,16,16
PELECHUCO,atencion de partos en servicios,vaginales,2019-05-01,2,2
POCOATA,atencion de partos en servicios,vaginales,2019-05-01,13,13
POCONA,atencion de partos en servicios,vaginales,2019-05-01,7,7
POJO (CBBA),atencion de partos en servicios,vaginales,2019-05-01,12,12
