municipality,group,variable,month,Ingresos espontáneos,TOTAL
YOTALA,internaciones,ingresos espontaneos,2005-03-01,17,17
YUNCHARA,internaciones,ingresos espontaneos,2005-03-01,1,1
ZUDAÑEZ,internaciones,ingresos espontaneos,2005-03-01,38,38
ACACIO,internaciones,ingresos espontaneos,2005-04-01,3,3
ACHACACHI,internaciones,ingresos espontaneos,2005-04-01,61,61
ACHOCALLA,internaciones,ingresos espontaneos,2005-04-01,3,3
AIQUILE,internaciones,ingresos espontaneos,2005-04-01,112,112
ALALAY,internaciones,ingresos espontaneos,2005-04-01,1,1
ALCALA,internaciones,ingresos espontaneos,2005-04-01,4,4
ANCORAIMES,internaciones,ingresos espontaneos,2005-04-01,4,4
ANDAMARCA,internaciones,ingresos espontaneos,2005-04-01,2,2
ANTEQUERA,internaciones,ingresos espontaneos,2005-04-01,2,2
ANZALDO,internaciones,ingresos espontaneos,2005-04-01,3,3
APOLO,internaciones,ingresos espontaneos,2005-04-01,22,22
ARAMPAMPA,internaciones,ingresos espontaneos,2005-04-01,4,4
ARANI,internaciones,ingresos espontaneos,2005-04-01,8,8
ARBIETO,internaciones,ingresos espontaneos,2005-04-01,3,3
ARQUE,internaciones,ingresos espontaneos,2005-04-01,3,3
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2005-04-01,157,157
ATOCHA,internaciones,ingresos espontaneos,2005-04-01,90,90
AYO AYO,internaciones,ingresos espontaneos,2005-04-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2005-04-01,49,49
AZURDUY,internaciones,ingresos espontaneos,2005-04-01,19,19
BATALLAS,internaciones,ingresos espontaneos,2005-04-01,7,7
BAURES,internaciones,ingresos espontaneos,2005-04-01,10,10
BELLA FLOR,internaciones,ingresos espontaneos,2005-04-01,3,3
BERMEJO,internaciones,ingresos espontaneos,2005-04-01,154,154
BETANZOS,internaciones,ingresos espontaneos,2005-04-01,52,52
BOLIVAR,internaciones,ingresos espontaneos,2005-04-01,10,10
BOLPEBRA,internaciones,ingresos espontaneos,2005-04-01,1,1
BOYUIBE,internaciones,ingresos espontaneos,2005-04-01,11,11
BUENA VISTA,internaciones,ingresos espontaneos,2005-04-01,22,22
CABEZAS,internaciones,ingresos espontaneos,2005-04-01,27,27
CAIROMA,internaciones,ingresos espontaneos,2005-04-01,5,5
"CAIZA ""D""",internaciones,ingresos espontaneos,2005-04-01,2,2
CAJUATA,internaciones,ingresos espontaneos,2005-04-01,4,4
CALAMARCA,internaciones,ingresos espontaneos,2005-04-01,4,4
CAMARGO,internaciones,ingresos espontaneos,2005-04-01,214,214
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2005-04-01,7,7
CAMIRI,internaciones,ingresos espontaneos,2005-04-01,447,447
CAPINOTA,internaciones,ingresos espontaneos,2005-04-01,59,59
CARACOLLO,internaciones,ingresos espontaneos,2005-04-01,38,38
CARANAVI,internaciones,ingresos espontaneos,2005-04-01,153,153
CARAPARI,internaciones,ingresos espontaneos,2005-04-01,6,6
CARIPUYO,internaciones,ingresos espontaneos,2005-04-01,4,4
CHALLAPATA,internaciones,ingresos espontaneos,2005-04-01,68,68
CHAQUI,internaciones,ingresos espontaneos,2005-04-01,4,4
CHARAGUA,internaciones,ingresos espontaneos,2005-04-01,67,67
CHARAÑA,internaciones,ingresos espontaneos,2005-04-01,2,2
CHAYANTA,internaciones,ingresos espontaneos,2005-04-01,16,16
CHIMORE,internaciones,ingresos espontaneos,2005-04-01,27,27
CHIPAYA,internaciones,ingresos espontaneos,2005-04-01,2,2
CHOQUE COTA,internaciones,ingresos espontaneos,2005-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2005-04-01,62,62
CHUMA,internaciones,ingresos espontaneos,2005-04-01,3,3
CLIZA,internaciones,ingresos espontaneos,2005-04-01,29,29
COBIJA,internaciones,ingresos espontaneos,2005-04-01,272,272
COCHABAMBA,internaciones,ingresos espontaneos,2005-04-01,4714,4714
COLCAPIRHUA,internaciones,ingresos espontaneos,2005-04-01,143,143
"COLCHA ""K""",internaciones,ingresos espontaneos,2005-04-01,4,4
COLLANA,internaciones,ingresos espontaneos,2005-04-01,3,3
COLOMI,internaciones,ingresos espontaneos,2005-04-01,47,47
COLPA BELGICA,internaciones,ingresos espontaneos,2005-04-01,27,27
COLQUECHACA,internaciones,ingresos espontaneos,2005-04-01,6,6
COLQUENCHA,internaciones,ingresos espontaneos,2005-04-01,3,3
COLQUIRI,internaciones,ingresos espontaneos,2005-04-01,35,35
COMARAPA,internaciones,ingresos espontaneos,2005-04-01,86,86
CONCEPCION,internaciones,ingresos espontaneos,2005-04-01,56,56
COPACABANA,internaciones,ingresos espontaneos,2005-04-01,18,18
CORIPATA,internaciones,ingresos espontaneos,2005-04-01,17,17
CORO CORO,internaciones,ingresos espontaneos,2005-04-01,4,4
COROICO,internaciones,ingresos espontaneos,2005-04-01,121,121
COTAGAITA,internaciones,ingresos espontaneos,2005-04-01,25,25
COTOCA,internaciones,ingresos espontaneos,2005-04-01,110,110
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2005-04-01,28,28
CUEVO,internaciones,ingresos espontaneos,2005-04-01,10,10
CULPINA,internaciones,ingresos espontaneos,2005-04-01,20,20
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2005-04-01,6,6
DESAGUADERO,internaciones,ingresos espontaneos,2005-04-01,9,9
EL ALTO,internaciones,ingresos espontaneos,2005-04-01,2235,2235
EL PUENTE(STC),internaciones,ingresos espontaneos,2005-04-01,9,9
EL TORNO,internaciones,ingresos espontaneos,2005-04-01,171,171
EL VILLAR,internaciones,ingresos espontaneos,2005-04-01,11,11
ENTRE RIOS,internaciones,ingresos espontaneos,2005-04-01,27,27
ENTRE RIOS,internaciones,ingresos espontaneos,2005-04-01,23,23
EUCALIPTUS,internaciones,ingresos espontaneos,2005-04-01,4,4
EXALTACION,internaciones,ingresos espontaneos,2005-04-01,5,5
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2005-04-01,30,30
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2005-04-01,20,20
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2005-04-01,4,4
GUANAY,internaciones,ingresos espontaneos,2005-04-01,20,20
GUAQUI,internaciones,ingresos espontaneos,2005-04-01,4,4
GUAYARAMERIN,internaciones,ingresos espontaneos,2005-04-01,485,485
GUTIERREZ,internaciones,ingresos espontaneos,2005-04-01,20,20
HUACARETA,internaciones,ingresos espontaneos,2005-04-01,21,21
HUANUNI,internaciones,ingresos espontaneos,2005-04-01,100,100
HUARACAJE,internaciones,ingresos espontaneos,2005-04-01,9,9
HUAYLLAMARCA,internaciones,ingresos espontaneos,2005-04-01,4,4
ICHOCA,internaciones,ingresos espontaneos,2005-04-01,1,1
ICLA,internaciones,ingresos espontaneos,2005-04-01,10,10
INCAHUASI,internaciones,ingresos espontaneos,2005-04-01,29,29
INQUISIVI,internaciones,ingresos espontaneos,2005-04-01,7,7
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2005-04-01,28,28
IXIAMAS,internaciones,ingresos espontaneos,2005-04-01,5,5
JESUS DE MACHACA,internaciones,ingresos espontaneos,2005-04-01,3,3
LA ASUNTA,internaciones,ingresos espontaneos,2005-04-01,59,59
LA GUARDIA,internaciones,ingresos espontaneos,2005-04-01,76,76
LA PAZ,internaciones,ingresos espontaneos,2005-04-01,5927,5927
LAGUNILLAS,internaciones,ingresos espontaneos,2005-04-01,4,4
LAJA,internaciones,ingresos espontaneos,2005-04-01,2,2
LAS CARRERAS,internaciones,ingresos espontaneos,2005-04-01,4,4
LICOMA PAMPA,internaciones,ingresos espontaneos,2005-04-01,1,1
LLALLAGUA,internaciones,ingresos espontaneos,2005-04-01,156,156
LLICA,internaciones,ingresos espontaneos,2005-04-01,6,6
MACHACAMARCA,internaciones,ingresos espontaneos,2005-04-01,3,3
MACHARETI,internaciones,ingresos espontaneos,2005-04-01,15,15
MAGDALENA,internaciones,ingresos espontaneos,2005-04-01,63,63
MAIRANA,internaciones,ingresos espontaneos,2005-04-01,47,47
MAPIRI,internaciones,ingresos espontaneos,2005-04-01,17,17
MECAPACA,internaciones,ingresos espontaneos,2005-04-01,7,7
MINEROS,internaciones,ingresos espontaneos,2005-04-01,20,20
MIZQUE,internaciones,ingresos espontaneos,2005-04-01,55,55
MOCOMOCO,internaciones,ingresos espontaneos,2005-04-01,1,1
MOJOCOYA,internaciones,ingresos espontaneos,2005-04-01,9,9
MONTEAGUDO,internaciones,ingresos espontaneos,2005-04-01,35,35
MONTERO,internaciones,ingresos espontaneos,2005-04-01,629,629
MORO MORO,internaciones,ingresos espontaneos,2005-04-01,5,5
MOROCHATA,internaciones,ingresos espontaneos,2005-04-01,8,8
OCURI,internaciones,ingresos espontaneos,2005-04-01,12,12
OKINAWA,internaciones,ingresos espontaneos,2005-04-01,3,3
OMEREQUE,internaciones,ingresos espontaneos,2005-04-01,4,4
ORURO,internaciones,ingresos espontaneos,2005-04-01,1849,1849
PADILLA,internaciones,ingresos espontaneos,2005-04-01,47,47
PAILON,internaciones,ingresos espontaneos,2005-04-01,68,68
PALCA,internaciones,ingresos espontaneos,2005-04-01,10,10
PALOS BLANCOS,internaciones,ingresos espontaneos,2005-04-01,43,43
PAMPA GRANDE,internaciones,ingresos espontaneos,2005-04-01,15,15
PAPEL PAMPA,internaciones,ingresos espontaneos,2005-04-01,5,5
PASORAPA,internaciones,ingresos espontaneos,2005-04-01,4,4
PATACAMAYA,internaciones,ingresos espontaneos,2005-04-01,48,48
POCOATA,internaciones,ingresos espontaneos,2005-04-01,6,6
POCONA,internaciones,ingresos espontaneos,2005-04-01,28,28
POJO (CBBA),internaciones,ingresos espontaneos,2005-04-01,32,32
POOPO,internaciones,ingresos espontaneos,2005-04-01,8,8
PORCO,internaciones,ingresos espontaneos,2005-04-01,1,1
POROMA,internaciones,ingresos espontaneos,2005-04-01,10,10
PORONGO,internaciones,ingresos espontaneos,2005-04-01,13,13
PORTACHUELO,internaciones,ingresos espontaneos,2005-04-01,149,149
PORVENIR,internaciones,ingresos espontaneos,2005-04-01,9,9
POSTRER VALLE,internaciones,ingresos espontaneos,2005-04-01,2,2
POTOSI,internaciones,ingresos espontaneos,2005-04-01,1410,1410
PRESTO,internaciones,ingresos espontaneos,2005-04-01,3,3
PUCARA,internaciones,ingresos espontaneos,2005-04-01,5,5
PUCARANI,internaciones,ingresos espontaneos,2005-04-01,4,4
PUERTO ACOSTA,internaciones,ingresos espontaneos,2005-04-01,56,56
PUERTO CARABUCO,internaciones,ingresos espontaneos,2005-04-01,3,3
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2005-04-01,3,3
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2005-04-01,112,112
PUERTO RICO,internaciones,ingresos espontaneos,2005-04-01,24,24
PUERTO SUAREZ,internaciones,ingresos espontaneos,2005-04-01,79,79
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2005-04-01,180,180
PUNA,internaciones,ingresos espontaneos,2005-04-01,18,18
PUNATA,internaciones,ingresos espontaneos,2005-04-01,239,239
QUILLACOLLO,internaciones,ingresos espontaneos,2005-04-01,347,347
QUIME,internaciones,ingresos espontaneos,2005-04-01,9,9
QUIRUSILLAS,internaciones,ingresos espontaneos,2005-04-01,4,4
RAVELO,internaciones,ingresos espontaneos,2005-04-01,7,7
REYES,internaciones,ingresos espontaneos,2005-04-01,35,35
RIBERALTA,internaciones,ingresos espontaneos,2005-04-01,711,711
ROBORE,internaciones,ingresos espontaneos,2005-04-01,76,76
RURRENABAQUE,internaciones,ingresos espontaneos,2005-04-01,114,114
SABAYA,internaciones,ingresos espontaneos,2005-04-01,7,7
SACABA,internaciones,ingresos espontaneos,2005-04-01,468,468
SACABAMBA,internaciones,ingresos espontaneos,2005-04-01,3,3
SACACA,internaciones,ingresos espontaneos,2005-04-01,28,28
SAIPINA,internaciones,ingresos espontaneos,2005-04-01,15,15
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2005-04-01,1,1
SAMAIPATA,internaciones,ingresos espontaneos,2005-04-01,25,25
SAN ANDRES,internaciones,ingresos espontaneos,2005-04-01,5,5
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2005-04-01,20,20
SAN BENITO,internaciones,ingresos espontaneos,2005-04-01,14,14
SAN BORJA,internaciones,ingresos espontaneos,2005-04-01,155,155
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2005-04-01,17,17
SAN CARLOS,internaciones,ingresos espontaneos,2005-04-01,138,138
SAN IGNACIO,internaciones,ingresos espontaneos,2005-04-01,50,50
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2005-04-01,334,334
SAN JAVIER(STC),internaciones,ingresos espontaneos,2005-04-01,51,51
SAN JOAQUIN,internaciones,ingresos espontaneos,2005-04-01,46,46
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2005-04-01,92,92
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2005-04-01,104,104
SAN JULIAN,internaciones,ingresos espontaneos,2005-04-01,174,174
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2005-04-01,11,11
SAN LUCAS,internaciones,ingresos espontaneos,2005-04-01,35,35
SAN MATIAS,internaciones,ingresos espontaneos,2005-04-01,55,55
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2005-04-01,46,46
SAN PEDRO,internaciones,ingresos espontaneos,2005-04-01,26,26
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2005-04-01,11,11
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2005-04-01,2,2
SAN PEDRO DE TIQUINA,internaciones,ingresos espontaneos,2005-04-01,1,1
SAN RAFAEL,internaciones,ingresos espontaneos,2005-04-01,11,11
SAN RAMON,internaciones,ingresos espontaneos,2005-04-01,30,30
SAN RAMON,internaciones,ingresos espontaneos,2005-04-01,47,47
SANTA ANA,internaciones,ingresos espontaneos,2005-04-01,105,105
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2005-04-01,6742,6742
SANTA ROSA,internaciones,ingresos espontaneos,2005-04-01,43,43
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2005-04-01,42,42
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2005-04-01,1,1
SANTIVAÑES,internaciones,ingresos espontaneos,2005-04-01,4,4
SAPAHAQUI,internaciones,ingresos espontaneos,2005-04-01,1,1
SENA,internaciones,ingresos espontaneos,2005-04-01,4,4
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2005-04-01,13,13
SICAYA,internaciones,ingresos espontaneos,2005-04-01,2,2
SIPE SIPE,internaciones,ingresos espontaneos,2005-04-01,46,46
SOPACHUY,internaciones,ingresos espontaneos,2005-04-01,37,37
SORATA,internaciones,ingresos espontaneos,2005-04-01,39,39
SUCRE,internaciones,ingresos espontaneos,2005-04-01,2596,2596
TACACOMA,internaciones,ingresos espontaneos,2005-04-01,4,4
TACOPAYA,internaciones,ingresos espontaneos,2005-04-01,2,2
TAPACARI,internaciones,ingresos espontaneos,2005-04-01,18,18
TARABUCO,internaciones,ingresos espontaneos,2005-04-01,53,53
TARACO,internaciones,ingresos espontaneos,2005-04-01,1,1
TARATA,internaciones,ingresos espontaneos,2005-04-01,12,12
TARIJA,internaciones,ingresos espontaneos,2005-04-01,1362,1362
TARVITA,internaciones,ingresos espontaneos,2005-04-01,30,30
TEOPONTE,internaciones,ingresos espontaneos,2005-04-01,4,4
TIAWANACU,internaciones,ingresos espontaneos,2005-04-01,6,6
TINGUIPAYA,internaciones,ingresos espontaneos,2005-04-01,2,2
TIPUANI,internaciones,ingresos espontaneos,2005-04-01,17,17
TIQUIPAYA,internaciones,ingresos espontaneos,2005-04-01,104,104
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2005-04-01,202,202
TOLATA,internaciones,ingresos espontaneos,2005-04-01,2,2
TOLEDO,internaciones,ingresos espontaneos,2005-04-01,5,5
TOMAVE,internaciones,ingresos espontaneos,2005-04-01,2,2
TOMINA,internaciones,ingresos espontaneos,2005-04-01,18,18
TORO TORO,internaciones,ingresos espontaneos,2005-04-01,4,4
TOTORA(CBBA),internaciones,ingresos espontaneos,2005-04-01,40,40
TOTORA(ORR),internaciones,ingresos espontaneos,2005-04-01,5,5
TRIGAL,internaciones,ingresos espontaneos,2005-04-01,2,2
TRINIDAD,internaciones,ingresos espontaneos,2005-04-01,1058,1058
TUPIZA,internaciones,ingresos espontaneos,2005-04-01,308,308
UMALA,internaciones,ingresos espontaneos,2005-04-01,2,2
UNCIA,internaciones,ingresos espontaneos,2005-04-01,156,156
URIONDO (A. CONCEPCION),internaciones,ingresos espontaneos,2005-04-01,2,2
URUBICHA,internaciones,ingresos espontaneos,2005-04-01,15,15
UYUNI,internaciones,ingresos espontaneos,2005-04-01,107,107
VACAS,internaciones,ingresos espontaneos,2005-04-01,9,9
VALLEGRANDE,internaciones,ingresos espontaneos,2005-04-01,115,115
VIACHA,internaciones,ingresos espontaneos,2005-04-01,38,38
VILLA MONTES,internaciones,ingresos espontaneos,2005-04-01,38,38
VILLA RIVERO,internaciones,ingresos espontaneos,2005-04-01,10,10
VILLA SERRANO,internaciones,ingresos espontaneos,2005-04-01,21,21
VILLA TUNARI,internaciones,ingresos espontaneos,2005-04-01,194,194
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2005-04-01,34,34
VILLAZON,internaciones,ingresos espontaneos,2005-04-01,170,170
VINTO,internaciones,ingresos espontaneos,2005-04-01,86,86
VITICHI,internaciones,ingresos espontaneos,2005-04-01,13,13
WALDO BALLIVIAN,internaciones,ingresos espontaneos,2005-04-01,1,1
WARNES,internaciones,ingresos espontaneos,2005-04-01,54,54
YACUIBA,internaciones,ingresos espontaneos,2005-04-01,431,431
YAMPARAEZ,internaciones,ingresos espontaneos,2005-04-01,24,24
YAPACANI,internaciones,ingresos espontaneos,2005-04-01,403,403
YOCALLA,internaciones,ingresos espontaneos,2005-04-01,3,3
YOTALA,internaciones,ingresos espontaneos,2005-04-01,27,27
YUNCHARA,internaciones,ingresos espontaneos,2005-04-01,1,1
ZUDAÑEZ,internaciones,ingresos espontaneos,2005-04-01,25,25
ACACIO,internaciones,ingresos espontaneos,2005-05-01,8,8
ACHACACHI,internaciones,ingresos espontaneos,2005-05-01,51,51
ACHOCALLA,internaciones,ingresos espontaneos,2005-05-01,7,7
AIQUILE,internaciones,ingresos espontaneos,2005-05-01,87,87
ALALAY,internaciones,ingresos espontaneos,2005-05-01,1,1
ALCALA,internaciones,ingresos espontaneos,2005-05-01,4,4
ANCORAIMES,internaciones,ingresos espontaneos,2005-05-01,5,5
ANDAMARCA,internaciones,ingresos espontaneos,2005-05-01,1,1
ANZALDO,internaciones,ingresos espontaneos,2005-05-01,6,6
APOLO,internaciones,ingresos espontaneos,2005-05-01,29,29
ARAMPAMPA,internaciones,ingresos espontaneos,2005-05-01,2,2
ARANI,internaciones,ingresos espontaneos,2005-05-01,6,6
ARBIETO,internaciones,ingresos espontaneos,2005-05-01,2,2
ARQUE,internaciones,ingresos espontaneos,2005-05-01,3,3
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2005-05-01,163,163
ATOCHA,internaciones,ingresos espontaneos,2005-05-01,96,96
AYATA,internaciones,ingresos espontaneos,2005-05-01,3,3
AYO AYO,internaciones,ingresos espontaneos,2005-05-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2005-05-01,64,64
AZURDUY,internaciones,ingresos espontaneos,2005-05-01,13,13
BATALLAS,internaciones,ingresos espontaneos,2005-05-01,2,2
BAURES,internaciones,ingresos espontaneos,2005-05-01,11,11
BERMEJO,internaciones,ingresos espontaneos,2005-05-01,114,114
BETANZOS,internaciones,ingresos espontaneos,2005-05-01,53,53
BOLIVAR,internaciones,ingresos espontaneos,2005-05-01,3,3
BOLPEBRA,internaciones,ingresos espontaneos,2005-05-01,2,2
BOYUIBE,internaciones,ingresos espontaneos,2005-05-01,26,26
BUENA VISTA,internaciones,ingresos espontaneos,2005-05-01,27,27
CABEZAS,internaciones,ingresos espontaneos,2005-05-01,31,31
CAIROMA,internaciones,ingresos espontaneos,2005-05-01,6,6
CAJUATA,internaciones,ingresos espontaneos,2005-05-01,16,16
CALAMARCA,internaciones,ingresos espontaneos,2005-05-01,1,1
CAMARGO,internaciones,ingresos espontaneos,2005-05-01,264,264
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2005-05-01,3,3
CAMIRI,internaciones,ingresos espontaneos,2005-05-01,474,474
CAPINOTA,internaciones,ingresos espontaneos,2005-05-01,50,50
CAQUIAVIRI,internaciones,ingresos espontaneos,2005-05-01,1,1
CARACOLLO,internaciones,ingresos espontaneos,2005-05-01,26,26
CARANAVI,internaciones,ingresos espontaneos,2005-05-01,184,184
CARIPUYO,internaciones,ingresos espontaneos,2005-05-01,3,3
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2005-05-01,1,1
CHALLAPATA,internaciones,ingresos espontaneos,2005-05-01,47,47
CHAQUI,internaciones,ingresos espontaneos,2005-05-01,1,1
CHARAGUA,internaciones,ingresos espontaneos,2005-05-01,78,78
CHAYANTA,internaciones,ingresos espontaneos,2005-05-01,25,25
CHIMORE,internaciones,ingresos espontaneos,2005-05-01,34,34
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2005-05-01,102,102
CHUMA,internaciones,ingresos espontaneos,2005-05-01,7,7
CLIZA,internaciones,ingresos espontaneos,2005-05-01,23,23
COBIJA,internaciones,ingresos espontaneos,2005-05-01,263,263
COCHABAMBA,internaciones,ingresos espontaneos,2005-05-01,4541,4541
COIPASA,internaciones,ingresos espontaneos,2005-05-01,1,1
COLCAPIRHUA,internaciones,ingresos espontaneos,2005-05-01,146,146
"COLCHA ""K""",internaciones,ingresos espontaneos,2005-05-01,4,4
COLLANA,internaciones,ingresos espontaneos,2005-05-01,3,3
COLOMI,internaciones,ingresos espontaneos,2005-05-01,45,45
COLPA BELGICA,internaciones,ingresos espontaneos,2005-05-01,17,17
COLQUECHACA,internaciones,ingresos espontaneos,2005-05-01,2,2
COLQUENCHA,internaciones,ingresos espontaneos,2005-05-01,2,2
COLQUIRI,internaciones,ingresos espontaneos,2005-05-01,36,36
COMARAPA,internaciones,ingresos espontaneos,2005-05-01,77,77
CONCEPCION,internaciones,ingresos espontaneos,2005-05-01,40,40
COPACABANA,internaciones,ingresos espontaneos,2005-05-01,15,15
CORIPATA,internaciones,ingresos espontaneos,2005-05-01,15,15
CORO CORO,internaciones,ingresos espontaneos,2005-05-01,6,6
COROICO,internaciones,ingresos espontaneos,2005-05-01,90,90
CORQUE,internaciones,ingresos espontaneos,2005-05-01,3,3
COTAGAITA,internaciones,ingresos espontaneos,2005-05-01,45,45
COTOCA,internaciones,ingresos espontaneos,2005-05-01,118,118
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2005-05-01,28,28
CUEVO,internaciones,ingresos espontaneos,2005-05-01,7,7
CULPINA,internaciones,ingresos espontaneos,2005-05-01,26,26
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2005-05-01,3,3
DESAGUADERO,internaciones,ingresos espontaneos,2005-05-01,6,6
EL ALTO,internaciones,ingresos espontaneos,2005-05-01,2072,2072
EL PUENTE(STC),internaciones,ingresos espontaneos,2005-05-01,21,21
EL PUENTE(TJA),internaciones,ingresos espontaneos,2005-05-01,2,2
EL TORNO,internaciones,ingresos espontaneos,2005-05-01,119,119
EL VILLAR,internaciones,ingresos espontaneos,2005-05-01,8,8
ENTRE RIOS,internaciones,ingresos espontaneos,2005-05-01,23,23
ENTRE RIOS,internaciones,ingresos espontaneos,2005-05-01,30,30
EUCALIPTUS,internaciones,ingresos espontaneos,2005-05-01,10,10
EXALTACION,internaciones,ingresos espontaneos,2005-05-01,3,3
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2005-05-01,59,59
FILADELFIA,internaciones,ingresos espontaneos,2005-05-01,1,1
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2005-05-01,13,13
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2005-05-01,7,7
GUANAY,internaciones,ingresos espontaneos,2005-05-01,35,35
GUAQUI,internaciones,ingresos espontaneos,2005-05-01,1,1
GUAYARAMERIN,internaciones,ingresos espontaneos,2005-05-01,429,429
GUTIERREZ,internaciones,ingresos espontaneos,2005-05-01,12,12
HUACARETA,internaciones,ingresos espontaneos,2005-05-01,22,22
HUACHACALLA,internaciones,ingresos espontaneos,2005-05-01,1,1
HUANUNI,internaciones,ingresos espontaneos,2005-05-01,78,78
HUARACAJE,internaciones,ingresos espontaneos,2005-05-01,10,10
HUAYLLAMARCA,internaciones,ingresos espontaneos,2005-05-01,1,1
INCAHUASI,internaciones,ingresos espontaneos,2005-05-01,40,40
INQUISIVI,internaciones,ingresos espontaneos,2005-05-01,12,12
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2005-05-01,32,32
IXIAMAS,internaciones,ingresos espontaneos,2005-05-01,15,15
JESUS DE MACHACA,internaciones,ingresos espontaneos,2005-05-01,4,4
LA ASUNTA,internaciones,ingresos espontaneos,2005-05-01,70,70
LA GUARDIA,internaciones,ingresos espontaneos,2005-05-01,73,73
LA PAZ,internaciones,ingresos espontaneos,2005-05-01,6014,6014
LAGUNILLAS,internaciones,ingresos espontaneos,2005-05-01,5,5
LAJA,internaciones,ingresos espontaneos,2005-05-01,2,2
LICOMA PAMPA,internaciones,ingresos espontaneos,2005-05-01,1,1
LLALLAGUA,internaciones,ingresos espontaneos,2005-05-01,153,153
LLICA,internaciones,ingresos espontaneos,2005-05-01,6,6
LURIBAY,internaciones,ingresos espontaneos,2005-05-01,4,4
MACHARETI,internaciones,ingresos espontaneos,2005-05-01,18,18
MAGDALENA,internaciones,ingresos espontaneos,2005-05-01,57,57
MAIRANA,internaciones,ingresos espontaneos,2005-05-01,45,45
MAPIRI,internaciones,ingresos espontaneos,2005-05-01,20,20
MECAPACA,internaciones,ingresos espontaneos,2005-05-01,4,4
MINEROS,internaciones,ingresos espontaneos,2005-05-01,13,13
MIZQUE,internaciones,ingresos espontaneos,2005-05-01,58,58
MOCOMOCO,internaciones,ingresos espontaneos,2005-05-01,2,2
MOJOCOYA,internaciones,ingresos espontaneos,2005-05-01,13,13
MONTEAGUDO,internaciones,ingresos espontaneos,2005-05-01,133,133
MONTERO,internaciones,ingresos espontaneos,2005-05-01,561,561
MORO MORO,internaciones,ingresos espontaneos,2005-05-01,2,2
MOROCHATA,internaciones,ingresos espontaneos,2005-05-01,6,6
OCURI,internaciones,ingresos espontaneos,2005-05-01,8,8
OKINAWA,internaciones,ingresos espontaneos,2005-05-01,1,1
OMEREQUE,internaciones,ingresos espontaneos,2005-05-01,5,5
ORURO,internaciones,ingresos espontaneos,2005-05-01,1847,1847
PADILLA,internaciones,ingresos espontaneos,2005-05-01,39,39
PAILON,internaciones,ingresos espontaneos,2005-05-01,37,37
PALCA,internaciones,ingresos espontaneos,2005-05-01,9,9
PALOS BLANCOS,internaciones,ingresos espontaneos,2005-05-01,46,46
PAMPA GRANDE,internaciones,ingresos espontaneos,2005-05-01,13,13
PAPEL PAMPA,internaciones,ingresos espontaneos,2005-05-01,1,1
PASORAPA,internaciones,ingresos espontaneos,2005-05-01,6,6
PATACAMAYA,internaciones,ingresos espontaneos,2005-05-01,47,47
POCOATA,internaciones,ingresos espontaneos,2005-05-01,4,4
