municipality,group,variable,month,Egresos,TOTAL
TOCO,internaciones,egresos,2005-02-01,2,2
TOLATA,internaciones,egresos,2005-02-01,6,6
TOLEDO,internaciones,egresos,2005-02-01,5,5
TOMAVE,internaciones,egresos,2005-02-01,5,5
TOMINA,internaciones,egresos,2005-02-01,9,9
TORO TORO,internaciones,egresos,2005-02-01,3,3
TOTORA(CBBA),internaciones,egresos,2005-02-01,31,31
TOTORA(ORR),internaciones,egresos,2005-02-01,2,2
TRIGAL,internaciones,egresos,2005-02-01,1,1
TRINIDAD,internaciones,egresos,2005-02-01,982,982
TUPIZA,internaciones,egresos,2005-02-01,254,254
TURCO,internaciones,egresos,2005-02-01,4,4
UNCIA,internaciones,egresos,2005-02-01,146,146
URUBICHA,internaciones,egresos,2005-02-01,22,22
UYUNI,internaciones,egresos,2005-02-01,108,108
VACAS,internaciones,egresos,2005-02-01,20,20
VALLEGRANDE,internaciones,egresos,2005-02-01,88,88
VIACHA,internaciones,egresos,2005-02-01,11,11
VILA VILA,internaciones,egresos,2005-02-01,1,1
VILLA MONTES,internaciones,egresos,2005-02-01,166,166
VILLA RIVERO,internaciones,egresos,2005-02-01,6,6
VILLA SERRANO,internaciones,egresos,2005-02-01,19,19
VILLA TUNARI,internaciones,egresos,2005-02-01,170,170
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2005-02-01,19,19
VILLAZON,internaciones,egresos,2005-02-01,173,173
VINTO,internaciones,egresos,2005-02-01,62,62
VITICHI,internaciones,egresos,2005-02-01,9,9
WARNES,internaciones,egresos,2005-02-01,54,54
YACUIBA,internaciones,egresos,2005-02-01,443,443
YAMPARAEZ,internaciones,egresos,2005-02-01,12,12
YANACACHI,internaciones,egresos,2005-02-01,2,2
YAPACANI,internaciones,egresos,2005-02-01,606,606
YOCALLA,internaciones,egresos,2005-02-01,3,3
YOTALA,internaciones,egresos,2005-02-01,23,23
ZUDAÑEZ,internaciones,egresos,2005-02-01,33,33
ACACIO,internaciones,egresos,2005-03-01,5,5
ACHACACHI,internaciones,egresos,2005-03-01,69,69
ACHOCALLA,internaciones,egresos,2005-03-01,11,11
AIQUILE,internaciones,egresos,2005-03-01,88,88
ALALAY,internaciones,egresos,2005-03-01,4,4
ALCALA,internaciones,egresos,2005-03-01,2,2
ANCORAIMES,internaciones,egresos,2005-03-01,9,9
ANDAMARCA,internaciones,egresos,2005-03-01,2,2
ANTEQUERA,internaciones,egresos,2005-03-01,2,2
ANZALDO,internaciones,egresos,2005-03-01,4,4
APOLO,internaciones,egresos,2005-03-01,21,21
ARAMPAMPA,internaciones,egresos,2005-03-01,4,4
ARANI,internaciones,egresos,2005-03-01,5,5
ARBIETO,internaciones,egresos,2005-03-01,1,1
ARQUE,internaciones,egresos,2005-03-01,5,5
ASCENCION DE GUARAYOS,internaciones,egresos,2005-03-01,104,104
ATOCHA,internaciones,egresos,2005-03-01,173,173
AYO AYO,internaciones,egresos,2005-03-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2005-03-01,48,48
AZURDUY,internaciones,egresos,2005-03-01,15,15
BATALLAS,internaciones,egresos,2005-03-01,9,9
BAURES,internaciones,egresos,2005-03-01,12,12
BELLA FLOR,internaciones,egresos,2005-03-01,1,1
BERMEJO,internaciones,egresos,2005-03-01,165,165
BETANZOS,internaciones,egresos,2005-03-01,61,61
BOLIVAR,internaciones,egresos,2005-03-01,4,4
BOLPEBRA,internaciones,egresos,2005-03-01,1,1
BOYUIBE,internaciones,egresos,2005-03-01,18,18
BUENA VISTA,internaciones,egresos,2005-03-01,26,26
CABEZAS,internaciones,egresos,2005-03-01,50,50
CAIROMA,internaciones,egresos,2005-03-01,4,4
CAJUATA,internaciones,egresos,2005-03-01,9,9
CAMARGO,internaciones,egresos,2005-03-01,252,252
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2005-03-01,5,5
CAMIRI,internaciones,egresos,2005-03-01,445,445
CAPINOTA,internaciones,egresos,2005-03-01,39,39
CAQUIAVIRI,internaciones,egresos,2005-03-01,2,2
CARACOLLO,internaciones,egresos,2005-03-01,29,29
CARANAVI,internaciones,egresos,2005-03-01,162,162
CARAPARI,internaciones,egresos,2005-03-01,8,8
CARIPUYO,internaciones,egresos,2005-03-01,1,1
CARMEN RIVERO TORREZ,internaciones,egresos,2005-03-01,4,4
CHALLAPATA,internaciones,egresos,2005-03-01,53,53
CHAQUI,internaciones,egresos,2005-03-01,3,3
CHARAGUA,internaciones,egresos,2005-03-01,112,112
CHARAÑA,internaciones,egresos,2005-03-01,3,3
CHAYANTA,internaciones,egresos,2005-03-01,12,12
CHIMORE,internaciones,egresos,2005-03-01,31,31
CHIPAYA,internaciones,egresos,2005-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2005-03-01,85,85
CHUMA,internaciones,egresos,2005-03-01,4,4
CLIZA,internaciones,egresos,2005-03-01,31,31
COBIJA,internaciones,egresos,2005-03-01,405,405
COCHABAMBA,internaciones,egresos,2005-03-01,5215,5215
COLCAPIRHUA,internaciones,egresos,2005-03-01,137,137
"COLCHA ""K""",internaciones,egresos,2005-03-01,4,4
COLLANA,internaciones,egresos,2005-03-01,2,2
COLOMI,internaciones,egresos,2005-03-01,57,57
COLPA BELGICA,internaciones,egresos,2005-03-01,7,7
COLQUECHACA,internaciones,egresos,2005-03-01,4,4
COLQUENCHA,internaciones,egresos,2005-03-01,2,2
COLQUIRI,internaciones,egresos,2005-03-01,25,25
COMARAPA,internaciones,egresos,2005-03-01,96,96
CONCEPCION,internaciones,egresos,2005-03-01,66,66
COPACABANA,internaciones,egresos,2005-03-01,12,12
CORIPATA,internaciones,egresos,2005-03-01,16,16
CORO CORO,internaciones,egresos,2005-03-01,1,1
COROICO,internaciones,egresos,2005-03-01,110,110
CORQUE,internaciones,egresos,2005-03-01,3,3
COTAGAITA,internaciones,egresos,2005-03-01,29,29
COTOCA,internaciones,egresos,2005-03-01,158,158
CUATRO CAÑADAS,internaciones,egresos,2005-03-01,33,33
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2005-03-01,2,2
CUEVO,internaciones,egresos,2005-03-01,6,6
CULPINA,internaciones,egresos,2005-03-01,34,34
CURAHUARA DE CARANGAS,internaciones,egresos,2005-03-01,5,5
DESAGUADERO,internaciones,egresos,2005-03-01,6,6
EL ALTO,internaciones,egresos,2005-03-01,2298,2298
EL PUENTE(STC),internaciones,egresos,2005-03-01,18,18
EL TORNO,internaciones,egresos,2005-03-01,152,152
EL VILLAR,internaciones,egresos,2005-03-01,16,16
ENTRE RIOS,internaciones,egresos,2005-03-01,36,36
ENTRE RIOS,internaciones,egresos,2005-03-01,28,28
EUCALIPTUS,internaciones,egresos,2005-03-01,5,5
EXALTACION,internaciones,egresos,2005-03-01,3,3
FERNANDEZ ALONSO,internaciones,egresos,2005-03-01,26,26
FILADELFIA,internaciones,egresos,2005-03-01,2,2
GENERAL SAAVEDRA,internaciones,egresos,2005-03-01,16,16
GUANAY,internaciones,egresos,2005-03-01,29,29
GUAQUI,internaciones,egresos,2005-03-01,2,2
GUAYARAMERIN,internaciones,egresos,2005-03-01,440,440
GUTIERREZ,internaciones,egresos,2005-03-01,19,19
HUACARETA,internaciones,egresos,2005-03-01,20,20
HUACHACALLA,internaciones,egresos,2005-03-01,4,4
HUANUNI,internaciones,egresos,2005-03-01,80,80
HUARACAJE,internaciones,egresos,2005-03-01,15,15
HUAYLLAMARCA,internaciones,egresos,2005-03-01,3,3
ICHOCA,internaciones,egresos,2005-03-01,1,1
INCAHUASI,internaciones,egresos,2005-03-01,30,30
INQUISIVI,internaciones,egresos,2005-03-01,7,7
IRUPANA (VILLA DE LANZA),internaciones,egresos,2005-03-01,23,23
IXIAMAS,internaciones,egresos,2005-03-01,14,14
JESUS DE MACHACA,internaciones,egresos,2005-03-01,9,9
LA ASUNTA,internaciones,egresos,2005-03-01,49,49
LA GUARDIA,internaciones,egresos,2005-03-01,86,86
LA PAZ,internaciones,egresos,2005-03-01,6327,6327
LAGUNILLAS,internaciones,egresos,2005-03-01,16,16
LAJA,internaciones,egresos,2005-03-01,2,2
LAS CARRERAS,internaciones,egresos,2005-03-01,4,4
LICOMA PAMPA,internaciones,egresos,2005-03-01,5,5
LLALLAGUA,internaciones,egresos,2005-03-01,176,176
LURIBAY,internaciones,egresos,2005-03-01,6,6
MACHACAMARCA,internaciones,egresos,2005-03-01,2,2
MACHARETI,internaciones,egresos,2005-03-01,12,12
MAGDALENA,internaciones,egresos,2005-03-01,60,60
MAIRANA,internaciones,egresos,2005-03-01,62,62
MAPIRI,internaciones,egresos,2005-03-01,20,20
MECAPACA,internaciones,egresos,2005-03-01,6,6
MINEROS,internaciones,egresos,2005-03-01,25,25
MIZQUE,internaciones,egresos,2005-03-01,38,38
MOCOMOCO,internaciones,egresos,2005-03-01,3,3
MOJOCOYA,internaciones,egresos,2005-03-01,16,16
MONTEAGUDO,internaciones,egresos,2005-03-01,164,164
MONTERO,internaciones,egresos,2005-03-01,742,742
MOROCHATA,internaciones,egresos,2005-03-01,10,10
OCURI,internaciones,egresos,2005-03-01,24,24
OKINAWA,internaciones,egresos,2005-03-01,5,5
OMEREQUE,internaciones,egresos,2005-03-01,8,8
ORURO,internaciones,egresos,2005-03-01,1717,1717
PADILLA,internaciones,egresos,2005-03-01,80,80
PAILON,internaciones,egresos,2005-03-01,58,58
PALCA,internaciones,egresos,2005-03-01,13,13
PALOS BLANCOS,internaciones,egresos,2005-03-01,61,61
PAMPA GRANDE,internaciones,egresos,2005-03-01,26,26
PAPEL PAMPA,internaciones,egresos,2005-03-01,4,4
PASORAPA,internaciones,egresos,2005-03-01,7,7
PATACAMAYA,internaciones,egresos,2005-03-01,39,39
POCOATA,internaciones,egresos,2005-03-01,3,3
POCONA,internaciones,egresos,2005-03-01,36,36
POJO (CBBA),internaciones,egresos,2005-03-01,17,17
POOPO,internaciones,egresos,2005-03-01,6,6
PORCO,internaciones,egresos,2005-03-01,2,2
POROMA,internaciones,egresos,2005-03-01,17,17
PORONGO,internaciones,egresos,2005-03-01,15,15
PORTACHUELO,internaciones,egresos,2005-03-01,136,136
PORVENIR,internaciones,egresos,2005-03-01,19,19
POSTRER VALLE,internaciones,egresos,2005-03-01,9,9
POTOSI,internaciones,egresos,2005-03-01,1439,1439
PRESTO,internaciones,egresos,2005-03-01,5,5
PUCARA,internaciones,egresos,2005-03-01,2,2
PUCARANI,internaciones,egresos,2005-03-01,19,19
PUERTO ACOSTA,internaciones,egresos,2005-03-01,76,76
PUERTO CARABUCO,internaciones,egresos,2005-03-01,5,5
PUERTO GONZALO MORENO,internaciones,egresos,2005-03-01,5,5
PUERTO QUIJARRO,internaciones,egresos,2005-03-01,194,194
PUERTO RICO,internaciones,egresos,2005-03-01,37,37
PUERTO SILES,internaciones,egresos,2005-03-01,2,2
PUERTO SUAREZ,internaciones,egresos,2005-03-01,99,99
PUERTO VILLARROEL,internaciones,egresos,2005-03-01,194,194
PUNA,internaciones,egresos,2005-03-01,18,18
PUNATA,internaciones,egresos,2005-03-01,243,243
QUILLACOLLO,internaciones,egresos,2005-03-01,317,317
QUIME,internaciones,egresos,2005-03-01,2,2
QUIRUSILLAS,internaciones,egresos,2005-03-01,11,11
RAVELO,internaciones,egresos,2005-03-01,8,8
REYES,internaciones,egresos,2005-03-01,37,37
RIBERALTA,internaciones,egresos,2005-03-01,676,676
ROBORE,internaciones,egresos,2005-03-01,51,51
RURRENABAQUE,internaciones,egresos,2005-03-01,87,87
SABAYA,internaciones,egresos,2005-03-01,1,1
SACABA,internaciones,egresos,2005-03-01,392,392
SACABAMBA,internaciones,egresos,2005-03-01,7,7
SACACA,internaciones,egresos,2005-03-01,19,19
SAIPINA,internaciones,egresos,2005-03-01,20,20
SALINAS DE GARCI MENDOZA,internaciones,egresos,2005-03-01,1,1
SAMAIPATA,internaciones,egresos,2005-03-01,31,31
SAN ANDRES,internaciones,egresos,2005-03-01,4,4
SAN ANTONIO DE LOMERIO,internaciones,egresos,2005-03-01,21,21
SAN BENITO,internaciones,egresos,2005-03-01,10,10
SAN BORJA,internaciones,egresos,2005-03-01,132,132
SAN BUENA VENTURA,internaciones,egresos,2005-03-01,21,21
SAN CARLOS,internaciones,egresos,2005-03-01,138,138
SAN IGNACIO,internaciones,egresos,2005-03-01,63,63
SAN IGNACIO DE VELASCO,internaciones,egresos,2005-03-01,378,378
SAN JAVIER(STC),internaciones,egresos,2005-03-01,47,47
SAN JOAQUIN,internaciones,egresos,2005-03-01,72,72
SAN JOSE DE CHIQUITOS,internaciones,egresos,2005-03-01,91,91
SAN JUAN DE YAPACANI,internaciones,egresos,2005-03-01,120,120
SAN JULIAN,internaciones,egresos,2005-03-01,155,155
SAN LORENZO(PND),internaciones,egresos,2005-03-01,12,12
SAN LORENZO(TJA),internaciones,egresos,2005-03-01,19,19
SAN LUCAS,internaciones,egresos,2005-03-01,23,23
SAN MATIAS,internaciones,egresos,2005-03-01,73,73
SAN MIGUEL DE VELASCO,internaciones,egresos,2005-03-01,61,61
SAN PEDRO,internaciones,egresos,2005-03-01,26,26
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2005-03-01,9,9
SAN RAFAEL,internaciones,egresos,2005-03-01,16,16
SAN RAMON,internaciones,egresos,2005-03-01,39,39
SAN RAMON,internaciones,egresos,2005-03-01,56,56
SANTA ANA,internaciones,egresos,2005-03-01,100,100
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2005-03-01,7737,7737
SANTA ROSA,internaciones,egresos,2005-03-01,37,37
SANTA ROSA DEL SARA,internaciones,egresos,2005-03-01,27,27
SANTIAGO DE HUARI,internaciones,egresos,2005-03-01,2,2
SANTIVAÑES,internaciones,egresos,2005-03-01,7,7
SAPAHAQUI,internaciones,egresos,2005-03-01,1,1
SENA,internaciones,egresos,2005-03-01,11,11
SICA SICA (VILLA AROMA),internaciones,egresos,2005-03-01,7,7
SICAYA,internaciones,egresos,2005-03-01,2,2
SIPE SIPE,internaciones,egresos,2005-03-01,111,111
SOPACHUY,internaciones,egresos,2005-03-01,35,35
SORACACHI,internaciones,egresos,2005-03-01,2,2
SORATA,internaciones,egresos,2005-03-01,31,31
SUCRE,internaciones,egresos,2005-03-01,2489,2489
TACACOMA,internaciones,egresos,2005-03-01,3,3
TACOPAYA,internaciones,egresos,2005-03-01,3,3
TAPACARI,internaciones,egresos,2005-03-01,15,15
TARABUCO,internaciones,egresos,2005-03-01,58,58
TARACO,internaciones,egresos,2005-03-01,1,1
TARATA,internaciones,egresos,2005-03-01,14,14
TARIJA,internaciones,egresos,2005-03-01,1515,1515
TARVITA,internaciones,egresos,2005-03-01,36,36
TEOPONTE,internaciones,egresos,2005-03-01,7,7
TIAWANACU,internaciones,egresos,2005-03-01,11,11
TIPUANI,internaciones,egresos,2005-03-01,22,22
TIQUIPAYA,internaciones,egresos,2005-03-01,91,91
TIRAQUE (CBBA),internaciones,egresos,2005-03-01,134,134
TOLATA,internaciones,egresos,2005-03-01,5,5
TOMAVE,internaciones,egresos,2005-03-01,10,10
TOMINA,internaciones,egresos,2005-03-01,21,21
TORO TORO,internaciones,egresos,2005-03-01,2,2
TOTORA(CBBA),internaciones,egresos,2005-03-01,38,38
TOTORA(ORR),internaciones,egresos,2005-03-01,7,7
TRIGAL,internaciones,egresos,2005-03-01,5,5
TRINIDAD,internaciones,egresos,2005-03-01,1173,1173
TUPIZA,internaciones,egresos,2005-03-01,342,342
TURCO,internaciones,egresos,2005-03-01,10,10
UMALA,internaciones,egresos,2005-03-01,2,2
UNCIA,internaciones,egresos,2005-03-01,183,183
URUBICHA,internaciones,egresos,2005-03-01,26,26
UYUNI,internaciones,egresos,2005-03-01,142,142
VACAS,internaciones,egresos,2005-03-01,8,8
VALLEGRANDE,internaciones,egresos,2005-03-01,117,117
VIACHA,internaciones,egresos,2005-03-01,25,25
VILA VILA,internaciones,egresos,2005-03-01,1,1
VILLA MONTES,internaciones,egresos,2005-03-01,212,212
VILLA RIVERO,internaciones,egresos,2005-03-01,4,4
VILLA SERRANO,internaciones,egresos,2005-03-01,14,14
VILLA TUNARI,internaciones,egresos,2005-03-01,187,187
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2005-03-01,21,21
VILLAZON,internaciones,egresos,2005-03-01,203,203
VINTO,internaciones,egresos,2005-03-01,103,103
VITICHI,internaciones,egresos,2005-03-01,15,15
WALDO BALLIVIAN,internaciones,egresos,2005-03-01,4,4
WARNES,internaciones,egresos,2005-03-01,89,89
YACUIBA,internaciones,egresos,2005-03-01,518,518
YAMPARAEZ,internaciones,egresos,2005-03-01,19,19
YAPACANI,internaciones,egresos,2005-03-01,584,584
YOCALLA,internaciones,egresos,2005-03-01,2,2
YOTALA,internaciones,egresos,2005-03-01,18,18
YUNCHARA,internaciones,egresos,2005-03-01,1,1
ZUDAÑEZ,internaciones,egresos,2005-03-01,40,40
ACACIO,internaciones,egresos,2005-04-01,5,5
ACHACACHI,internaciones,egresos,2005-04-01,62,62
ACHOCALLA,internaciones,egresos,2005-04-01,3,3
AIQUILE,internaciones,egresos,2005-04-01,119,119
ALALAY,internaciones,egresos,2005-04-01,1,1
ALCALA,internaciones,egresos,2005-04-01,4,4
ANCORAIMES,internaciones,egresos,2005-04-01,4,4
ANDAMARCA,internaciones,egresos,2005-04-01,3,3
ANTEQUERA,internaciones,egresos,2005-04-01,2,2
ANZALDO,internaciones,egresos,2005-04-01,3,3
APOLO,internaciones,egresos,2005-04-01,22,22
ARAMPAMPA,internaciones,egresos,2005-04-01,4,4
ARANI,internaciones,egresos,2005-04-01,8,8
ARBIETO,internaciones,egresos,2005-04-01,3,3
ARQUE,internaciones,egresos,2005-04-01,3,3
ASCENCION DE GUARAYOS,internaciones,egresos,2005-04-01,129,129
ATOCHA,internaciones,egresos,2005-04-01,154,154
AYO AYO,internaciones,egresos,2005-04-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2005-04-01,59,59
AZURDUY,internaciones,egresos,2005-04-01,22,22
BATALLAS,internaciones,egresos,2005-04-01,7,7
BAURES,internaciones,egresos,2005-04-01,10,10
BELLA FLOR,internaciones,egresos,2005-04-01,3,3
BERMEJO,internaciones,egresos,2005-04-01,153,153
BETANZOS,internaciones,egresos,2005-04-01,62,62
BOLIVAR,internaciones,egresos,2005-04-01,10,10
BOLPEBRA,internaciones,egresos,2005-04-01,1,1
BOYUIBE,internaciones,egresos,2005-04-01,10,10
BUENA VISTA,internaciones,egresos,2005-04-01,22,22
CABEZAS,internaciones,egresos,2005-04-01,25,25
CAIROMA,internaciones,egresos,2005-04-01,5,5
"CAIZA ""D""",internaciones,egresos,2005-04-01,2,2
CAJUATA,internaciones,egresos,2005-04-01,4,4
CALAMARCA,internaciones,egresos,2005-04-01,4,4
CAMARGO,internaciones,egresos,2005-04-01,202,202
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2005-04-01,9,9
CAMIRI,internaciones,egresos,2005-04-01,448,448
CAPINOTA,internaciones,egresos,2005-04-01,54,54
CARACOLLO,internaciones,egresos,2005-04-01,38,38
CARANAVI,internaciones,egresos,2005-04-01,183,183
CARAPARI,internaciones,egresos,2005-04-01,6,6
CARIPUYO,internaciones,egresos,2005-04-01,4,4
CHALLAPATA,internaciones,egresos,2005-04-01,70,70
CHAQUI,internaciones,egresos,2005-04-01,4,4
CHARAGUA,internaciones,egresos,2005-04-01,78,78
CHARAÑA,internaciones,egresos,2005-04-01,2,2
CHAYANTA,internaciones,egresos,2005-04-01,17,17
CHIMORE,internaciones,egresos,2005-04-01,27,27
CHIPAYA,internaciones,egresos,2005-04-01,2,2
CHOQUE COTA,internaciones,egresos,2005-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2005-04-01,58,58
CHUMA,internaciones,egresos,2005-04-01,3,3
CLIZA,internaciones,egresos,2005-04-01,29,29
COBIJA,internaciones,egresos,2005-04-01,299,299
COCHABAMBA,internaciones,egresos,2005-04-01,4731,4731
COLCAPIRHUA,internaciones,egresos,2005-04-01,144,144
"COLCHA ""K""",internaciones,egresos,2005-04-01,4,4
COLLANA,internaciones,egresos,2005-04-01,3,3
COLOMI,internaciones,egresos,2005-04-01,46,46
COLPA BELGICA,internaciones,egresos,2005-04-01,27,27
COLQUECHACA,internaciones,egresos,2005-04-01,6,6
COLQUENCHA,internaciones,egresos,2005-04-01,3,3
COLQUIRI,internaciones,egresos,2005-04-01,35,35
COMARAPA,internaciones,egresos,2005-04-01,84,84
CONCEPCION,internaciones,egresos,2005-04-01,56,56
COPACABANA,internaciones,egresos,2005-04-01,18,18
CORIPATA,internaciones,egresos,2005-04-01,17,17
CORO CORO,internaciones,egresos,2005-04-01,4,4
COROICO,internaciones,egresos,2005-04-01,131,131
COTAGAITA,internaciones,egresos,2005-04-01,27,27
COTOCA,internaciones,egresos,2005-04-01,110,110
CUATRO CAÑADAS,internaciones,egresos,2005-04-01,28,28
CUEVO,internaciones,egresos,2005-04-01,8,8
CULPINA,internaciones,egresos,2005-04-01,20,20
CURAHUARA DE CARANGAS,internaciones,egresos,2005-04-01,6,6
DESAGUADERO,internaciones,egresos,2005-04-01,9,9
EL ALTO,internaciones,egresos,2005-04-01,2310,2310
EL PUENTE(STC),internaciones,egresos,2005-04-01,9,9
EL TORNO,internaciones,egresos,2005-04-01,181,181
EL VILLAR,internaciones,egresos,2005-04-01,12,12
ENTRE RIOS,internaciones,egresos,2005-04-01,22,22
ENTRE RIOS,internaciones,egresos,2005-04-01,27,27
EUCALIPTUS,internaciones,egresos,2005-04-01,4,4
EXALTACION,internaciones,egresos,2005-04-01,4,4
FERNANDEZ ALONSO,internaciones,egresos,2005-04-01,30,30
GENERAL SAAVEDRA,internaciones,egresos,2005-04-01,20,20
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2005-04-01,4,4
GUANAY,internaciones,egresos,2005-04-01,24,24
GUAQUI,internaciones,egresos,2005-04-01,4,4
GUAYARAMERIN,internaciones,egresos,2005-04-01,521,521
GUTIERREZ,internaciones,egresos,2005-04-01,19,19
HUACARETA,internaciones,egresos,2005-04-01,23,23
HUANUNI,internaciones,egresos,2005-04-01,100,100
HUARACAJE,internaciones,egresos,2005-04-01,9,9
HUAYLLAMARCA,internaciones,egresos,2005-04-01,4,4
ICHOCA,internaciones,egresos,2005-04-01,1,1
ICLA,internaciones,egresos,2005-04-01,12,12
INCAHUASI,internaciones,egresos,2005-04-01,29,29
INQUISIVI,internaciones,egresos,2005-04-01,7,7
IRUPANA (VILLA DE LANZA),internaciones,egresos,2005-04-01,27,27
IXIAMAS,internaciones,egresos,2005-04-01,5,5
JESUS DE MACHACA,internaciones,egresos,2005-04-01,3,3
LA ASUNTA,internaciones,egresos,2005-04-01,59,59
LA GUARDIA,internaciones,egresos,2005-04-01,76,76
LA PAZ,internaciones,egresos,2005-04-01,6183,6183
LAGUNILLAS,internaciones,egresos,2005-04-01,4,4
LAJA,internaciones,egresos,2005-04-01,2,2
LAS CARRERAS,internaciones,egresos,2005-04-01,5,5
LICOMA PAMPA,internaciones,egresos,2005-04-01,1,1
LLALLAGUA,internaciones,egresos,2005-04-01,176,176
LLICA,internaciones,egresos,2005-04-01,6,6
MACHACAMARCA,internaciones,egresos,2005-04-01,3,3
MACHARETI,internaciones,egresos,2005-04-01,10,10
MAGDALENA,internaciones,egresos,2005-04-01,82,82
MAIRANA,internaciones,egresos,2005-04-01,58,58
MAPIRI,internaciones,egresos,2005-04-01,18,18
MECAPACA,internaciones,egresos,2005-04-01,7,7
MINEROS,internaciones,egresos,2005-04-01,20,20
MIZQUE,internaciones,egresos,2005-04-01,57,57
MOCOMOCO,internaciones,egresos,2005-04-01,1,1
MOJOCOYA,internaciones,egresos,2005-04-01,9,9
MONTEAGUDO,internaciones,egresos,2005-04-01,117,117
MONTERO,internaciones,egresos,2005-04-01,674,674
MORO MORO,internaciones,egresos,2005-04-01,5,5
MOROCHATA,internaciones,egresos,2005-04-01,8,8
OCURI,internaciones,egresos,2005-04-01,12,12
OKINAWA,internaciones,egresos,2005-04-01,3,3
OMEREQUE,internaciones,egresos,2005-04-01,4,4
ORURO,internaciones,egresos,2005-04-01,1909,1909
PADILLA,internaciones,egresos,2005-04-01,88,88
PAILON,internaciones,egresos,2005-04-01,67,67
PALCA,internaciones,egresos,2005-04-01,10,10
PALOS BLANCOS,internaciones,egresos,2005-04-01,49,49
PAMPA GRANDE,internaciones,egresos,2005-04-01,15,15
PAPEL PAMPA,internaciones,egresos,2005-04-01,7,7
PASORAPA,internaciones,egresos,2005-04-01,4,4
PATACAMAYA,internaciones,egresos,2005-04-01,47,47
POCOATA,internaciones,egresos,2005-04-01,6,6
POCONA,internaciones,egresos,2005-04-01,28,28
POJO (CBBA),internaciones,egresos,2005-04-01,32,32
POOPO,internaciones,egresos,2005-04-01,8,8
PORCO,internaciones,egresos,2005-04-01,1,1
POROMA,internaciones,egresos,2005-04-01,12,12
PORONGO,internaciones,egresos,2005-04-01,13,13
PORTACHUELO,internaciones,egresos,2005-04-01,150,150
PORVENIR,internaciones,egresos,2005-04-01,9,9
POSTRER VALLE,internaciones,egresos,2005-04-01,2,2
POTOSI,internaciones,egresos,2005-04-01,1374,1374
PRESTO,internaciones,egresos,2005-04-01,3,3
PUCARA,internaciones,egresos,2005-04-01,5,5
PUCARANI,internaciones,egresos,2005-04-01,4,4
PUERTO ACOSTA,internaciones,egresos,2005-04-01,56,56
PUERTO CARABUCO,internaciones,egresos,2005-04-01,3,3
PUERTO GONZALO MORENO,internaciones,egresos,2005-04-01,3,3
PUERTO QUIJARRO,internaciones,egresos,2005-04-01,110,110
PUERTO RICO,internaciones,egresos,2005-04-01,30,30
PUERTO SUAREZ,internaciones,egresos,2005-04-01,67,67
PUERTO VILLARROEL,internaciones,egresos,2005-04-01,215,215
PUNA,internaciones,egresos,2005-04-01,18,18
PUNATA,internaciones,egresos,2005-04-01,259,259
QUILLACOLLO,internaciones,egresos,2005-04-01,382,382
QUIME,internaciones,egresos,2005-04-01,10,10
QUIRUSILLAS,internaciones,egresos,2005-04-01,4,4
RAVELO,internaciones,egresos,2005-04-01,7,7
REYES,internaciones,egresos,2005-04-01,35,35
RIBERALTA,internaciones,egresos,2005-04-01,669,669
ROBORE,internaciones,egresos,2005-04-01,74,74
RURRENABAQUE,internaciones,egresos,2005-04-01,117,117
SABAYA,internaciones,egresos,2005-04-01,7,7
SACABA,internaciones,egresos,2005-04-01,468,468
SACABAMBA,internaciones,egresos,2005-04-01,3,3
SACACA,internaciones,egresos,2005-04-01,25,25
SAIPINA,internaciones,egresos,2005-04-01,15,15
SALINAS DE GARCI MENDOZA,internaciones,egresos,2005-04-01,1,1
SAMAIPATA,internaciones,egresos,2005-04-01,25,25
SAN ANDRES,internaciones,egresos,2005-04-01,5,5
SAN ANTONIO DE LOMERIO,internaciones,egresos,2005-04-01,19,19
SAN BENITO,internaciones,egresos,2005-04-01,16,16
SAN BORJA,internaciones,egresos,2005-04-01,151,151
SAN BUENA VENTURA,internaciones,egresos,2005-04-01,18,18
SAN CARLOS,internaciones,egresos,2005-04-01,144,144
SAN IGNACIO,internaciones,egresos,2005-04-01,49,49
SAN IGNACIO DE VELASCO,internaciones,egresos,2005-04-01,353,353
SAN JAVIER(STC),internaciones,egresos,2005-04-01,47,47
SAN JOAQUIN,internaciones,egresos,2005-04-01,45,45
SAN JOSE DE CHIQUITOS,internaciones,egresos,2005-04-01,92,92
SAN JUAN DE YAPACANI,internaciones,egresos,2005-04-01,111,111
SAN JULIAN,internaciones,egresos,2005-04-01,179,179
SAN LORENZO(TJA),internaciones,egresos,2005-04-01,10,10
