municipality,group,variable,month,Niñas(os) de 1 año que reciben alimento complementario,TOTAL
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,25,25
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,95,95
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,35,35
PASORAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,17,17
PATACAMAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,156,156
PAZÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,53,53
PELECHUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,76,76
POCOATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,278,278
POCONA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,111,111
POJO (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,119,119
POOPO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,45,45
PORCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,147,147
POROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,150,150
PORONGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,105,105
PORVENIR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,56,56
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,9,9
POTOSI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,2189,2189
PRESTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,30,30
PUCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,7,7
PUCARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,229,229
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,86,86
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,59,59
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,51,51
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,81,81
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,1,1
PUNA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,181,181
PUNATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,301,301
QUIABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,18,18
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,1183,1183
QUIME,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,59,59
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,13,13
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,85,85
RAVELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,158,158
REYES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,4,4
RIBERALTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,206,206
ROBORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,163,163
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,7,7
SABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,36,36
SACABA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,1421,1421
SACABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,26,26
SACACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,40,40
SAIPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,74,74
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,111,111
SAMAIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,17,17
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,2,2
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,24,24
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,17,17
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,95,95
SAN BENITO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,79,79
SAN BORJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,177,177
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,24,24
SAN CARLOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,19,19
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,586,586
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,16,16
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,92,92
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,11,11
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,13,13
SAN JULIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,420,420
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,81,81
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,8,8
SAN LUCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,409,409
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,69,69
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,23,23
SAN PEDRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,147,147
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,364,364
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,1,1
SAN PEDRO DE MACHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,240,240
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,23,23
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,4,4
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,53,53
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,22,22
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,55,55
SANTA ANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,10,10
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,1985,1985
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,140,140
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,76,76
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,39,39
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,7,7
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,67,67
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,23,23
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,63,63
SENA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,15,15
SHINAOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,100,100
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,106,106
SICAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,50,50
SIPE SIPE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,547,547
SOPACHUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,45,45
SORACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,105,105
SORATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,74,74
SUCRE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,1860,1860
TACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,4,4
TACACOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,22,22
TACOBAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,98,98
TACOPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,74,74
TAHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,5,5
TAPACARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,265,265
TARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,145,145
TARACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,37,37
TARATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,86,86
TARIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,707,707
TIAHUANACU,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,98,98
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,184,184
TIPUANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,4,4
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,242,242
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,44,44
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,11,11
TOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,59,59
TODOS SANTOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,2,2
TOLATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,48,48
TOLEDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,13,13
TOMAVE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,69,69
TOMINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,72,72
TORO TORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,130,130
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,153,153
TOTORA(ORR),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,32,32
TRIGAL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,7,7
TRINIDAD,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,8,8
TUPIZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,220,220
TURCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,39,39
UMALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,57,57
UNCIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,249,249
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,97,97
URUBICHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,69,69
UYUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,201,201
VACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,79,79
VALLEGRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,162,162
VILA VILA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,52,52
VILLA CHARCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,157,157
VILLA MONTES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,366,366
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,1,1
VILLA RIVERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,65,65
VILLA SERRANO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,6,6
VILLA TUNARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,11,11
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,91,91
VILLAZON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,403,403
VINTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,522,522
VITICHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,62,62
WALDO BALLIVIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,24,24
WARNES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,264,264
YACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,67,67
YACUIBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,328,328
YAMPARAEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,62,62
YANACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,34,34
YAPACANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,9,9
YOCALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,82,82
YOTALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,10,10
YUNCHARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,32,32
YUNGUYO DE LITORAL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,3,3
ZUDAÑEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-02-01,73,73
ACACIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,49,49
ACHACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,200,200
ACHOCALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,281,281
AIQUILE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,240,240
ALALAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,12,12
ALCALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,21,21
ALTO BENI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,68,68
ANCORAIMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,88,88
ANDAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,44,44
ANTEQUERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,12,12
ANZALDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,68,68
APOLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,209,209
ARAMPAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,43,43
ARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,88,88
ARBIETO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,318,318
ARQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,79,79
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,106,106
ATOCHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,72,72
AUCAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,39,39
AYATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,43,43
AYO AYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,92,92
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,338,338
BATALLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,144,144
BAURES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,50,50
BELEN DE ANDAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,16,16
BELEN DE URMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,12,12
BELLA FLOR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,20,20
BETANZOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,374,374
BOLIVAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,61,61
BOYUIBE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,51,51
BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,174,174
CABEZAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,50,50
CAIROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,101,101
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,120,120
CALACOTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,36,36
CALAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,165,165
CAMARGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,69,69
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,23,23
CAMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,275,275
CAPINOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,228,228
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,92,92
CARACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,133,133
CARANAVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,185,185
CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,4,4
CARAPARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,148,148
CARIPUYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,69,69
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,69,69
CATACORA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,8,8
CHACARILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,7,7
CHALLAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,390,390
CHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,100,100
CHARAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,32,32
CHARAÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,13,13
CHAYANTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,39,39
CHIMORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,328,328
CHIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,13,13
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,10,10
CHUMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,92,92
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,79,79
CKOCHAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,152,152
CLIZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,181,181
COBIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,14,14
COCAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,293,293
COCHABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,2998,2998
COIPASA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,6,6
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,249,249
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,135,135
COLLANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,16,16
COLOMI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,272,272
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,43,43
COLQUECHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,224,224
COLQUENCHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,135,135
COLQUIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,38,38
COMANCHE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,7,7
COMARAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,137,137
COMBAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,15,15
COPACABANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,1,1
CORIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,106,106
CORO CORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,64,64
COROICO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,27,27
CORQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,47,47
COTAGAITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,71,71
COTOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,140,140
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,196,196
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,19,19
CUEVO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,38,38
CULPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,198,198
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,22,22
CURVA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,26,26
DESAGUADERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,35,35
EL ALTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,2957,2957
EL CHORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,38,38
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,110,110
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,99,99
EL TORNO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,29,29
EL VILLAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,38,38
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,246,246
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,559,559
ESCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,1,1
ESCOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,24,24
ESMERALDA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,2,2
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,43,43
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,6,6
EXALTACION,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,47,47
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,60,60
FILADELFIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,35,35
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,35,35
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,120,120
GUANAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,88,88
GUAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,62,62
GUTIERREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,22,22
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,17,17
HUACHACALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,11,11
HUANUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,143,143
HUARINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,59,59
HUATAJATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,12,12
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,33,33
HUMANATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,41,41
ICHOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,46,46
ICLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,59,59
INCAHUASI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,182,182
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,24,24
INQUISIVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,119,119
IXIAMAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,56,56
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,37,37
LA ASUNTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2023-03-01,7,7
