municipality,group,variable,month,Mujeres con primer control post parto,TOTAL
PUNA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,37,37
PUNATA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,16,16
QUIABAYA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,4,4
QUILLACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,73,73
QUIME,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,4,4
RAVELO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,15,15
REYES,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,5,5
RIBERALTA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,8,8
ROBORE,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,26,26
RURRENABAQUE,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,6,6
SABAYA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,2,2
SACABA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,138,138
SACABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,7,7
SACACA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,47,47
SAIPINA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,1,1
SAMAIPATA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,1,1
SAN AGUSTIN,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,3,3
SAN ANDRES,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,13,13
SAN ANDRES DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,4,4
SAN ANTONIO DE ESMORUCO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,6,6
SAN BENITO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,14,14
SAN BORJA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,34,34
SAN BUENA VENTURA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,16,16
SAN CARLOS,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,20,20
SAN IGNACIO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,47,47
SAN IGNACIO DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,75,75
SAN JAVIER(BNI),atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,1,1
SAN JAVIER(STC),atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,16,16
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,31,31
SAN JUAN DE YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,10,10
SAN JULIAN,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,38,38
SAN LORENZO(PND),atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,10,10
SAN LORENZO(TJA),atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,12,12
SAN LUCAS,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,53,53
SAN MATIAS,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,4,4
SAN MIGUEL DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,5,5
SAN PABLO DE LIPEZ,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,2,2
SAN PEDRO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,15,15
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,21,21
SAN PEDRO DE TIQUINA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,4,4
SAN PEDRO(PND),atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,1,1
SAN RAFAEL,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,8,8
SAN RAMON,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,24,24
SAN RAMON,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,11,11
SANTA ANA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,31,31
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,821,821
SANTA ROSA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,14,14
SANTA ROSA DEL SARA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,20,20
SANTIAGO DE CALLAPA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,8,8
SANTIAGO DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,3,3
SANTIVAÑES,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,5,5
SANTUARIO DE QUILLACAS,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,4,4
SAPAHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,5,5
SENA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,4,4
SICA SICA (VILLA AROMA),atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,15,15
SICAYA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,4,4
SIPE SIPE,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,20,20
SOPACHUY,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,7,7
SORACACHI,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,7,7
SORATA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,21,21
SUCRE,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,237,237
TACACOMA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,14,14
TACOBAMBA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,4,4
TACOPAYA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,13,13
TAPACARI,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,26,26
TARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,24,24
TARACO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,6,6
TARATA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,5,5
TARIJA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,135,135
TARVITA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,18,18
TEOPONTE,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,5,5
TIAWANACU,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,8,8
TINGUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,35,35
TIPUANI,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,17,17
TIQUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,40,40
TIRAQUE (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,58,58
TOCO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,4,4
TOLATA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,3,3
TOLEDO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,10,10
TOMAVE,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,14,14
TOMINA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,7,7
TORO TORO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,9,9
TOTORA(CBBA),atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,17,17
TOTORA(ORR),atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,2,2
TRINIDAD,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,42,42
TUPIZA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,45,45
TURCO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,5,5
UMALA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,6,6
UNCIA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,20,20
URIONDO (A. CONCEPCION),atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,14,14
URUBICHA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,7,7
UYUNI,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,14,14
VACAS,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,7,7
VALLEGRANDE,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,17,17
VIACHA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,36,36
VILA VILA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,8,8
VILLA MONTES,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,27,27
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,2,2
VILLA RIVERO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,6,6
VILLA SERRANO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,11,11
VILLA TUNARI,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,100,100
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,4,4
VILLAZON,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,41,41
VINTO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,26,26
VITICHI,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,2,2
WALDO BALLIVIAN,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,1,1
WARNES,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,37,37
YACO,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,3,3
YACUIBA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,56,56
YAMPARAEZ,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,3,3
YANACACHI,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,1,1
YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,67,67
YOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,4,4
YOTALA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,7,7
YUNCHARA,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,5,5
ZUDAÑEZ,atencion de partos en servicio,mujeres con primer control post parto,2009-02-01,5,5
ACACIO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,11,11
ACHACACHI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,48,48
ACHOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,3,3
AIQUILE,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,33,33
ALALAY,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,5,5
ALCALA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,4,4
ANCORAIMES,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,18,18
ANDAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,8,8
ANTEQUERA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
ANZALDO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,2,2
APOLO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,21,21
ARAMPAMPA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,11,11
ARANI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,3,3
ARBIETO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,16,16
ARQUE,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,17,17
ASCENCION DE GUARAYOS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,62,62
ATOCHA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,4,4
AYATA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,13,13
AYO AYO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,21,21
AZURDUY,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,19,19
BATALLAS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,18,18
BAURES,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,4,4
BELEN DE URMIRI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
BERMEJO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,23,23
BETANZOS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,36,36
BOLIVAR,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,13,13
BOLPEBRA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,2,2
BOYUIBE,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
BUENA VISTA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,18,18
CABEZAS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,12,12
CAIROMA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,10,10
"CAIZA ""D""",atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,12,12
CAJUATA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,19,19
CALACOTO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,5,5
CALAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,8,8
CAMARGO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,28,28
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,2,2
CAMIRI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,28,28
CAPINOTA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,22,22
CAQUIAVIRI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,12,12
CARACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,23,23
CARANAVI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,48,48
CARANGAS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
CARAPARI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,19,19
CARIPUYO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,8,8
CARMEN RIVERO TORREZ,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
CHALLAPATA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,53,53
CHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,11,11
CHARAGUA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,42,42
CHARAÑA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,3,3
CHAYANTA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,34,34
CHIMORE,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,15,15
CHOQUE COTA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,10,10
CHUMA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,9,9
CLIZA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,21,21
COBIJA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,45,45
COCHABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,800,800
COIPASA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,2,2
COLCAPIRHUA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,84,84
"COLCHA ""K""",atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,9,9
COLLANA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
COLOMI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,10,10
COLPA BELGICA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,11,11
COLQUECHACA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,53,53
COLQUENCHA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,10,10
COLQUIRI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,29,29
COMANCHE,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,2,2
COMARAPA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,26,26
COMBAYA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,4,4
CONCEPCION,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,20,20
COPACABANA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,15,15
CORIPATA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,15,15
CORO CORO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,12,12
COROICO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,4,4
CORQUE,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,7,7
COTAGAITA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,14,14
COTOCA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,31,31
CUATRO CAÑADAS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,34,34
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,2,2
CUEVO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,5,5
CULPINA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,29,29
CURAHUARA DE CARANGAS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,12,12
CURVA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,4,4
DESAGUADERO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,6,6
EL ALTO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,718,718
EL CHORO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,12,12
EL PUENTE(STC),atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,10,10
EL PUENTE(TJA),atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,8,8
EL TORNO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,27,27
EL VILLAR,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,4,4
ENTRE RIOS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,17,17
ENTRE RIOS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,16,16
EUCALIPTUS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,6,6
EUREKA (SANTOS MERCADO),atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,3,3
EXALTACION,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,12,12
FILADELFIA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,5,5
GENERAL SAAVEDRA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,16,16
GUANAY,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,14,14
GUAQUI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,10,10
GUAYARAMERIN,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,92,92
GUTIERREZ,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,8,8
HUACARETA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,8,8
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,3,3
HUACHACALLA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,2,2
HUANUNI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,30,30
HUARACAJE,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,4,4
HUAYLLAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,5,5
ICHOCA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,4,4
ICLA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,19,19
INCAHUASI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,45,45
INGAVI (HUMAITA),atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,2,2
INQUISIVI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,14,14
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,13,13
IXIAMAS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,15,15
JESUS DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,23,23
LA ASUNTA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,84,84
LA GUARDIA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,75,75
LA PAZ,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1466,1466
LAGUNILLAS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,7,7
LAJA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,10,10
LAS CARRERAS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,3,3
LICOMA PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,4,4
LLALLAGUA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,50,50
LLICA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,8,8
LORETO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,3,3
LURIBAY,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,15,15
MACHACAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
MACHARETI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,8,8
MAGDALENA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,23,23
MAIRANA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,12,12
MALLA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
MAPIRI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,16,16
MECAPACA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,12,12
MINEROS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,32,32
MIZQUE,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,28,28
MOCOMOCO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,15,15
MOJINETE,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
MOJOCOYA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,12,12
MONTEAGUDO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,38,38
MONTERO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,89,89
MORO MORO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
MOROCHATA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,49,49
NAZACARA DE PACAJES,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
OCURI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,26,26
OKINAWA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,18,18
OMEREQUE,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,8,8
ORURO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,495,495
PADCAYA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,15,15
PADILLA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,24,24
PAILON,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,27,27
PALCA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,9,9
PALOS BLANCOS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,42,42
PAMPA AULLAGAS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,3,3
PAMPA GRANDE,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,7,7
PAPEL PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,5,5
PASORAPA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,2,2
PATACAMAYA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,12,12
PAZÑA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,5,5
PELECHUCO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,10,10
POCOATA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,47,47
POCONA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,21,21
POJO (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,18,18
POOPO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,6,6
PORCO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,9,9
POROMA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,28,28
PORONGO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,7,7
PORTACHUELO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,24,24
PORVENIR,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
POSTRER VALLE,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
POTOSI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,347,347
PRESTO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,19,19
PUCARANI,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,24,24
PUERTO ACOSTA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,27,27
PUERTO CARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,18,18
PUERTO GONZALO MORENO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,6,6
PUERTO PEREZ,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,6,6
PUERTO QUIJARRO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,25,25
PUERTO RICO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,8,8
PUERTO SILES,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,50,50
PUERTO VILLARROEL,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,42,42
PUNA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,47,47
PUNATA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,26,26
QUIABAYA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
QUILLACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,79,79
QUIME,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,7,7
QUIRUSILLAS,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
RAVELO,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,24,24
REYES,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,9,9
ROBORE,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,29,29
RURRENABAQUE,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,23,23
SABAYA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,2,2
SACABA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,172,172
SACABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,4,4
SACACA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,38,38
SAIPINA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,9,9
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,11,11
SAMAIPATA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,6,6
SAN ANDRES,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,19,19
SAN ANDRES DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2009-03-01,1,1
