municipality,group,variable,month,Nuevas en menores de 5 años -Hombre,Nuevas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
TOCO,consulta externa,nuevas en menores de 5 anos,2005-06-01,49,43,49,43,92
TODOS SANTOS,consulta externa,nuevas en menores de 5 anos,2005-06-01,8,5,8,5,13
TOLATA,consulta externa,nuevas en menores de 5 anos,2005-06-01,55,48,55,48,103
TOLEDO,consulta externa,nuevas en menores de 5 anos,2005-06-01,115,104,115,104,219
TOMAVE,consulta externa,nuevas en menores de 5 anos,2005-06-01,133,120,133,120,253
TOMINA,consulta externa,nuevas en menores de 5 anos,2005-06-01,225,244,225,244,469
TORO TORO,consulta externa,nuevas en menores de 5 anos,2005-06-01,211,196,211,196,407
TOTORA(CBBA),consulta externa,nuevas en menores de 5 anos,2005-06-01,201,205,201,205,406
TOTORA(ORR),consulta externa,nuevas en menores de 5 anos,2005-06-01,40,50,40,50,90
TRIGAL,consulta externa,nuevas en menores de 5 anos,2005-06-01,27,34,27,34,61
TRINIDAD,consulta externa,nuevas en menores de 5 anos,2005-06-01,2698,2499,2698,2499,5197
TUPIZA,consulta externa,nuevas en menores de 5 anos,2005-06-01,2312,1106,2312,1106,3418
TURCO,consulta externa,nuevas en menores de 5 anos,2005-06-01,88,85,88,85,173
UMALA,consulta externa,nuevas en menores de 5 anos,2005-06-01,57,54,57,54,111
UNCIA,consulta externa,nuevas en menores de 5 anos,2005-06-01,595,553,595,553,1148
URIONDO (A. CONCEPCION),consulta externa,nuevas en menores de 5 anos,2005-06-01,375,372,375,372,747
URUBICHA,consulta externa,nuevas en menores de 5 anos,2005-06-01,221,209,221,209,430
UYUNI,consulta externa,nuevas en menores de 5 anos,2005-06-01,227,236,227,236,463
VACAS,consulta externa,nuevas en menores de 5 anos,2005-06-01,170,139,170,139,309
VALLEGRANDE,consulta externa,nuevas en menores de 5 anos,2005-06-01,205,242,205,242,447
VIACHA,consulta externa,nuevas en menores de 5 anos,2005-06-01,356,323,356,323,679
VILA VILA,consulta externa,nuevas en menores de 5 anos,2005-06-01,60,63,60,63,123
VILLA MONTES,consulta externa,nuevas en menores de 5 anos,2005-06-01,645,535,645,535,1180
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en menores de 5 anos,2005-06-01,57,32,57,32,89
VILLA RIVERO,consulta externa,nuevas en menores de 5 anos,2005-06-01,61,57,61,57,118
VILLA SERRANO,consulta externa,nuevas en menores de 5 anos,2005-06-01,297,245,297,245,542
VILLA TUNARI,consulta externa,nuevas en menores de 5 anos,2005-06-01,1020,1080,1020,1080,2100
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en menores de 5 anos,2005-06-01,286,274,286,274,560
VILLAZON,consulta externa,nuevas en menores de 5 anos,2005-06-01,842,774,842,774,1616
VINTO,consulta externa,nuevas en menores de 5 anos,2005-06-01,298,277,298,277,575
VITICHI,consulta externa,nuevas en menores de 5 anos,2005-06-01,199,234,199,234,433
WALDO BALLIVIAN,consulta externa,nuevas en menores de 5 anos,2005-06-01,38,32,38,32,70
WARNES,consulta externa,nuevas en menores de 5 anos,2005-06-01,1040,1006,1040,1006,2046
YACO,consulta externa,nuevas en menores de 5 anos,2005-06-01,72,74,72,74,146
YACUIBA,consulta externa,nuevas en menores de 5 anos,2005-06-01,1519,1577,1519,1577,3096
YAMPARAEZ,consulta externa,nuevas en menores de 5 anos,2005-06-01,169,161,169,161,330
YANACACHI,consulta externa,nuevas en menores de 5 anos,2005-06-01,69,50,69,50,119
YAPACANI,consulta externa,nuevas en menores de 5 anos,2005-06-01,732,671,732,671,1403
YOCALLA,consulta externa,nuevas en menores de 5 anos,2005-06-01,76,103,76,103,179
YOTALA,consulta externa,nuevas en menores de 5 anos,2005-06-01,177,186,177,186,363
YUNCHARA,consulta externa,nuevas en menores de 5 anos,2005-06-01,117,114,117,114,231
ZUDAÑEZ,consulta externa,nuevas en menores de 5 anos,2005-06-01,181,184,181,184,365
ACACIO,consulta externa,nuevas en menores de 5 anos,2005-07-01,195,160,195,160,355
ACHACACHI,consulta externa,nuevas en menores de 5 anos,2005-07-01,287,258,287,258,545
ACHOCALLA,consulta externa,nuevas en menores de 5 anos,2005-07-01,90,77,90,77,167
AIQUILE,consulta externa,nuevas en menores de 5 anos,2005-07-01,361,315,361,315,676
ALALAY,consulta externa,nuevas en menores de 5 anos,2005-07-01,68,70,68,70,138
ALCALA,consulta externa,nuevas en menores de 5 anos,2005-07-01,135,122,135,122,257
ANCORAIMES,consulta externa,nuevas en menores de 5 anos,2005-07-01,184,167,184,167,351
ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2005-07-01,47,53,47,53,100
ANTEQUERA,consulta externa,nuevas en menores de 5 anos,2005-07-01,34,41,34,41,75
ANZALDO,consulta externa,nuevas en menores de 5 anos,2005-07-01,80,98,80,98,178
APOLO,consulta externa,nuevas en menores de 5 anos,2005-07-01,305,315,305,315,620
ARAMPAMPA,consulta externa,nuevas en menores de 5 anos,2005-07-01,402,117,402,117,519
ARANI,consulta externa,nuevas en menores de 5 anos,2005-07-01,59,54,59,54,113
ARBIETO,consulta externa,nuevas en menores de 5 anos,2005-07-01,46,26,46,26,72
ARQUE,consulta externa,nuevas en menores de 5 anos,2005-07-01,200,193,200,193,393
ASCENCION DE GUARAYOS,consulta externa,nuevas en menores de 5 anos,2005-07-01,496,396,496,396,892
ATOCHA,consulta externa,nuevas en menores de 5 anos,2005-07-01,449,308,449,308,757
AUCAPATA,consulta externa,nuevas en menores de 5 anos,2005-07-01,84,63,84,63,147
AYATA,consulta externa,nuevas en menores de 5 anos,2005-07-01,132,133,132,133,265
AYO AYO,consulta externa,nuevas en menores de 5 anos,2005-07-01,30,29,30,29,59
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en menores de 5 anos,2005-07-01,462,440,462,440,902
AZURDUY,consulta externa,nuevas en menores de 5 anos,2005-07-01,453,396,453,396,849
BATALLAS,consulta externa,nuevas en menores de 5 anos,2005-07-01,99,93,99,93,192
BAURES,consulta externa,nuevas en menores de 5 anos,2005-07-01,106,121,106,121,227
BELEN DE ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2005-07-01,8,11,8,11,19
BELEN DE URMIRI,consulta externa,nuevas en menores de 5 anos,2005-07-01,43,42,43,42,85
BELLA FLOR,consulta externa,nuevas en menores de 5 anos,2005-07-01,89,109,89,109,198
BERMEJO,consulta externa,nuevas en menores de 5 anos,2005-07-01,870,851,870,851,1721
BETANZOS,consulta externa,nuevas en menores de 5 anos,2005-07-01,789,746,789,746,1535
BOLIVAR,consulta externa,nuevas en menores de 5 anos,2005-07-01,173,179,173,179,352
BOLPEBRA,consulta externa,nuevas en menores de 5 anos,2005-07-01,48,25,48,25,73
BOYUIBE,consulta externa,nuevas en menores de 5 anos,2005-07-01,110,140,110,140,250
BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2005-07-01,359,301,359,301,660
CABEZAS,consulta externa,nuevas en menores de 5 anos,2005-07-01,368,320,368,320,688
CAIROMA,consulta externa,nuevas en menores de 5 anos,2005-07-01,140,133,140,133,273
"CAIZA ""D""",consulta externa,nuevas en menores de 5 anos,2005-07-01,133,150,133,150,283
CAJUATA,consulta externa,nuevas en menores de 5 anos,2005-07-01,157,137,157,137,294
CALACOTO,consulta externa,nuevas en menores de 5 anos,2005-07-01,43,42,43,42,85
CALAMARCA,consulta externa,nuevas en menores de 5 anos,2005-07-01,145,153,145,153,298
CAMARGO,consulta externa,nuevas en menores de 5 anos,2005-07-01,403,412,403,412,815
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en menores de 5 anos,2005-07-01,77,70,77,70,147
CAMIRI,consulta externa,nuevas en menores de 5 anos,2005-07-01,1016,1067,1016,1067,2083
CAPINOTA,consulta externa,nuevas en menores de 5 anos,2005-07-01,273,242,273,242,515
CAQUIAVIRI,consulta externa,nuevas en menores de 5 anos,2005-07-01,138,121,138,121,259
CARACOLLO,consulta externa,nuevas en menores de 5 anos,2005-07-01,298,225,298,225,523
CARANAVI,consulta externa,nuevas en menores de 5 anos,2005-07-01,900,841,900,841,1741
CARANGAS,consulta externa,nuevas en menores de 5 anos,2005-07-01,2,1,2,1,3
CARAPARI,consulta externa,nuevas en menores de 5 anos,2005-07-01,188,190,188,190,378
CARIPUYO,consulta externa,nuevas en menores de 5 anos,2005-07-01,329,325,329,325,654
CARMEN RIVERO TORREZ,consulta externa,nuevas en menores de 5 anos,2005-07-01,85,63,85,63,148
CATACORA,consulta externa,nuevas en menores de 5 anos,2005-07-01,22,19,22,19,41
CHACARILLA,consulta externa,nuevas en menores de 5 anos,2005-07-01,7,8,7,8,15
CHALLAPATA,consulta externa,nuevas en menores de 5 anos,2005-07-01,302,285,302,285,587
CHAQUI,consulta externa,nuevas en menores de 5 anos,2005-07-01,144,111,144,111,255
CHARAGUA,consulta externa,nuevas en menores de 5 anos,2005-07-01,664,634,664,634,1298
CHARAÑA,consulta externa,nuevas en menores de 5 anos,2005-07-01,44,28,44,28,72
CHAYANTA,consulta externa,nuevas en menores de 5 anos,2005-07-01,242,230,242,230,472
CHIMORE,consulta externa,nuevas en menores de 5 anos,2005-07-01,548,497,548,497,1045
CHIPAYA,consulta externa,nuevas en menores de 5 anos,2005-07-01,47,33,47,33,80
CHOQUE COTA,consulta externa,nuevas en menores de 5 anos,2005-07-01,11,14,11,14,25
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en menores de 5 anos,2005-07-01,407,393,407,393,800
CHUMA,consulta externa,nuevas en menores de 5 anos,2005-07-01,173,161,173,161,334
CLIZA,consulta externa,nuevas en menores de 5 anos,2005-07-01,155,139,155,139,294
COBIJA,consulta externa,nuevas en menores de 5 anos,2005-07-01,849,710,849,710,1559
COCHABAMBA,consulta externa,nuevas en menores de 5 anos,2005-07-01,6972,6186,6972,6186,13158
COIPASA,consulta externa,nuevas en menores de 5 anos,2005-07-01,8,11,8,11,19
COLCAPIRHUA,consulta externa,nuevas en menores de 5 anos,2005-07-01,409,377,409,377,786
"COLCHA ""K""",consulta externa,nuevas en menores de 5 anos,2005-07-01,150,162,150,162,312
COLLANA,consulta externa,nuevas en menores de 5 anos,2005-07-01,32,20,32,20,52
COLOMI,consulta externa,nuevas en menores de 5 anos,2005-07-01,255,239,255,239,494
COLPA BELGICA,consulta externa,nuevas en menores de 5 anos,2005-07-01,253,188,253,188,441
COLQUECHACA,consulta externa,nuevas en menores de 5 anos,2005-07-01,764,694,764,694,1458
COLQUENCHA,consulta externa,nuevas en menores de 5 anos,2005-07-01,58,66,58,66,124
COLQUIRI,consulta externa,nuevas en menores de 5 anos,2005-07-01,306,261,306,261,567
COMANCHE,consulta externa,nuevas en menores de 5 anos,2005-07-01,47,30,47,30,77
COMARAPA,consulta externa,nuevas en menores de 5 anos,2005-07-01,366,317,366,317,683
COMBAYA,consulta externa,nuevas en menores de 5 anos,2005-07-01,21,10,21,10,31
CONCEPCION,consulta externa,nuevas en menores de 5 anos,2005-07-01,239,227,239,227,466
COPACABANA,consulta externa,nuevas en menores de 5 anos,2005-07-01,65,73,65,73,138
CORIPATA,consulta externa,nuevas en menores de 5 anos,2005-07-01,287,254,287,254,541
CORO CORO,consulta externa,nuevas en menores de 5 anos,2005-07-01,75,85,75,85,160
COROICO,consulta externa,nuevas en menores de 5 anos,2005-07-01,172,151,172,151,323
CORQUE,consulta externa,nuevas en menores de 5 anos,2005-07-01,94,77,94,77,171
COTAGAITA,consulta externa,nuevas en menores de 5 anos,2005-07-01,912,874,912,874,1786
COTOCA,consulta externa,nuevas en menores de 5 anos,2005-07-01,630,568,630,568,1198
CUATRO CAÑADAS,consulta externa,nuevas en menores de 5 anos,2005-07-01,409,329,409,329,738
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en menores de 5 anos,2005-07-01,30,20,30,20,50
CUEVO,consulta externa,nuevas en menores de 5 anos,2005-07-01,83,114,83,114,197
CULPINA,consulta externa,nuevas en menores de 5 anos,2005-07-01,583,445,583,445,1028
CURAHUARA DE CARANGAS,consulta externa,nuevas en menores de 5 anos,2005-07-01,52,72,52,72,124
CURVA,consulta externa,nuevas en menores de 5 anos,2005-07-01,33,23,33,23,56
DESAGUADERO,consulta externa,nuevas en menores de 5 anos,2005-07-01,68,52,68,52,120
EL ALTO,consulta externa,nuevas en menores de 5 anos,2005-07-01,7904,7370,7904,7370,15274
EL CHORO,consulta externa,nuevas en menores de 5 anos,2005-07-01,20,25,20,25,45
EL PUENTE(STC),consulta externa,nuevas en menores de 5 anos,2005-07-01,257,199,257,199,456
EL PUENTE(TJA),consulta externa,nuevas en menores de 5 anos,2005-07-01,228,182,228,182,410
EL TORNO,consulta externa,nuevas en menores de 5 anos,2005-07-01,993,951,993,951,1944
EL VILLAR,consulta externa,nuevas en menores de 5 anos,2005-07-01,163,158,163,158,321
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2005-07-01,454,382,454,382,836
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2005-07-01,319,291,319,291,610
ESCARA,consulta externa,nuevas en menores de 5 anos,2005-07-01,0,2,0,2,2
EUCALIPTUS,consulta externa,nuevas en menores de 5 anos,2005-07-01,177,120,177,120,297
EUREKA (SANTOS MERCADO),consulta externa,nuevas en menores de 5 anos,2005-07-01,24,31,24,31,55
EXALTACION,consulta externa,nuevas en menores de 5 anos,2005-07-01,42,68,42,68,110
FERNANDEZ ALONSO,consulta externa,nuevas en menores de 5 anos,2005-07-01,574,552,574,552,1126
FILADELFIA,consulta externa,nuevas en menores de 5 anos,2005-07-01,78,88,78,88,166
GENERAL SAAVEDRA,consulta externa,nuevas en menores de 5 anos,2005-07-01,721,570,721,570,1291
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en menores de 5 anos,2005-07-01,175,136,175,136,311
GUANAY,consulta externa,nuevas en menores de 5 anos,2005-07-01,383,284,383,284,667
GUAQUI,consulta externa,nuevas en menores de 5 anos,2005-07-01,36,37,36,37,73
GUAYARAMERIN,consulta externa,nuevas en menores de 5 anos,2005-07-01,949,892,949,892,1841
GUTIERREZ,consulta externa,nuevas en menores de 5 anos,2005-07-01,415,448,415,448,863
HUACARETA,consulta externa,nuevas en menores de 5 anos,2005-07-01,311,307,311,307,618
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en menores de 5 anos,2005-07-01,91,104,91,104,195
HUACHACALLA,consulta externa,nuevas en menores de 5 anos,2005-07-01,43,12,43,12,55
HUANUNI,consulta externa,nuevas en menores de 5 anos,2005-07-01,365,327,365,327,692
HUARACAJE,consulta externa,nuevas en menores de 5 anos,2005-07-01,53,41,53,41,94
HUAYLLAMARCA,consulta externa,nuevas en menores de 5 anos,2005-07-01,73,43,73,43,116
ICHOCA,consulta externa,nuevas en menores de 5 anos,2005-07-01,57,51,57,51,108
ICLA,consulta externa,nuevas en menores de 5 anos,2005-07-01,410,409,410,409,819
INCAHUASI,consulta externa,nuevas en menores de 5 anos,2005-07-01,599,706,599,706,1305
INGAVI (HUMAITA),consulta externa,nuevas en menores de 5 anos,2005-07-01,12,5,12,5,17
INQUISIVI,consulta externa,nuevas en menores de 5 anos,2005-07-01,176,146,176,146,322
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en menores de 5 anos,2005-07-01,327,291,327,291,618
IXIAMAS,consulta externa,nuevas en menores de 5 anos,2005-07-01,209,159,209,159,368
JESUS DE MACHACA,consulta externa,nuevas en menores de 5 anos,2005-07-01,167,169,167,169,336
LA ASUNTA,consulta externa,nuevas en menores de 5 anos,2005-07-01,544,496,544,496,1040
LA GUARDIA,consulta externa,nuevas en menores de 5 anos,2005-07-01,926,863,926,863,1789
LA PAZ,consulta externa,nuevas en menores de 5 anos,2005-07-01,10426,9886,10426,9886,20312
LA RIVERA,consulta externa,nuevas en menores de 5 anos,2005-07-01,2,4,2,4,6
LAGUNILLAS,consulta externa,nuevas en menores de 5 anos,2005-07-01,249,214,249,214,463
LAJA,consulta externa,nuevas en menores de 5 anos,2005-07-01,115,96,115,96,211
LAS CARRERAS,consulta externa,nuevas en menores de 5 anos,2005-07-01,94,68,94,68,162
LICOMA PAMPA,consulta externa,nuevas en menores de 5 anos,2005-07-01,23,22,23,22,45
LLALLAGUA,consulta externa,nuevas en menores de 5 anos,2005-07-01,498,503,498,503,1001
LLICA,consulta externa,nuevas en menores de 5 anos,2005-07-01,57,66,57,66,123
LORETO,consulta externa,nuevas en menores de 5 anos,2005-07-01,73,62,73,62,135
LURIBAY,consulta externa,nuevas en menores de 5 anos,2005-07-01,138,108,138,108,246
MACHACAMARCA,consulta externa,nuevas en menores de 5 anos,2005-07-01,24,40,24,40,64
MACHARETI,consulta externa,nuevas en menores de 5 anos,2005-07-01,302,338,302,338,640
MAGDALENA,consulta externa,nuevas en menores de 5 anos,2005-07-01,179,177,179,177,356
MAIRANA,consulta externa,nuevas en menores de 5 anos,2005-07-01,152,146,152,146,298
MALLA,consulta externa,nuevas en menores de 5 anos,2005-07-01,57,53,57,53,110
MAPIRI,consulta externa,nuevas en menores de 5 anos,2005-07-01,232,191,232,191,423
MECAPACA,consulta externa,nuevas en menores de 5 anos,2005-07-01,110,87,110,87,197
MINEROS,consulta externa,nuevas en menores de 5 anos,2005-07-01,519,445,519,445,964
MIZQUE,consulta externa,nuevas en menores de 5 anos,2005-07-01,344,309,344,309,653
MOCOMOCO,consulta externa,nuevas en menores de 5 anos,2005-07-01,148,131,148,131,279
MOJINETE,consulta externa,nuevas en menores de 5 anos,2005-07-01,23,19,23,19,42
MOJOCOYA,consulta externa,nuevas en menores de 5 anos,2005-07-01,247,192,247,192,439
MONTEAGUDO,consulta externa,nuevas en menores de 5 anos,2005-07-01,694,640,694,640,1334
MONTERO,consulta externa,nuevas en menores de 5 anos,2005-07-01,2421,2237,2421,2237,4658
MORO MORO,consulta externa,nuevas en menores de 5 anos,2005-07-01,67,52,67,52,119
MOROCHATA,consulta externa,nuevas en menores de 5 anos,2005-07-01,154,178,154,178,332
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en menores de 5 anos,2005-07-01,18,17,18,17,35
NAZACARA DE PACAJES,consulta externa,nuevas en menores de 5 anos,2005-07-01,7,2,7,2,9
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en menores de 5 anos,2005-07-01,46,22,46,22,68
OCURI,consulta externa,nuevas en menores de 5 anos,2005-07-01,422,382,422,382,804
OKINAWA,consulta externa,nuevas en menores de 5 anos,2005-07-01,355,343,355,343,698
OMEREQUE,consulta externa,nuevas en menores de 5 anos,2005-07-01,57,77,57,77,134
ORURO,consulta externa,nuevas en menores de 5 anos,2005-07-01,3513,3155,3513,3155,6668
PADCAYA,consulta externa,nuevas en menores de 5 anos,2005-07-01,449,408,449,408,857
PADILLA,consulta externa,nuevas en menores de 5 anos,2005-07-01,346,308,346,308,654
PAILON,consulta externa,nuevas en menores de 5 anos,2005-07-01,443,395,443,395,838
PALCA,consulta externa,nuevas en menores de 5 anos,2005-07-01,115,100,115,100,215
PALOS BLANCOS,consulta externa,nuevas en menores de 5 anos,2005-07-01,511,452,511,452,963
PAMPA AULLAGAS,consulta externa,nuevas en menores de 5 anos,2005-07-01,23,26,23,26,49
PAMPA GRANDE,consulta externa,nuevas en menores de 5 anos,2005-07-01,141,145,141,145,286
PAPEL PAMPA,consulta externa,nuevas en menores de 5 anos,2005-07-01,48,55,48,55,103
PASORAPA,consulta externa,nuevas en menores de 5 anos,2005-07-01,15,18,15,18,33
PATACAMAYA,consulta externa,nuevas en menores de 5 anos,2005-07-01,226,225,226,225,451
PAZÑA,consulta externa,nuevas en menores de 5 anos,2005-07-01,73,81,73,81,154
PELECHUCO,consulta externa,nuevas en menores de 5 anos,2005-07-01,70,62,70,62,132
POCOATA,consulta externa,nuevas en menores de 5 anos,2005-07-01,470,513,470,513,983
POCONA,consulta externa,nuevas en menores de 5 anos,2005-07-01,209,174,209,174,383
POJO (CBBA),consulta externa,nuevas en menores de 5 anos,2005-07-01,233,235,233,235,468
POOPO,consulta externa,nuevas en menores de 5 anos,2005-07-01,45,42,45,42,87
PORCO,consulta externa,nuevas en menores de 5 anos,2005-07-01,127,103,127,103,230
POROMA,consulta externa,nuevas en menores de 5 anos,2005-07-01,456,429,456,429,885
PORONGO,consulta externa,nuevas en menores de 5 anos,2005-07-01,228,152,228,152,380
PORTACHUELO,consulta externa,nuevas en menores de 5 anos,2005-07-01,566,497,566,497,1063
PORVENIR,consulta externa,nuevas en menores de 5 anos,2005-07-01,120,49,120,49,169
POSTRER VALLE,consulta externa,nuevas en menores de 5 anos,2005-07-01,65,44,65,44,109
POTOSI,consulta externa,nuevas en menores de 5 anos,2005-07-01,3160,3001,3160,3001,6161
PRESTO,consulta externa,nuevas en menores de 5 anos,2005-07-01,267,290,267,290,557
PUCARA,consulta externa,nuevas en menores de 5 anos,2005-07-01,37,22,37,22,59
PUCARANI,consulta externa,nuevas en menores de 5 anos,2005-07-01,176,149,176,149,325
PUERTO ACOSTA,consulta externa,nuevas en menores de 5 anos,2005-07-01,201,206,201,206,407
PUERTO CARABUCO,consulta externa,nuevas en menores de 5 anos,2005-07-01,135,130,135,130,265
PUERTO GONZALO MORENO,consulta externa,nuevas en menores de 5 anos,2005-07-01,64,86,64,86,150
PUERTO PEREZ,consulta externa,nuevas en menores de 5 anos,2005-07-01,65,63,65,63,128
PUERTO QUIJARRO,consulta externa,nuevas en menores de 5 anos,2005-07-01,316,314,316,314,630
PUERTO RICO,consulta externa,nuevas en menores de 5 anos,2005-07-01,152,173,152,173,325
PUERTO SILES,consulta externa,nuevas en menores de 5 anos,2005-07-01,38,53,38,53,91
PUERTO SUAREZ,consulta externa,nuevas en menores de 5 anos,2005-07-01,396,351,396,351,747
PUERTO VILLARROEL,consulta externa,nuevas en menores de 5 anos,2005-07-01,988,813,988,813,1801
PUNA,consulta externa,nuevas en menores de 5 anos,2005-07-01,671,616,671,616,1287
PUNATA,consulta externa,nuevas en menores de 5 anos,2005-07-01,269,117,269,117,386
QUIABAYA,consulta externa,nuevas en menores de 5 anos,2005-07-01,19,27,19,27,46
QUILLACOLLO,consulta externa,nuevas en menores de 5 anos,2005-07-01,914,793,914,793,1707
QUIME,consulta externa,nuevas en menores de 5 anos,2005-07-01,102,110,102,110,212
QUIRUSILLAS,consulta externa,nuevas en menores de 5 anos,2005-07-01,52,53,52,53,105
RAVELO,consulta externa,nuevas en menores de 5 anos,2005-07-01,647,550,647,550,1197
REYES,consulta externa,nuevas en menores de 5 anos,2005-07-01,333,289,333,289,622
RIBERALTA,consulta externa,nuevas en menores de 5 anos,2005-07-01,1652,1471,1652,1471,3123
ROBORE,consulta externa,nuevas en menores de 5 anos,2005-07-01,315,313,315,313,628
RURRENABAQUE,consulta externa,nuevas en menores de 5 anos,2005-07-01,563,462,563,462,1025
SABAYA,consulta externa,nuevas en menores de 5 anos,2005-07-01,49,26,49,26,75
SACABA,consulta externa,nuevas en menores de 5 anos,2005-07-01,840,804,840,804,1644
SACABAMBA,consulta externa,nuevas en menores de 5 anos,2005-07-01,40,47,40,47,87
SACACA,consulta externa,nuevas en menores de 5 anos,2005-07-01,466,440,466,440,906
SAIPINA,consulta externa,nuevas en menores de 5 anos,2005-07-01,144,129,144,129,273
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en menores de 5 anos,2005-07-01,176,168,176,168,344
SAMAIPATA,consulta externa,nuevas en menores de 5 anos,2005-07-01,188,144,188,144,332
SAN AGUSTIN,consulta externa,nuevas en menores de 5 anos,2005-07-01,31,29,31,29,60
SAN ANDRES,consulta externa,nuevas en menores de 5 anos,2005-07-01,906,338,906,338,1244
SAN ANDRES DE MACHACA,consulta externa,nuevas en menores de 5 anos,2005-07-01,37,47,37,47,84
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en menores de 5 anos,2005-07-01,37,54,37,54,91
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en menores de 5 anos,2005-07-01,124,102,124,102,226
SAN BENITO,consulta externa,nuevas en menores de 5 anos,2005-07-01,113,109,113,109,222
SAN BORJA,consulta externa,nuevas en menores de 5 anos,2005-07-01,601,532,601,532,1133
SAN BUENA VENTURA,consulta externa,nuevas en menores de 5 anos,2005-07-01,237,195,237,195,432
SAN CARLOS,consulta externa,nuevas en menores de 5 anos,2005-07-01,380,351,380,351,731
SAN IGNACIO,consulta externa,nuevas en menores de 5 anos,2005-07-01,668,553,668,553,1221
SAN IGNACIO DE VELASCO,consulta externa,nuevas en menores de 5 anos,2005-07-01,975,934,975,934,1909
SAN JAVIER(BNI),consulta externa,nuevas en menores de 5 anos,2005-07-01,59,43,59,43,102
SAN JAVIER(STC),consulta externa,nuevas en menores de 5 anos,2005-07-01,195,157,195,157,352
SAN JOAQUIN,consulta externa,nuevas en menores de 5 anos,2005-07-01,60,91,60,91,151
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en menores de 5 anos,2005-07-01,568,520,568,520,1088
SAN JUAN DE YAPACANI,consulta externa,nuevas en menores de 5 anos,2005-07-01,341,318,341,318,659
SAN JULIAN,consulta externa,nuevas en menores de 5 anos,2005-07-01,1230,1252,1230,1252,2482
SAN LORENZO(PND),consulta externa,nuevas en menores de 5 anos,2005-07-01,103,71,103,71,174
SAN LORENZO(TJA),consulta externa,nuevas en menores de 5 anos,2005-07-01,557,590,557,590,1147
SAN LUCAS,consulta externa,nuevas en menores de 5 anos,2005-07-01,976,953,976,953,1929
SAN MATIAS,consulta externa,nuevas en menores de 5 anos,2005-07-01,260,264,260,264,524
SAN MIGUEL DE VELASCO,consulta externa,nuevas en menores de 5 anos,2005-07-01,215,231,215,231,446
SAN PABLO DE LIPEZ,consulta externa,nuevas en menores de 5 anos,2005-07-01,85,73,85,73,158
SAN PEDRO,consulta externa,nuevas en menores de 5 anos,2005-07-01,679,688,679,688,1367
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2005-07-01,489,442,489,442,931
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en menores de 5 anos,2005-07-01,62,69,62,69,131
SAN PEDRO DE QUEMES,consulta externa,nuevas en menores de 5 anos,2005-07-01,5,8,5,8,13
SAN PEDRO DE TIQUINA,consulta externa,nuevas en menores de 5 anos,2005-07-01,51,26,51,26,77
SAN PEDRO(PND),consulta externa,nuevas en menores de 5 anos,2005-07-01,23,31,23,31,54
SAN RAFAEL,consulta externa,nuevas en menores de 5 anos,2005-07-01,176,189,176,189,365
SAN RAMON,consulta externa,nuevas en menores de 5 anos,2005-07-01,132,92,132,92,224
SAN RAMON,consulta externa,nuevas en menores de 5 anos,2005-07-01,189,158,189,158,347
SANTA ANA,consulta externa,nuevas en menores de 5 anos,2005-07-01,204,187,204,187,391
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en menores de 5 anos,2005-07-01,18482,18725,18482,18725,37207
SANTA ROSA,consulta externa,nuevas en menores de 5 anos,2005-07-01,241,238,241,238,479
SANTA ROSA DEL SARA,consulta externa,nuevas en menores de 5 anos,2005-07-01,556,547,556,547,1103
SANTIAGO DE CALLAPA,consulta externa,nuevas en menores de 5 anos,2005-07-01,68,64,68,64,132
SANTIAGO DE HUARI,consulta externa,nuevas en menores de 5 anos,2005-07-01,112,107,112,107,219
SANTIAGO DE MACHACA,consulta externa,nuevas en menores de 5 anos,2005-07-01,31,27,31,27,58
SANTIVAÑES,consulta externa,nuevas en menores de 5 anos,2005-07-01,80,52,80,52,132
SANTUARIO DE QUILLACAS,consulta externa,nuevas en menores de 5 anos,2005-07-01,38,15,38,15,53
SAPAHAQUI,consulta externa,nuevas en menores de 5 anos,2005-07-01,70,72,70,72,142
