municipality,group,variable,month,Nuevas en menores de 5 años -Hombre,Nuevas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
ATOCHA,consulta externa,nuevas en menores de 5 anos,2005-11-01,375,279,375,279,654
AUCAPATA,consulta externa,nuevas en menores de 5 anos,2005-11-01,42,44,42,44,86
AYATA,consulta externa,nuevas en menores de 5 anos,2005-11-01,133,115,133,115,248
AYO AYO,consulta externa,nuevas en menores de 5 anos,2005-11-01,66,57,66,57,123
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en menores de 5 anos,2005-11-01,497,466,497,466,963
AZURDUY,consulta externa,nuevas en menores de 5 anos,2005-11-01,514,509,514,509,1023
BATALLAS,consulta externa,nuevas en menores de 5 anos,2005-11-01,88,90,88,90,178
BAURES,consulta externa,nuevas en menores de 5 anos,2005-11-01,93,119,93,119,212
BELEN DE ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2005-11-01,32,17,32,17,49
BELEN DE URMIRI,consulta externa,nuevas en menores de 5 anos,2005-11-01,64,64,64,64,128
BELLA FLOR,consulta externa,nuevas en menores de 5 anos,2005-11-01,206,120,206,120,326
BERMEJO,consulta externa,nuevas en menores de 5 anos,2005-11-01,473,805,473,805,1278
BETANZOS,consulta externa,nuevas en menores de 5 anos,2005-11-01,755,690,755,690,1445
BOLIVAR,consulta externa,nuevas en menores de 5 anos,2005-11-01,149,142,149,142,291
BOLPEBRA,consulta externa,nuevas en menores de 5 anos,2005-11-01,27,34,27,34,61
BOYUIBE,consulta externa,nuevas en menores de 5 anos,2005-11-01,82,69,82,69,151
BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2005-11-01,360,308,360,308,668
CABEZAS,consulta externa,nuevas en menores de 5 anos,2005-11-01,497,413,497,413,910
CAIROMA,consulta externa,nuevas en menores de 5 anos,2005-11-01,201,234,201,234,435
"CAIZA ""D""",consulta externa,nuevas en menores de 5 anos,2005-11-01,135,143,135,143,278
CAJUATA,consulta externa,nuevas en menores de 5 anos,2005-11-01,167,132,167,132,299
CALACOTO,consulta externa,nuevas en menores de 5 anos,2005-11-01,95,93,95,93,188
CALAMARCA,consulta externa,nuevas en menores de 5 anos,2005-11-01,161,143,161,143,304
CAMARGO,consulta externa,nuevas en menores de 5 anos,2005-11-01,429,414,429,414,843
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en menores de 5 anos,2005-11-01,113,78,113,78,191
CAMIRI,consulta externa,nuevas en menores de 5 anos,2005-11-01,1075,1016,1075,1016,2091
CAPINOTA,consulta externa,nuevas en menores de 5 anos,2005-11-01,320,286,320,286,606
CAQUIAVIRI,consulta externa,nuevas en menores de 5 anos,2005-11-01,156,130,156,130,286
CARACOLLO,consulta externa,nuevas en menores de 5 anos,2005-11-01,284,256,284,256,540
CARANAVI,consulta externa,nuevas en menores de 5 anos,2005-11-01,1050,948,1050,948,1998
CARANGAS,consulta externa,nuevas en menores de 5 anos,2005-11-01,3,4,3,4,7
CARAPARI,consulta externa,nuevas en menores de 5 anos,2005-11-01,269,268,269,268,537
CARIPUYO,consulta externa,nuevas en menores de 5 anos,2005-11-01,435,352,435,352,787
CARMEN RIVERO TORREZ,consulta externa,nuevas en menores de 5 anos,2005-11-01,60,38,60,38,98
CATACORA,consulta externa,nuevas en menores de 5 anos,2005-11-01,11,9,11,9,20
CHACARILLA,consulta externa,nuevas en menores de 5 anos,2005-11-01,26,21,26,21,47
CHALLAPATA,consulta externa,nuevas en menores de 5 anos,2005-11-01,470,361,470,361,831
CHAQUI,consulta externa,nuevas en menores de 5 anos,2005-11-01,174,120,174,120,294
CHARAGUA,consulta externa,nuevas en menores de 5 anos,2005-11-01,834,833,834,833,1667
CHARAÑA,consulta externa,nuevas en menores de 5 anos,2005-11-01,51,37,51,37,88
CHAYANTA,consulta externa,nuevas en menores de 5 anos,2005-11-01,287,245,287,245,532
CHIMORE,consulta externa,nuevas en menores de 5 anos,2005-11-01,608,544,608,544,1152
CHIPAYA,consulta externa,nuevas en menores de 5 anos,2005-11-01,51,49,51,49,100
CHOQUE COTA,consulta externa,nuevas en menores de 5 anos,2005-11-01,30,36,30,36,66
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en menores de 5 anos,2005-11-01,324,241,324,241,565
CHUMA,consulta externa,nuevas en menores de 5 anos,2005-11-01,121,131,121,131,252
CLIZA,consulta externa,nuevas en menores de 5 anos,2005-11-01,224,186,224,186,410
COBIJA,consulta externa,nuevas en menores de 5 anos,2005-11-01,888,729,888,729,1617
COCHABAMBA,consulta externa,nuevas en menores de 5 anos,2005-11-01,8948,7679,8948,7679,16627
COIPASA,consulta externa,nuevas en menores de 5 anos,2005-11-01,10,7,10,7,17
COLCAPIRHUA,consulta externa,nuevas en menores de 5 anos,2005-11-01,471,472,471,472,943
"COLCHA ""K""",consulta externa,nuevas en menores de 5 anos,2005-11-01,166,170,166,170,336
COLLANA,consulta externa,nuevas en menores de 5 anos,2005-11-01,18,11,18,11,29
COLOMI,consulta externa,nuevas en menores de 5 anos,2005-11-01,284,239,284,239,523
COLPA BELGICA,consulta externa,nuevas en menores de 5 anos,2005-11-01,147,108,147,108,255
COLQUECHACA,consulta externa,nuevas en menores de 5 anos,2005-11-01,804,815,804,815,1619
COLQUENCHA,consulta externa,nuevas en menores de 5 anos,2005-11-01,67,68,67,68,135
COLQUIRI,consulta externa,nuevas en menores de 5 anos,2005-11-01,405,321,405,321,726
COMANCHE,consulta externa,nuevas en menores de 5 anos,2005-11-01,17,28,17,28,45
COMARAPA,consulta externa,nuevas en menores de 5 anos,2005-11-01,371,420,371,420,791
COMBAYA,consulta externa,nuevas en menores de 5 anos,2005-11-01,56,24,56,24,80
CONCEPCION,consulta externa,nuevas en menores de 5 anos,2005-11-01,498,432,498,432,930
COPACABANA,consulta externa,nuevas en menores de 5 anos,2005-11-01,74,78,74,78,152
CORIPATA,consulta externa,nuevas en menores de 5 anos,2005-11-01,234,245,234,245,479
CORO CORO,consulta externa,nuevas en menores de 5 anos,2005-11-01,118,90,118,90,208
COROICO,consulta externa,nuevas en menores de 5 anos,2005-11-01,207,200,207,200,407
CORQUE,consulta externa,nuevas en menores de 5 anos,2005-11-01,125,121,125,121,246
COTAGAITA,consulta externa,nuevas en menores de 5 anos,2005-11-01,600,547,600,547,1147
COTOCA,consulta externa,nuevas en menores de 5 anos,2005-11-01,776,667,776,667,1443
CUATRO CAÑADAS,consulta externa,nuevas en menores de 5 anos,2005-11-01,546,423,546,423,969
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en menores de 5 anos,2005-11-01,40,17,40,17,57
CUEVO,consulta externa,nuevas en menores de 5 anos,2005-11-01,104,150,104,150,254
CULPINA,consulta externa,nuevas en menores de 5 anos,2005-11-01,462,441,462,441,903
CURAHUARA DE CARANGAS,consulta externa,nuevas en menores de 5 anos,2005-11-01,89,81,89,81,170
CURVA,consulta externa,nuevas en menores de 5 anos,2005-11-01,14,12,14,12,26
DESAGUADERO,consulta externa,nuevas en menores de 5 anos,2005-11-01,47,25,47,25,72
EL ALTO,consulta externa,nuevas en menores de 5 anos,2005-11-01,8859,7714,8859,7714,16573
EL CHORO,consulta externa,nuevas en menores de 5 anos,2005-11-01,66,43,66,43,109
EL PUENTE(STC),consulta externa,nuevas en menores de 5 anos,2005-11-01,296,327,296,327,623
EL PUENTE(TJA),consulta externa,nuevas en menores de 5 anos,2005-11-01,218,223,218,223,441
EL TORNO,consulta externa,nuevas en menores de 5 anos,2005-11-01,1164,1166,1164,1166,2330
EL VILLAR,consulta externa,nuevas en menores de 5 anos,2005-11-01,180,186,180,186,366
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2005-11-01,483,435,483,435,918
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2005-11-01,464,430,464,430,894
ESCARA,consulta externa,nuevas en menores de 5 anos,2005-11-01,3,1,3,1,4
EUCALIPTUS,consulta externa,nuevas en menores de 5 anos,2005-11-01,238,147,238,147,385
EUREKA (SANTOS MERCADO),consulta externa,nuevas en menores de 5 anos,2005-11-01,36,54,36,54,90
EXALTACION,consulta externa,nuevas en menores de 5 anos,2005-11-01,60,54,60,54,114
FERNANDEZ ALONSO,consulta externa,nuevas en menores de 5 anos,2005-11-01,510,463,510,463,973
FILADELFIA,consulta externa,nuevas en menores de 5 anos,2005-11-01,140,178,140,178,318
GENERAL SAAVEDRA,consulta externa,nuevas en menores de 5 anos,2005-11-01,564,522,564,522,1086
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en menores de 5 anos,2005-11-01,182,148,182,148,330
GUANAY,consulta externa,nuevas en menores de 5 anos,2005-11-01,325,289,325,289,614
GUAQUI,consulta externa,nuevas en menores de 5 anos,2005-11-01,34,44,34,44,78
GUAYARAMERIN,consulta externa,nuevas en menores de 5 anos,2005-11-01,1144,809,1144,809,1953
GUTIERREZ,consulta externa,nuevas en menores de 5 anos,2005-11-01,496,549,496,549,1045
HUACARETA,consulta externa,nuevas en menores de 5 anos,2005-11-01,256,213,256,213,469
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en menores de 5 anos,2005-11-01,154,132,154,132,286
HUACHACALLA,consulta externa,nuevas en menores de 5 anos,2005-11-01,21,13,21,13,34
HUANUNI,consulta externa,nuevas en menores de 5 anos,2005-11-01,432,364,432,364,796
HUARACAJE,consulta externa,nuevas en menores de 5 anos,2005-11-01,103,106,103,106,209
HUAYLLAMARCA,consulta externa,nuevas en menores de 5 anos,2005-11-01,65,92,65,92,157
ICHOCA,consulta externa,nuevas en menores de 5 anos,2005-11-01,78,76,78,76,154
ICLA,consulta externa,nuevas en menores de 5 anos,2005-11-01,367,341,367,341,708
INCAHUASI,consulta externa,nuevas en menores de 5 anos,2005-11-01,453,471,453,471,924
INGAVI (HUMAITA),consulta externa,nuevas en menores de 5 anos,2005-11-01,22,7,22,7,29
INQUISIVI,consulta externa,nuevas en menores de 5 anos,2005-11-01,115,135,115,135,250
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en menores de 5 anos,2005-11-01,249,253,249,253,502
IXIAMAS,consulta externa,nuevas en menores de 5 anos,2005-11-01,197,152,197,152,349
JESUS DE MACHACA,consulta externa,nuevas en menores de 5 anos,2005-11-01,165,129,165,129,294
LA ASUNTA,consulta externa,nuevas en menores de 5 anos,2005-11-01,558,444,558,444,1002
LA GUARDIA,consulta externa,nuevas en menores de 5 anos,2005-11-01,1043,966,1043,966,2009
LA PAZ,consulta externa,nuevas en menores de 5 anos,2005-11-01,11547,10938,11547,10938,22485
LA RIVERA,consulta externa,nuevas en menores de 5 anos,2005-11-01,2,10,2,10,12
LAGUNILLAS,consulta externa,nuevas en menores de 5 anos,2005-11-01,271,275,271,275,546
LAJA,consulta externa,nuevas en menores de 5 anos,2005-11-01,118,112,118,112,230
LAS CARRERAS,consulta externa,nuevas en menores de 5 anos,2005-11-01,77,68,77,68,145
LICOMA PAMPA,consulta externa,nuevas en menores de 5 anos,2005-11-01,25,30,25,30,55
LLALLAGUA,consulta externa,nuevas en menores de 5 anos,2005-11-01,700,561,700,561,1261
LLICA,consulta externa,nuevas en menores de 5 anos,2005-11-01,45,56,45,56,101
LORETO,consulta externa,nuevas en menores de 5 anos,2005-11-01,71,65,71,65,136
LURIBAY,consulta externa,nuevas en menores de 5 anos,2005-11-01,173,164,173,164,337
MACHACAMARCA,consulta externa,nuevas en menores de 5 anos,2005-11-01,48,52,48,52,100
MACHARETI,consulta externa,nuevas en menores de 5 anos,2005-11-01,311,335,311,335,646
MAGDALENA,consulta externa,nuevas en menores de 5 anos,2005-11-01,244,213,244,213,457
MAIRANA,consulta externa,nuevas en menores de 5 anos,2005-11-01,143,143,143,143,286
MALLA,consulta externa,nuevas en menores de 5 anos,2005-11-01,64,59,64,59,123
MAPIRI,consulta externa,nuevas en menores de 5 anos,2005-11-01,251,230,251,230,481
MECAPACA,consulta externa,nuevas en menores de 5 anos,2005-11-01,132,117,132,117,249
MINEROS,consulta externa,nuevas en menores de 5 anos,2005-11-01,582,455,582,455,1037
MIZQUE,consulta externa,nuevas en menores de 5 anos,2005-11-01,355,328,355,328,683
MOCOMOCO,consulta externa,nuevas en menores de 5 anos,2005-11-01,181,183,181,183,364
MOJINETE,consulta externa,nuevas en menores de 5 anos,2005-11-01,22,10,22,10,32
MOJOCOYA,consulta externa,nuevas en menores de 5 anos,2005-11-01,188,112,188,112,300
MONTEAGUDO,consulta externa,nuevas en menores de 5 anos,2005-11-01,752,637,752,637,1389
MONTERO,consulta externa,nuevas en menores de 5 anos,2005-11-01,2571,2540,2571,2540,5111
MORO MORO,consulta externa,nuevas en menores de 5 anos,2005-11-01,85,63,85,63,148
MOROCHATA,consulta externa,nuevas en menores de 5 anos,2005-11-01,186,185,186,185,371
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en menores de 5 anos,2005-11-01,27,14,27,14,41
NAZACARA DE PACAJES,consulta externa,nuevas en menores de 5 anos,2005-11-01,5,3,5,3,8
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en menores de 5 anos,2005-11-01,87,50,87,50,137
OCURI,consulta externa,nuevas en menores de 5 anos,2005-11-01,616,558,616,558,1174
OKINAWA,consulta externa,nuevas en menores de 5 anos,2005-11-01,350,313,350,313,663
OMEREQUE,consulta externa,nuevas en menores de 5 anos,2005-11-01,149,129,149,129,278
ORURO,consulta externa,nuevas en menores de 5 anos,2005-11-01,4155,3629,4155,3629,7784
PADCAYA,consulta externa,nuevas en menores de 5 anos,2005-11-01,459,405,459,405,864
PADILLA,consulta externa,nuevas en menores de 5 anos,2005-11-01,368,276,368,276,644
PAILON,consulta externa,nuevas en menores de 5 anos,2005-11-01,383,394,383,394,777
PALCA,consulta externa,nuevas en menores de 5 anos,2005-11-01,101,108,101,108,209
PALOS BLANCOS,consulta externa,nuevas en menores de 5 anos,2005-11-01,695,647,695,647,1342
PAMPA AULLAGAS,consulta externa,nuevas en menores de 5 anos,2005-11-01,47,41,47,41,88
PAMPA GRANDE,consulta externa,nuevas en menores de 5 anos,2005-11-01,215,199,215,199,414
PAPEL PAMPA,consulta externa,nuevas en menores de 5 anos,2005-11-01,57,60,57,60,117
PASORAPA,consulta externa,nuevas en menores de 5 anos,2005-11-01,42,41,42,41,83
PATACAMAYA,consulta externa,nuevas en menores de 5 anos,2005-11-01,274,277,274,277,551
PAZÑA,consulta externa,nuevas en menores de 5 anos,2005-11-01,93,91,93,91,184
PELECHUCO,consulta externa,nuevas en menores de 5 anos,2005-11-01,87,54,87,54,141
POCOATA,consulta externa,nuevas en menores de 5 anos,2005-11-01,497,567,497,567,1064
POCONA,consulta externa,nuevas en menores de 5 anos,2005-11-01,203,218,203,218,421
POJO (CBBA),consulta externa,nuevas en menores de 5 anos,2005-11-01,204,201,204,201,405
POOPO,consulta externa,nuevas en menores de 5 anos,2005-11-01,45,37,45,37,82
PORCO,consulta externa,nuevas en menores de 5 anos,2005-11-01,97,118,97,118,215
POROMA,consulta externa,nuevas en menores de 5 anos,2005-11-01,474,395,474,395,869
PORONGO,consulta externa,nuevas en menores de 5 anos,2005-11-01,220,199,220,199,419
PORTACHUELO,consulta externa,nuevas en menores de 5 anos,2005-11-01,592,517,592,517,1109
PORVENIR,consulta externa,nuevas en menores de 5 anos,2005-11-01,184,135,184,135,319
POSTRER VALLE,consulta externa,nuevas en menores de 5 anos,2005-11-01,47,54,47,54,101
POTOSI,consulta externa,nuevas en menores de 5 anos,2005-11-01,2854,2783,2854,2783,5637
PRESTO,consulta externa,nuevas en menores de 5 anos,2005-11-01,470,467,470,467,937
PUCARA,consulta externa,nuevas en menores de 5 anos,2005-11-01,30,20,30,20,50
PUCARANI,consulta externa,nuevas en menores de 5 anos,2005-11-01,245,194,245,194,439
PUERTO ACOSTA,consulta externa,nuevas en menores de 5 anos,2005-11-01,179,185,179,185,364
PUERTO CARABUCO,consulta externa,nuevas en menores de 5 anos,2005-11-01,111,92,111,92,203
PUERTO GONZALO MORENO,consulta externa,nuevas en menores de 5 anos,2005-11-01,151,152,151,152,303
PUERTO PEREZ,consulta externa,nuevas en menores de 5 anos,2005-11-01,70,55,70,55,125
PUERTO QUIJARRO,consulta externa,nuevas en menores de 5 anos,2005-11-01,268,248,268,248,516
PUERTO RICO,consulta externa,nuevas en menores de 5 anos,2005-11-01,225,239,225,239,464
PUERTO SILES,consulta externa,nuevas en menores de 5 anos,2005-11-01,37,25,37,25,62
PUERTO SUAREZ,consulta externa,nuevas en menores de 5 anos,2005-11-01,284,347,284,347,631
PUERTO VILLARROEL,consulta externa,nuevas en menores de 5 anos,2005-11-01,1291,1253,1291,1253,2544
PUNA,consulta externa,nuevas en menores de 5 anos,2005-11-01,610,591,610,591,1201
PUNATA,consulta externa,nuevas en menores de 5 anos,2005-11-01,367,343,367,343,710
QUIABAYA,consulta externa,nuevas en menores de 5 anos,2005-11-01,19,37,19,37,56
QUILLACOLLO,consulta externa,nuevas en menores de 5 anos,2005-11-01,1114,873,1114,873,1987
QUIME,consulta externa,nuevas en menores de 5 anos,2005-11-01,105,79,105,79,184
QUIRUSILLAS,consulta externa,nuevas en menores de 5 anos,2005-11-01,58,46,58,46,104
RAVELO,consulta externa,nuevas en menores de 5 anos,2005-11-01,474,411,474,411,885
REYES,consulta externa,nuevas en menores de 5 anos,2005-11-01,300,287,300,287,587
RIBERALTA,consulta externa,nuevas en menores de 5 anos,2005-11-01,1946,1839,1946,1839,3785
ROBORE,consulta externa,nuevas en menores de 5 anos,2005-11-01,304,237,304,237,541
RURRENABAQUE,consulta externa,nuevas en menores de 5 anos,2005-11-01,364,290,364,290,654
SABAYA,consulta externa,nuevas en menores de 5 anos,2005-11-01,66,69,66,69,135
SACABA,consulta externa,nuevas en menores de 5 anos,2005-11-01,1183,1074,1183,1074,2257
SACABAMBA,consulta externa,nuevas en menores de 5 anos,2005-11-01,58,42,58,42,100
SACACA,consulta externa,nuevas en menores de 5 anos,2005-11-01,538,519,538,519,1057
SAIPINA,consulta externa,nuevas en menores de 5 anos,2005-11-01,196,233,196,233,429
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en menores de 5 anos,2005-11-01,266,260,266,260,526
SAMAIPATA,consulta externa,nuevas en menores de 5 anos,2005-11-01,134,102,134,102,236
SAN AGUSTIN,consulta externa,nuevas en menores de 5 anos,2005-11-01,64,50,64,50,114
SAN ANDRES,consulta externa,nuevas en menores de 5 anos,2005-11-01,251,263,251,263,514
SAN ANDRES DE MACHACA,consulta externa,nuevas en menores de 5 anos,2005-11-01,62,39,62,39,101
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en menores de 5 anos,2005-11-01,33,33,33,33,66
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en menores de 5 anos,2005-11-01,102,98,102,98,200
SAN BENITO,consulta externa,nuevas en menores de 5 anos,2005-11-01,161,142,161,142,303
SAN BORJA,consulta externa,nuevas en menores de 5 anos,2005-11-01,638,521,638,521,1159
SAN BUENA VENTURA,consulta externa,nuevas en menores de 5 anos,2005-11-01,268,280,268,280,548
SAN CARLOS,consulta externa,nuevas en menores de 5 anos,2005-11-01,445,347,445,347,792
SAN IGNACIO,consulta externa,nuevas en menores de 5 anos,2005-11-01,558,428,558,428,986
SAN IGNACIO DE VELASCO,consulta externa,nuevas en menores de 5 anos,2005-11-01,1090,1119,1090,1119,2209
SAN JAVIER(BNI),consulta externa,nuevas en menores de 5 anos,2005-11-01,132,114,132,114,246
SAN JAVIER(STC),consulta externa,nuevas en menores de 5 anos,2005-11-01,184,169,184,169,353
SAN JOAQUIN,consulta externa,nuevas en menores de 5 anos,2005-11-01,79,70,79,70,149
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en menores de 5 anos,2005-11-01,494,446,494,446,940
SAN JUAN DE YAPACANI,consulta externa,nuevas en menores de 5 anos,2005-11-01,458,373,458,373,831
SAN JULIAN,consulta externa,nuevas en menores de 5 anos,2005-11-01,1220,1253,1220,1253,2473
SAN LORENZO(PND),consulta externa,nuevas en menores de 5 anos,2005-11-01,73,52,73,52,125
SAN LORENZO(TJA),consulta externa,nuevas en menores de 5 anos,2005-11-01,518,459,518,459,977
SAN LUCAS,consulta externa,nuevas en menores de 5 anos,2005-11-01,1207,890,1207,890,2097
SAN MATIAS,consulta externa,nuevas en menores de 5 anos,2005-11-01,3153,434,3153,434,3587
SAN MIGUEL DE VELASCO,consulta externa,nuevas en menores de 5 anos,2005-11-01,210,174,210,174,384
SAN PABLO DE LIPEZ,consulta externa,nuevas en menores de 5 anos,2005-11-01,96,89,96,89,185
SAN PEDRO,consulta externa,nuevas en menores de 5 anos,2005-11-01,632,546,632,546,1178
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2005-11-01,752,715,752,715,1467
