municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,12,12
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,5,5
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,2,2
HUANUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,3,3
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,3,3
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,2,2
OMEREQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
PADILLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,3,3
PASORAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,7,7
POOPO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,8,8
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,4,4
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,8,8
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,6,6
SAN CARLOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,3,3
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,3,3
SAN PEDRO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,4,4
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,6,6
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,13,13
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,6,6
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,5,5
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,3,3
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
URUBICHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,2,2
VACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,3,3
WARNES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
YOTALA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-04-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,2,2
ACHOCALLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,2,2
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
BOYUIBE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,30,30
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,2,2
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,4,4
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,3,3
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,9,9
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,15,15
CORO CORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,2,2
CURVA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,5,5
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
GUANAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,2,2
MOJOCOYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
PADCAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,13,13
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,10,10
POJO (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,2,2
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,4,4
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,10,10
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
SABAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,10,10
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,18,18
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,22,22
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,3,3
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,2,2
SAN JUAN DE YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,0,0
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,2,2
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,3,3
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,4,4
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,4,4
TAHUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,3,3
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,10,10
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,3,3
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,9,9
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,4,4
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,4,4
VIACHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,17,17
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-05-01,5,5
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
ALTO BENI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,25,25
CAIROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,4,4
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,4,4
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
CHUMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,3,3
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,13,13
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,3,3
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,11,11
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
HUACARETA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,7,7
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
MAPIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,3,3
PADCAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,3,3
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,10,10
POOPO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
PORVENIR,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,4,4
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,5,5
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
SABAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,4,4
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,0,0
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,3,3
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,7,7
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,3,3
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,6,6
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,3,3
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
VALLEGRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-06-01,2,2
ALTO BENI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,5,5
AYATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
BATALLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
BELEN DE ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,21,21
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
CARAPARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,3,3
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,6,6
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,18,18
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
CURVA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,6,6
EL CHORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,5,5
HUACHACALLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,3,3
LA ASUNTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
MACHACAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,3,3
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
PASORAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,8,8
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
PORVENIR,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,6,6
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,4,4
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
