,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,10,18,89,130,99,148,247
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,858,867,1170,1189,2028,2056,4084
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,1,1,8,4,9,5,14
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,16,17,25,29,41,46,87
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,0,0,53,51,53,51,104
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,18,24,85,94,103,118,221
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,2,1,9,6,11,7,18
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,40,42,138,118,178,160,338
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,57,42,366,383,423,425,848
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,6,15,13,17,19,32,51
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,20,24,10,10,30,34,64
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,492,408,537,476,1029,884,1913
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,61,56,302,327,363,383,746
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,12,13,68,77,80,90,170
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,12,11,31,25,43,36,79
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,1,1,101,105,102,106,208
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,1,2,59,51,60,53,113
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,189,159,246,260,435,419,854
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,53,42,53,50,106,92,198
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,0,0,8,10,8,10,18
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,7,7,31,19,38,26,64
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,5,4,28,38,33,42,75
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,2,2,44,39,46,41,87
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,3,8,57,43,60,51,111
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,33,29,207,205,240,234,474
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,4,4,102,125,106,129,235
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,67,0,55,0,122,0,122
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,0,2,29,31,29,33,62
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,0,0,11,12,11,12,23
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,154,157,252,223,406,380,786
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,0,0,405,383,405,383,788
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,2,2,22,24,24,26,50
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,9,5,40,34,49,39,88
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,29,23,121,109,150,132,282
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,21,28,103,97,124,125,249
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,7,8,118,93,125,101,226
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,5,5,49,58,54,63,117
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,13,7,81,55,94,62,156
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,66,22,214,157,280,179,459
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,3,3,33,27,36,30,66
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,47,43,153,150,200,193,393
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,18,22,243,239,261,261,522
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,3,2,31,41,34,43,77
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,15,13,9,12,24,25,49
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,7,8,175,162,182,170,352
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,283,288,355,321,638,609,1247
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,9,6,174,171,183,177,360
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,20,12,198,188,218,200,418
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,93,89,42,27,135,116,251
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,0,0,10,12,10,12,22
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,1,0,3,12,4,12,16
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,56,73,206,210,262,283,545
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,11,15,54,66,65,81,146
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,131,128,382,346,513,474,987
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,15,20,172,161,187,181,368
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,2,0,23,27,25,27,52
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,0,0,300,317,300,317,617
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,12,11,29,30,41,41,82
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,17,17,127,127,144,144,288
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,5,2,125,107,130,109,239
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-03-01,26,30,161,135,187,165,352
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,6,6,66,61,72,67,139
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,27,38,167,159,194,197,391
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,22,31,20,32,42,63,105
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,34,37,175,161,209,198,407
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,11,14,21,29,32,43,75
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,6,14,70,76,76,90,166
ALTO BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,2,0,61,81,63,81,144
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,3,3,58,49,61,52,113
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,5,4,84,66,89,70,159
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,2,1,14,17,16,18,34
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,27,34,11,24,38,58,96
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,17,15,152,143,169,158,327
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,3,4,56,43,59,47,106
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,25,22,51,44,76,66,142
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,9,7,141,126,150,133,283
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,156,124,156,124,280
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,304,308,54,61,358,369,727
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,9,9,112,105,121,114,235
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,9,5,6,15,15,20,35
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,6,2,55,51,61,53,114
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,7,13,17,12,24,25,49
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,17,20,152,129,169,149,318
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,26,27,238,211,264,238,502
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,8,13,77,81,85,94,179
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,3,0,38,53,41,53,94
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,20,24,20,24,44
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,8,10,8,10,18
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,5,1,3,10,8,11,19
BERMEJO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,26,27,22,26,48,53,101
BETANZOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,22,20,244,265,266,285,551
BOLIVAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,12,8,69,58,81,66,147
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,5,0,23,21,28,21,49
BOYUIBE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,2,6,45,37,47,43,90
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,9,0,184,171,193,171,364
CABEZAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,10,6,127,136,137,142,279
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,7,14,94,78,101,92,193
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,5,3,64,50,69,53,122
CAJUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,6,7,34,37,40,44,84
CALACOTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,2,28,43,28,45,73
CALAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,8,6,50,62,58,68,126
CAMARGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,5,6,198,215,203,221,424
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,1,53,56,53,57,110
CAMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,138,172,209,183,347,355,702
CAPINOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,29,19,126,107,155,126,281
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,4,0,56,51,60,51,111
CARACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,8,17,96,122,104,139,243
CARANAVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,52,112,231,248,283,360,643
CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,4,2,4,2,6
CARAPARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,10,10,128,97,138,107,245
CARIPUYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,6,6,128,97,134,103,237
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,3,0,22,21,25,21,46
CATACORA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,12,6,12,6,18
CHACARILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,3,0,7,6,10,6,16
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,11,233,126,105,137,338,475
CHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,2,3,56,45,58,48,106
CHARAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,17,16,261,244,278,260,538
CHARAÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,1,15,19,15,20,35
CHAYANTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,20,12,88,79,108,91,199
CHIMORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,28,31,74,87,102,118,220
CHIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,6,7,25,19,31,26,57
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,15,10,15,10,25
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,9,4,79,61,88,65,153
CHUMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,3,2,63,74,66,76,142
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,19,13,19,13,32
CKOCHAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,43,1,320,7,363,8,371
CLIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,21,37,128,108,149,145,294
COBIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,20,30,238,205,258,235,493
COCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,60,39,103,106,163,145,308
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,946,909,1816,1484,2762,2393,5155
COIPASA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,1,5,1,5,6
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,99,89,230,218,329,307,636
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,7,3,58,58,65,61,126
COLLANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,5,23,5,23,28
COLOMI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,10,12,97,96,107,108,215
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,2,15,30,15,32,47
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,13,17,133,163,146,180,326
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,4,4,56,57,60,61,121
COLQUIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,14,31,90,116,104,147,251
COMANCHE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,1,0,14,20,15,20,35
COMARAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,87,66,87,66,153
COMBAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,2,0,21,19,23,19,42
CONCEPCION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,77,0,61,0,138,0,138
COPACABANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,15,5,55,51,70,56,126
CORIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,24,27,77,92,101,119,220
CORO CORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,3,0,45,63,48,63,111
COROICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,41,49,30,45,71,94,165
CORQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,5,6,55,71,60,77,137
COTAGAITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,32,24,209,285,241,309,550
COTOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,49,54,167,164,216,218,434
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,17,30,177,191,194,221,415
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,5,1,7,5,12,6,18
CUEVO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,1,0,39,48,40,48,88
CULPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,28,35,153,160,181,195,376
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,3,3,27,30,30,33,63
CURVA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,1,15,13,15,14,29
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,3,8,18,18,21,26,47
EL ALTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,1266,1093,2692,2544,3958,3637,7595
EL CHORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,2,6,39,27,41,33,74
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,53,42,102,97,155,139,294
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,4,4,121,130,125,134,259
EL TORNO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,27,26,153,148,180,174,354
EL VILLAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,7,5,90,96,97,101,198
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,22,21,161,167,183,188,371
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,79,108,103,107,182,215,397
ESCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,1,0,2,1,3,1,4
ESCOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,5,4,14,23,19,27,46
ESMERALDA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,0,3,0,3,3
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,9,7,42,38,51,45,96
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,6,6,3,6,9,12,21
EXALTACION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,32,40,32,40,72
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,13,7,79,67,92,74,166
FILADELFIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,2,5,21,12,23,17,40
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,18,17,72,101,90,118,208
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,7,3,51,43,58,46,104
GUANAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,14,11,70,90,84,101,185
GUAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,12,9,39,25,51,34,85
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,1,2,250,266,251,268,519
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,2,1,72,85,74,86,160
HUACARETA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,24,27,83,92,107,119,226
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,7,8,56,50,63,58,121
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,11,11,11,11,22
HUANUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,12,7,76,61,88,68,156
HUARACAJE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,1,18,15,18,16,34
HUARINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,1,2,20,33,21,35,56
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,2,5,36,43,38,48,86
HUMANATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,4,6,20,15,24,21,45
ICHOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,2,5,61,51,63,56,119
ICLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,4,5,277,291,281,296,577
INCAHUASI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,29,22,86,141,115,163,278
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,1,17,15,17,16,33
INQUISIVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,11,9,70,60,81,69,150
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,11,6,90,105,101,111,212
IXIAMAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,4,0,50,49,54,49,103
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,15,13,61,65,76,78,154
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,43,24,119,123,162,147,309
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,83,104,352,357,435,461,896
LA PAZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,972,959,2726,2867,3698,3826,7524
LA RIVERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,0,1,0,1,1
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,1,1,121,90,122,91,213
LAJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,3,12,71,62,74,74,148
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,2,7,75,61,77,68,145
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,2,1,22,27,24,28,52
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,45,33,99,103,144,136,280
LLICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,6,1,20,34,26,35,61
LORETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,8,11,36,24,44,35,79
LURIBAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,38,50,37,45,75,95,170
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,1,57,58,57,59,116
MACHARETI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,2,8,141,127,143,135,278
MAGDALENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,11,3,86,63,97,66,163
MAIRANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,9,6,46,49,55,55,110
MALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,23,15,23,15,38
MAPIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,0,0,86,103,86,103,189
MECAPACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,24,26,44,39,68,65,133
MINEROS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,10,16,108,105,118,121,239
MIZQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-04-01,34,33,109,97,143,130,273
