,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,91,86,372,430,463,516,979
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,2,4,68,68,70,72,142
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,24,24,27,20,51,44,95
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,1,1,16,8,17,9,26
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,84,66,313,318,397,384,781
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,15,13,7,11,22,24,46
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,6,12,123,139,129,151,280
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,4,6,11,16,15,22,37
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,9,8,81,97,90,105,195
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,9,6,27,19,36,25,61
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,0,7,9,7,9,16
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,15,12,23,33,38,45,83
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,6,1,8,10,14,11,25
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,1,0,3,2,4,2,6
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,25,0,219,0,244,0,244
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,23,21,33,30,56,51,107
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,10,13,187,208,197,221,418
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,4,2,51,47,55,49,104
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,12,5,49,50,61,55,116
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,29,29,128,97,157,126,283
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,72,56,400,351,472,407,879
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,32,9,10,2,42,11,53
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,10,15,56,37,66,52,118
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,0,19,20,19,20,39
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,89,70,1,1,90,71,161
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,2,0,64,59,66,59,125
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,73,0,145,0,218,0,218
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,2,18,19,18,21,39
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,71,65,49,36,120,101,221
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,547,593,0,0,547,593,1140
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,10,9,43,45,53,54,107
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,4,4,25,15,29,19,48
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,0,12,10,12,10,22
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,4,5,97,102,101,107,208
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,2,14,102,88,104,102,206
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,5,1,15,17,20,18,38
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,2,1,0,1,2,3
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,4,39,53,39,57,96
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,0,8,5,8,5,13
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,15,13,24,28,39,41,80
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,7,11,18,16,25,27,52
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,2,0,51,0,53,0,53
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,56,57,5,3,61,60,121
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,891,846,1419,1446,2310,2292,4602
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,0,43,25,43,25,68
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,9,11,54,70,63,81,144
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,1,4,3,1,4,5,9
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,4,1,52,47,56,48,104
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,1,11,15,11,16,27
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,1,21,11,21,12,33
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,5,4,45,42,50,46,96
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,9,1,35,56,44,57,101
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,5,4,33,47,38,51,89
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,1,2,7,13,8,15,23
SHINAOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,115,36,147,85,262,121,383
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,2,1,109,117,111,118,229
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,0,42,12,42,12,54
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,32,24,85,83,117,107,224
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,151,143,0,0,151,143,294
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,7,2,72,92,79,94,173
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,24,19,75,73,99,92,191
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,622,596,48,72,670,668,1338
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,1,2,1,1,2,3,5
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,14,16,30,23,44,39,83
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,0,22,24,22,24,46
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,5,4,58,76,63,80,143
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,0,1,6,1,6,7
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,37,36,129,26,166,62,228
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,409,445,3,2,412,447,859
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,3,0,16,9,19,9,28
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,9,8,28,33,37,41,78
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,415,389,258,196,673,585,1258
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,306,302,0,0,306,302,608
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,10,14,40,44,50,58,108
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,4,7,23,31,27,38,65
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,0,0,9,0,9,9
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,4,2,47,55,51,57,108
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,110,110,123,101,233,211,444
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,76,95,24,21,100,116,216
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,2,0,8,10,10,10,20
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,1,3,21,16,22,19,41
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,8,7,0,0,8,7,15
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,1,0,18,16,19,16,35
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,8,8,28,23,36,31,67
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,219,225,0,0,219,225,444
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,35,19,16,15,51,34,85
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,28,5,53,0,81,5,86
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,2,1,20,19,22,20,42
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,2,0,12,9,14,9,23
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,124,90,195,106,319,196,515
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,0,3654,213,3654,213,3867
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,1,1,11,15,12,16,28
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,4,4,33,29,37,33,70
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,12,14,55,70,67,84,151
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,32,30,81,75,113,105,218
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,4,5,69,70,73,75,148
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,6,8,19,27,25,35,60
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,2,5,49,35,51,40,91
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,16,30,82,76,98,106,204
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,9,5,31,54,40,59,99
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,56,79,14,8,70,87,157
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,14,32,148,191,162,223,385
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,0,36,34,36,34,70
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,18,13,7,8,25,21,46
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,176,160,0,0,176,160,336
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,219,157,267,284,486,441,927
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,10,19,97,116,107,135,242
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,11,11,163,161,174,172,346
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,53,57,33,38,86,95,181
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,4,1,14,21,18,22,40
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,0,9,11,9,11,20
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,98,72,185,176,283,248,531
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,11,9,46,51,57,60,117
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,109,97,257,275,366,372,738
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,150,136,0,0,150,136,286
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,4,4,10,14,14,18,32
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,0,191,201,191,201,392
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,2,6,44,35,46,41,87
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,137,131,0,0,137,131,268
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,4,2,117,79,121,81,202
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,0,0,4,0,4,0,4
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-01-01,92,119,0,0,92,119,211
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,0,3,63,50,63,53,116
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,36,27,253,283,289,310,599
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,12,9,28,42,40,51,91
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,25,24,102,120,127,144,271
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,5,2,24,18,29,20,49
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,9,7,59,73,68,80,148
ALTO BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,3,2,34,38,37,40,77
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,4,7,71,64,75,71,146
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,0,4,68,48,68,52,120
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,2,1,7,13,9,14,23
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,26,29,12,9,38,38,76
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,15,17,72,76,87,93,180
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,7,1,58,43,65,44,109
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,3,6,38,43,41,49,90
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,0,0,119,101,119,101,220
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,15,14,39,41,54,55,109
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,299,301,0,0,299,301,600
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,0,1,72,68,72,69,141
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,3,6,14,9,17,15,32
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,5,3,33,29,38,32,70
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,3,5,26,28,29,33,62
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,9,22,75,84,84,106,190
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,44,46,139,112,183,158,341
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,4,1,58,69,62,70,132
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,1,1,29,22,30,23,53
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,0,2,11,8,11,10,21
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-02-01,0,0,15,9,15,9,24
