,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,6,3,83,54,89,57,146
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,2,1,26,34,28,35,63
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,3,2,64,51,67,53,120
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,3,6,40,36,43,42,85
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,1,10,17,10,18,28
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,4,3,77,56,81,59,140
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,103,51,433,384,536,435,971
PUNA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,6,12,153,160,159,172,331
PUNATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,22,35,158,174,180,209,389
QUIABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,0,14,10,14,10,24
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,128,116,329,296,457,412,869
QUIME,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,7,4,85,47,92,51,143
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,1,0,11,9,12,9,21
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,4,4,185,178,189,182,371
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,1,2,53,73,54,75,129
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,99,90,778,702,877,792,1669
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,0,92,102,92,102,194
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,0,77,95,77,95,172
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,2,3,15,13,17,16,33
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,109,118,875,767,984,885,1869
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,12,20,12,13,24,33,57
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,17,15,155,175,172,190,362
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,0,45,46,45,46,91
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,6,7,70,68,76,75,151
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,6,10,29,28,35,38,73
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,1,1,6,8,7,9,16
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,5,9,68,92,73,101,174
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,1,1,13,16,14,17,31
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,0,12,6,12,6,18
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,4,6,32,40,36,46,82
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,15,12,52,88,67,100,167
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,5,6,288,255,293,261,554
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,23,9,57,51,80,60,140
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,45,22,91,86,136,108,244
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,49,56,153,155,202,211,413
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,57,50,358,304,415,354,769
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,2,0,9,7,11,7,18
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,24,29,80,90,104,119,223
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,1,3,20,15,21,18,39
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,7,8,65,74,72,82,154
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,2,2,34,40,36,42,78
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,152,107,203,157,355,264,619
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,5,3,30,34,35,37,72
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,11,2,160,131,171,133,304
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,2,4,351,378,353,382,735
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,3,0,22,19,25,19,44
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,4,4,75,70,79,74,153
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,0,12,13,12,13,25
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,2,5,83,68,85,73,158
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,24,23,193,197,217,220,437
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,2,2,36,25,38,27,65
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,0,2,4,2,4,6
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,2,0,16,19,18,19,37
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,3,7,5,6,8,13,21
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,8,6,42,39,50,45,95
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,4,4,12,20,16,24,40
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,9,10,26,41,35,51,86
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,19,13,112,100,131,113,244
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,821,694,2348,1955,3169,2649,5818
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,5,5,44,50,49,55,104
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,14,8,92,75,106,83,189
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,1,2,18,29,19,31,50
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,2,3,58,60,60,63,123
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,3,10,21,21,24,31,55
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,1,1,40,33,41,34,75
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,4,5,23,30,27,35,62
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,5,2,24,28,29,30,59
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,9,6,41,31,50,37,87
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,12,8,33,39,45,47,92
SHINAOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,36,25,199,167,235,192,427
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,10,13,117,136,127,149,276
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,1,21,17,21,18,39
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,79,101,176,161,255,262,517
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,0,55,62,55,62,117
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,6,10,105,112,111,122,233
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,20,16,74,88,94,104,198
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,251,219,1973,1696,2224,1915,4139
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,1,7,3,5,4,12,16
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,22,6,32,14,54,20,74
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,1,0,95,85,96,85,181
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,10,11,114,74,124,85,209
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,0,4,2,4,2,6
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,33,26,198,172,231,198,429
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,0,163,154,163,154,317
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,2,1,37,23,39,24,63
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,8,5,61,60,69,65,134
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,237,208,880,764,1117,972,2089
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,6,5,164,131,170,136,306
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,14,2,46,47,60,49,109
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,7,14,57,73,64,87,151
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,46,15,103,96,149,111,260
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,18,17,50,35,68,52,120
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,172,184,244,253,416,437,853
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,17,9,189,158,206,167,373
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,2,1,4,2,6,3,9
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,6,4,31,31,37,35,72
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,0,5,1,5,1,6
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,31,24,25,25,56,49,105
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,3,6,47,30,50,36,86
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,3,4,95,90,98,94,192
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,3,1,88,70,91,71,162
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,10,11,73,86,83,97,180
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,30,31,106,78,136,109,245
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,5,4,20,39,25,43,68
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,0,9,12,9,12,21
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,82,106,262,213,344,319,663
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,1,254,259,254,260,514
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,3,6,38,36,41,42,83
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,8,7,63,55,71,62,133
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,8,9,132,126,140,135,275
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,46,28,110,100,156,128,284
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,20,16,200,173,220,189,409
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,35,28,40,45,75,73,148
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,27,18,76,58,103,76,179
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,67,71,222,223,289,294,583
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,4,6,21,26,25,32,57
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,1,1,191,136,192,137,329
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,14,13,222,232,236,245,481
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,1,6,27,31,28,37,65
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,24,12,24,23,48,35,83
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,2,0,90,65,92,65,157
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,170,156,368,379,538,535,1073
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,5,1,58,52,63,53,116
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,28,30,269,244,297,274,571
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,105,96,144,141,249,237,486
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,7,9,72,81,79,90,169
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,1,0,9,13,10,13,23
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,42,26,174,174,216,200,416
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,12,11,52,48,64,59,123
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,88,75,392,356,480,431,911
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,0,53,63,53,63,116
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,12,17,33,31,45,48,93
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,7,8,282,301,289,309,598
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,9,9,55,62,64,71,135
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,2,2,55,77,57,79,136
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,4,1,56,48,60,49,109
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,0,0,1,0,1,0,1
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-11-01,1,0,55,58,56,58,114
ACACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,5,3,36,43,41,46,87
ACHACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,33,19,165,149,198,168,366
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,4,4,45,45,49,49,98
AIQUILE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,43,37,172,147,215,184,399
ALALAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,3,2,29,21,32,23,55
ALCALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,2,1,21,18,23,19,42
ALTO BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,0,0,31,43,31,43,74
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,4,6,51,32,55,38,93
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,0,2,24,23,24,25,49
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,3,3,25,25,28,28,56
ANZALDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,13,9,54,69,67,78,145
APOLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,20,24,103,102,123,126,249
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,5,2,33,32,38,34,72
ARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,13,8,115,77,128,85,213
ARBIETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,1,0,105,93,106,93,199
ARQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,0,3,121,107,121,110,231
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,6,9,160,159,166,168,334
ATOCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,4,1,58,49,62,50,112
AUCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,14,7,15,11,29,18,47
AYATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,1,8,57,55,58,63,121
AYO AYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,6,8,60,40,66,48,114
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,33,23,184,189,217,212,429
AZURDUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,2,2,62,87,64,89,153
BATALLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,4,20,88,93,92,113,205
BAURES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,0,0,20,7,20,7,27
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,0,2,12,11,12,13,25
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,0,2,13,13,13,15,28
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,2,1,6,14,8,15,23
BERMEJO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,41,43,139,135,180,178,358
BETANZOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,18,27,282,277,300,304,604
BOLIVAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,3,5,79,73,82,78,160
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,1,4,9,13,10,17,27
BOYUIBE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,3,2,29,18,32,20,52
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,5,6,60,62,65,68,133
CABEZAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,7,5,136,118,143,123,266
CAIROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,5,7,38,39,43,46,89
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,4,9,75,49,79,58,137
CAJUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,3,2,35,33,38,35,73
CALACOTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,2,1,34,32,36,33,69
CALAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,14,6,79,79,93,85,178
CAMARGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,6,4,107,94,113,98,211
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,0,0,25,18,25,18,43
CAMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,92,70,78,84,170,154,324
CAPINOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,14,11,212,179,226,190,416
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,11,3,85,64,96,67,163
CARACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,14,15,153,165,167,180,347
CARANAVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,29,25,372,335,401,360,761
CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,0,2,2,2,2,4,6
CARAPARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,11,3,123,119,134,122,256
CARIPUYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,5,2,91,76,96,78,174
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,0,0,13,8,13,8,21
CATACORA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,0,0,9,3,9,3,12
CHACARILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,2,3,11,6,13,9,22
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,22,13,240,204,262,217,479
CHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,4,3,52,51,56,54,110
CHARAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,12,15,141,106,153,121,274
CHARAÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,0,2,23,30,23,32,55
CHAYANTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,7,6,106,108,113,114,227
CHIMORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,29,17,162,120,191,137,328
CHIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,2,1,17,14,19,15,34
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,1,1,15,10,16,11,27
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,14,15,54,40,68,55,123
CHUMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,1,5,47,41,48,46,94
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,3,0,57,51,60,51,111
CKOCHAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,4,6,104,81,108,87,195
CLIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,4,9,130,106,134,115,249
COBIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,39,40,252,250,291,290,581
COCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,17,15,103,110,120,125,245
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,435,444,1918,1725,2353,2169,4522
COIPASA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,0,0,8,4,8,4,12
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,92,60,159,148,251,208,459
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,10,4,78,70,88,74,162
COLLANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,2,1,19,13,21,14,35
COLOMI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,15,10,109,101,124,111,235
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-12-01,8,12,6,6,14,18,32
