,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,1,6,11,6,12,18
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,16,10,54,54,70,64,134
CHUMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,2,47,40,49,42,91
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,1,10,6,10,7,17
CKOCHAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,34,0,237,14,271,14,285
CLIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,22,24,112,94,134,118,252
COBIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,50,59,253,237,303,296,599
COCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,47,45,86,86,133,131,264
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1020,750,2094,1811,3114,2561,5675
COIPASA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,1,8,5,8,6,14
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,78,79,257,169,335,248,583
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,9,8,41,50,50,58,108
COLLANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,1,6,17,8,18,26
COLOMI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,9,13,120,132,129,145,274
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,2,18,22,19,24,43
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,21,28,297,309,318,337,655
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,6,2,49,52,55,54,109
COLQUIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,19,16,99,63,118,79,197
COMANCHE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,2,12,16,14,18,32
COMARAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,63,85,63,85,148
COMBAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,2,15,15,17,17,34
CONCEPCION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,48,0,68,0,116,0,116
COPACABANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,11,8,54,38,65,46,111
CORIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,22,11,70,70,92,81,173
CORO CORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,4,3,56,57,60,60,120
COROICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,49,38,24,36,73,74,147
CORQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,2,40,36,42,38,80
COTAGAITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,31,20,140,164,171,184,355
COTOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,41,32,171,201,212,233,445
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,18,23,80,101,98,124,222
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,5,5,7,11,12,16,28
CUEVO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,23,13,23,13,36
CULPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,11,11,101,118,112,129,241
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,8,3,47,32,55,35,90
CURVA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,13,10,13,10,23
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,5,4,18,18,23,22,45
EL ALTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1189,1016,3822,3529,5011,4545,9556
EL CHORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,3,9,27,44,30,53,83
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,15,15,73,74,88,89,177
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,8,4,88,91,96,95,191
EL TORNO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,39,48,212,144,251,192,443
EL VILLAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,5,1,33,39,38,40,78
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,17,17,172,150,189,167,356
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,86,72,96,67,182,139,321
ESCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,1,1,1,1,2,3
ESCOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,0,9,17,10,17,27
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,9,6,60,48,69,54,123
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,3,1,4,4,7,5,12
EXALTACION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,18,20,18,20,38
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,16,13,72,42,88,55,143
FILADELFIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,11,1,14,13,25,14,39
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,30,13,74,68,104,81,185
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,9,5,38,37,47,42,89
GUANAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,11,10,82,81,93,91,184
GUAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,8,28,34,30,42,72
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,3,0,256,209,259,209,468
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,18,20,116,93,134,113,247
HUACARETA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,12,8,61,69,73,77,150
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,1,16,15,16,16,32
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,6,7,6,7,13
HUANUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,10,16,87,91,97,107,204
HUARACAJE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,1,20,17,20,18,38
HUARINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,0,34,19,35,19,54
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,16,32,16,32,48
HUMANATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,5,4,25,29,30,33,63
ICHOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,7,25,21,26,28,54
ICLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,2,86,82,86,84,170
INCAHUASI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,11,6,90,75,101,81,182
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,14,13,14,13,27
INQUISIVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,4,4,35,36,39,40,79
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,14,6,62,58,76,64,140
IXIAMAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,8,7,39,44,47,51,98
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,8,2,59,58,67,60,127
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,50,45,155,122,205,167,372
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,61,79,308,262,369,341,710
LA PAZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,673,646,2870,2721,3543,3367,6910
LA RIVERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,1,0,1,0,2,2
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,0,52,56,53,56,109
LAJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,12,8,72,80,84,88,172
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,5,2,35,20,40,22,62
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,0,8,18,9,18,27
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,37,30,194,193,231,223,454
LLICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,3,2,22,16,25,18,43
LORETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,10,7,23,16,33,23,56
LURIBAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,36,37,24,26,60,63,123
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,6,3,38,40,44,43,87
MACHARETI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,5,4,88,73,93,77,170
MAGDALENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,4,6,50,34,54,40,94
MAIRANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,6,8,48,44,54,52,106
MALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,0,11,18,12,18,30
MAPIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,56,46,56,46,102
MECAPACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,29,19,39,39,68,58,126
MINEROS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,6,4,156,134,162,138,300
MIZQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,39,42,44,55,83,97,180
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,17,13,37,40,54,53,107
MOJINETE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,4,6,4,6,10
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,1,49,35,49,36,85
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,17,16,179,159,196,175,371
MONTERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,149,143,506,536,655,679,1334
MORO MORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,2,13,11,14,13,27
MOROCHATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,33,29,61,69,94,98,192
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,3,5,8,5,11,16
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,1,0,2,2,3,5
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,2,9,13,10,15,25
OCURI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,22,22,164,143,186,165,351
OKINAWA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,7,6,44,55,51,61,112
OMEREQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,2,12,11,13,13,26
ORURO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,491,454,1232,1180,1723,1634,3357
PADCAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,33,31,128,125,161,156,317
PADILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,8,4,82,66,90,70,160
PAILON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,14,10,78,78,92,88,180
PALCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,23,15,35,50,58,65,123
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,84,69,146,121,230,190,420
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,1,24,23,26,24,50
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,5,3,23,27,28,30,58
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,7,6,8,17,15,23,38
PASORAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,1,14,15,14,16,30
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,35,19,103,82,138,101,239
PAZÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,5,9,51,39,56,48,104
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,3,5,28,23,31,28,59
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,16,15,192,179,208,194,402
POCONA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,16,26,33,35,49,61,110
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,4,0,138,1,142,143
POOPO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,1,44,35,46,36,82
PORCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,1,57,47,58,48,106
POROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,9,17,110,138,119,155,274
PORONGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,16,16,25,28,41,44,85
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,80,81,80,81,161
PORVENIR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,7,7,38,30,45,37,82
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,1,8,8,9,9,18
POTOSI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,121,82,732,695,853,777,1630
PRESTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,14,11,74,49,88,60,148
PUCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,2,3,8,3,10,13
PUCARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,19,13,159,175,178,188,366
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,5,7,17,24,22,31,53
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,9,10,48,43,57,53,110
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,5,5,46,28,51,33,84
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,0,33,24,34,24,58
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,6,8,66,42,72,50,122
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,4,4,30,28,34,32,66
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,1,12,25,12,26,38
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,9,14,37,43,46,57,103
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,38,68,328,248,366,316,682
PUNA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,36,0,172,53,208,53,261
PUNATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,29,35,147,165,176,200,376
QUIABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,6,8,4,1,10,9,19
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,120,133,269,227,389,360,749
QUIME,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,5,3,58,50,63,53,116
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,2,11,11,11,13,24
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,12,13,141,147,153,160,313
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,75,91,75,91,166
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,136,105,787,735,923,840,1763
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,2,102,75,103,77,180
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,1,94,87,94,88,182
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,4,19,9,20,13,33
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,183,171,619,604,802,775,1577
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,0,22,14,24,14,38
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,8,11,129,146,137,157,294
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,3,2,33,44,36,46,82
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,5,5,89,103,94,108,202
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,11,5,38,29,49,34,83
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,3,3,5,5,8,13
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,9,12,44,31,53,43,96
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,6,9,6,9,15
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,12,17,12,17,29
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,6,0,92,0,98,0,98
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,15,3,105,86,120,89,209
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,19,13,277,283,296,296,592
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,11,9,53,38,64,47,111
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,4,5,69,58,73,63,136
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,39,45,90,61,129,106,235
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,66,72,293,312,359,384,743
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,7,4,13,4,20,8,28
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,16,8,55,42,71,50,121
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,0,24,40,25,40,65
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,11,9,51,69,62,78,140
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,6,3,74,54,80,57,137
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,26,36,88,103,114,139,253
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,11,9,16,21,27,30,57
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,73,59,85,73,158,132,290
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,40,31,329,291,369,322,691
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,9,8,34,38,43,46,89
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,7,15,67,66,74,81,155
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,20,12,20,12,32
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,4,8,92,80,96,88,184
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,26,22,146,130,172,152,324
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,3,1,27,31,30,32,62
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,1,3,1,3,4
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,4,7,10,14,14,21,35
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,0,3,2,4,2,6
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,9,40,44,42,53,95
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,5,3,13,26,18,29,47
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,5,7,25,20,30,27,57
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,37,23,90,78,127,101,228
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,939,942,2336,2327,3275,3269,6544
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,9,14,42,51,51,65,116
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,19,20,116,103,135,123,258
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,3,5,22,34,25,39,64
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,4,3,62,57,66,60,126
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,3,1,15,14,18,15,33
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,3,1,20,13,23,14,37
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,5,29,31,31,36,67
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,1,15,19,15,20,35
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,6,7,26,47,32,54,86
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,3,1,14,19,17,20,37
SHINAOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,136,105,117,106,253,211,464
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,9,17,82,94,91,111,202
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,1,21,21,22,22,44
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,56,49,154,142,210,191,401
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,5,67,71,68,76,144
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,8,10,76,70,84,80,164
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,19,17,82,104,101,121,222
