,group,variable,month,TOTAL 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTAL 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL DENTRO,TOTAL FUERA,TOTAL
SOPACHUY,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,518,1360.0,518,1360.0,1878.0
SORACACHI,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,20,1531.0,20,1531.0,1551.0
SORATA,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,3549.0,0,3549.0,3549.0
SUCRE,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,3127,55638.0,3127,55638.0,58765.0
TACACHI,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,346.0,0,346.0,346.0
TACACOMA,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,998.0,0,998.0,998.0
TACOPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,37,1331.0,37,1331.0,1368.0
TARABUCO,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,140,1913.0,140,1913.0,2053.0
TARACO,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,1423.0,0,1423.0,1423.0
TARATA,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,26,3275.0,26,3275.0,3301.0
TARIJA,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,2087,44127.0,2087,44127.0,46214.0
TARVITA,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,300.0,0,300.0,300.0
TEOPONTE,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,74,1189.0,74,1189.0,1263.0
TIAWANACU,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,3248.0,0,3248.0,3248.0
TIPUANI,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,39,1361.0,39,1361.0,1400.0
TIQUIPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,341,21727.0,341,21727.0,22068.0
TIRAQUE (CBBA),otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,6677.0,0,6677.0,6677.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,250.0,0,250.0,250.0
TOCO,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,376,1526.0,376,1526.0,1902.0
TODOS SANTOS,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,38.0,0,38.0,38.0
TOLATA,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,30,2400.0,30,2400.0,2430.0
TOLEDO,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,70,1127.0,70,1127.0,1197.0
TOMAVE,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,10.0,0,10.0,10.0
TOMINA,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,1976.0,0,1976.0,1976.0
TOTORA(CBBA),otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,68,713.0,68,713.0,781.0
TOTORA(ORR),otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,72,890.0,72,890.0,962.0
TRIGAL,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,69.0,0,69.0,69.0
TRINIDAD,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,754,5684.0,754,5684.0,6438.0
TURCO,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,32,445.0,32,445.0,477.0
UMALA,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,90,2010.0,90,2010.0,2100.0
VACAS,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,2723.0,0,2723.0,2723.0
VALLEGRANDE,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,13.0,0,13.0,13.0
VIACHA,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,180,24570.0,180,24570.0,24750.0
VILA VILA,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,28.0,0,28.0,28.0
VILLA CHARCAS,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,119,1481.0,119,1481.0,1600.0
VILLA MONTES,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,105.0,0,105.0,105.0
VILLA NUEVA (LOMA ALTA),otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,118,185.0,118,185.0,303.0
VILLA RIVERO,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,3502.0,0,3502.0,3502.0
VILLA SERRANO,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,2095.0,0,2095.0,2095.0
VILLA TUNARI,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,351,3777.0,351,3777.0,4128.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,1276.0,0,1276.0,1276.0
VILLAZON,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,1980.0,0,1980.0,1980.0
VINTO,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,59,2010.0,59,2010.0,2069.0
WALDO BALLIVIAN,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,480.0,0,480.0,480.0
WARNES,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,18,16.0,18,16.0,34.0
YACO,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,13,1504.0,13,1504.0,1517.0
YAMPARAEZ,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,160,1851.0,160,1851.0,2011.0
YANACACHI,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,950.0,0,950.0,950.0
YOTALA,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,470,1970.0,470,1970.0,2440.0
YUNGUYO DE LITORAL,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,0,44.0,0,44.0,44.0
ZUDAÑEZ,otras vacunaciones,      antirrabica en perros y gatos,2014-06-01,444,1673.0,444,1673.0,2117.0
ACHACACHI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,20.0,0,20.0,20.0
AIQUILE,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,32,791.0,32,791.0,823.0
ALALAY,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,53.0,0,53.0,53.0
ALCALA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,40,103.0,40,103.0,143.0
ANCORAIMES,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,30.0,0,30.0,30.0
ANDAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,29,81.0,29,81.0,110.0
ANTEQUERA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,7,4.0,7,4.0,11.0
ANZALDO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,18,117.0,18,117.0,135.0
APOLO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,193.0,0,193.0,193.0
ARAMPAMPA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,653,178.0,653,178.0,831.0
ARBIETO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,7,70.0,7,70.0,77.0
ARQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,42,263.0,42,263.0,305.0
ASCENCION DE GUARAYOS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,32,182.0,32,182.0,214.0
ATOCHA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,36,1644.0,36,1644.0,1680.0
AYATA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,90.0,0,90.0,90.0
AYO AYO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,48.0,0,48.0,48.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,20,2067.0,20,2067.0,2087.0
AZURDUY,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,525.0,0,525.0,525.0
BATALLAS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,118.0,0,118.0,118.0
BELEN DE ANDAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,13.0,0,13.0,13.0
BELEN DE URMIRI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,14,62.0,14,62.0,76.0
BELLA FLOR,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,19.0,0,19.0,19.0
BERMEJO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,293.0,0,293.0,293.0
BETANZOS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,2156.0,0,2156.0,2156.0
BOLIVAR,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,3,26.0,3,26.0,29.0
BOYUIBE,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,147.0,0,147.0,147.0
BUENA VISTA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,9.0,0,9.0,9.0
CABEZAS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,10,495.0,10,495.0,505.0
CAJUATA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,558.0,0,558.0,558.0
CAMARGO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,45,1034.0,45,1034.0,1079.0
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,203.0,0,203.0,203.0
CAPINOTA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,10,97.0,10,97.0,107.0
CARACOLLO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,700.0,0,700.0,700.0
CARANAVI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,109.0,0,109.0,109.0
CARAPARI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,141.0,0,141.0,141.0
CARIPUYO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,6,526.0,6,526.0,532.0
CATACORA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,10.0,0,10.0,10.0
CHALLAPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,486.0,0,486.0,486.0
CHARAGUA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,120,330.0,120,330.0,450.0
CHAYANTA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,18,242.0,18,242.0,260.0
CHIMORE,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,32,165.0,32,165.0,197.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,20.0,0,20.0,20.0
CHUMA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,153.0,0,153.0,153.0
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,20.0,0,20.0,20.0
CKOCHAS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,50,486.0,50,486.0,536.0
CLIZA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,18,278.0,18,278.0,296.0
COBIJA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,24,0.0,24,0.0,24.0
COCAPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,30,458.0,30,458.0,488.0
COCHABAMBA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,904,4878.0,904,4878.0,5782.0
COLCAPIRHUA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,2304.0,0,2304.0,2304.0
COLOMI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,1,112.0,1,112.0,113.0
COLQUIRI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,139.0,0,139.0,139.0
COPACABANA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,39.0,0,39.0,39.0
CORIPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,221.0,0,221.0,221.0
COROICO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,72.0,0,72.0,72.0
CORQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,134.0,0,134.0,134.0
COTAGAITA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,31,275.0,31,275.0,306.0
COTOCA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,73.0,0,73.0,73.0
CRUZ DE MACHACAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,10.0,0,10.0,10.0
CUATRO CAÑADAS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,38,1.0,38,1.0,39.0
CULPINA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,37,208.0,37,208.0,245.0
CURAHUARA DE CARANGAS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,22,22.0,22,22.0,44.0
EL ALTO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,702,2187.0,702,2187.0,2889.0
EL CHORO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,100.0,0,100.0,100.0
EL PUENTE(STC),otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,12,0.0,12,0.0,12.0
EL TORNO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,2,0.0,2,0.0,2.0
EL VILLAR,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,316.0,0,316.0,316.0
ENTRE RIOS CBBA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,85.0,0,85.0,85.0
ESCOMA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,92.0,0,92.0,92.0
EUCALIPTUS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,100.0,0,100.0,100.0
FERNANDEZ ALONSO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,6,0.0,6,0.0,6.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,2,190.0,2,190.0,192.0
GUAYARAMERIN,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,4496.0,0,4496.0,4496.0
GUTIERREZ,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,163.0,0,163.0,163.0
HUACARETA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,20,140.0,20,140.0,160.0
HUACHACALLA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,4.0,0,4.0,4.0
HUANUNI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,87.0,0,87.0,87.0
HUAYLLAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,95.0,0,95.0,95.0
HUMANATA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,30.0,0,30.0,30.0
ICHOCA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,20.0,0,20.0,20.0
INCAHUASI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,50,1528.0,50,1528.0,1578.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,17.0,0,17.0,17.0
IXIAMAS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,76,30.0,76,30.0,106.0
JESUS DE MACHACA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,10,26.0,10,26.0,36.0
LA ASUNTA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,119.0,0,119.0,119.0
LA GUARDIA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,154.0,0,154.0,154.0
LA PAZ,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,233,828.0,233,828.0,1061.0
LAGUNILLAS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,89.0,0,89.0,89.0
LAS CARRERAS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,40.0,0,40.0,40.0
LICOMA PAMPA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,132.0,0,132.0,132.0
LLALLAGUA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,1083,6474.0,1083,6474.0,7557.0
LORETO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,150.0,0,150.0,150.0
LURIBAY,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,80.0,0,80.0,80.0
MACHACAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,18,0.0,18,0.0,18.0
MACHARETI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,275,0.0,275,0.0,275.0
MECAPACA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,40,28.0,40,28.0,68.0
MINEROS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,14,0.0,14,0.0,14.0
MIZQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,51,339.0,51,339.0,390.0
MOCOMOCO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,16,183.0,16,183.0,199.0
MOJINETE,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,60.0,0,60.0,60.0
MOJOCOYA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,110.0,0,110.0,110.0
MONTEAGUDO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,233,687.0,233,687.0,920.0
MONTERO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,41,7.0,41,7.0,48.0
MOROCHATA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,20,904.0,20,904.0,924.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,27.0,0,27.0,27.0
OCURI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,294.0,0,294.0,294.0
OKINAWA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,97.0,0,97.0,97.0
OMEREQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,15,318.0,15,318.0,333.0
ORURO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,240,271.0,240,271.0,511.0
PADCAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,436.0,0,436.0,436.0
PADILLA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,5,10.0,5,10.0,15.0
PALOS BLANCOS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,168,259.0,168,259.0,427.0
PAMPA AULLAGAS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,6,25.0,6,25.0,31.0
PAMPA GRANDE,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,134,12.0,134,12.0,146.0
PASORAPA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,20.0,0,20.0,20.0
PAZÑA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,28.0,0,28.0,28.0
PELECHUCO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,10,112.0,10,112.0,122.0
POCONA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,11,185.0,11,185.0,196.0
POJO (CBBA),otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,17,221.0,17,221.0,238.0
POOPO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,59.0,0,59.0,59.0
PORCO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,258,944.0,258,944.0,1202.0
POROMA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,20,222.0,20,222.0,242.0
PORTACHUELO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,103.0,0,103.0,103.0
PORVENIR,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,20.0,0,20.0,20.0
POTOSI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,188,33466.0,188,33466.0,33654.0
PUCARA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,82.0,0,82.0,82.0
PUERTO ACOSTA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,505.0,0,505.0,505.0
PUERTO CARABUCO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,24,98.0,24,98.0,122.0
PUERTO PEREZ,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,4.0,0,4.0,4.0
PUERTO RICO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,70.0,0,70.0,70.0
PUERTO VILLARROEL,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,17,50.0,17,50.0,67.0
PUNA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,160.0,0,160.0,160.0
PUNATA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,32,215.0,32,215.0,247.0
QUILLACOLLO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,174,2776.0,174,2776.0,2950.0
QUIME,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,445.0,0,445.0,445.0
RAVELO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,30.0,0,30.0,30.0
RIBERALTA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,5358,738.0,5358,738.0,6096.0
ROBORE,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,326.0,0,326.0,326.0
SACABA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,261,1624.0,261,1624.0,1885.0
SACABAMBA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,29.0,0,29.0,29.0
SACACA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,1521.0,0,1521.0,1521.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,27,99.0,27,99.0,126.0
SAMAIPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,1205,140.0,1205,140.0,1345.0
SAN ANDRES DE MACHACA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,55.0,0,55.0,55.0
SAN ANTONIO DE ESMORUCO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,55,80.0,55,80.0,135.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,60,57.0,60,57.0,117.0
SAN BORJA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,2875.0,0,2875.0,2875.0
SAN CARLOS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,5,0.0,5,0.0,5.0
SAN IGNACIO DE VELASCO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,57,0.0,57,0.0,57.0
SAN JOAQUIN,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,100,1250.0,100,1250.0,1350.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,423.0,0,423.0,423.0
SAN JULIAN,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,12.0,0,12.0,12.0
SAN LUCAS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,1862.0,0,1862.0,1862.0
SAN MIGUEL DE VELASCO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,20.0,0,20.0,20.0
SAN PABLO DE LIPEZ,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,16,74.0,16,74.0,90.0
SAN PEDRO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,2,0.0,2,0.0,2.0
SAN PEDRO DE QUEMES,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,57.0,0,57.0,57.0
SAN PEDRO DE TIQUINA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,20.0,0,20.0,20.0
SAN RAMON SCZ,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,10.0,0,10.0,10.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,213,568.0,213,568.0,781.0
SANTA ROSA DEL SARA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,57.0,0,57.0,57.0
SANTIAGO DE HUARI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,10.0,0,10.0,10.0
SANTIAGO DE HUATA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,10.0,0,10.0,10.0
SANTIVAÑES,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,106.0,0,106.0,106.0
SANTUARIO DE QUILLACAS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,143,73.0,143,73.0,216.0
SAPAHAQUI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,294.0,0,294.0,294.0
SHINAOTA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,16,77.0,16,77.0,93.0
SICAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,3,61.0,3,61.0,64.0
SIPE SIPE,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,22,1380.0,22,1380.0,1402.0
SOPACHUY,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,21.0,0,21.0,21.0
SORACACHI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,24,682.0,24,682.0,706.0
SORATA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,242.0,0,242.0,242.0
SUCRE,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,45,59.0,45,59.0,104.0
TACACOMA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,5,20.0,5,20.0,25.0
TACOBAMBA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,551.0,0,551.0,551.0
TACOPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,2,79.0,2,79.0,81.0
TAHUA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,132,98.0,132,98.0,230.0
TARABUCO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,5,200.0,5,200.0,205.0
TARATA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,27,170.0,27,170.0,197.0
TARIJA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,63,563.0,63,563.0,626.0
TARVITA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,952,3711.0,952,3711.0,4663.0
TINGUIPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,986,1158.0,986,1158.0,2144.0
TIQUIPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,250,591.0,250,591.0,841.0
TOCO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,16.0,0,16.0,16.0
TOLATA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,169.0,0,169.0,169.0
TOLEDO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,50,92.0,50,92.0,142.0
TOMAVE,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,59.0,0,59.0,59.0
TOMINA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,1034,588.0,1034,588.0,1622.0
TORO TORO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,804,736.0,804,736.0,1540.0
TOTORA(CBBA),otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,147.0,0,147.0,147.0
TOTORA(ORR),otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,8,70.0,8,70.0,78.0
TRINIDAD,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,1432,1829.0,1432,1829.0,3261.0
TUPIZA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,6396.0,0,6396.0,6396.0
TURCO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,33,4.0,33,4.0,37.0
UNCIA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,24,2076.0,24,2076.0,2100.0
URIONDO (A. CONCEPCION),otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,31.0,0,31.0,31.0
VIACHA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,4771.0,0,4771.0,4771.0
