municipality,group,variable,month,Nº de actividades realizadas con participación,TOTAL
VILLA NUEVA (LOMA ALTA),actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,1,1
VILLA RIVERO,actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,21,21
VILLA SERRANO,actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,35,35
VILLA TUNARI,actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,84,84
VILLAZON,actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,23,23
VINTO,actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,2,2
VITICHI,actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,52,52
WARNES,actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,10,10
YACO,actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,4,4
YACUIBA,actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,177,177
YAMPARAEZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,40,40
YANACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,11,11
YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,5,5
YOTALA,actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,69,69
YUNCHARA,actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,45,45
ZUDAÑEZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-03-01,24,24
ACACIO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,10,10
ACHACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,109,109
AIQUILE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,46,46
ALALAY,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,4,4
ALCALA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,18,18
ANCORAIMES,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,51,51
ANTEQUERA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
ANZALDO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,8,8
APOLO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,12,12
ARAMPAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,30,30
ARBIETO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
ARQUE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,8,8
ASCENCION DE GUARAYOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,5,5
ATOCHA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,5,5
AYATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,32,32
AZURDUY,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,44,44
BATALLAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,9,9
BAURES,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,18,18
BELEN DE ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
BELLA FLOR,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
BERMEJO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,29,29
BETANZOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,73,73
BOLIVAR,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,21,21
BOLPEBRA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
BOYUIBE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,8,8
CABEZAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
CAIROMA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
"CAIZA ""D""",actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,22,22
CAJUATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,7,7
CALACOTO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,8,8
CALAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,21,21
CAMARGO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,64,64
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,14,14
CAMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,31,31
CAPINOTA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,17,17
CAQUIAVIRI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,4,4
CARACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,47,47
CARANAVI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,76,76
CARAPARI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,24,24
CARIPUYO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,39,39
CARMEN RIVERO TORREZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,5,5
CATACORA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
CHACARILLA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
CHALLAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,46,46
CHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,8,8
CHARAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,49,49
CHAYANTA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
CHIMORE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,4,4
CHULUMANI (V. DE LA LIBERTAD),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
CHUMA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,20,20
CLIZA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
COBIJA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
COCHABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,768,768
COIPASA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
COLCAPIRHUA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,47,47
"COLCHA ""K""",actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
COLLANA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,7,7
COLOMI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,9,9
COLPA BELGICA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
COLQUECHACA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,4,4
COLQUENCHA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
COLQUIRI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,54,54
COMANCHE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
COMARAPA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
COMBAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
CONCEPCION,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,15,15
CORIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
COROICO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,11,11
CORQUE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,41,41
COTAGAITA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,57,57
COTOCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
CUATRO CAÑADAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,7,7
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
CUEVO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,13,13
CULPINA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,87,87
CURAHUARA DE CARANGAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,13,13
CURVA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
DESAGUADERO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,7,7
EL ALTO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,770,770
EL CHORO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,25,25
EL PUENTE(STC),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,9,9
EL PUENTE(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,44,44
EL TORNO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,13,13
EL VILLAR,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,14,14
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,20,20
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,136,136
ESMERALDA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
EUCALIPTUS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,12,12
EXALTACION,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
FERNANDEZ ALONSO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,18,18
FILADELFIA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
GENERAL SAAVEDRA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,13,13
GUANAY,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,8,8
GUAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
GUAYARAMERIN,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,23,23
GUTIERREZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,10,10
HUACHACALLA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
HUANUNI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,18,18
HUAYLLAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,21,21
ICHOCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,45,45
ICLA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,35,35
INCAHUASI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,63,63
INQUISIVI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,37,37
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,6,6
IXIAMAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,10,10
JESUS DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,12,12
LA ASUNTA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
LA GUARDIA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,56,56
LA PAZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,563,563
LA RIVERA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
LAGUNILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,16,16
LAJA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,17,17
LAS CARRERAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,23,23
LICOMA PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
LLALLAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
LLICA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,4,4
LORETO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,21,21
LURIBAY,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,8,8
MACHACAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,61,61
MAGDALENA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,22,22
MAIRANA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
MAPIRI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,7,7
MECAPACA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,15,15
MINEROS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,4,4
MIZQUE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,27,27
MOCOMOCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,33,33
MOJINETE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
MOJOCOYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,32,32
MONTERO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,62,62
MORO MORO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,17,17
MOROCHATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,56,56
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
OCURI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,37,37
OKINAWA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
OMEREQUE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,19,19
ORURO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,113,113
PADCAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,88,88
PADILLA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,65,65
PAILON,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
PALCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,15,15
PALOS BLANCOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,8,8
PAMPA AULLAGAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,5,5
PAMPA GRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,9,9
PAPEL PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
PASORAPA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,11,11
PATACAMAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,17,17
PAZÑA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,5,5
PELECHUCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,10,10
POCOATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,16,16
POCONA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,18,18
POJO (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,12,12
POOPO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,5,5
PORCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
POROMA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,73,73
PORONGO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
PORTACHUELO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,42,42
PORVENIR,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,7,7
POSTRER VALLE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,7,7
POTOSI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,56,56
PRESTO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,37,37
PUCARA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,13,13
PUCARANI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,5,5
PUERTO ACOSTA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,11,11
PUERTO CARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,11,11
PUERTO GONZALO MORENO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
PUERTO QUIJARRO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,10,10
PUERTO SILES,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
PUERTO SUAREZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,6,6
PUERTO VILLARROEL,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,25,25
PUNA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,81,81
PUNATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,39,39
QUIABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,9,9
QUILLACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,25,25
QUIME,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,7,7
QUIRUSILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
RAVELO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,67,67
REYES,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
RIBERALTA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,74,74
ROBORE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,7,7
RURRENABAQUE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
SABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,8,8
SACABA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,13,13
SACABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
SACACA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,75,75
SAIPINA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,57,57
SAMAIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
SAN AGUSTIN,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
SAN ANDRES,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,33,33
SAN ANDRES DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,18,18
SAN ANTONIO DE ESMORUCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,21,21
SAN BENITO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
SAN BORJA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,76,76
SAN CARLOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,14,14
SAN IGNACIO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,514,514
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,155,155
SAN JAVIER(BNI),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,6,6
SAN JOAQUIN,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,32,32
SAN JUAN DE YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
SAN JULIAN,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,48,48
SAN LORENZO(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,38,38
SAN LUCAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,117,117
SAN MATIAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,22,22
SAN PABLO DE LIPEZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
SAN PEDRO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,127,127
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,33,33
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,16,16
SAN PEDRO(PND),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
SAN RAFAEL,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
SANTA ANA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,162,162
SANTA ROSA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
SANTA ROSA DEL SARA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,7,7
SANTIAGO DE CALLAPA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,9,9
SANTIAGO DE HUARI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,4,4
SANTIVAÑES,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,40,40
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,14,14
SAPAHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,18,18
SICA SICA (VILLA AROMA),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,15,15
SICAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
SIPE SIPE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,6,6
SOPACHUY,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,38,38
SORACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,25,25
SORATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,88,88
SUCRE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,342,342
TACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
TACACOMA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
TACOBAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,4,4
TAHUA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
TAPACARI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,82,82
TARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,85,85
TARACO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,4,4
TARATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,5,5
TARIJA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1244,1244
TARVITA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,49,49
TEOPONTE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,17,17
TIAWANACU,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
TINGUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,32,32
TIPUANI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
TIQUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,319,319
TIRAQUE (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,19,19
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
TODOS SANTOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
TOLATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
TOLEDO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,12,12
TOMAVE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,3,3
TOMINA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,35,35
TORO TORO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,64,64
TOTORA(CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,20,20
TOTORA(ORR),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,4,4
TRIGAL,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,7,7
TRINIDAD,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,709,709
TUPIZA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,33,33
TURCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,18,18
UMALA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,18,18
UNCIA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,19,19
URIONDO (A. CONCEPCION),actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,39,39
URUBICHA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
UYUNI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,2,2
VACAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,8,8
VALLEGRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,19,19
VIACHA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,81,81
VILA VILA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,6,6
VILLA MONTES,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,16,16
VILLA RIVERO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,18,18
VILLA SERRANO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,43,43
VILLA TUNARI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,73,73
VILLAZON,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,22,22
VINTO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,1,1
VITICHI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,35,35
WARNES,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,7,7
YACO,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,9,9
YACUIBA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,153,153
YAMPARAEZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,34,34
YANACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,11,11
YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,6,6
YOTALA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,55,55
YUNCHARA,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,55,55
ZUDAÑEZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-04-01,68,68
ACACIO,actividades con la comunidad,no de actividades realizadas con participacion,2008-05-01,9,9
ACHACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2008-05-01,77,77
ACHOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2008-05-01,11,11
AIQUILE,actividades con la comunidad,no de actividades realizadas con participacion,2008-05-01,13,13
ALALAY,actividades con la comunidad,no de actividades realizadas con participacion,2008-05-01,4,4
ALCALA,actividades con la comunidad,no de actividades realizadas con participacion,2008-05-01,15,15
ANCORAIMES,actividades con la comunidad,no de actividades realizadas con participacion,2008-05-01,8,8
ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-05-01,47,47
ANTEQUERA,actividades con la comunidad,no de actividades realizadas con participacion,2008-05-01,1,1
ANZALDO,actividades con la comunidad,no de actividades realizadas con participacion,2008-05-01,8,8
APOLO,actividades con la comunidad,no de actividades realizadas con participacion,2008-05-01,17,17
ARAMPAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2008-05-01,38,38
ARBIETO,actividades con la comunidad,no de actividades realizadas con participacion,2008-05-01,2,2
ARQUE,actividades con la comunidad,no de actividades realizadas con participacion,2008-05-01,13,13
ASCENCION DE GUARAYOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-05-01,6,6
