,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,5,5,5,5,10
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,5,7,82,60,87,67,154
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,3,2,10,13,13,15,28
SAN PEDRO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,1,1,1,1,2
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,12,9,75,59,87,68,155
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,2,0,1,0,3,0,3
SAN PEDRO DE MACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,3,3,30,32,33,35,68
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,1,0,2,1,3,1,4
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,2,0,5,7,7,7,14
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,1,1,0,1,1,2,3
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,15,20,49,39,64,59,123
SANTA ROSA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,2,1,0,1,2,2,4
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,1,1,0,1,1,2,3
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,1,0,5,11,6,11,17
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,1,0,4,0,5,5
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,2,1,2,1,3
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,4,2,4,2,6
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,2,0,7,10,9,10,19
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,7,8,7,8,15
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,21,19,21,19,40
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,1,1,1,1,2,2,4
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,1,1,1,1,2
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,1,3,19,17,20,20,40
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,16,16,16,16,32
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,1,2,9,2,10,12
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,10,10,18,10,28,20,48
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,7,5,10,11,17,16,33
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,1,1,1,1,2
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,1,30,22,30,23,53
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,1,11,18,11,19,30
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,0,1,0,1,1
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,7,7,23,23,30,30,60
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,2,3,21,21,23,24,47
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,3,3,27,39,30,42,72
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,5,2,34,19,39,21,60
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,5,2,5,2,7
TIAHUANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,1,2,1,2,3
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,4,3,38,42,42,45,87
TIPUANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,2,0,2,0,2
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,6,4,63,63,69,67,136
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,2,2,25,19,27,21,48
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,2,0,0,1,2,1,3
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,2,3,2,3,5
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,1,2,10,13,11,15,26
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,1,3,4,8,5,11,16
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,1,36,41,36,42,78
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,5,5,5,5,10
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,1,1,1,1,2
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,2,1,2,1,3
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,1,2,1,2,3
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,1,3,8,11,9,14,23
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,2,2,0,5,2,7,9
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,3,2,25,30,28,32,60
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,1,0,2,6,3,6,9
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,1,3,7,3,8,6,14
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,2,0,1,0,3,3
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,1,2,3,2,4,4,8
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,2,1,15,8,17,9,26
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,3,1,23,20,26,21,47
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,7,3,5,4,12,7,19
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,1,1,0,1,1,2
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,1,4,11,4,12,16
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,2,3,7,10,9,13,22
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,1,0,1,0,1
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,2,6,7,6,9,15
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,4,102,95,102,99,201
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,3,1,6,4,9,5,14
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,0,1,0,1,1
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,3,2,1,2,4,6
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,1,0,20,11,21,11,32
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,6,7,6,7,13
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,1,6,6,6,7,13
YANACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,0,1,0,1,0,1
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,17,35,152,137,169,172,341
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,1,3,9,5,10,8,18
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,0,1,10,9,10,10,20
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,2,0,18,16,20,16,36
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-03-01,1,0,14,12,15,12,27
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,2,11,8,12,10,22
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,6,1,9,5,15,6,21
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,3,2,0,4,3,6,9
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,2,0,28,25,30,25,55
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,3,0,2,3,5,3,8
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,11,6,11,7,18
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,3,0,1,1,4,5
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,3,3,5,4,8,7,15
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,6,3,6,3,9
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,1,2,1,2,3
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,2,11,15,11,17,28
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,2,2,11,7,13,9,22
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,2,0,10,6,12,6,18
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,6,5,6,5,11
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,12,15,12,16,28
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,2,0,11,31,13,31,44
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,1,1,1,1,2
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,2,4,4,4,6,10
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,4,2,1,1,5,3,8
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,1,8,7,9,8,17
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,0,5,8,6,8,14
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,6,4,27,20,33,24,57
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,3,0,18,16,21,16,37
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,4,2,1,1,5,3,8
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,1,0,1,0,1
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,1,0,1,0,1
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,1,5,6,6,7,13
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,2,4,2,4,6
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,0,1,0,1,1
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,4,4,40,39,44,43,87
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,3,7,9,8,12,20
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,2,1,2,1,3
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,0,6,1,7,1,8
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,1,7,7,8,8,16
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,4,5,4,6,10
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,1,4,1,4,5
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,2,1,6,9,8,10,18
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,2,4,2,4,4,8
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,1,10,7,11,8,19
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,0,3,1,4,1,5
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,3,8,3,9,12
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,2,0,2,0,2
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,2,0,7,3,9,3,12
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,3,3,9,6,12,9,21
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,1,5,4,6,5,11
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,1,2,1,2,3
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,3,1,8,9,11,10,21
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,1,0,1,1,2,3
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,2,3,2,4,6
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,0,0,0,1,1
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,4,3,36,52,40,55,95
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,3,0,8,7,11,7,18
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,10,13,33,22,43,35,78
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,3,5,3,5,8
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,2,1,12,23,14,24,38
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,1,8,8,9,9,18
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,1,1,1,1,2
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,2,3,18,16,20,19,39
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,12,9,12,10,22
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,5,6,26,37,31,43,74
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,5,9,5,10,15
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,1,6,5,7,6,13
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,5,5,52,40,57,45,102
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,10,12,11,14,21,26,47
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,1,13,12,14,13,27
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,2,5,7,5,9,14
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,5,7,5,8,13
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,0,1,0,1,1
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,4,3,45,26,49,29,78
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,7,4,43,28,50,32,82
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,1,0,1,0,1
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,6,6,6,6,12
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,3,7,3,8,11
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,2,40,43,40,45,85
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,2,2,15,6,17,8,25
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,1,11,12,12,13,25
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,0,8,10,9,10,19
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,0,1,0,1,1
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,2,7,6,8,8,16
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,2,0,2,6,4,6,10
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,5,5,7,8,12,13,25
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,4,4,4,4,8
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,7,5,7,5,12
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,1,21,13,22,14,36
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,1,4,1,4,5
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,3,2,3,2,5
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,4,3,4,3,7
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,92,75,1181,1214,1273,1289,2562
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,1,1,1,2,3
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,1,2,6,3,7,10
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,3,5,3,5,8
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,2,8,4,8,6,14
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,1,5,6,6,7,13
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,0,2,0,2,2
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,0,1,0,1,1
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,0,12,14,13,14,27
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,3,0,16,9,19,9,28
GAIOC JATUN AYLLU YURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,9,4,9,5,14
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,2,0,2,0,2
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,2,7,9,7,11,14,25
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,18,17,18,17,35
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,2,0,0,1,2,3
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,0,0,1,1,1,2
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,3,0,3,1,4
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,7,9,7,9,16
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,5,7,5,7,12
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,5,0,28,38,33,38,71
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,3,0,0,1,3,4
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,1,0,1,0,1
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,2,4,2,5,7
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,6,7,6,8,14
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,2,1,10,7,12,8,20
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,2,12,9,12,11,23
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,2,3,33,43,35,46,81
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,6,9,1,0,7,9,16
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,5,4,27,22,32,26,58
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,4,3,4,3,7
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,0,1,4,1,4,5
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,0,1,3,2,3,3,6
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,1,14,14,15,15,30
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,1,1,0,2,1,3
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,1,0,2,1,3,1,4
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,2,5,11,10,13,15,28
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-04-01,3,3,3,4,6,7,13
