municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
LA ASUNTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,16,16
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,11,11
LLALLAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,2,2
MINEROS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,1,1
OCURI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,9,9
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,3,3
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,1,1
RURRENABAQUE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,13,13
SOPACHUY,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,3,3
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,4,4
TOTORA(CBBA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-09-01,1,1
AIQUILE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,1,1
APOLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,1,1
AZURDUY,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,2,2
CAMIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,2,2
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,3,3
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,17,17
CONCEPCION,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,13,13
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,3,3
LLALLAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,7,7
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,7,7
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,3,3
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,2,2
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,5,5
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,2,2
RURRENABAQUE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,1,1
SAN IGNACIO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,5,5
SAN JULIAN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,2,2
SAPAHAQUI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,4,4
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,8,8
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,5,5
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,3,3
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,1,1
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-10-01,3,3
ACHACACHI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
CHALLAPATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,2,2
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,14,14
CORO CORO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
CUATRO CAÑADAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,7,7
INCAHUASI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,7,7
MOJOCOYA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
OMEREQUE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,6,6
PORTACHUELO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,2,2
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,3,3
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,2,2
SOPACHUY,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,3,3
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,2,2
VILLA MONTES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
WARNES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
YAMPARAEZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-11-01,1,1
AIQUILE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
APOLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
AZURDUY,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,3,3
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,3,3
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,13,13
COLQUECHACA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
CORQUE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,3,3
COTOCA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,14,14
ENTRE RIOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
LA ASUNTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,42,42
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,3,3
MAIRANA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
MOJOCOYA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
OCURI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,7,7
PORTACHUELO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
ROBORE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
RURRENABAQUE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,14,14
SICA SICA (VILLA AROMA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,10,10
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,3,3
TARABUCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,3,3
TARVITA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
TIPUANI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
TOLEDO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
TOTORA(CBBA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,2,2
TUPIZA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,3,3
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2006-12-01,1,1
