municipality,group,variable,month,Mujeres con primer control post parto,TOTAL
CARIPUYO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
CHALLAPATA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,48,48
CHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
CHARAGUA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,35,35
CHAYANTA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,29,29
CHIMORE,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,21,21
CHIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,2,2
CHOQUE COTA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,23,23
CHUMA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,13,13
CLIZA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,13,13
COBIJA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,61,61
COCHABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,638,638
COIPASA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1,1
COLCAPIRHUA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,46,46
"COLCHA ""K""",atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
COLLANA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
COLOMI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,33,33
COLPA BELGICA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,11,11
COLQUECHACA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,49,49
COLQUENCHA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,10,10
COLQUIRI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,26,26
COMANCHE,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1,1
COMARAPA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,29,29
COMBAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,3,3
CONCEPCION,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,3,3
COPACABANA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,11,11
CORIPATA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,18,18
CORO CORO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,5,5
COROICO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,18,18
CORQUE,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
COTAGAITA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,33,33
COTOCA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,66,66
CUATRO CAÑADAS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,20,20
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,3,3
CUEVO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,5,5
CULPINA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,23,23
CURAHUARA DE CARANGAS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
CURVA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1,1
DESAGUADERO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
EL ALTO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,584,584
EL CHORO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
EL PUENTE(STC),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,11,11
EL PUENTE(TJA),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,12,12
EL TORNO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,41,41
EL VILLAR,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,8,8
ENTRE RIOS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,29,29
ENTRE RIOS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,30,30
EUCALIPTUS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,10,10
EUREKA (SANTOS MERCADO),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1,1
EXALTACION,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,23,23
FILADELFIA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
GENERAL SAAVEDRA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,24,24
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,13,13
GUANAY,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,17,17
GUAQUI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,7,7
GUAYARAMERIN,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,62,62
GUTIERREZ,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,8,8
HUACARETA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,22,22
HUANUNI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,40,40
HUARACAJE,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
HUAYLLAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
ICHOCA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,7,7
ICLA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,12,12
INCAHUASI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,38,38
INGAVI (HUMAITA),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,2,2
INQUISIVI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,19,19
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,11,11
IXIAMAS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
JESUS DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,19,19
LA ASUNTA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,16,16
LA GUARDIA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,60,60
LA PAZ,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1064,1064
LA RIVERA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1,1
LAGUNILLAS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,8,8
LAJA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,19,19
LAS CARRERAS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,3,3
LICOMA PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,3,3
LLALLAGUA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,43,43
LLICA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,3,3
LORETO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
LURIBAY,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,13,13
MACHACAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,2,2
MACHARETI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,12,12
MAGDALENA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,20,20
MAIRANA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,18,18
MALLA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
MAPIRI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,25,25
MECAPACA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,12,12
MINEROS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,25,25
MIZQUE,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,23,23
MOCOMOCO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,15,15
MOJINETE,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1,1
MOJOCOYA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,9,9
MONTEAGUDO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,44,44
MONTERO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,171,171
MOROCHATA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,28,28
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1,1
OCURI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,29,29
OKINAWA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,18,18
OMEREQUE,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,9,9
ORURO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,377,377
PADCAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,17,17
PADILLA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,21,21
PAILON,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,21,21
PALCA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,11,11
PALOS BLANCOS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,45,45
PAMPA AULLAGAS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
PAMPA GRANDE,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,18,18
PAPEL PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,5,5
PASORAPA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
PATACAMAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,17,17
PAZÑA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,9,9
PELECHUCO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
POCOATA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,34,34
POCONA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,14,14
POJO (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,16,16
POOPO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,5,5
PORCO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,21,21
POROMA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,27,27
PORONGO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,13,13
PORTACHUELO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,24,24
PORVENIR,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
POTOSI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,297,297
PRESTO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,8,8
PUCARA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,3,3
PUCARANI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,34,34
PUERTO ACOSTA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,30,30
PUERTO CARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,10,10
PUERTO GONZALO MORENO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,12,12
PUERTO PEREZ,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,5,5
PUERTO QUIJARRO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,17,17
PUERTO RICO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,15,15
PUERTO SILES,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,2,2
PUERTO SUAREZ,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,24,24
PUERTO VILLARROEL,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,112,112
PUNA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,48,48
PUNATA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,29,29
QUIABAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
QUILLACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,31,31
QUIME,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,7,7
QUIRUSILLAS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1,1
RAVELO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,21,21
REYES,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,5,5
ROBORE,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,8,8
RURRENABAQUE,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,9,9
SABAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,5,5
SACABA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,103,103
SACABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,10,10
SACACA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,23,23
SAIPINA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
SAMAIPATA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,10,10
SAN AGUSTIN,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
SAN ANDRES,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,9,9
SAN ANDRES DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,11,11
SAN BENITO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,9,9
SAN BORJA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,62,62
SAN BUENA VENTURA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,27,27
SAN CARLOS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,30,30
SAN IGNACIO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,24,24
SAN IGNACIO DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,62,62
SAN JAVIER(BNI),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
SAN JAVIER(STC),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,10,10
SAN JOAQUIN,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,31,31
SAN JUAN DE YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,19,19
SAN JULIAN,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,37,37
SAN LORENZO(PND),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,3,3
SAN LORENZO(TJA),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,27,27
SAN LUCAS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,56,56
SAN MATIAS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,8,8
SAN MIGUEL DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,13,13
SAN PABLO DE LIPEZ,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,5,5
SAN PEDRO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,16,16
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,21,21
SAN PEDRO DE CURAHUARA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,10,10
SAN PEDRO DE TIQUINA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,5,5
SAN PEDRO(PND),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1,1
SAN RAFAEL,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
SAN RAMON,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,19,19
SAN RAMON,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,8,8
SANTA ANA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,24,24
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1201,1201
SANTA ROSA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,8,8
SANTA ROSA DEL SARA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,25,25
SANTIAGO DE CALLAPA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,3,3
SANTIAGO DE HUARI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
SANTIAGO DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,3,3
SANTIVAÑES,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
SANTUARIO DE QUILLACAS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,3,3
SAPAHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,7,7
SENA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,8,8
SICA SICA (VILLA AROMA),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,32,32
SICAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
SIPE SIPE,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,38,38
SOPACHUY,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,18,18
SORACACHI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,11,11
SORATA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,26,26
SUCRE,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,262,262
TACACOMA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,13,13
TACOBAMBA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,10,10
TACOPAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,34,34
TAHUA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
TAPACARI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,44,44
TARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,43,43
TARACO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1,1
TARATA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,8,8
TARIJA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,180,180
TARVITA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,30,30
TEOPONTE,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,9,9
TIAWANACU,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,15,15
TINGUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,24,24
TIPUANI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,16,16
TIQUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,83,83
TIRAQUE (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,79,79
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1,1
TOCO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
TOLATA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,3,3
TOLEDO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
TOMAVE,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,8,8
TOMINA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,12,12
TORO TORO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,9,9
TOTORA(CBBA),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,23,23
TOTORA(ORR),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,2,2
TRIGAL,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1,1
TRINIDAD,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,306,306
TUPIZA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,60,60
TURCO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
UMALA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,7,7
UNCIA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,46,46
URIONDO (A. CONCEPCION),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,12,12
URUBICHA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,5,5
UYUNI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,22,22
VACAS,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,24,24
VALLEGRANDE,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,7,7
VIACHA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,30,30
VILA VILA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,7,7
VILLA MONTES,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,18,18
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1,1
VILLA RIVERO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,5,5
VILLA SERRANO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
VILLA TUNARI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,75,75
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,13,13
VILLAZON,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,44,44
VINTO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,13,13
VITICHI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,9,9
WALDO BALLIVIAN,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,1,1
WARNES,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,67,67
YACO,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,5,5
YACUIBA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,92,92
YAMPARAEZ,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,16,16
YANACACHI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,6,6
YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,84,84
YOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,3,3
YOTALA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,17,17
YUNCHARA,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,4,4
ZUDAÑEZ,atencion de partos en servicio,mujeres con primer control post parto,2006-04-01,11,11
ACACIO,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,11,11
ACHACACHI,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,51,51
ACHOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,6,6
AIQUILE,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,33,33
ALALAY,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,1,1
ALCALA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,1,1
ANCORAIMES,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,15,15
ANDAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,6,6
ANZALDO,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,5,5
APOLO,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,26,26
ARAMPAMPA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,13,13
ARANI,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,15,15
ARBIETO,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,2,2
ARQUE,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,10,10
ASCENCION DE GUARAYOS,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,60,60
ATOCHA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,9,9
AUCAPATA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,8,8
AYATA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,14,14
AYO AYO,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,24,24
AZURDUY,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,30,30
BATALLAS,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,11,11
BAURES,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,6,6
BELEN DE ANDAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,1,1
BELEN DE URMIRI,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,2,2
BELLA FLOR,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,2,2
BERMEJO,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,30,30
BETANZOS,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,59,59
BOLIVAR,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,18,18
BOLPEBRA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,2,2
BOYUIBE,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,1,1
BUENA VISTA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,24,24
CABEZAS,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,12,12
CAIROMA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,8,8
"CAIZA ""D""",atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,12,12
CAJUATA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,17,17
CALACOTO,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,10,10
CALAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,14,14
CAMARGO,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,29,29
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,4,4
CAMIRI,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,34,34
CAPINOTA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,47,47
CAQUIAVIRI,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,12,12
CARACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,19,19
CARANAVI,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,70,70
CARAPARI,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,4,4
CARIPUYO,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,6,6
CARMEN RIVERO TORREZ,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,4,4
CATACORA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,1,1
CHACARILLA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,2,2
CHALLAPATA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,46,46
CHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,9,9
CHARAGUA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,37,37
CHARAÑA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,4,4
CHAYANTA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,19,19
CHIMORE,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,14,14
CHIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,4,4
CHOQUE COTA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,5,5
CHUMA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,16,16
CLIZA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,6,6
COBIJA,atencion de partos en servicio,mujeres con primer control post parto,2006-05-01,65,65
