municipality,group,variable,month,Restauraciones,TOTAL
REYES,consultas odontologicas,restauraciones,2006-02-01,69,69
RIBERALTA,consultas odontologicas,restauraciones,2006-02-01,16,16
RURRENABAQUE,consultas odontologicas,restauraciones,2006-02-01,20,20
SABAYA,consultas odontologicas,restauraciones,2006-02-01,8,8
SACABA,consultas odontologicas,restauraciones,2006-02-01,450,450
SACABAMBA,consultas odontologicas,restauraciones,2006-02-01,40,40
SACACA,consultas odontologicas,restauraciones,2006-02-01,28,28
SAIPINA,consultas odontologicas,restauraciones,2006-02-01,65,65
SALINAS DE GARCI MENDOZA,consultas odontologicas,restauraciones,2006-02-01,20,20
SAMAIPATA,consultas odontologicas,restauraciones,2006-02-01,185,185
SAN AGUSTIN,consultas odontologicas,restauraciones,2006-02-01,6,6
SAN BENITO,consultas odontologicas,restauraciones,2006-02-01,56,56
SAN BORJA,consultas odontologicas,restauraciones,2006-02-01,45,45
SAN BUENA VENTURA,consultas odontologicas,restauraciones,2006-02-01,58,58
SAN CARLOS,consultas odontologicas,restauraciones,2006-02-01,76,76
SAN IGNACIO,consultas odontologicas,restauraciones,2006-02-01,64,64
SAN IGNACIO DE VELASCO,consultas odontologicas,restauraciones,2006-02-01,210,210
SAN JOAQUIN,consultas odontologicas,restauraciones,2006-02-01,35,35
SAN JUAN DE YAPACANI,consultas odontologicas,restauraciones,2006-02-01,23,23
SAN LORENZO(PND),consultas odontologicas,restauraciones,2006-02-01,16,16
SAN LORENZO(TJA),consultas odontologicas,restauraciones,2006-02-01,32,32
SAN LUCAS,consultas odontologicas,restauraciones,2006-02-01,78,78
SAN MATIAS,consultas odontologicas,restauraciones,2006-02-01,7,7
SAN MIGUEL DE VELASCO,consultas odontologicas,restauraciones,2006-02-01,123,123
SAN PEDRO,consultas odontologicas,restauraciones,2006-02-01,91,91
SAN PEDRO DE BUENA VISTA,consultas odontologicas,restauraciones,2006-02-01,19,19
SAN PEDRO DE TIQUINA,consultas odontologicas,restauraciones,2006-02-01,11,11
SAN PEDRO(PND),consultas odontologicas,restauraciones,2006-02-01,6,6
SAN RAFAEL,consultas odontologicas,restauraciones,2006-02-01,19,19
SAN RAMON,consultas odontologicas,restauraciones,2006-02-01,26,26
SAN RAMON,consultas odontologicas,restauraciones,2006-02-01,45,45
SANTA ANA,consultas odontologicas,restauraciones,2006-02-01,62,62
SANTA CRUZ DE LA SIERRA,consultas odontologicas,restauraciones,2006-02-01,5338,5338
SANTA ROSA DEL SARA,consultas odontologicas,restauraciones,2006-02-01,20,20
SANTIAGO DE HUARI,consultas odontologicas,restauraciones,2006-02-01,68,68
SANTIAGO DE MACHACA,consultas odontologicas,restauraciones,2006-02-01,7,7
SANTIVAÑES,consultas odontologicas,restauraciones,2006-02-01,5,5
SANTUARIO DE QUILLACAS,consultas odontologicas,restauraciones,2006-02-01,6,6
SAPAHAQUI,consultas odontologicas,restauraciones,2006-02-01,5,5
SENA,consultas odontologicas,restauraciones,2006-02-01,40,40
SICA SICA (VILLA AROMA),consultas odontologicas,restauraciones,2006-02-01,23,23
SIPE SIPE,consultas odontologicas,restauraciones,2006-02-01,391,391
SOPACHUY,consultas odontologicas,restauraciones,2006-02-01,28,28
SORACACHI,consultas odontologicas,restauraciones,2006-02-01,6,6
SORATA,consultas odontologicas,restauraciones,2006-02-01,34,34
SUCRE,consultas odontologicas,restauraciones,2006-02-01,2517,2517
TACACOMA,consultas odontologicas,restauraciones,2006-02-01,39,39
TACOPAYA,consultas odontologicas,restauraciones,2006-02-01,69,69
TAPACARI,consultas odontologicas,restauraciones,2006-02-01,16,16
TARABUCO,consultas odontologicas,restauraciones,2006-02-01,32,32
TARACO,consultas odontologicas,restauraciones,2006-02-01,7,7
TARATA,consultas odontologicas,restauraciones,2006-02-01,36,36
TARIJA,consultas odontologicas,restauraciones,2006-02-01,988,988
TARVITA,consultas odontologicas,restauraciones,2006-02-01,12,12
TEOPONTE,consultas odontologicas,restauraciones,2006-02-01,32,32
TIAWANACU,consultas odontologicas,restauraciones,2006-02-01,20,20
TIPUANI,consultas odontologicas,restauraciones,2006-02-01,20,20
TIQUIPAYA,consultas odontologicas,restauraciones,2006-02-01,342,342
TIRAQUE (CBBA),consultas odontologicas,restauraciones,2006-02-01,283,283
TOCO,consultas odontologicas,restauraciones,2006-02-01,53,53
TOLATA,consultas odontologicas,restauraciones,2006-02-01,34,34
TOLEDO,consultas odontologicas,restauraciones,2006-02-01,15,15
TOMAVE,consultas odontologicas,restauraciones,2006-02-01,12,12
TOMINA,consultas odontologicas,restauraciones,2006-02-01,150,150
TORO TORO,consultas odontologicas,restauraciones,2006-02-01,20,20
TOTORA(CBBA),consultas odontologicas,restauraciones,2006-02-01,83,83
TRIGAL,consultas odontologicas,restauraciones,2006-02-01,9,9
TRINIDAD,consultas odontologicas,restauraciones,2006-02-01,386,386
TURCO,consultas odontologicas,restauraciones,2006-02-01,21,21
UMALA,consultas odontologicas,restauraciones,2006-02-01,7,7
UNCIA,consultas odontologicas,restauraciones,2006-02-01,82,82
URIONDO (A. CONCEPCION),consultas odontologicas,restauraciones,2006-02-01,62,62
UYUNI,consultas odontologicas,restauraciones,2006-02-01,86,86
VACAS,consultas odontologicas,restauraciones,2006-02-01,34,34
VALLEGRANDE,consultas odontologicas,restauraciones,2006-02-01,122,122
VIACHA,consultas odontologicas,restauraciones,2006-02-01,272,272
VILA VILA,consultas odontologicas,restauraciones,2006-02-01,16,16
VILLA MONTES,consultas odontologicas,restauraciones,2006-02-01,78,78
VILLA RIVERO,consultas odontologicas,restauraciones,2006-02-01,59,59
VILLA SERRANO,consultas odontologicas,restauraciones,2006-02-01,125,125
VILLA TUNARI,consultas odontologicas,restauraciones,2006-02-01,339,339
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,restauraciones,2006-02-01,93,93
VILLAZON,consultas odontologicas,restauraciones,2006-02-01,100,100
VINTO,consultas odontologicas,restauraciones,2006-02-01,212,212
WARNES,consultas odontologicas,restauraciones,2006-02-01,288,288
YACUIBA,consultas odontologicas,restauraciones,2006-02-01,92,92
YAMPARAEZ,consultas odontologicas,restauraciones,2006-02-01,3,3
YANACACHI,consultas odontologicas,restauraciones,2006-02-01,12,12
YAPACANI,consultas odontologicas,restauraciones,2006-02-01,62,62
YOCALLA,consultas odontologicas,restauraciones,2006-02-01,34,34
YOTALA,consultas odontologicas,restauraciones,2006-02-01,55,55
YUNCHARA,consultas odontologicas,restauraciones,2006-02-01,119,119
ZUDAÑEZ,consultas odontologicas,restauraciones,2006-02-01,23,23
ACACIO,consultas odontologicas,restauraciones,2006-03-01,6,6
ACHACACHI,consultas odontologicas,restauraciones,2006-03-01,133,133
ACHOCALLA,consultas odontologicas,restauraciones,2006-03-01,11,11
AIQUILE,consultas odontologicas,restauraciones,2006-03-01,254,254
ALCALA,consultas odontologicas,restauraciones,2006-03-01,60,60
ANCORAIMES,consultas odontologicas,restauraciones,2006-03-01,40,40
ANDAMARCA,consultas odontologicas,restauraciones,2006-03-01,18,18
APOLO,consultas odontologicas,restauraciones,2006-03-01,28,28
ARAMPAMPA,consultas odontologicas,restauraciones,2006-03-01,4,4
ARANI,consultas odontologicas,restauraciones,2006-03-01,65,65
ARBIETO,consultas odontologicas,restauraciones,2006-03-01,46,46
ARQUE,consultas odontologicas,restauraciones,2006-03-01,27,27
AUCAPATA,consultas odontologicas,restauraciones,2006-03-01,51,51
AYATA,consultas odontologicas,restauraciones,2006-03-01,3,3
AYO AYO,consultas odontologicas,restauraciones,2006-03-01,19,19
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,restauraciones,2006-03-01,37,37
AZURDUY,consultas odontologicas,restauraciones,2006-03-01,68,68
BATALLAS,consultas odontologicas,restauraciones,2006-03-01,36,36
BAURES,consultas odontologicas,restauraciones,2006-03-01,11,11
BELLA FLOR,consultas odontologicas,restauraciones,2006-03-01,17,17
BERMEJO,consultas odontologicas,restauraciones,2006-03-01,104,104
BETANZOS,consultas odontologicas,restauraciones,2006-03-01,34,34
BOLIVAR,consultas odontologicas,restauraciones,2006-03-01,48,48
BOYUIBE,consultas odontologicas,restauraciones,2006-03-01,45,45
BUENA VISTA,consultas odontologicas,restauraciones,2006-03-01,78,78
CABEZAS,consultas odontologicas,restauraciones,2006-03-01,38,38
CAIROMA,consultas odontologicas,restauraciones,2006-03-01,21,21
"CAIZA ""D""",consultas odontologicas,restauraciones,2006-03-01,5,5
CAJUATA,consultas odontologicas,restauraciones,2006-03-01,17,17
CALACOTO,consultas odontologicas,restauraciones,2006-03-01,6,6
CALAMARCA,consultas odontologicas,restauraciones,2006-03-01,16,16
CAMARGO,consultas odontologicas,restauraciones,2006-03-01,141,141
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,restauraciones,2006-03-01,10,10
CAMIRI,consultas odontologicas,restauraciones,2006-03-01,305,305
CAPINOTA,consultas odontologicas,restauraciones,2006-03-01,47,47
CAQUIAVIRI,consultas odontologicas,restauraciones,2006-03-01,22,22
CARACOLLO,consultas odontologicas,restauraciones,2006-03-01,22,22
CARANAVI,consultas odontologicas,restauraciones,2006-03-01,79,79
CARAPARI,consultas odontologicas,restauraciones,2006-03-01,35,35
CARIPUYO,consultas odontologicas,restauraciones,2006-03-01,49,49
CARMEN RIVERO TORREZ,consultas odontologicas,restauraciones,2006-03-01,6,6
CATACORA,consultas odontologicas,restauraciones,2006-03-01,10,10
CHALLAPATA,consultas odontologicas,restauraciones,2006-03-01,117,117
CHAQUI,consultas odontologicas,restauraciones,2006-03-01,10,10
CHARAGUA,consultas odontologicas,restauraciones,2006-03-01,56,56
CHIMORE,consultas odontologicas,restauraciones,2006-03-01,128,128
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,restauraciones,2006-03-01,30,30
CLIZA,consultas odontologicas,restauraciones,2006-03-01,89,89
COBIJA,consultas odontologicas,restauraciones,2006-03-01,162,162
COCHABAMBA,consultas odontologicas,restauraciones,2006-03-01,5947,5947
COLCAPIRHUA,consultas odontologicas,restauraciones,2006-03-01,149,149
COLLANA,consultas odontologicas,restauraciones,2006-03-01,10,10
COLOMI,consultas odontologicas,restauraciones,2006-03-01,97,97
COLPA BELGICA,consultas odontologicas,restauraciones,2006-03-01,118,118
COLQUECHACA,consultas odontologicas,restauraciones,2006-03-01,7,7
COLQUENCHA,consultas odontologicas,restauraciones,2006-03-01,7,7
COLQUIRI,consultas odontologicas,restauraciones,2006-03-01,68,68
COMANCHE,consultas odontologicas,restauraciones,2006-03-01,2,2
COMARAPA,consultas odontologicas,restauraciones,2006-03-01,219,219
COPACABANA,consultas odontologicas,restauraciones,2006-03-01,57,57
CORIPATA,consultas odontologicas,restauraciones,2006-03-01,59,59
CORO CORO,consultas odontologicas,restauraciones,2006-03-01,7,7
COROICO,consultas odontologicas,restauraciones,2006-03-01,167,167
CORQUE,consultas odontologicas,restauraciones,2006-03-01,6,6
COTAGAITA,consultas odontologicas,restauraciones,2006-03-01,171,171
COTOCA,consultas odontologicas,restauraciones,2006-03-01,52,52
CUEVO,consultas odontologicas,restauraciones,2006-03-01,21,21
CULPINA,consultas odontologicas,restauraciones,2006-03-01,94,94
CURAHUARA DE CARANGAS,consultas odontologicas,restauraciones,2006-03-01,7,7
DESAGUADERO,consultas odontologicas,restauraciones,2006-03-01,14,14
EL ALTO,consultas odontologicas,restauraciones,2006-03-01,6704,6704
EL PUENTE(TJA),consultas odontologicas,restauraciones,2006-03-01,21,21
EL TORNO,consultas odontologicas,restauraciones,2006-03-01,165,165
EL VILLAR,consultas odontologicas,restauraciones,2006-03-01,26,26
ENTRE RIOS,consultas odontologicas,restauraciones,2006-03-01,78,78
ENTRE RIOS,consultas odontologicas,restauraciones,2006-03-01,56,56
EUCALIPTUS,consultas odontologicas,restauraciones,2006-03-01,20,20
EUREKA (SANTOS MERCADO),consultas odontologicas,restauraciones,2006-03-01,15,15
FERNANDEZ ALONSO,consultas odontologicas,restauraciones,2006-03-01,106,106
FILADELFIA,consultas odontologicas,restauraciones,2006-03-01,16,16
GENERAL SAAVEDRA,consultas odontologicas,restauraciones,2006-03-01,55,55
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,restauraciones,2006-03-01,53,53
GUANAY,consultas odontologicas,restauraciones,2006-03-01,83,83
GUAQUI,consultas odontologicas,restauraciones,2006-03-01,38,38
GUAYARAMERIN,consultas odontologicas,restauraciones,2006-03-01,81,81
GUTIERREZ,consultas odontologicas,restauraciones,2006-03-01,15,15
HUACARETA,consultas odontologicas,restauraciones,2006-03-01,27,27
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,restauraciones,2006-03-01,26,26
HUACHACALLA,consultas odontologicas,restauraciones,2006-03-01,24,24
HUANUNI,consultas odontologicas,restauraciones,2006-03-01,35,35
HUARACAJE,consultas odontologicas,restauraciones,2006-03-01,36,36
HUAYLLAMARCA,consultas odontologicas,restauraciones,2006-03-01,13,13
ICLA,consultas odontologicas,restauraciones,2006-03-01,89,89
INCAHUASI,consultas odontologicas,restauraciones,2006-03-01,110,110
INQUISIVI,consultas odontologicas,restauraciones,2006-03-01,16,16
IRUPANA (VILLA DE LANZA),consultas odontologicas,restauraciones,2006-03-01,88,88
IXIAMAS,consultas odontologicas,restauraciones,2006-03-01,68,68
JESUS DE MACHACA,consultas odontologicas,restauraciones,2006-03-01,34,34
LA ASUNTA,consultas odontologicas,restauraciones,2006-03-01,46,46
LA GUARDIA,consultas odontologicas,restauraciones,2006-03-01,331,331
LA PAZ,consultas odontologicas,restauraciones,2006-03-01,11688,11688
LAGUNILLAS,consultas odontologicas,restauraciones,2006-03-01,15,15
LAJA,consultas odontologicas,restauraciones,2006-03-01,14,14
LICOMA PAMPA,consultas odontologicas,restauraciones,2006-03-01,14,14
LLALLAGUA,consultas odontologicas,restauraciones,2006-03-01,204,204
LLICA,consultas odontologicas,restauraciones,2006-03-01,15,15
LORETO,consultas odontologicas,restauraciones,2006-03-01,7,7
LURIBAY,consultas odontologicas,restauraciones,2006-03-01,13,13
MACHACAMARCA,consultas odontologicas,restauraciones,2006-03-01,22,22
MACHARETI,consultas odontologicas,restauraciones,2006-03-01,53,53
MAGDALENA,consultas odontologicas,restauraciones,2006-03-01,20,20
MAIRANA,consultas odontologicas,restauraciones,2006-03-01,98,98
MAPIRI,consultas odontologicas,restauraciones,2006-03-01,24,24
MECAPACA,consultas odontologicas,restauraciones,2006-03-01,21,21
MINEROS,consultas odontologicas,restauraciones,2006-03-01,28,28
MIZQUE,consultas odontologicas,restauraciones,2006-03-01,72,72
MOCOMOCO,consultas odontologicas,restauraciones,2006-03-01,2,2
MOJOCOYA,consultas odontologicas,restauraciones,2006-03-01,25,25
MONTEAGUDO,consultas odontologicas,restauraciones,2006-03-01,37,37
MONTERO,consultas odontologicas,restauraciones,2006-03-01,376,376
MORO MORO,consultas odontologicas,restauraciones,2006-03-01,20,20
MOROCHATA,consultas odontologicas,restauraciones,2006-03-01,37,37
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,restauraciones,2006-03-01,8,8
OCURI,consultas odontologicas,restauraciones,2006-03-01,32,32
OKINAWA,consultas odontologicas,restauraciones,2006-03-01,46,46
OMEREQUE,consultas odontologicas,restauraciones,2006-03-01,45,45
ORURO,consultas odontologicas,restauraciones,2006-03-01,2093,2093
PADCAYA,consultas odontologicas,restauraciones,2006-03-01,69,69
PADILLA,consultas odontologicas,restauraciones,2006-03-01,75,75
PALCA,consultas odontologicas,restauraciones,2006-03-01,1,1
PALOS BLANCOS,consultas odontologicas,restauraciones,2006-03-01,58,58
PAMPA AULLAGAS,consultas odontologicas,restauraciones,2006-03-01,25,25
PAMPA GRANDE,consultas odontologicas,restauraciones,2006-03-01,20,20
PAPEL PAMPA,consultas odontologicas,restauraciones,2006-03-01,3,3
PATACAMAYA,consultas odontologicas,restauraciones,2006-03-01,2,2
PAZÑA,consultas odontologicas,restauraciones,2006-03-01,35,35
POCOATA,consultas odontologicas,restauraciones,2006-03-01,12,12
POJO (CBBA),consultas odontologicas,restauraciones,2006-03-01,57,57
POOPO,consultas odontologicas,restauraciones,2006-03-01,90,90
PORCO,consultas odontologicas,restauraciones,2006-03-01,5,5
POROMA,consultas odontologicas,restauraciones,2006-03-01,72,72
PORONGO,consultas odontologicas,restauraciones,2006-03-01,27,27
PORTACHUELO,consultas odontologicas,restauraciones,2006-03-01,148,148
PORVENIR,consultas odontologicas,restauraciones,2006-03-01,11,11
POTOSI,consultas odontologicas,restauraciones,2006-03-01,541,541
PRESTO,consultas odontologicas,restauraciones,2006-03-01,16,16
PUCARA,consultas odontologicas,restauraciones,2006-03-01,16,16
PUCARANI,consultas odontologicas,restauraciones,2006-03-01,46,46
PUERTO ACOSTA,consultas odontologicas,restauraciones,2006-03-01,36,36
PUERTO CARABUCO,consultas odontologicas,restauraciones,2006-03-01,11,11
PUERTO GONZALO MORENO,consultas odontologicas,restauraciones,2006-03-01,20,20
PUERTO QUIJARRO,consultas odontologicas,restauraciones,2006-03-01,77,77
PUERTO RICO,consultas odontologicas,restauraciones,2006-03-01,11,11
PUERTO SUAREZ,consultas odontologicas,restauraciones,2006-03-01,111,111
PUERTO VILLARROEL,consultas odontologicas,restauraciones,2006-03-01,128,128
PUNA,consultas odontologicas,restauraciones,2006-03-01,113,113
PUNATA,consultas odontologicas,restauraciones,2006-03-01,218,218
QUIABAYA,consultas odontologicas,restauraciones,2006-03-01,9,9
QUILLACOLLO,consultas odontologicas,restauraciones,2006-03-01,752,752
QUIME,consultas odontologicas,restauraciones,2006-03-01,165,165
QUIRUSILLAS,consultas odontologicas,restauraciones,2006-03-01,31,31
RAVELO,consultas odontologicas,restauraciones,2006-03-01,10,10
REYES,consultas odontologicas,restauraciones,2006-03-01,64,64
RIBERALTA,consultas odontologicas,restauraciones,2006-03-01,76,76
RURRENABAQUE,consultas odontologicas,restauraciones,2006-03-01,11,11
SABAYA,consultas odontologicas,restauraciones,2006-03-01,14,14
SACABA,consultas odontologicas,restauraciones,2006-03-01,684,684
SACACA,consultas odontologicas,restauraciones,2006-03-01,49,49
SAIPINA,consultas odontologicas,restauraciones,2006-03-01,67,67
SALINAS DE GARCI MENDOZA,consultas odontologicas,restauraciones,2006-03-01,41,41
SAMAIPATA,consultas odontologicas,restauraciones,2006-03-01,199,199
SAN AGUSTIN,consultas odontologicas,restauraciones,2006-03-01,2,2
SAN BENITO,consultas odontologicas,restauraciones,2006-03-01,80,80
SAN BORJA,consultas odontologicas,restauraciones,2006-03-01,134,134
SAN BUENA VENTURA,consultas odontologicas,restauraciones,2006-03-01,88,88
SAN CARLOS,consultas odontologicas,restauraciones,2006-03-01,87,87
SAN IGNACIO,consultas odontologicas,restauraciones,2006-03-01,59,59
SAN IGNACIO DE VELASCO,consultas odontologicas,restauraciones,2006-03-01,265,265
