,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN JULIAN,internaciones,contrareferidos,2024-07-01,1,0,1,0,1
SAN LUCAS,internaciones,contrareferidos,2024-07-01,1,1,1,1,2
SAN RAMON SCZ,internaciones,contrareferidos,2024-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2024-07-01,713,2158,713,2158,2871
SHINAOTA,internaciones,contrareferidos,2024-07-01,1,1,1,1,2
SUCRE,internaciones,contrareferidos,2024-07-01,462,1026,462,1026,1488
TARABUCO,internaciones,contrareferidos,2024-07-01,20,58,20,58,78
TARIJA,internaciones,contrareferidos,2024-07-01,83,272,83,272,355
TOTORA(CBBA),internaciones,contrareferidos,2024-07-01,0,1,0,1,1
TRINIDAD,internaciones,contrareferidos,2024-07-01,119,309,119,309,428
TUPIZA,internaciones,contrareferidos,2024-07-01,45,70,45,70,115
VALLEGRANDE,internaciones,contrareferidos,2024-07-01,1,3,1,3,4
VIACHA,internaciones,contrareferidos,2024-07-01,0,3,0,3,3
VILLA MONTES,internaciones,contrareferidos,2024-07-01,5,10,5,10,15
VILLA TUNARI,internaciones,contrareferidos,2024-07-01,48,124,48,124,172
VILLAZON,internaciones,contrareferidos,2024-07-01,2,5,2,5,7
VINTO,internaciones,contrareferidos,2024-07-01,24,99,24,99,123
WARNES,internaciones,contrareferidos,2024-07-01,28,169,28,169,197
YACUIBA,internaciones,contrareferidos,2024-07-01,80,195,80,195,275
YAPACANI,internaciones,contrareferidos,2024-07-01,2,1,2,1,3
AIQUILE,internaciones,contrareferidos,2024-08-01,5,5,5,5,10
ARAMPAMPA,internaciones,contrareferidos,2024-08-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2024-08-01,8,10,8,10,18
BERMEJO,internaciones,contrareferidos,2024-08-01,50,109,50,109,159
CAMARGO,internaciones,contrareferidos,2024-08-01,8,17,8,17,25
CAMIRI,internaciones,contrareferidos,2024-08-01,9,80,9,80,89
CARANAVI,internaciones,contrareferidos,2024-08-01,10,40,10,40,50
CHALLAPATA,internaciones,contrareferidos,2024-08-01,2,10,2,10,12
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2024-08-01,5,26,5,26,31
COBIJA,internaciones,contrareferidos,2024-08-01,95,146,95,146,241
COCHABAMBA,internaciones,contrareferidos,2024-08-01,322,803,322,803,1125
COROICO,internaciones,contrareferidos,2024-08-01,24,46,24,46,70
COTOCA,internaciones,contrareferidos,2024-08-01,100,162,100,162,262
EL ALTO,internaciones,contrareferidos,2024-08-01,450,1023,450,1023,1473
EL PUENTE(STC),internaciones,contrareferidos,2024-08-01,1,2,1,2,3
ENTRE RIOS TRJ,internaciones,contrareferidos,2024-08-01,2,0,2,0,2
ENTRE RIOS CBBA,internaciones,contrareferidos,2024-08-01,0,1,0,1,1
ESCOMA,internaciones,contrareferidos,2024-08-01,0,4,0,4,4
GUAYARAMERIN,internaciones,contrareferidos,2024-08-01,36,130,36,130,166
HUACARETA,internaciones,contrareferidos,2024-08-01,1,0,1,0,1
HUANUNI,internaciones,contrareferidos,2024-08-01,12,45,12,45,57
HUMANATA,internaciones,contrareferidos,2024-08-01,1,1,1,1,2
LA PAZ,internaciones,contrareferidos,2024-08-01,200,811,200,811,1011
MONTEAGUDO,internaciones,contrareferidos,2024-08-01,15,34,15,34,49
MONTERO,internaciones,contrareferidos,2024-08-01,139,349,139,349,488
OCURI,internaciones,contrareferidos,2024-08-01,0,0,0,0,0
ORURO,internaciones,contrareferidos,2024-08-01,142,505,142,505,647
PADILLA,internaciones,contrareferidos,2024-08-01,24,65,24,65,89
POJO (CBBA),internaciones,contrareferidos,2024-08-01,1,0,1,0,1
PORTACHUELO,internaciones,contrareferidos,2024-08-01,4,2,4,2,6
POTOSI,internaciones,contrareferidos,2024-08-01,204,407,204,407,611
PUERTO QUIJARRO,internaciones,contrareferidos,2024-08-01,1,1,1,1,2
PUERTO VILLARROEL,internaciones,contrareferidos,2024-08-01,120,204,120,204,324
PUNATA,internaciones,contrareferidos,2024-08-01,107,258,107,258,365
QUILLACOLLO,internaciones,contrareferidos,2024-08-01,0,90,0,90,90
RIBERALTA,internaciones,contrareferidos,2024-08-01,118,363,118,363,481
ROBORE,internaciones,contrareferidos,2024-08-01,0,4,0,4,4
SACABA,internaciones,contrareferidos,2024-08-01,4,2,4,2,6
SAN BUENA VENTURA,internaciones,contrareferidos,2024-08-01,6,11,6,11,17
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2024-08-01,19,38,19,38,57
SAN LUCAS,internaciones,contrareferidos,2024-08-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2024-08-01,574,2121,574,2121,2695
SHINAOTA,internaciones,contrareferidos,2024-08-01,2,0,2,0,2
SUCRE,internaciones,contrareferidos,2024-08-01,411,921,411,921,1332
TARABUCO,internaciones,contrareferidos,2024-08-01,23,57,23,57,80
TARIJA,internaciones,contrareferidos,2024-08-01,74,226,74,226,300
TOTORA(CBBA),internaciones,contrareferidos,2024-08-01,0,1,0,1,1
TRINIDAD,internaciones,contrareferidos,2024-08-01,100,288,100,288,388
TUPIZA,internaciones,contrareferidos,2024-08-01,52,86,52,86,138
VALLEGRANDE,internaciones,contrareferidos,2024-08-01,4,5,4,5,9
VILLA MONTES,internaciones,contrareferidos,2024-08-01,8,22,8,22,30
VILLA TUNARI,internaciones,contrareferidos,2024-08-01,44,151,44,151,195
VILLAZON,internaciones,contrareferidos,2024-08-01,0,5,0,5,5
VINTO,internaciones,contrareferidos,2024-08-01,17,126,17,126,143
WARNES,internaciones,contrareferidos,2024-08-01,41,134,41,134,175
YACUIBA,internaciones,contrareferidos,2024-08-01,126,216,126,216,342
YAPACANI,internaciones,contrareferidos,2024-08-01,1,1,1,1,2
ACHACACHI,internaciones,contrareferidos,2024-09-01,0,1,0,1,1
AIQUILE,internaciones,contrareferidos,2024-09-01,0,3,0,3,3
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2024-09-01,6,10,6,10,16
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2024-09-01,0,2,0,2,2
AZURDUY,internaciones,contrareferidos,2024-09-01,0,1,0,1,1
BERMEJO,internaciones,contrareferidos,2024-09-01,66,124,66,124,190
CAMARGO,internaciones,contrareferidos,2024-09-01,12,14,12,14,26
CAMIRI,internaciones,contrareferidos,2024-09-01,0,69,0,69,69
CARANAVI,internaciones,contrareferidos,2024-09-01,17,67,17,67,84
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2024-09-01,1,2,1,2,3
CHALLAPATA,internaciones,contrareferidos,2024-09-01,5,18,5,18,23
CHARAGUA,internaciones,contrareferidos,2024-09-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2024-09-01,5,17,5,17,22
CLIZA,internaciones,contrareferidos,2024-09-01,0,1,0,1,1
COBIJA,internaciones,contrareferidos,2024-09-01,94,137,94,137,231
COCHABAMBA,internaciones,contrareferidos,2024-09-01,333,874,333,874,1207
"COLCHA ""K""",internaciones,contrareferidos,2024-09-01,0,2,0,2,2
COMARAPA,internaciones,contrareferidos,2024-09-01,2,2,2,2,4
COROICO,internaciones,contrareferidos,2024-09-01,18,31,18,31,49
COTOCA,internaciones,contrareferidos,2024-09-01,81,190,81,190,271
EL ALTO,internaciones,contrareferidos,2024-09-01,418,1140,418,1140,1558
ENTRE RIOS TRJ,internaciones,contrareferidos,2024-09-01,0,1,0,1,1
ESCOMA,internaciones,contrareferidos,2024-09-01,0,1,0,1,1
FERNANDEZ ALONSO,internaciones,contrareferidos,2024-09-01,1,0,1,0,1
HUANUNI,internaciones,contrareferidos,2024-09-01,19,41,19,41,60
LA PAZ,internaciones,contrareferidos,2024-09-01,111,762,111,762,873
LLALLAGUA,internaciones,contrareferidos,2024-09-01,1,2,1,2,3
MACHARETI,internaciones,contrareferidos,2024-09-01,2,0,2,0,2
MAIRANA,internaciones,contrareferidos,2024-09-01,0,7,0,7,7
MONTEAGUDO,internaciones,contrareferidos,2024-09-01,18,28,18,28,46
MONTERO,internaciones,contrareferidos,2024-09-01,76,302,76,302,378
ORURO,internaciones,contrareferidos,2024-09-01,183,555,183,555,738
PADILLA,internaciones,contrareferidos,2024-09-01,23,37,23,37,60
POSTRER VALLE,internaciones,contrareferidos,2024-09-01,1,0,1,0,1
POTOSI,internaciones,contrareferidos,2024-09-01,221,397,221,397,618
PUERTO QUIJARRO,internaciones,contrareferidos,2024-09-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,contrareferidos,2024-09-01,1,3,1,3,4
PUERTO VILLARROEL,internaciones,contrareferidos,2024-09-01,130,220,130,220,350
PUNATA,internaciones,contrareferidos,2024-09-01,116,211,116,211,327
QUILLACOLLO,internaciones,contrareferidos,2024-09-01,0,93,0,93,93
RIBERALTA,internaciones,contrareferidos,2024-09-01,101,383,101,383,484
SACABA,internaciones,contrareferidos,2024-09-01,0,3,0,3,3
SAN IGNACIO,internaciones,contrareferidos,2024-09-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2024-09-01,17,41,17,41,58
SAN JULIAN,internaciones,contrareferidos,2024-09-01,0,1,0,1,1
SAN LUCAS,internaciones,contrareferidos,2024-09-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2024-09-01,630,1719,630,1719,2349
SANTA ROSA DEL SARA,internaciones,contrareferidos,2024-09-01,0,1,0,1,1
SHINAOTA,internaciones,contrareferidos,2024-09-01,1,0,1,0,1
SUCRE,internaciones,contrareferidos,2024-09-01,426,890,426,890,1316
TARABUCO,internaciones,contrareferidos,2024-09-01,20,44,20,44,64
TARIJA,internaciones,contrareferidos,2024-09-01,44,228,44,228,272
TRINIDAD,internaciones,contrareferidos,2024-09-01,114,299,114,299,413
TUPIZA,internaciones,contrareferidos,2024-09-01,22,85,22,85,107
UYUNI,internaciones,contrareferidos,2024-09-01,0,3,0,3,3
VIACHA,internaciones,contrareferidos,2024-09-01,0,16,0,16,16
VILLA MONTES,internaciones,contrareferidos,2024-09-01,3,20,3,20,23
VILLA TUNARI,internaciones,contrareferidos,2024-09-01,40,132,40,132,172
VILLAZON,internaciones,contrareferidos,2024-09-01,3,1,3,1,4
VINTO,internaciones,contrareferidos,2024-09-01,30,127,30,127,157
WARNES,internaciones,contrareferidos,2024-09-01,143,49,143,49,192
YACUIBA,internaciones,contrareferidos,2024-09-01,147,268,147,268,415
YAPACANI,internaciones,contrareferidos,2024-09-01,0,1,0,1,1
ACHACACHI,internaciones,contrareferidos,2024-10-01,1,1,1,1,2
AIQUILE,internaciones,contrareferidos,2024-10-01,3,9,3,9,12
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2024-10-01,19,15,19,15,34
AZURDUY,internaciones,contrareferidos,2024-10-01,0,1,0,1,1
BELLA FLOR,internaciones,contrareferidos,2024-10-01,0,1,0,1,1
BERMEJO,internaciones,contrareferidos,2024-10-01,63,94,63,94,157
CAMARGO,internaciones,contrareferidos,2024-10-01,11,24,11,24,35
CAMIRI,internaciones,contrareferidos,2024-10-01,0,54,0,54,54
CARANAVI,internaciones,contrareferidos,2024-10-01,15,53,15,53,68
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2024-10-01,1,1,1,1,2
CHALLAPATA,internaciones,contrareferidos,2024-10-01,12,12,12,12,24
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2024-10-01,7,19,7,19,26
COBIJA,internaciones,contrareferidos,2024-10-01,83,188,83,188,271
COCHABAMBA,internaciones,contrareferidos,2024-10-01,411,881,411,881,1292
"COLCHA ""K""",internaciones,contrareferidos,2024-10-01,0,1,0,1,1
COROICO,internaciones,contrareferidos,2024-10-01,12,33,12,33,45
COTOCA,internaciones,contrareferidos,2024-10-01,79,165,79,165,244
EL ALTO,internaciones,contrareferidos,2024-10-01,527,1044,527,1044,1571
ENTRE RIOS CBBA,internaciones,contrareferidos,2024-10-01,0,1,0,1,1
ESCOMA,internaciones,contrareferidos,2024-10-01,0,8,0,8,8
GUAYARAMERIN,internaciones,contrareferidos,2024-10-01,63,145,63,145,208
HUANUNI,internaciones,contrareferidos,2024-10-01,13,50,13,50,63
LA PAZ,internaciones,contrareferidos,2024-10-01,106,708,106,708,814
LLALLAGUA,internaciones,contrareferidos,2024-10-01,5,6,5,6,11
MAIRANA,internaciones,contrareferidos,2024-10-01,0,9,0,9,9
MONTEAGUDO,internaciones,contrareferidos,2024-10-01,22,35,22,35,57
MONTERO,internaciones,contrareferidos,2024-10-01,188,374,188,374,562
OCURI,internaciones,contrareferidos,2024-10-01,0,1,0,1,1
ORURO,internaciones,contrareferidos,2024-10-01,173,531,173,531,704
PADILLA,internaciones,contrareferidos,2024-10-01,7,41,7,41,48
PAZÑA,internaciones,contrareferidos,2024-10-01,0,1,0,1,1
POTOSI,internaciones,contrareferidos,2024-10-01,203,364,203,364,567
PUERTO QUIJARRO,internaciones,contrareferidos,2024-10-01,2,0,2,0,2
PUERTO SUAREZ,internaciones,contrareferidos,2024-10-01,3,1,3,1,4
PUERTO VILLARROEL,internaciones,contrareferidos,2024-10-01,130,227,130,227,357
PUNATA,internaciones,contrareferidos,2024-10-01,121,259,121,259,380
QUILLACOLLO,internaciones,contrareferidos,2024-10-01,0,21,0,21,21
RIBERALTA,internaciones,contrareferidos,2024-10-01,109,390,109,390,499
SACABA,internaciones,contrareferidos,2024-10-01,3,3,3,3,6
SAN BORJA,internaciones,contrareferidos,2024-10-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,contrareferidos,2024-10-01,30,57,30,57,87
SAN IGNACIO,internaciones,contrareferidos,2024-10-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2024-10-01,13,25,13,25,38
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2024-10-01,0,1,0,1,1
SAN JULIAN,internaciones,contrareferidos,2024-10-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2024-10-01,624,2078,624,2078,2702
SHINAOTA,internaciones,contrareferidos,2024-10-01,2,2,2,2,4
SORATA,internaciones,contrareferidos,2024-10-01,2,0,2,0,2
SUCRE,internaciones,contrareferidos,2024-10-01,442,962,442,962,1404
TARABUCO,internaciones,contrareferidos,2024-10-01,39,35,39,35,74
TARIJA,internaciones,contrareferidos,2024-10-01,53,157,53,157,210
TARVITA,internaciones,contrareferidos,2024-10-01,0,3,0,3,3
TRINIDAD,internaciones,contrareferidos,2024-10-01,144,325,144,325,469
TUPIZA,internaciones,contrareferidos,2024-10-01,21,78,21,78,99
VALLEGRANDE,internaciones,contrareferidos,2024-10-01,8,4,8,4,12
VIACHA,internaciones,contrareferidos,2024-10-01,1,2,1,2,3
VILLA MONTES,internaciones,contrareferidos,2024-10-01,10,16,10,16,26
VILLA TUNARI,internaciones,contrareferidos,2024-10-01,32,141,32,141,173
VILLAZON,internaciones,contrareferidos,2024-10-01,6,2,6,2,8
VINTO,internaciones,contrareferidos,2024-10-01,32,125,32,125,157
WARNES,internaciones,contrareferidos,2024-10-01,65,154,65,154,219
YACUIBA,internaciones,contrareferidos,2024-10-01,122,222,122,222,344
ACHACACHI,internaciones,contrareferidos,2024-11-01,5,4,5,4,9
AIQUILE,internaciones,contrareferidos,2024-11-01,3,8,3,8,11
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2024-11-01,4,20,4,20,24
BERMEJO,internaciones,contrareferidos,2024-11-01,67,103,67,103,170
CAMARGO,internaciones,contrareferidos,2024-11-01,12,10,12,10,22
CAMIRI,internaciones,contrareferidos,2024-11-01,0,82,0,82,82
CARANAVI,internaciones,contrareferidos,2024-11-01,21,37,21,37,58
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2024-11-01,0,1,0,1,1
CHALLAPATA,internaciones,contrareferidos,2024-11-01,10,22,10,22,32
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2024-11-01,6,16,6,16,22
COBIJA,internaciones,contrareferidos,2024-11-01,83,144,83,144,227
COCHABAMBA,internaciones,contrareferidos,2024-11-01,279,723,279,723,1002
COMARAPA,internaciones,contrareferidos,2024-11-01,1,4,1,4,5
COROICO,internaciones,contrareferidos,2024-11-01,10,31,10,31,41
COTOCA,internaciones,contrareferidos,2024-11-01,58,150,58,150,208
EL ALTO,internaciones,contrareferidos,2024-11-01,415,1055,415,1055,1470
EL TORNO,internaciones,contrareferidos,2024-11-01,1,0,1,0,1
ENTRE RIOS CBBA,internaciones,contrareferidos,2024-11-01,1,0,1,0,1
ESCOMA,internaciones,contrareferidos,2024-11-01,3,10,3,10,13
GUAYARAMERIN,internaciones,contrareferidos,2024-11-01,69,128,69,128,197
HUANUNI,internaciones,contrareferidos,2024-11-01,11,37,11,37,48
LA PAZ,internaciones,contrareferidos,2024-11-01,105,672,105,672,777
LLALLAGUA,internaciones,contrareferidos,2024-11-01,2,6,2,6,8
MAIRANA,internaciones,contrareferidos,2024-11-01,0,7,0,7,7
MONTEAGUDO,internaciones,contrareferidos,2024-11-01,23,36,23,36,59
MONTERO,internaciones,contrareferidos,2024-11-01,84,72,84,72,156
ORURO,internaciones,contrareferidos,2024-11-01,189,537,189,537,726
PADILLA,internaciones,contrareferidos,2024-11-01,13,40,13,40,53
PORTACHUELO,internaciones,contrareferidos,2024-11-01,1,0,1,0,1
POTOSI,internaciones,contrareferidos,2024-11-01,237,390,237,390,627
PUERTO QUIJARRO,internaciones,contrareferidos,2024-11-01,0,3,0,3,3
PUERTO VILLARROEL,internaciones,contrareferidos,2024-11-01,94,187,94,187,281
PUNATA,internaciones,contrareferidos,2024-11-01,89,193,89,193,282
QUILLACOLLO,internaciones,contrareferidos,2024-11-01,0,12,0,12,12
REYES,internaciones,contrareferidos,2024-11-01,1,0,1,0,1
RIBERALTA,internaciones,contrareferidos,2024-11-01,105,314,105,314,419
SACABA,internaciones,contrareferidos,2024-11-01,0,2,0,2,2
SAN BUENA VENTURA,internaciones,contrareferidos,2024-11-01,7,7,7,7,14
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2024-11-01,8,19,8,19,27
SAN JULIAN,internaciones,contrareferidos,2024-11-01,1,0,1,0,1
SAN PEDRO,internaciones,contrareferidos,2024-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2024-11-01,700,1358,700,1358,2058
SANTA ROSA DEL SARA,internaciones,contrareferidos,2024-11-01,1,1,1,1,2
SANTUARIO DE QUILLACAS,internaciones,contrareferidos,2024-11-01,1,0,1,0,1
SHINAOTA,internaciones,contrareferidos,2024-11-01,1,0,1,0,1
SUCRE,internaciones,contrareferidos,2024-11-01,402,891,402,891,1293
TARABUCO,internaciones,contrareferidos,2024-11-01,18,48,18,48,66
TARIJA,internaciones,contrareferidos,2024-11-01,71,264,71,264,335
TOTORA(CBBA),internaciones,contrareferidos,2024-11-01,2,6,2,6,8
TRINIDAD,internaciones,contrareferidos,2024-11-01,72,281,72,281,353
TUPIZA,internaciones,contrareferidos,2024-11-01,5,69,5,69,74
VALLEGRANDE,internaciones,contrareferidos,2024-11-01,7,4,7,4,11
VIACHA,internaciones,contrareferidos,2024-11-01,3,17,3,17,20
VILLA MONTES,internaciones,contrareferidos,2024-11-01,4,15,4,15,19
VILLA TUNARI,internaciones,contrareferidos,2024-11-01,38,116,38,116,154
VILLAZON,internaciones,contrareferidos,2024-11-01,0,3,0,3,3
VINTO,internaciones,contrareferidos,2024-11-01,15,119,15,119,134
WARNES,internaciones,contrareferidos,2024-11-01,45,159,45,159,204
YACUIBA,internaciones,contrareferidos,2024-11-01,154,219,154,219,373
ACHACACHI,internaciones,contrareferidos,2024-12-01,2,2,2,2,4
AIQUILE,internaciones,contrareferidos,2024-12-01,2,3,2,3,5
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2024-12-01,2,8,2,8,10
BERMEJO,internaciones,contrareferidos,2024-12-01,62,94,62,94,156
CAMARGO,internaciones,contrareferidos,2024-12-01,9,23,9,23,32
CARANAVI,internaciones,contrareferidos,2024-12-01,16,43,16,43,59
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2024-12-01,0,2,0,2,2
CHALLAPATA,internaciones,contrareferidos,2024-12-01,7,16,7,16,23
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2024-12-01,4,12,4,12,16
CLIZA,internaciones,contrareferidos,2024-12-01,0,1,0,1,1
COCHABAMBA,internaciones,contrareferidos,2024-12-01,293,786,293,786,1079
COLCAPIRHUA,internaciones,contrareferidos,2024-12-01,0,1,0,1,1
COROICO,internaciones,contrareferidos,2024-12-01,18,33,18,33,51
COTAGAITA,internaciones,contrareferidos,2024-12-01,1,0,1,0,1
COTOCA,internaciones,contrareferidos,2024-12-01,57,159,57,159,216
EL ALTO,internaciones,contrareferidos,2024-12-01,397,1113,397,1113,1510
EL TORNO,internaciones,contrareferidos,2024-12-01,1,0,1,0,1
ESCOMA,internaciones,contrareferidos,2024-12-01,0,10,0,10,10
GUAYARAMERIN,internaciones,contrareferidos,2024-12-01,32,125,32,125,157
HUANUNI,internaciones,contrareferidos,2024-12-01,5,30,5,30,35
LA PAZ,internaciones,contrareferidos,2024-12-01,100,653,100,653,753
LLALLAGUA,internaciones,contrareferidos,2024-12-01,1,0,1,0,1
MACHARETI,internaciones,contrareferidos,2024-12-01,0,1,0,1,1
MAIRANA,internaciones,contrareferidos,2024-12-01,0,4,0,4,4
MONTEAGUDO,internaciones,contrareferidos,2024-12-01,13,14,13,14,27
MONTERO,internaciones,contrareferidos,2024-12-01,153,348,153,348,501
ORURO,internaciones,contrareferidos,2024-12-01,188,542,188,542,730
PADILLA,internaciones,contrareferidos,2024-12-01,10,18,10,18,28
POTOSI,internaciones,contrareferidos,2024-12-01,204,377,204,377,581
PUERTO QUIJARRO,internaciones,contrareferidos,2024-12-01,2,2,2,2,4
PUNATA,internaciones,contrareferidos,2024-12-01,103,203,103,203,306
QUILLACOLLO,internaciones,contrareferidos,2024-12-01,1,63,1,63,64
RIBERALTA,internaciones,contrareferidos,2024-12-01,94,308,94,308,402
SACABA,internaciones,contrareferidos,2024-12-01,0,2,0,2,2
SAN BUENA VENTURA,internaciones,contrareferidos,2024-12-01,6,8,6,8,14
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2024-12-01,22,38,22,38,60
SAN JULIAN,internaciones,contrareferidos,2024-12-01,0,2,0,2,2
SAN MIGUEL DE VELASCO,internaciones,contrareferidos,2024-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2024-12-01,461,1130,461,1130,1591
SANTA ROSA DEL SARA,internaciones,contrareferidos,2024-12-01,0,2,0,2,2
SUCRE,internaciones,contrareferidos,2024-12-01,368,831,368,831,1199
TARABUCO,internaciones,contrareferidos,2024-12-01,18,38,18,38,56
TARIJA,internaciones,contrareferidos,2024-12-01,56,217,56,217,273
TRINIDAD,internaciones,contrareferidos,2024-12-01,87,257,87,257,344
TUPIZA,internaciones,contrareferidos,2024-12-01,12,52,12,52,64
VALLEGRANDE,internaciones,contrareferidos,2024-12-01,5,5,5,5,10
VILLA MONTES,internaciones,contrareferidos,2024-12-01,4,17,4,17,21
VILLA TUNARI,internaciones,contrareferidos,2024-12-01,31,127,31,127,158
VINTO,internaciones,contrareferidos,2024-12-01,24,135,24,135,159
YACUIBA,internaciones,contrareferidos,2024-12-01,115,242,115,242,357
