municipality,group,variable,month,Egresos,TOTAL
VILA VILA,internaciones,egresos,2009-02-01,3,3
VILLA MONTES,internaciones,egresos,2009-02-01,284,284
VILLA RIVERO,internaciones,egresos,2009-02-01,7,7
VILLA SERRANO,internaciones,egresos,2009-02-01,11,11
VILLA TUNARI,internaciones,egresos,2009-02-01,348,348
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2009-02-01,10,10
VILLAZON,internaciones,egresos,2009-02-01,196,196
VINTO,internaciones,egresos,2009-02-01,146,146
VITICHI,internaciones,egresos,2009-02-01,5,5
WARNES,internaciones,egresos,2009-02-01,122,122
YACUIBA,internaciones,egresos,2009-02-01,892,892
YAMPARAEZ,internaciones,egresos,2009-02-01,3,3
YANACACHI,internaciones,egresos,2009-02-01,3,3
YAPACANI,internaciones,egresos,2009-02-01,399,399
YOCALLA,internaciones,egresos,2009-02-01,1,1
YOTALA,internaciones,egresos,2009-02-01,23,23
ZUDAÑEZ,internaciones,egresos,2009-02-01,20,20
ACACIO,internaciones,egresos,2009-03-01,14,14
ACHACACHI,internaciones,egresos,2009-03-01,54,54
ACHOCALLA,internaciones,egresos,2009-03-01,3,3
AIQUILE,internaciones,egresos,2009-03-01,131,131
ALALAY,internaciones,egresos,2009-03-01,1,1
ALCALA,internaciones,egresos,2009-03-01,6,6
ANCORAIMES,internaciones,egresos,2009-03-01,17,17
ANDAMARCA,internaciones,egresos,2009-03-01,2,2
ANTEQUERA,internaciones,egresos,2009-03-01,1,1
ANZALDO,internaciones,egresos,2009-03-01,3,3
APOLO,internaciones,egresos,2009-03-01,27,27
ARANI,internaciones,egresos,2009-03-01,17,17
ARBIETO,internaciones,egresos,2009-03-01,7,7
ARQUE,internaciones,egresos,2009-03-01,3,3
ASCENCION DE GUARAYOS,internaciones,egresos,2009-03-01,231,231
ATOCHA,internaciones,egresos,2009-03-01,44,44
AUCAPATA,internaciones,egresos,2009-03-01,1,1
AYATA,internaciones,egresos,2009-03-01,2,2
AYO AYO,internaciones,egresos,2009-03-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2009-03-01,56,56
AZURDUY,internaciones,egresos,2009-03-01,22,22
BATALLAS,internaciones,egresos,2009-03-01,22,22
BAURES,internaciones,egresos,2009-03-01,25,25
BERMEJO,internaciones,egresos,2009-03-01,294,294
BETANZOS,internaciones,egresos,2009-03-01,53,53
BOYUIBE,internaciones,egresos,2009-03-01,69,69
BUENA VISTA,internaciones,egresos,2009-03-01,115,115
CABEZAS,internaciones,egresos,2009-03-01,34,34
CAJUATA,internaciones,egresos,2009-03-01,13,13
CALAMARCA,internaciones,egresos,2009-03-01,3,3
CAMARGO,internaciones,egresos,2009-03-01,220,220
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2009-03-01,4,4
CAMIRI,internaciones,egresos,2009-03-01,594,594
CAPINOTA,internaciones,egresos,2009-03-01,66,66
CARACOLLO,internaciones,egresos,2009-03-01,30,30
CARANAVI,internaciones,egresos,2009-03-01,184,184
CARIPUYO,internaciones,egresos,2009-03-01,4,4
CARMEN RIVERO TORREZ,internaciones,egresos,2009-03-01,32,32
CHALLAPATA,internaciones,egresos,2009-03-01,86,86
CHAQUI,internaciones,egresos,2009-03-01,2,2
CHARAGUA,internaciones,egresos,2009-03-01,288,288
CHAYANTA,internaciones,egresos,2009-03-01,27,27
CHIMORE,internaciones,egresos,2009-03-01,40,40
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2009-03-01,103,103
CHUMA,internaciones,egresos,2009-03-01,1,1
CLIZA,internaciones,egresos,2009-03-01,42,42
COBIJA,internaciones,egresos,2009-03-01,505,505
COCHABAMBA,internaciones,egresos,2009-03-01,7224,7224
COLCAPIRHUA,internaciones,egresos,2009-03-01,167,167
"COLCHA ""K""",internaciones,egresos,2009-03-01,1,1
COLOMI,internaciones,egresos,2009-03-01,21,21
COLPA BELGICA,internaciones,egresos,2009-03-01,33,33
COLQUECHACA,internaciones,egresos,2009-03-01,4,4
COLQUENCHA,internaciones,egresos,2009-03-01,1,1
COLQUIRI,internaciones,egresos,2009-03-01,24,24
COMANCHE,internaciones,egresos,2009-03-01,1,1
COMARAPA,internaciones,egresos,2009-03-01,102,102
COMBAYA,internaciones,egresos,2009-03-01,1,1
CONCEPCION,internaciones,egresos,2009-03-01,119,119
COPACABANA,internaciones,egresos,2009-03-01,26,26
CORIPATA,internaciones,egresos,2009-03-01,16,16
CORO CORO,internaciones,egresos,2009-03-01,1,1
COROICO,internaciones,egresos,2009-03-01,133,133
COTAGAITA,internaciones,egresos,2009-03-01,26,26
COTOCA,internaciones,egresos,2009-03-01,141,141
CUATRO CAÑADAS,internaciones,egresos,2009-03-01,101,101
CUEVO,internaciones,egresos,2009-03-01,15,15
CULPINA,internaciones,egresos,2009-03-01,52,52
CURAHUARA DE CARANGAS,internaciones,egresos,2009-03-01,29,29
DESAGUADERO,internaciones,egresos,2009-03-01,4,4
EL ALTO,internaciones,egresos,2009-03-01,2968,2968
EL PUENTE(STC),internaciones,egresos,2009-03-01,32,32
EL TORNO,internaciones,egresos,2009-03-01,247,247
EL VILLAR,internaciones,egresos,2009-03-01,7,7
ENTRE RIOS,internaciones,egresos,2009-03-01,22,22
ENTRE RIOS,internaciones,egresos,2009-03-01,27,27
EUCALIPTUS,internaciones,egresos,2009-03-01,3,3
EXALTACION,internaciones,egresos,2009-03-01,3,3
FERNANDEZ ALONSO,internaciones,egresos,2009-03-01,52,52
GENERAL SAAVEDRA,internaciones,egresos,2009-03-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2009-03-01,2,2
GUANAY,internaciones,egresos,2009-03-01,33,33
GUAQUI,internaciones,egresos,2009-03-01,6,6
GUAYARAMERIN,internaciones,egresos,2009-03-01,545,545
GUTIERREZ,internaciones,egresos,2009-03-01,17,17
HUACARETA,internaciones,egresos,2009-03-01,19,19
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2009-03-01,3,3
HUACHACALLA,internaciones,egresos,2009-03-01,3,3
HUANUNI,internaciones,egresos,2009-03-01,36,36
HUARACAJE,internaciones,egresos,2009-03-01,20,20
ICLA,internaciones,egresos,2009-03-01,7,7
INCAHUASI,internaciones,egresos,2009-03-01,14,14
INQUISIVI,internaciones,egresos,2009-03-01,5,5
IRUPANA (VILLA DE LANZA),internaciones,egresos,2009-03-01,32,32
IXIAMAS,internaciones,egresos,2009-03-01,34,34
JESUS DE MACHACA,internaciones,egresos,2009-03-01,16,16
LA ASUNTA,internaciones,egresos,2009-03-01,69,69
LA GUARDIA,internaciones,egresos,2009-03-01,290,290
LA PAZ,internaciones,egresos,2009-03-01,7291,7291
LAGUNILLAS,internaciones,egresos,2009-03-01,25,25
LAJA,internaciones,egresos,2009-03-01,3,3
LAS CARRERAS,internaciones,egresos,2009-03-01,3,3
LICOMA PAMPA,internaciones,egresos,2009-03-01,1,1
LLALLAGUA,internaciones,egresos,2009-03-01,196,196
LURIBAY,internaciones,egresos,2009-03-01,9,9
MACHARETI,internaciones,egresos,2009-03-01,14,14
MAGDALENA,internaciones,egresos,2009-03-01,119,119
MAIRANA,internaciones,egresos,2009-03-01,45,45
MAPIRI,internaciones,egresos,2009-03-01,24,24
MECAPACA,internaciones,egresos,2009-03-01,4,4
MINEROS,internaciones,egresos,2009-03-01,24,24
MIZQUE,internaciones,egresos,2009-03-01,65,65
MOJOCOYA,internaciones,egresos,2009-03-01,15,15
MONTEAGUDO,internaciones,egresos,2009-03-01,161,161
MONTERO,internaciones,egresos,2009-03-01,731,731
MOROCHATA,internaciones,egresos,2009-03-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2009-03-01,7,7
OCURI,internaciones,egresos,2009-03-01,29,29
OKINAWA,internaciones,egresos,2009-03-01,23,23
OMEREQUE,internaciones,egresos,2009-03-01,8,8
ORURO,internaciones,egresos,2009-03-01,2166,2166
PADILLA,internaciones,egresos,2009-03-01,110,110
PAILON,internaciones,egresos,2009-03-01,172,172
PALCA,internaciones,egresos,2009-03-01,2,2
PALOS BLANCOS,internaciones,egresos,2009-03-01,76,76
PAMPA GRANDE,internaciones,egresos,2009-03-01,31,31
PAPEL PAMPA,internaciones,egresos,2009-03-01,3,3
PASORAPA,internaciones,egresos,2009-03-01,6,6
PATACAMAYA,internaciones,egresos,2009-03-01,48,48
PELECHUCO,internaciones,egresos,2009-03-01,3,3
POCOATA,internaciones,egresos,2009-03-01,6,6
POCONA,internaciones,egresos,2009-03-01,23,23
POJO (CBBA),internaciones,egresos,2009-03-01,12,12
POOPO,internaciones,egresos,2009-03-01,5,5
PORCO,internaciones,egresos,2009-03-01,3,3
POROMA,internaciones,egresos,2009-03-01,14,14
PORONGO,internaciones,egresos,2009-03-01,13,13
PORTACHUELO,internaciones,egresos,2009-03-01,206,206
PORVENIR,internaciones,egresos,2009-03-01,1,1
POSTRER VALLE,internaciones,egresos,2009-03-01,1,1
POTOSI,internaciones,egresos,2009-03-01,1642,1642
PRESTO,internaciones,egresos,2009-03-01,6,6
PUCARA,internaciones,egresos,2009-03-01,4,4
PUCARANI,internaciones,egresos,2009-03-01,6,6
PUERTO ACOSTA,internaciones,egresos,2009-03-01,60,60
PUERTO CARABUCO,internaciones,egresos,2009-03-01,1,1
PUERTO QUIJARRO,internaciones,egresos,2009-03-01,72,72
PUERTO RICO,internaciones,egresos,2009-03-01,38,38
PUERTO SILES,internaciones,egresos,2009-03-01,7,7
PUERTO SUAREZ,internaciones,egresos,2009-03-01,164,164
PUERTO VILLARROEL,internaciones,egresos,2009-03-01,233,233
PUNA,internaciones,egresos,2009-03-01,35,35
PUNATA,internaciones,egresos,2009-03-01,232,232
QUILLACOLLO,internaciones,egresos,2009-03-01,280,280
QUIME,internaciones,egresos,2009-03-01,4,4
QUIRUSILLAS,internaciones,egresos,2009-03-01,3,3
RAVELO,internaciones,egresos,2009-03-01,4,4
REYES,internaciones,egresos,2009-03-01,41,41
RIBERALTA,internaciones,egresos,2009-03-01,673,673
ROBORE,internaciones,egresos,2009-03-01,174,174
RURRENABAQUE,internaciones,egresos,2009-03-01,136,136
SACABA,internaciones,egresos,2009-03-01,420,420
SACABAMBA,internaciones,egresos,2009-03-01,24,24
SACACA,internaciones,egresos,2009-03-01,19,19
SAIPINA,internaciones,egresos,2009-03-01,23,23
SALINAS DE GARCI MENDOZA,internaciones,egresos,2009-03-01,1,1
SAMAIPATA,internaciones,egresos,2009-03-01,28,28
SAN ANDRES,internaciones,egresos,2009-03-01,5,5
SAN ANTONIO DE LOMERIO,internaciones,egresos,2009-03-01,20,20
SAN BENITO,internaciones,egresos,2009-03-01,17,17
SAN BORJA,internaciones,egresos,2009-03-01,163,163
SAN BUENA VENTURA,internaciones,egresos,2009-03-01,46,46
SAN CARLOS,internaciones,egresos,2009-03-01,159,159
SAN IGNACIO,internaciones,egresos,2009-03-01,63,63
SAN IGNACIO DE VELASCO,internaciones,egresos,2009-03-01,562,562
SAN JAVIER(STC),internaciones,egresos,2009-03-01,101,101
SAN JOAQUIN,internaciones,egresos,2009-03-01,41,41
SAN JOSE DE CHIQUITOS,internaciones,egresos,2009-03-01,217,217
SAN JUAN DE YAPACANI,internaciones,egresos,2009-03-01,164,164
SAN JULIAN,internaciones,egresos,2009-03-01,211,211
SAN LORENZO(PND),internaciones,egresos,2009-03-01,12,12
SAN LUCAS,internaciones,egresos,2009-03-01,44,44
SAN MATIAS,internaciones,egresos,2009-03-01,109,109
SAN MIGUEL DE VELASCO,internaciones,egresos,2009-03-01,90,90
SAN PEDRO,internaciones,egresos,2009-03-01,14,14
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2009-03-01,14,14
SAN PEDRO DE TIQUINA,internaciones,egresos,2009-03-01,1,1
SAN RAFAEL,internaciones,egresos,2009-03-01,48,48
SAN RAMON,internaciones,egresos,2009-03-01,58,58
SAN RAMON,internaciones,egresos,2009-03-01,18,18
SANTA ANA,internaciones,egresos,2009-03-01,122,122
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2009-03-01,11684,11684
SANTA ROSA,internaciones,egresos,2009-03-01,57,57
SANTA ROSA DEL SARA,internaciones,egresos,2009-03-01,57,57
SANTIAGO DE CALLAPA,internaciones,egresos,2009-03-01,3,3
SANTIAGO DE MACHACA,internaciones,egresos,2009-03-01,2,2
SANTIVAÑES,internaciones,egresos,2009-03-01,6,6
SAPAHAQUI,internaciones,egresos,2009-03-01,3,3
SENA,internaciones,egresos,2009-03-01,20,20
SICA SICA (VILLA AROMA),internaciones,egresos,2009-03-01,8,8
SIPE SIPE,internaciones,egresos,2009-03-01,20,20
SOPACHUY,internaciones,egresos,2009-03-01,28,28
SORACACHI,internaciones,egresos,2009-03-01,1,1
SORATA,internaciones,egresos,2009-03-01,23,23
SUCRE,internaciones,egresos,2009-03-01,3442,3442
TACACOMA,internaciones,egresos,2009-03-01,4,4
TACOPAYA,internaciones,egresos,2009-03-01,5,5
TAPACARI,internaciones,egresos,2009-03-01,11,11
TARABUCO,internaciones,egresos,2009-03-01,86,86
TARACO,internaciones,egresos,2009-03-01,1,1
TARATA,internaciones,egresos,2009-03-01,7,7
TARIJA,internaciones,egresos,2009-03-01,1740,1740
TARVITA,internaciones,egresos,2009-03-01,53,53
TEOPONTE,internaciones,egresos,2009-03-01,8,8
TIAWANACU,internaciones,egresos,2009-03-01,9,9
TIPUANI,internaciones,egresos,2009-03-01,35,35
TIQUIPAYA,internaciones,egresos,2009-03-01,111,111
TIRAQUE (CBBA),internaciones,egresos,2009-03-01,205,205
TOCO,internaciones,egresos,2009-03-01,1,1
TOLATA,internaciones,egresos,2009-03-01,5,5
TOMAVE,internaciones,egresos,2009-03-01,6,6
TOMINA,internaciones,egresos,2009-03-01,21,21
TORO TORO,internaciones,egresos,2009-03-01,4,4
TOTORA(CBBA),internaciones,egresos,2009-03-01,24,24
TOTORA(ORR),internaciones,egresos,2009-03-01,1,1
TRIGAL,internaciones,egresos,2009-03-01,9,9
TRINIDAD,internaciones,egresos,2009-03-01,1101,1101
TUPIZA,internaciones,egresos,2009-03-01,194,194
UNCIA,internaciones,egresos,2009-03-01,178,178
URUBICHA,internaciones,egresos,2009-03-01,61,61
UYUNI,internaciones,egresos,2009-03-01,55,55
VACAS,internaciones,egresos,2009-03-01,10,10
VALLEGRANDE,internaciones,egresos,2009-03-01,185,185
VIACHA,internaciones,egresos,2009-03-01,112,112
VILA VILA,internaciones,egresos,2009-03-01,3,3
VILLA MONTES,internaciones,egresos,2009-03-01,296,296
VILLA RIVERO,internaciones,egresos,2009-03-01,1,1
VILLA SERRANO,internaciones,egresos,2009-03-01,23,23
VILLA TUNARI,internaciones,egresos,2009-03-01,220,220
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2009-03-01,19,19
VILLAZON,internaciones,egresos,2009-03-01,186,186
VINTO,internaciones,egresos,2009-03-01,127,127
VITICHI,internaciones,egresos,2009-03-01,6,6
WARNES,internaciones,egresos,2009-03-01,1,1
YACO,internaciones,egresos,2009-03-01,1,1
YACUIBA,internaciones,egresos,2009-03-01,854,854
YAMPARAEZ,internaciones,egresos,2009-03-01,15,15
YANACACHI,internaciones,egresos,2009-03-01,3,3
YAPACANI,internaciones,egresos,2009-03-01,500,500
YOTALA,internaciones,egresos,2009-03-01,24,24
ZUDAÑEZ,internaciones,egresos,2009-03-01,33,33
ACACIO,internaciones,egresos,2009-04-01,2,2
ACHACACHI,internaciones,egresos,2009-04-01,61,61
AIQUILE,internaciones,egresos,2009-04-01,128,128
ALALAY,internaciones,egresos,2009-04-01,1,1
ALCALA,internaciones,egresos,2009-04-01,5,5
ANCORAIMES,internaciones,egresos,2009-04-01,14,14
ANTEQUERA,internaciones,egresos,2009-04-01,2,2
ANZALDO,internaciones,egresos,2009-04-01,2,2
APOLO,internaciones,egresos,2009-04-01,19,19
ARAMPAMPA,internaciones,egresos,2009-04-01,1,1
ARANI,internaciones,egresos,2009-04-01,7,7
ARBIETO,internaciones,egresos,2009-04-01,11,11
ARQUE,internaciones,egresos,2009-04-01,4,4
ASCENCION DE GUARAYOS,internaciones,egresos,2009-04-01,191,191
ATOCHA,internaciones,egresos,2009-04-01,42,42
AYATA,internaciones,egresos,2009-04-01,3,3
AYO AYO,internaciones,egresos,2009-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2009-04-01,45,45
AZURDUY,internaciones,egresos,2009-04-01,26,26
BATALLAS,internaciones,egresos,2009-04-01,14,14
BAURES,internaciones,egresos,2009-04-01,24,24
BELEN DE ANDAMARCA,internaciones,egresos,2009-04-01,1,1
BERMEJO,internaciones,egresos,2009-04-01,247,247
BETANZOS,internaciones,egresos,2009-04-01,42,42
BOYUIBE,internaciones,egresos,2009-04-01,55,55
CABEZAS,internaciones,egresos,2009-04-01,26,26
CAIROMA,internaciones,egresos,2009-04-01,5,5
"CAIZA ""D""",internaciones,egresos,2009-04-01,2,2
CAJUATA,internaciones,egresos,2009-04-01,16,16
CALACOTO,internaciones,egresos,2009-04-01,1,1
CALAMARCA,internaciones,egresos,2009-04-01,6,6
CAMARGO,internaciones,egresos,2009-04-01,117,117
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2009-04-01,2,2
CAMIRI,internaciones,egresos,2009-04-01,498,498
CAPINOTA,internaciones,egresos,2009-04-01,60,60
CAQUIAVIRI,internaciones,egresos,2009-04-01,2,2
CARACOLLO,internaciones,egresos,2009-04-01,29,29
CARANAVI,internaciones,egresos,2009-04-01,200,200
CARMEN RIVERO TORREZ,internaciones,egresos,2009-04-01,28,28
CHALLAPATA,internaciones,egresos,2009-04-01,125,125
CHAQUI,internaciones,egresos,2009-04-01,3,3
CHARAGUA,internaciones,egresos,2009-04-01,188,188
CHAYANTA,internaciones,egresos,2009-04-01,23,23
CHIMORE,internaciones,egresos,2009-04-01,27,27
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2009-04-01,75,75
CHUMA,internaciones,egresos,2009-04-01,2,2
CLIZA,internaciones,egresos,2009-04-01,55,55
COBIJA,internaciones,egresos,2009-04-01,515,515
COCHABAMBA,internaciones,egresos,2009-04-01,7165,7165
COLCAPIRHUA,internaciones,egresos,2009-04-01,143,143
COLOMI,internaciones,egresos,2009-04-01,24,24
COLPA BELGICA,internaciones,egresos,2009-04-01,32,32
COLQUECHACA,internaciones,egresos,2009-04-01,4,4
COLQUENCHA,internaciones,egresos,2009-04-01,3,3
COLQUIRI,internaciones,egresos,2009-04-01,26,26
COMANCHE,internaciones,egresos,2009-04-01,1,1
COMARAPA,internaciones,egresos,2009-04-01,106,106
CONCEPCION,internaciones,egresos,2009-04-01,112,112
COPACABANA,internaciones,egresos,2009-04-01,16,16
CORIPATA,internaciones,egresos,2009-04-01,13,13
CORO CORO,internaciones,egresos,2009-04-01,2,2
COROICO,internaciones,egresos,2009-04-01,103,103
COTAGAITA,internaciones,egresos,2009-04-01,23,23
COTOCA,internaciones,egresos,2009-04-01,135,135
CUATRO CAÑADAS,internaciones,egresos,2009-04-01,54,54
CUEVO,internaciones,egresos,2009-04-01,11,11
CULPINA,internaciones,egresos,2009-04-01,51,51
CURAHUARA DE CARANGAS,internaciones,egresos,2009-04-01,24,24
DESAGUADERO,internaciones,egresos,2009-04-01,5,5
EL ALTO,internaciones,egresos,2009-04-01,2908,2908
EL PUENTE(STC),internaciones,egresos,2009-04-01,33,33
EL TORNO,internaciones,egresos,2009-04-01,213,213
EL VILLAR,internaciones,egresos,2009-04-01,5,5
ENTRE RIOS,internaciones,egresos,2009-04-01,26,26
ENTRE RIOS,internaciones,egresos,2009-04-01,29,29
EUCALIPTUS,internaciones,egresos,2009-04-01,7,7
EXALTACION,internaciones,egresos,2009-04-01,8,8
FERNANDEZ ALONSO,internaciones,egresos,2009-04-01,34,34
FILADELFIA,internaciones,egresos,2009-04-01,9,9
GENERAL SAAVEDRA,internaciones,egresos,2009-04-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2009-04-01,5,5
GUANAY,internaciones,egresos,2009-04-01,34,34
GUAQUI,internaciones,egresos,2009-04-01,6,6
GUAYARAMERIN,internaciones,egresos,2009-04-01,492,492
GUTIERREZ,internaciones,egresos,2009-04-01,32,32
HUACARETA,internaciones,egresos,2009-04-01,24,24
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2009-04-01,1,1
HUANUNI,internaciones,egresos,2009-04-01,37,37
HUARACAJE,internaciones,egresos,2009-04-01,7,7
ICLA,internaciones,egresos,2009-04-01,6,6
INCAHUASI,internaciones,egresos,2009-04-01,22,22
INQUISIVI,internaciones,egresos,2009-04-01,2,2
IRUPANA (VILLA DE LANZA),internaciones,egresos,2009-04-01,23,23
IXIAMAS,internaciones,egresos,2009-04-01,37,37
JESUS DE MACHACA,internaciones,egresos,2009-04-01,9,9
LA ASUNTA,internaciones,egresos,2009-04-01,61,61
LA GUARDIA,internaciones,egresos,2009-04-01,162,162
LA PAZ,internaciones,egresos,2009-04-01,7233,7233
LAJA,internaciones,egresos,2009-04-01,6,6
LAS CARRERAS,internaciones,egresos,2009-04-01,6,6
LLALLAGUA,internaciones,egresos,2009-04-01,227,227
LURIBAY,internaciones,egresos,2009-04-01,9,9
MACHARETI,internaciones,egresos,2009-04-01,8,8
MAGDALENA,internaciones,egresos,2009-04-01,88,88
MAIRANA,internaciones,egresos,2009-04-01,55,55
MALLA,internaciones,egresos,2009-04-01,1,1
MAPIRI,internaciones,egresos,2009-04-01,16,16
MECAPACA,internaciones,egresos,2009-04-01,5,5
MINEROS,internaciones,egresos,2009-04-01,23,23
MIZQUE,internaciones,egresos,2009-04-01,65,65
MOCOMOCO,internaciones,egresos,2009-04-01,2,2
MOJOCOYA,internaciones,egresos,2009-04-01,6,6
MONTEAGUDO,internaciones,egresos,2009-04-01,187,187
MONTERO,internaciones,egresos,2009-04-01,709,709
MORO MORO,internaciones,egresos,2009-04-01,1,1
MOROCHATA,internaciones,egresos,2009-04-01,12,12
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2009-04-01,7,7
OCURI,internaciones,egresos,2009-04-01,13,13
OKINAWA,internaciones,egresos,2009-04-01,6,6
OMEREQUE,internaciones,egresos,2009-04-01,11,11
ORURO,internaciones,egresos,2009-04-01,2233,2233
PADILLA,internaciones,egresos,2009-04-01,86,86
PAILON,internaciones,egresos,2009-04-01,113,113
PALCA,internaciones,egresos,2009-04-01,1,1
PALOS BLANCOS,internaciones,egresos,2009-04-01,69,69
PAMPA GRANDE,internaciones,egresos,2009-04-01,20,20
PAPEL PAMPA,internaciones,egresos,2009-04-01,1,1
PASORAPA,internaciones,egresos,2009-04-01,2,2
PATACAMAYA,internaciones,egresos,2009-04-01,61,61
POCOATA,internaciones,egresos,2009-04-01,5,5
POCONA,internaciones,egresos,2009-04-01,12,12
POJO (CBBA),internaciones,egresos,2009-04-01,6,6
POOPO,internaciones,egresos,2009-04-01,1,1
POROMA,internaciones,egresos,2009-04-01,13,13
PORONGO,internaciones,egresos,2009-04-01,17,17
PORTACHUELO,internaciones,egresos,2009-04-01,181,181
PORVENIR,internaciones,egresos,2009-04-01,3,3
POSTRER VALLE,internaciones,egresos,2009-04-01,1,1
POTOSI,internaciones,egresos,2009-04-01,1513,1513
PRESTO,internaciones,egresos,2009-04-01,12,12
PUCARA,internaciones,egresos,2009-04-01,3,3
PUCARANI,internaciones,egresos,2009-04-01,6,6
PUERTO ACOSTA,internaciones,egresos,2009-04-01,45,45
PUERTO CARABUCO,internaciones,egresos,2009-04-01,1,1
PUERTO QUIJARRO,internaciones,egresos,2009-04-01,45,45
PUERTO RICO,internaciones,egresos,2009-04-01,38,38
PUERTO SILES,internaciones,egresos,2009-04-01,7,7
PUERTO SUAREZ,internaciones,egresos,2009-04-01,119,119
PUERTO VILLARROEL,internaciones,egresos,2009-04-01,211,211
PUNA,internaciones,egresos,2009-04-01,27,27
PUNATA,internaciones,egresos,2009-04-01,316,316
QUILLACOLLO,internaciones,egresos,2009-04-01,253,253
QUIME,internaciones,egresos,2009-04-01,7,7
QUIRUSILLAS,internaciones,egresos,2009-04-01,5,5
RAVELO,internaciones,egresos,2009-04-01,7,7
REYES,internaciones,egresos,2009-04-01,37,37
RIBERALTA,internaciones,egresos,2009-04-01,755,755
ROBORE,internaciones,egresos,2009-04-01,136,136
RURRENABAQUE,internaciones,egresos,2009-04-01,143,143
SACABA,internaciones,egresos,2009-04-01,438,438
SACABAMBA,internaciones,egresos,2009-04-01,14,14
SACACA,internaciones,egresos,2009-04-01,22,22
SAIPINA,internaciones,egresos,2009-04-01,31,31
SAMAIPATA,internaciones,egresos,2009-04-01,19,19
SAN ANDRES,internaciones,egresos,2009-04-01,4,4
SAN ANDRES DE MACHACA,internaciones,egresos,2009-04-01,1,1
SAN ANTONIO DE LOMERIO,internaciones,egresos,2009-04-01,12,12
SAN BORJA,internaciones,egresos,2009-04-01,176,176
SAN BUENA VENTURA,internaciones,egresos,2009-04-01,72,72
SAN CARLOS,internaciones,egresos,2009-04-01,135,135
SAN IGNACIO,internaciones,egresos,2009-04-01,59,59
SAN IGNACIO DE VELASCO,internaciones,egresos,2009-04-01,546,546
SAN JAVIER(STC),internaciones,egresos,2009-04-01,68,68
SAN JOAQUIN,internaciones,egresos,2009-04-01,46,46
SAN JOSE DE CHIQUITOS,internaciones,egresos,2009-04-01,149,149
SAN JUAN DE YAPACANI,internaciones,egresos,2009-04-01,112,112
SAN JULIAN,internaciones,egresos,2009-04-01,230,230
SAN LORENZO(PND),internaciones,egresos,2009-04-01,12,12
SAN LORENZO(TJA),internaciones,egresos,2009-04-01,11,11
SAN LUCAS,internaciones,egresos,2009-04-01,43,43
SAN MATIAS,internaciones,egresos,2009-04-01,774,774
SAN MIGUEL DE VELASCO,internaciones,egresos,2009-04-01,80,80
SAN PEDRO,internaciones,egresos,2009-04-01,15,15
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2009-04-01,19,19
SAN PEDRO DE CURAHUARA,internaciones,egresos,2009-04-01,1,1
SAN RAFAEL,internaciones,egresos,2009-04-01,39,39
SAN RAMON,internaciones,egresos,2009-04-01,51,51
SAN RAMON,internaciones,egresos,2009-04-01,24,24
SANTA ANA,internaciones,egresos,2009-04-01,126,126
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2009-04-01,9990,9990
SANTA ROSA,internaciones,egresos,2009-04-01,43,43
SANTA ROSA DEL SARA,internaciones,egresos,2009-04-01,73,73
SANTIAGO DE CALLAPA,internaciones,egresos,2009-04-01,2,2
SANTIAGO DE MACHACA,internaciones,egresos,2009-04-01,5,5
SANTIVAÑES,internaciones,egresos,2009-04-01,2,2
SAPAHAQUI,internaciones,egresos,2009-04-01,2,2
SICA SICA (VILLA AROMA),internaciones,egresos,2009-04-01,9,9
SIPE SIPE,internaciones,egresos,2009-04-01,22,22
SOPACHUY,internaciones,egresos,2009-04-01,34,34
SORACACHI,internaciones,egresos,2009-04-01,3,3
SORATA,internaciones,egresos,2009-04-01,22,22
SUCRE,internaciones,egresos,2009-04-01,3334,3334
TACACOMA,internaciones,egresos,2009-04-01,3,3
TACOPAYA,internaciones,egresos,2009-04-01,2,2
TAPACARI,internaciones,egresos,2009-04-01,9,9
TARABUCO,internaciones,egresos,2009-04-01,64,64
TARACO,internaciones,egresos,2009-04-01,1,1
TARATA,internaciones,egresos,2009-04-01,3,3
TARIJA,internaciones,egresos,2009-04-01,1690,1690
TARVITA,internaciones,egresos,2009-04-01,47,47
TEOPONTE,internaciones,egresos,2009-04-01,10,10
TIAWANACU,internaciones,egresos,2009-04-01,11,11
TIPUANI,internaciones,egresos,2009-04-01,37,37
TIQUIPAYA,internaciones,egresos,2009-04-01,104,104
