municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
CAQUIAVIRI,internaciones,dias camas ocupadas maternidad,2009-04-01,2,2
CARACOLLO,internaciones,dias camas ocupadas maternidad,2009-04-01,42,42
CARANAVI,internaciones,dias camas ocupadas maternidad,2009-04-01,185,185
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas maternidad,2009-04-01,10,10
CHALLAPATA,internaciones,dias camas ocupadas maternidad,2009-04-01,138,138
CHAQUI,internaciones,dias camas ocupadas maternidad,2009-04-01,6,6
CHARAGUA,internaciones,dias camas ocupadas maternidad,2009-04-01,81,81
CHAYANTA,internaciones,dias camas ocupadas maternidad,2009-04-01,37,37
CHIMORE,internaciones,dias camas ocupadas maternidad,2009-04-01,10,10
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas maternidad,2009-04-01,41,41
CLIZA,internaciones,dias camas ocupadas maternidad,2009-04-01,36,36
COBIJA,internaciones,dias camas ocupadas maternidad,2009-04-01,417,417
COCHABAMBA,internaciones,dias camas ocupadas maternidad,2009-04-01,5113,5113
COLCAPIRHUA,internaciones,dias camas ocupadas maternidad,2009-04-01,122,122
COLOMI,internaciones,dias camas ocupadas maternidad,2009-04-01,36,36
COLPA BELGICA,internaciones,dias camas ocupadas maternidad,2009-04-01,19,19
COLQUECHACA,internaciones,dias camas ocupadas maternidad,2009-04-01,10,10
COLQUENCHA,internaciones,dias camas ocupadas maternidad,2009-04-01,3,3
COLQUIRI,internaciones,dias camas ocupadas maternidad,2009-04-01,28,28
COMANCHE,internaciones,dias camas ocupadas maternidad,2009-04-01,2,2
COMARAPA,internaciones,dias camas ocupadas maternidad,2009-04-01,137,137
CONCEPCION,internaciones,dias camas ocupadas maternidad,2009-04-01,64,64
COPACABANA,internaciones,dias camas ocupadas maternidad,2009-04-01,14,14
CORIPATA,internaciones,dias camas ocupadas maternidad,2009-04-01,9,9
CORO CORO,internaciones,dias camas ocupadas maternidad,2009-04-01,4,4
COROICO,internaciones,dias camas ocupadas maternidad,2009-04-01,51,51
COTAGAITA,internaciones,dias camas ocupadas maternidad,2009-04-01,25,25
COTOCA,internaciones,dias camas ocupadas maternidad,2009-04-01,139,139
CUATRO CAÑADAS,internaciones,dias camas ocupadas maternidad,2009-04-01,23,23
CUEVO,internaciones,dias camas ocupadas maternidad,2009-04-01,4,4
CULPINA,internaciones,dias camas ocupadas maternidad,2009-04-01,80,80
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas maternidad,2009-04-01,16,16
DESAGUADERO,internaciones,dias camas ocupadas maternidad,2009-04-01,5,5
EL ALTO,internaciones,dias camas ocupadas maternidad,2009-04-01,3047,3047
EL PUENTE(STC),internaciones,dias camas ocupadas maternidad,2009-04-01,25,25
EL TORNO,internaciones,dias camas ocupadas maternidad,2009-04-01,172,172
EL VILLAR,internaciones,dias camas ocupadas maternidad,2009-04-01,18,18
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2009-04-01,24,24
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2009-04-01,30,30
EUCALIPTUS,internaciones,dias camas ocupadas maternidad,2009-04-01,16,16
FERNANDEZ ALONSO,internaciones,dias camas ocupadas maternidad,2009-04-01,252,252
FILADELFIA,internaciones,dias camas ocupadas maternidad,2009-04-01,12,12
GENERAL SAAVEDRA,internaciones,dias camas ocupadas maternidad,2009-04-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas ocupadas maternidad,2009-04-01,6,6
GUANAY,internaciones,dias camas ocupadas maternidad,2009-04-01,37,37
GUAQUI,internaciones,dias camas ocupadas maternidad,2009-04-01,6,6
GUAYARAMERIN,internaciones,dias camas ocupadas maternidad,2009-04-01,357,357
GUTIERREZ,internaciones,dias camas ocupadas maternidad,2009-04-01,22,22
HUACARETA,internaciones,dias camas ocupadas maternidad,2009-04-01,26,26
HUANUNI,internaciones,dias camas ocupadas maternidad,2009-04-01,22,22
HUARACAJE,internaciones,dias camas ocupadas maternidad,2009-04-01,8,8
ICLA,internaciones,dias camas ocupadas maternidad,2009-04-01,10,10
INCAHUASI,internaciones,dias camas ocupadas maternidad,2009-04-01,74,74
INQUISIVI,internaciones,dias camas ocupadas maternidad,2009-04-01,5,5
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas maternidad,2009-04-01,7,7
IXIAMAS,internaciones,dias camas ocupadas maternidad,2009-04-01,13,13
JESUS DE MACHACA,internaciones,dias camas ocupadas maternidad,2009-04-01,23,23
LA ASUNTA,internaciones,dias camas ocupadas maternidad,2009-04-01,21,21
LA GUARDIA,internaciones,dias camas ocupadas maternidad,2009-04-01,50,50
LA PAZ,internaciones,dias camas ocupadas maternidad,2009-04-01,4874,4874
LAJA,internaciones,dias camas ocupadas maternidad,2009-04-01,12,12
LAS CARRERAS,internaciones,dias camas ocupadas maternidad,2009-04-01,6,6
LLALLAGUA,internaciones,dias camas ocupadas maternidad,2009-04-01,207,207
LLICA,internaciones,dias camas ocupadas maternidad,2009-04-01,8,8
LURIBAY,internaciones,dias camas ocupadas maternidad,2009-04-01,9,9
MACHACAMARCA,internaciones,dias camas ocupadas maternidad,2009-04-01,4,4
MACHARETI,internaciones,dias camas ocupadas maternidad,2009-04-01,20,20
MAGDALENA,internaciones,dias camas ocupadas maternidad,2009-04-01,80,80
MAIRANA,internaciones,dias camas ocupadas maternidad,2009-04-01,39,39
MALLA,internaciones,dias camas ocupadas maternidad,2009-04-01,2,2
MAPIRI,internaciones,dias camas ocupadas maternidad,2009-04-01,11,11
MECAPACA,internaciones,dias camas ocupadas maternidad,2009-04-01,5,5
MINEROS,internaciones,dias camas ocupadas maternidad,2009-04-01,52,52
MIZQUE,internaciones,dias camas ocupadas maternidad,2009-04-01,82,82
MOCOMOCO,internaciones,dias camas ocupadas maternidad,2009-04-01,3,3
MOJOCOYA,internaciones,dias camas ocupadas maternidad,2009-04-01,18,18
MONTEAGUDO,internaciones,dias camas ocupadas maternidad,2009-04-01,140,140
MONTERO,internaciones,dias camas ocupadas maternidad,2009-04-01,542,542
MORO MORO,internaciones,dias camas ocupadas maternidad,2009-04-01,4,4
MOROCHATA,internaciones,dias camas ocupadas maternidad,2009-04-01,15,15
OCURI,internaciones,dias camas ocupadas maternidad,2009-04-01,18,18
OKINAWA,internaciones,dias camas ocupadas maternidad,2009-04-01,16,16
OMEREQUE,internaciones,dias camas ocupadas maternidad,2009-04-01,5,5
ORURO,internaciones,dias camas ocupadas maternidad,2009-04-01,1481,1481
PADILLA,internaciones,dias camas ocupadas maternidad,2009-04-01,81,81
PAILON,internaciones,dias camas ocupadas maternidad,2009-04-01,51,51
PALCA,internaciones,dias camas ocupadas maternidad,2009-04-01,1,1
PALOS BLANCOS,internaciones,dias camas ocupadas maternidad,2009-04-01,64,64
PAMPA GRANDE,internaciones,dias camas ocupadas maternidad,2009-04-01,11,11
PAPEL PAMPA,internaciones,dias camas ocupadas maternidad,2009-04-01,2,2
PASORAPA,internaciones,dias camas ocupadas maternidad,2009-04-01,5,5
PATACAMAYA,internaciones,dias camas ocupadas maternidad,2009-04-01,44,44
PAZÑA,internaciones,dias camas ocupadas maternidad,2009-04-01,2,2
POCOATA,internaciones,dias camas ocupadas maternidad,2009-04-01,4,4
POCONA,internaciones,dias camas ocupadas maternidad,2009-04-01,19,19
POJO (CBBA),internaciones,dias camas ocupadas maternidad,2009-04-01,13,13
POROMA,internaciones,dias camas ocupadas maternidad,2009-04-01,33,33
PORONGO,internaciones,dias camas ocupadas maternidad,2009-04-01,10,10
PORTACHUELO,internaciones,dias camas ocupadas maternidad,2009-04-01,124,124
PORVENIR,internaciones,dias camas ocupadas maternidad,2009-04-01,4,4
POSTRER VALLE,internaciones,dias camas ocupadas maternidad,2009-04-01,2,2
POTOSI,internaciones,dias camas ocupadas maternidad,2009-04-01,1080,1080
PRESTO,internaciones,dias camas ocupadas maternidad,2009-04-01,13,13
PUCARA,internaciones,dias camas ocupadas maternidad,2009-04-01,3,3
PUCARANI,internaciones,dias camas ocupadas maternidad,2009-04-01,6,6
PUERTO ACOSTA,internaciones,dias camas ocupadas maternidad,2009-04-01,58,58
PUERTO CARABUCO,internaciones,dias camas ocupadas maternidad,2009-04-01,2,2
PUERTO QUIJARRO,internaciones,dias camas ocupadas maternidad,2009-04-01,40,40
PUERTO RICO,internaciones,dias camas ocupadas maternidad,2009-04-01,12,12
PUERTO SUAREZ,internaciones,dias camas ocupadas maternidad,2009-04-01,103,103
PUERTO VILLARROEL,internaciones,dias camas ocupadas maternidad,2009-04-01,179,179
PUNA,internaciones,dias camas ocupadas maternidad,2009-04-01,43,43
PUNATA,internaciones,dias camas ocupadas maternidad,2009-04-01,299,299
QUILLACOLLO,internaciones,dias camas ocupadas maternidad,2009-04-01,282,282
QUIME,internaciones,dias camas ocupadas maternidad,2009-04-01,6,6
QUIRUSILLAS,internaciones,dias camas ocupadas maternidad,2009-04-01,8,8
RAVELO,internaciones,dias camas ocupadas maternidad,2009-04-01,14,14
REYES,internaciones,dias camas ocupadas maternidad,2009-04-01,60,60
RIBERALTA,internaciones,dias camas ocupadas maternidad,2009-04-01,404,404
ROBORE,internaciones,dias camas ocupadas maternidad,2009-04-01,82,82
RURRENABAQUE,internaciones,dias camas ocupadas maternidad,2009-04-01,165,165
SACABA,internaciones,dias camas ocupadas maternidad,2009-04-01,330,330
SACABAMBA,internaciones,dias camas ocupadas maternidad,2009-04-01,11,11
SACACA,internaciones,dias camas ocupadas maternidad,2009-04-01,45,45
SAIPINA,internaciones,dias camas ocupadas maternidad,2009-04-01,14,14
SALINAS DE GARCI MENDOZA,internaciones,dias camas ocupadas maternidad,2009-04-01,15,15
SAMAIPATA,internaciones,dias camas ocupadas maternidad,2009-04-01,24,24
SAN ANDRES DE MACHACA,internaciones,dias camas ocupadas maternidad,2009-04-01,1,1
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas maternidad,2009-04-01,3,3
SAN BENITO,internaciones,dias camas ocupadas maternidad,2009-04-01,7,7
SAN BORJA,internaciones,dias camas ocupadas maternidad,2009-04-01,208,208
SAN BUENA VENTURA,internaciones,dias camas ocupadas maternidad,2009-04-01,33,33
SAN CARLOS,internaciones,dias camas ocupadas maternidad,2009-04-01,168,168
SAN IGNACIO,internaciones,dias camas ocupadas maternidad,2009-04-01,124,124
SAN IGNACIO DE VELASCO,internaciones,dias camas ocupadas maternidad,2009-04-01,358,358
SAN JAVIER(BNI),internaciones,dias camas ocupadas maternidad,2009-04-01,30,30
SAN JAVIER(STC),internaciones,dias camas ocupadas maternidad,2009-04-01,36,36
SAN JOAQUIN,internaciones,dias camas ocupadas maternidad,2009-04-01,14,14
SAN JOSE DE CHIQUITOS,internaciones,dias camas ocupadas maternidad,2009-04-01,143,143
SAN JUAN DE YAPACANI,internaciones,dias camas ocupadas maternidad,2009-04-01,31,31
SAN JULIAN,internaciones,dias camas ocupadas maternidad,2009-04-01,167,167
SAN LORENZO(PND),internaciones,dias camas ocupadas maternidad,2009-04-01,4,4
SAN LORENZO(TJA),internaciones,dias camas ocupadas maternidad,2009-04-01,40,40
SAN LUCAS,internaciones,dias camas ocupadas maternidad,2009-04-01,70,70
SAN MATIAS,internaciones,dias camas ocupadas maternidad,2009-04-01,31,31
SAN MIGUEL DE VELASCO,internaciones,dias camas ocupadas maternidad,2009-04-01,90,90
SAN PEDRO,internaciones,dias camas ocupadas maternidad,2009-04-01,13,13
SAN PEDRO DE BUENA VISTA,internaciones,dias camas ocupadas maternidad,2009-04-01,19,19
SAN PEDRO DE CURAHUARA,internaciones,dias camas ocupadas maternidad,2009-04-01,1,1
SAN RAFAEL,internaciones,dias camas ocupadas maternidad,2009-04-01,19,19
SAN RAMON,internaciones,dias camas ocupadas maternidad,2009-04-01,54,54
SAN RAMON,internaciones,dias camas ocupadas maternidad,2009-04-01,29,29
SANTA ANA,internaciones,dias camas ocupadas maternidad,2009-04-01,96,96
SANTA CRUZ DE LA SIERRA,internaciones,dias camas ocupadas maternidad,2009-04-01,4616,4616
SANTA ROSA,internaciones,dias camas ocupadas maternidad,2009-04-01,35,35
SANTA ROSA DEL SARA,internaciones,dias camas ocupadas maternidad,2009-04-01,36,36
SANTIAGO DE CALLAPA,internaciones,dias camas ocupadas maternidad,2009-04-01,2,2
SANTIAGO DE HUARI,internaciones,dias camas ocupadas maternidad,2009-04-01,7,7
SANTIAGO DE MACHACA,internaciones,dias camas ocupadas maternidad,2009-04-01,5,5
SANTIVAÑES,internaciones,dias camas ocupadas maternidad,2009-04-01,2,2
SAPAHAQUI,internaciones,dias camas ocupadas maternidad,2009-04-01,2,2
SICA SICA (VILLA AROMA),internaciones,dias camas ocupadas maternidad,2009-04-01,10,10
SICAYA,internaciones,dias camas ocupadas maternidad,2009-04-01,4,4
SIPE SIPE,internaciones,dias camas ocupadas maternidad,2009-04-01,28,28
SOPACHUY,internaciones,dias camas ocupadas maternidad,2009-04-01,22,22
SORACACHI,internaciones,dias camas ocupadas maternidad,2009-04-01,5,5
SORATA,internaciones,dias camas ocupadas maternidad,2009-04-01,17,17
SUCRE,internaciones,dias camas ocupadas maternidad,2009-04-01,2113,2113
TACACOMA,internaciones,dias camas ocupadas maternidad,2009-04-01,5,5
TACOPAYA,internaciones,dias camas ocupadas maternidad,2009-04-01,1,1
TARABUCO,internaciones,dias camas ocupadas maternidad,2009-04-01,76,76
TARATA,internaciones,dias camas ocupadas maternidad,2009-04-01,2,2
TARIJA,internaciones,dias camas ocupadas maternidad,2009-04-01,1188,1188
TARVITA,internaciones,dias camas ocupadas maternidad,2009-04-01,80,80
TEOPONTE,internaciones,dias camas ocupadas maternidad,2009-04-01,6,6
TIAWANACU,internaciones,dias camas ocupadas maternidad,2009-04-01,15,15
TIPUANI,internaciones,dias camas ocupadas maternidad,2009-04-01,17,17
TIQUIPAYA,internaciones,dias camas ocupadas maternidad,2009-04-01,118,118
TIRAQUE (CBBA),internaciones,dias camas ocupadas maternidad,2009-04-01,178,178
TOCO,internaciones,dias camas ocupadas maternidad,2009-04-01,4,4
TOLATA,internaciones,dias camas ocupadas maternidad,2009-04-01,2,2
TOLEDO,internaciones,dias camas ocupadas maternidad,2009-04-01,2,2
TOMAVE,internaciones,dias camas ocupadas maternidad,2009-04-01,6,6
TOMINA,internaciones,dias camas ocupadas maternidad,2009-04-01,30,30
TORO TORO,internaciones,dias camas ocupadas maternidad,2009-04-01,3,3
TOTORA(CBBA),internaciones,dias camas ocupadas maternidad,2009-04-01,69,69
TOTORA(ORR),internaciones,dias camas ocupadas maternidad,2009-04-01,12,12
TRIGAL,internaciones,dias camas ocupadas maternidad,2009-04-01,3,3
TRINIDAD,internaciones,dias camas ocupadas maternidad,2009-04-01,1037,1037
TUPIZA,internaciones,dias camas ocupadas maternidad,2009-04-01,203,203
TURCO,internaciones,dias camas ocupadas maternidad,2009-04-01,3,3
UMALA,internaciones,dias camas ocupadas maternidad,2009-04-01,2,2
UNCIA,internaciones,dias camas ocupadas maternidad,2009-04-01,142,142
URUBICHA,internaciones,dias camas ocupadas maternidad,2009-04-01,33,33
UYUNI,internaciones,dias camas ocupadas maternidad,2009-04-01,83,83
VACAS,internaciones,dias camas ocupadas maternidad,2009-04-01,5,5
VALLEGRANDE,internaciones,dias camas ocupadas maternidad,2009-04-01,118,118
VIACHA,internaciones,dias camas ocupadas maternidad,2009-04-01,76,76
VILA VILA,internaciones,dias camas ocupadas maternidad,2009-04-01,3,3
VILLA MONTES,internaciones,dias camas ocupadas maternidad,2009-04-01,126,126
VILLA RIVERO,internaciones,dias camas ocupadas maternidad,2009-04-01,6,6
VILLA SERRANO,internaciones,dias camas ocupadas maternidad,2009-04-01,49,49
VILLA TUNARI,internaciones,dias camas ocupadas maternidad,2009-04-01,308,308
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas ocupadas maternidad,2009-04-01,15,15
VILLAZON,internaciones,dias camas ocupadas maternidad,2009-04-01,157,157
VINTO,internaciones,dias camas ocupadas maternidad,2009-04-01,78,78
VITICHI,internaciones,dias camas ocupadas maternidad,2009-04-01,26,26
WARNES,internaciones,dias camas ocupadas maternidad,2009-04-01,173,173
YACUIBA,internaciones,dias camas ocupadas maternidad,2009-04-01,384,384
YAMPARAEZ,internaciones,dias camas ocupadas maternidad,2009-04-01,9,9
YANACACHI,internaciones,dias camas ocupadas maternidad,2009-04-01,4,4
YAPACANI,internaciones,dias camas ocupadas maternidad,2009-04-01,189,189
YOCALLA,internaciones,dias camas ocupadas maternidad,2009-04-01,2,2
YOTALA,internaciones,dias camas ocupadas maternidad,2009-04-01,43,43
ZUDAÑEZ,internaciones,dias camas ocupadas maternidad,2009-04-01,29,29
ACACIO,internaciones,dias camas ocupadas maternidad,2009-05-01,4,4
ACHACACHI,internaciones,dias camas ocupadas maternidad,2009-05-01,34,34
AIQUILE,internaciones,dias camas ocupadas maternidad,2009-05-01,171,171
ALCALA,internaciones,dias camas ocupadas maternidad,2009-05-01,7,7
ANCORAIMES,internaciones,dias camas ocupadas maternidad,2009-05-01,5,5
ANDAMARCA,internaciones,dias camas ocupadas maternidad,2009-05-01,2,2
ANTEQUERA,internaciones,dias camas ocupadas maternidad,2009-05-01,4,4
ANZALDO,internaciones,dias camas ocupadas maternidad,2009-05-01,8,8
APOLO,internaciones,dias camas ocupadas maternidad,2009-05-01,21,21
ARANI,internaciones,dias camas ocupadas maternidad,2009-05-01,21,21
ARBIETO,internaciones,dias camas ocupadas maternidad,2009-05-01,22,22
ARQUE,internaciones,dias camas ocupadas maternidad,2009-05-01,8,8
ASCENCION DE GUARAYOS,internaciones,dias camas ocupadas maternidad,2009-05-01,170,170
ATOCHA,internaciones,dias camas ocupadas maternidad,2009-05-01,42,42
AYO AYO,internaciones,dias camas ocupadas maternidad,2009-05-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas ocupadas maternidad,2009-05-01,37,37
AZURDUY,internaciones,dias camas ocupadas maternidad,2009-05-01,9,9
BATALLAS,internaciones,dias camas ocupadas maternidad,2009-05-01,14,14
BAURES,internaciones,dias camas ocupadas maternidad,2009-05-01,35,35
BERMEJO,internaciones,dias camas ocupadas maternidad,2009-05-01,183,183
BETANZOS,internaciones,dias camas ocupadas maternidad,2009-05-01,58,58
BOYUIBE,internaciones,dias camas ocupadas maternidad,2009-05-01,17,17
BUENA VISTA,internaciones,dias camas ocupadas maternidad,2009-05-01,17,17
CABEZAS,internaciones,dias camas ocupadas maternidad,2009-05-01,12,12
CAIROMA,internaciones,dias camas ocupadas maternidad,2009-05-01,10,10
"CAIZA ""D""",internaciones,dias camas ocupadas maternidad,2009-05-01,16,16
CAJUATA,internaciones,dias camas ocupadas maternidad,2009-05-01,9,9
CALAMARCA,internaciones,dias camas ocupadas maternidad,2009-05-01,4,4
CAMARGO,internaciones,dias camas ocupadas maternidad,2009-05-01,114,114
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas ocupadas maternidad,2009-05-01,13,13
CAMIRI,internaciones,dias camas ocupadas maternidad,2009-05-01,297,297
CAPINOTA,internaciones,dias camas ocupadas maternidad,2009-05-01,37,37
CAQUIAVIRI,internaciones,dias camas ocupadas maternidad,2009-05-01,3,3
CARACOLLO,internaciones,dias camas ocupadas maternidad,2009-05-01,53,53
CARANAVI,internaciones,dias camas ocupadas maternidad,2009-05-01,199,199
CARIPUYO,internaciones,dias camas ocupadas maternidad,2009-05-01,4,4
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas maternidad,2009-05-01,11,11
CHALLAPATA,internaciones,dias camas ocupadas maternidad,2009-05-01,101,101
CHAQUI,internaciones,dias camas ocupadas maternidad,2009-05-01,17,17
CHARAGUA,internaciones,dias camas ocupadas maternidad,2009-05-01,53,53
CHAYANTA,internaciones,dias camas ocupadas maternidad,2009-05-01,19,19
CHIMORE,internaciones,dias camas ocupadas maternidad,2009-05-01,22,22
CHIPAYA,internaciones,dias camas ocupadas maternidad,2009-05-01,8,8
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas maternidad,2009-05-01,37,37
CHUMA,internaciones,dias camas ocupadas maternidad,2009-05-01,3,3
CLIZA,internaciones,dias camas ocupadas maternidad,2009-05-01,40,40
COBIJA,internaciones,dias camas ocupadas maternidad,2009-05-01,346,346
COCHABAMBA,internaciones,dias camas ocupadas maternidad,2009-05-01,5055,5055
COLCAPIRHUA,internaciones,dias camas ocupadas maternidad,2009-05-01,98,98
COLLANA,internaciones,dias camas ocupadas maternidad,2009-05-01,3,3
COLOMI,internaciones,dias camas ocupadas maternidad,2009-05-01,37,37
COLPA BELGICA,internaciones,dias camas ocupadas maternidad,2009-05-01,10,10
COLQUECHACA,internaciones,dias camas ocupadas maternidad,2009-05-01,6,6
COLQUENCHA,internaciones,dias camas ocupadas maternidad,2009-05-01,6,6
COLQUIRI,internaciones,dias camas ocupadas maternidad,2009-05-01,9,9
COMARAPA,internaciones,dias camas ocupadas maternidad,2009-05-01,105,105
CONCEPCION,internaciones,dias camas ocupadas maternidad,2009-05-01,48,48
COPACABANA,internaciones,dias camas ocupadas maternidad,2009-05-01,15,15
CORIPATA,internaciones,dias camas ocupadas maternidad,2009-05-01,22,22
CORO CORO,internaciones,dias camas ocupadas maternidad,2009-05-01,16,16
COROICO,internaciones,dias camas ocupadas maternidad,2009-05-01,74,74
COTAGAITA,internaciones,dias camas ocupadas maternidad,2009-05-01,28,28
COTOCA,internaciones,dias camas ocupadas maternidad,2009-05-01,134,134
CUATRO CAÑADAS,internaciones,dias camas ocupadas maternidad,2009-05-01,53,53
CUEVO,internaciones,dias camas ocupadas maternidad,2009-05-01,11,11
CULPINA,internaciones,dias camas ocupadas maternidad,2009-05-01,74,74
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas maternidad,2009-05-01,14,14
DESAGUADERO,internaciones,dias camas ocupadas maternidad,2009-05-01,3,3
EL ALTO,internaciones,dias camas ocupadas maternidad,2009-05-01,3374,3374
EL CHORO,internaciones,dias camas ocupadas maternidad,2009-05-01,4,4
EL PUENTE(STC),internaciones,dias camas ocupadas maternidad,2009-05-01,24,24
EL TORNO,internaciones,dias camas ocupadas maternidad,2009-05-01,148,148
EL VILLAR,internaciones,dias camas ocupadas maternidad,2009-05-01,11,11
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2009-05-01,27,27
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2009-05-01,43,43
EUCALIPTUS,internaciones,dias camas ocupadas maternidad,2009-05-01,8,8
FERNANDEZ ALONSO,internaciones,dias camas ocupadas maternidad,2009-05-01,425,425
GENERAL SAAVEDRA,internaciones,dias camas ocupadas maternidad,2009-05-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas ocupadas maternidad,2009-05-01,8,8
GUANAY,internaciones,dias camas ocupadas maternidad,2009-05-01,16,16
GUAQUI,internaciones,dias camas ocupadas maternidad,2009-05-01,1,1
GUAYARAMERIN,internaciones,dias camas ocupadas maternidad,2009-05-01,392,392
GUTIERREZ,internaciones,dias camas ocupadas maternidad,2009-05-01,22,22
HUACARETA,internaciones,dias camas ocupadas maternidad,2009-05-01,12,12
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas ocupadas maternidad,2009-05-01,3,3
HUACHACALLA,internaciones,dias camas ocupadas maternidad,2009-05-01,5,5
HUANUNI,internaciones,dias camas ocupadas maternidad,2009-05-01,48,48
HUARACAJE,internaciones,dias camas ocupadas maternidad,2009-05-01,5,5
HUAYLLAMARCA,internaciones,dias camas ocupadas maternidad,2009-05-01,2,2
ICLA,internaciones,dias camas ocupadas maternidad,2009-05-01,5,5
INCAHUASI,internaciones,dias camas ocupadas maternidad,2009-05-01,49,49
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas maternidad,2009-05-01,16,16
IXIAMAS,internaciones,dias camas ocupadas maternidad,2009-05-01,6,6
JESUS DE MACHACA,internaciones,dias camas ocupadas maternidad,2009-05-01,9,9
LA ASUNTA,internaciones,dias camas ocupadas maternidad,2009-05-01,49,49
LA GUARDIA,internaciones,dias camas ocupadas maternidad,2009-05-01,96,96
LA PAZ,internaciones,dias camas ocupadas maternidad,2009-05-01,5491,5491
LAJA,internaciones,dias camas ocupadas maternidad,2009-05-01,6,6
LAS CARRERAS,internaciones,dias camas ocupadas maternidad,2009-05-01,2,2
LICOMA PAMPA,internaciones,dias camas ocupadas maternidad,2009-05-01,2,2
LLALLAGUA,internaciones,dias camas ocupadas maternidad,2009-05-01,167,167
LLICA,internaciones,dias camas ocupadas maternidad,2009-05-01,14,14
LURIBAY,internaciones,dias camas ocupadas maternidad,2009-05-01,3,3
MACHARETI,internaciones,dias camas ocupadas maternidad,2009-05-01,26,26
MAGDALENA,internaciones,dias camas ocupadas maternidad,2009-05-01,56,56
MAIRANA,internaciones,dias camas ocupadas maternidad,2009-05-01,41,41
MAPIRI,internaciones,dias camas ocupadas maternidad,2009-05-01,24,24
MINEROS,internaciones,dias camas ocupadas maternidad,2009-05-01,56,56
MIZQUE,internaciones,dias camas ocupadas maternidad,2009-05-01,79,79
MOCOMOCO,internaciones,dias camas ocupadas maternidad,2009-05-01,2,2
MOJOCOYA,internaciones,dias camas ocupadas maternidad,2009-05-01,21,21
MONTEAGUDO,internaciones,dias camas ocupadas maternidad,2009-05-01,150,150
MONTERO,internaciones,dias camas ocupadas maternidad,2009-05-01,466,466
MORO MORO,internaciones,dias camas ocupadas maternidad,2009-05-01,2,2
MOROCHATA,internaciones,dias camas ocupadas maternidad,2009-05-01,18,18
NACEBE (SANTA ROSA DEL ABUNA),internaciones,dias camas ocupadas maternidad,2009-05-01,2,2
OCURI,internaciones,dias camas ocupadas maternidad,2009-05-01,27,27
OKINAWA,internaciones,dias camas ocupadas maternidad,2009-05-01,28,28
OMEREQUE,internaciones,dias camas ocupadas maternidad,2009-05-01,6,6
ORURO,internaciones,dias camas ocupadas maternidad,2009-05-01,1605,1605
PADILLA,internaciones,dias camas ocupadas maternidad,2009-05-01,47,47
PAILON,internaciones,dias camas ocupadas maternidad,2009-05-01,49,49
PALCA,internaciones,dias camas ocupadas maternidad,2009-05-01,2,2
PALOS BLANCOS,internaciones,dias camas ocupadas maternidad,2009-05-01,71,71
PAMPA GRANDE,internaciones,dias camas ocupadas maternidad,2009-05-01,21,21
PAPEL PAMPA,internaciones,dias camas ocupadas maternidad,2009-05-01,1,1
PATACAMAYA,internaciones,dias camas ocupadas maternidad,2009-05-01,59,59
PAZÑA,internaciones,dias camas ocupadas maternidad,2009-05-01,14,14
PELECHUCO,internaciones,dias camas ocupadas maternidad,2009-05-01,2,2
POCOATA,internaciones,dias camas ocupadas maternidad,2009-05-01,14,14
POCONA,internaciones,dias camas ocupadas maternidad,2009-05-01,34,34
POJO (CBBA),internaciones,dias camas ocupadas maternidad,2009-05-01,30,30
POROMA,internaciones,dias camas ocupadas maternidad,2009-05-01,38,38
PORONGO,internaciones,dias camas ocupadas maternidad,2009-05-01,10,10
PORTACHUELO,internaciones,dias camas ocupadas maternidad,2009-05-01,130,130
PORVENIR,internaciones,dias camas ocupadas maternidad,2009-05-01,6,6
POSTRER VALLE,internaciones,dias camas ocupadas maternidad,2009-05-01,2,2
POTOSI,internaciones,dias camas ocupadas maternidad,2009-05-01,1183,1183
PRESTO,internaciones,dias camas ocupadas maternidad,2009-05-01,6,6
PUCARA,internaciones,dias camas ocupadas maternidad,2009-05-01,2,2
PUCARANI,internaciones,dias camas ocupadas maternidad,2009-05-01,9,9
PUERTO ACOSTA,internaciones,dias camas ocupadas maternidad,2009-05-01,82,82
PUERTO CARABUCO,internaciones,dias camas ocupadas maternidad,2009-05-01,5,5
