municipality,group,variable,month,Fallecidos a partir de las 48 horas,TOTAL
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
VIACHA,internaciones,fallecidos a partir de las 48 horas,2009-09-01,3,3
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2009-09-01,6,6
VINTO,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
BOYUIBE,internaciones,fallecidos a partir de las 48 horas,2009-10-01,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2009-10-01,3,3
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2009-10-01,2,2
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2009-10-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2009-10-01,2,2
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2009-10-01,82,82
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2009-10-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2009-10-01,8,8
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2009-10-01,3,3
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2009-10-01,132,132
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2009-10-01,2,2
ORURO,internaciones,fallecidos a partir de las 48 horas,2009-10-01,25,25
POTOSI,internaciones,fallecidos a partir de las 48 horas,2009-10-01,14,14
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2009-10-01,8,8
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2009-10-01,2,2
SAN IGNACIO,internaciones,fallecidos a partir de las 48 horas,2009-10-01,1,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 horas,2009-10-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2009-10-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2009-10-01,136,136
SANTA ROSA,internaciones,fallecidos a partir de las 48 horas,2009-10-01,1,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2009-10-01,43,43
TARIJA,internaciones,fallecidos a partir de las 48 horas,2009-10-01,278,278
TRIGAL,internaciones,fallecidos a partir de las 48 horas,2009-10-01,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2009-10-01,21,21
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2009-10-01,2,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2009-10-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2009-10-01,1,1
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2009-10-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2009-11-01,6,6
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2009-11-01,3,3
COBIJA,internaciones,fallecidos a partir de las 48 horas,2009-11-01,5,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2009-11-01,103,103
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
COROICO,internaciones,fallecidos a partir de las 48 horas,2009-11-01,2,2
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2009-11-01,14,14
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2009-11-01,4,4
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2009-11-01,123,123
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
MAIRANA,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2009-11-01,3,3
MONTERO,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2009-11-01,22,22
PADILLA,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2009-11-01,3,3
POTOSI,internaciones,fallecidos a partir de las 48 horas,2009-11-01,16,16
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2009-11-01,8,8
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
SAN IGNACIO,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
SAN JAVIER(STC),internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2009-11-01,3,3
SAN JUAN DE YAPACANI,internaciones,fallecidos a partir de las 48 horas,2009-11-01,2,2
SAN PEDRO,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2009-11-01,134,134
SUCRE,internaciones,fallecidos a partir de las 48 horas,2009-11-01,32,32
TARIJA,internaciones,fallecidos a partir de las 48 horas,2009-11-01,22,22
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2009-11-01,8,8
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
WARNES,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2009-11-01,2,2
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2009-11-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2009-12-01,2,2
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2009-12-01,3,3
CHALLAPATA,internaciones,fallecidos a partir de las 48 horas,2009-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2009-12-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2009-12-01,2,2
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2009-12-01,74,74
COROICO,internaciones,fallecidos a partir de las 48 horas,2009-12-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2009-12-01,10,10
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2009-12-01,6,6
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2009-12-01,136,136
MONTERO,internaciones,fallecidos a partir de las 48 horas,2009-12-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2009-12-01,14,14
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2009-12-01,2,2
POTOSI,internaciones,fallecidos a partir de las 48 horas,2009-12-01,20,20
PUERTO QUIJARRO,internaciones,fallecidos a partir de las 48 horas,2009-12-01,1,1
REYES,internaciones,fallecidos a partir de las 48 horas,2009-12-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2009-12-01,7,7
ROBORE,internaciones,fallecidos a partir de las 48 horas,2009-12-01,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2009-12-01,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2009-12-01,3,3
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2009-12-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2009-12-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2009-12-01,578,578
SANTA ROSA,internaciones,fallecidos a partir de las 48 horas,2009-12-01,1,1
SICA SICA (VILLA AROMA),internaciones,fallecidos a partir de las 48 horas,2009-12-01,4,4
SUCRE,internaciones,fallecidos a partir de las 48 horas,2009-12-01,35,35
TARIJA,internaciones,fallecidos a partir de las 48 horas,2009-12-01,24,24
TIPUANI,internaciones,fallecidos a partir de las 48 horas,2009-12-01,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2009-12-01,14,14
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2009-12-01,3,3
UNCIA,internaciones,fallecidos a partir de las 48 horas,2009-12-01,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2009-12-01,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2009-12-01,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2009-12-01,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2009-12-01,2,2
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2009-12-01,4,4
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2009-12-01,1,1
