municipality,group,variable,month,Ingresos espontáneos,TOTAL
TORO TORO,internaciones,ingresos espontaneos,2009-03-01,4,4
TOTORA(CBBA),internaciones,ingresos espontaneos,2009-03-01,26,26
TOTORA(ORR),internaciones,ingresos espontaneos,2009-03-01,1,1
TRIGAL,internaciones,ingresos espontaneos,2009-03-01,9,9
TRINIDAD,internaciones,ingresos espontaneos,2009-03-01,1104,1104
TUPIZA,internaciones,ingresos espontaneos,2009-03-01,160,160
UNCIA,internaciones,ingresos espontaneos,2009-03-01,130,130
URUBICHA,internaciones,ingresos espontaneos,2009-03-01,61,61
UYUNI,internaciones,ingresos espontaneos,2009-03-01,57,57
VACAS,internaciones,ingresos espontaneos,2009-03-01,10,10
VALLEGRANDE,internaciones,ingresos espontaneos,2009-03-01,173,173
VIACHA,internaciones,ingresos espontaneos,2009-03-01,112,112
VILA VILA,internaciones,ingresos espontaneos,2009-03-01,3,3
VILLA MONTES,internaciones,ingresos espontaneos,2009-03-01,261,261
VILLA RIVERO,internaciones,ingresos espontaneos,2009-03-01,1,1
VILLA SERRANO,internaciones,ingresos espontaneos,2009-03-01,23,23
VILLA TUNARI,internaciones,ingresos espontaneos,2009-03-01,232,232
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2009-03-01,18,18
VILLAZON,internaciones,ingresos espontaneos,2009-03-01,165,165
VINTO,internaciones,ingresos espontaneos,2009-03-01,132,132
VITICHI,internaciones,ingresos espontaneos,2009-03-01,5,5
WARNES,internaciones,ingresos espontaneos,2009-03-01,160,160
YACO,internaciones,ingresos espontaneos,2009-03-01,1,1
YACUIBA,internaciones,ingresos espontaneos,2009-03-01,1072,1072
YAMPARAEZ,internaciones,ingresos espontaneos,2009-03-01,15,15
YANACACHI,internaciones,ingresos espontaneos,2009-03-01,3,3
YAPACANI,internaciones,ingresos espontaneos,2009-03-01,500,500
YOTALA,internaciones,ingresos espontaneos,2009-03-01,25,25
ZUDAÑEZ,internaciones,ingresos espontaneos,2009-03-01,35,35
ACACIO,internaciones,ingresos espontaneos,2009-04-01,6,6
ACHACACHI,internaciones,ingresos espontaneos,2009-04-01,57,57
AIQUILE,internaciones,ingresos espontaneos,2009-04-01,118,118
ALALAY,internaciones,ingresos espontaneos,2009-04-01,1,1
ALCALA,internaciones,ingresos espontaneos,2009-04-01,5,5
ANCORAIMES,internaciones,ingresos espontaneos,2009-04-01,15,15
ANTEQUERA,internaciones,ingresos espontaneos,2009-04-01,2,2
ANZALDO,internaciones,ingresos espontaneos,2009-04-01,2,2
APOLO,internaciones,ingresos espontaneos,2009-04-01,19,19
ARAMPAMPA,internaciones,ingresos espontaneos,2009-04-01,1,1
ARANI,internaciones,ingresos espontaneos,2009-04-01,7,7
ARBIETO,internaciones,ingresos espontaneos,2009-04-01,11,11
ARQUE,internaciones,ingresos espontaneos,2009-04-01,4,4
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2009-04-01,177,177
ATOCHA,internaciones,ingresos espontaneos,2009-04-01,42,42
AYATA,internaciones,ingresos espontaneos,2009-04-01,3,3
AYO AYO,internaciones,ingresos espontaneos,2009-04-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2009-04-01,39,39
AZURDUY,internaciones,ingresos espontaneos,2009-04-01,24,24
BATALLAS,internaciones,ingresos espontaneos,2009-04-01,14,14
BAURES,internaciones,ingresos espontaneos,2009-04-01,25,25
BELEN DE ANDAMARCA,internaciones,ingresos espontaneos,2009-04-01,1,1
BERMEJO,internaciones,ingresos espontaneos,2009-04-01,253,253
BETANZOS,internaciones,ingresos espontaneos,2009-04-01,39,39
BOYUIBE,internaciones,ingresos espontaneos,2009-04-01,57,57
BUENA VISTA,internaciones,ingresos espontaneos,2009-04-01,46,46
CABEZAS,internaciones,ingresos espontaneos,2009-04-01,23,23
CAIROMA,internaciones,ingresos espontaneos,2009-04-01,5,5
"CAIZA ""D""",internaciones,ingresos espontaneos,2009-04-01,2,2
CAJUATA,internaciones,ingresos espontaneos,2009-04-01,16,16
CALACOTO,internaciones,ingresos espontaneos,2009-04-01,1,1
CALAMARCA,internaciones,ingresos espontaneos,2009-04-01,6,6
CAMARGO,internaciones,ingresos espontaneos,2009-04-01,113,113
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2009-04-01,2,2
CAMIRI,internaciones,ingresos espontaneos,2009-04-01,491,491
CAPINOTA,internaciones,ingresos espontaneos,2009-04-01,62,62
CAQUIAVIRI,internaciones,ingresos espontaneos,2009-04-01,2,2
CARACOLLO,internaciones,ingresos espontaneos,2009-04-01,29,29
CARANAVI,internaciones,ingresos espontaneos,2009-04-01,180,180
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2009-04-01,36,36
CHALLAPATA,internaciones,ingresos espontaneos,2009-04-01,124,124
CHAQUI,internaciones,ingresos espontaneos,2009-04-01,3,3
CHARAGUA,internaciones,ingresos espontaneos,2009-04-01,188,188
CHAYANTA,internaciones,ingresos espontaneos,2009-04-01,23,23
CHIMORE,internaciones,ingresos espontaneos,2009-04-01,27,27
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2009-04-01,74,74
CHUMA,internaciones,ingresos espontaneos,2009-04-01,2,2
CLIZA,internaciones,ingresos espontaneos,2009-04-01,55,55
COBIJA,internaciones,ingresos espontaneos,2009-04-01,360,360
COCHABAMBA,internaciones,ingresos espontaneos,2009-04-01,7143,7143
COLCAPIRHUA,internaciones,ingresos espontaneos,2009-04-01,151,151
COLOMI,internaciones,ingresos espontaneos,2009-04-01,24,24
COLPA BELGICA,internaciones,ingresos espontaneos,2009-04-01,32,32
COLQUECHACA,internaciones,ingresos espontaneos,2009-04-01,4,4
COLQUENCHA,internaciones,ingresos espontaneos,2009-04-01,3,3
COLQUIRI,internaciones,ingresos espontaneos,2009-04-01,26,26
COMANCHE,internaciones,ingresos espontaneos,2009-04-01,1,1
COMARAPA,internaciones,ingresos espontaneos,2009-04-01,106,106
CONCEPCION,internaciones,ingresos espontaneos,2009-04-01,110,110
COPACABANA,internaciones,ingresos espontaneos,2009-04-01,14,14
CORIPATA,internaciones,ingresos espontaneos,2009-04-01,13,13
CORO CORO,internaciones,ingresos espontaneos,2009-04-01,1,1
COROICO,internaciones,ingresos espontaneos,2009-04-01,88,88
CORQUE,internaciones,ingresos espontaneos,2009-04-01,1,1
COTAGAITA,internaciones,ingresos espontaneos,2009-04-01,17,17
COTOCA,internaciones,ingresos espontaneos,2009-04-01,135,135
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2009-04-01,56,56
CUEVO,internaciones,ingresos espontaneos,2009-04-01,10,10
CULPINA,internaciones,ingresos espontaneos,2009-04-01,12,12
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2009-04-01,24,24
DESAGUADERO,internaciones,ingresos espontaneos,2009-04-01,5,5
EL ALTO,internaciones,ingresos espontaneos,2009-04-01,2839,2839
EL PUENTE(STC),internaciones,ingresos espontaneos,2009-04-01,33,33
EL TORNO,internaciones,ingresos espontaneos,2009-04-01,209,209
EL VILLAR,internaciones,ingresos espontaneos,2009-04-01,5,5
ENTRE RIOS,internaciones,ingresos espontaneos,2009-04-01,26,26
ENTRE RIOS,internaciones,ingresos espontaneos,2009-04-01,31,31
EUCALIPTUS,internaciones,ingresos espontaneos,2009-04-01,7,7
EXALTACION,internaciones,ingresos espontaneos,2009-04-01,8,8
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2009-04-01,33,33
FILADELFIA,internaciones,ingresos espontaneos,2009-04-01,9,9
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2009-04-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2009-04-01,5,5
GUANAY,internaciones,ingresos espontaneos,2009-04-01,29,29
GUAQUI,internaciones,ingresos espontaneos,2009-04-01,6,6
GUAYARAMERIN,internaciones,ingresos espontaneos,2009-04-01,469,469
GUTIERREZ,internaciones,ingresos espontaneos,2009-04-01,32,32
HUACARETA,internaciones,ingresos espontaneos,2009-04-01,24,24
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2009-04-01,1,1
HUANUNI,internaciones,ingresos espontaneos,2009-04-01,37,37
HUARACAJE,internaciones,ingresos espontaneos,2009-04-01,9,9
ICLA,internaciones,ingresos espontaneos,2009-04-01,6,6
INCAHUASI,internaciones,ingresos espontaneos,2009-04-01,22,22
INQUISIVI,internaciones,ingresos espontaneos,2009-04-01,2,2
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2009-04-01,21,21
IXIAMAS,internaciones,ingresos espontaneos,2009-04-01,37,37
JESUS DE MACHACA,internaciones,ingresos espontaneos,2009-04-01,9,9
LA ASUNTA,internaciones,ingresos espontaneos,2009-04-01,61,61
LA GUARDIA,internaciones,ingresos espontaneos,2009-04-01,157,157
LA PAZ,internaciones,ingresos espontaneos,2009-04-01,6534,6534
LAGUNILLAS,internaciones,ingresos espontaneos,2009-04-01,18,18
LAJA,internaciones,ingresos espontaneos,2009-04-01,6,6
LAS CARRERAS,internaciones,ingresos espontaneos,2009-04-01,6,6
LLALLAGUA,internaciones,ingresos espontaneos,2009-04-01,210,210
LURIBAY,internaciones,ingresos espontaneos,2009-04-01,9,9
MACHARETI,internaciones,ingresos espontaneos,2009-04-01,13,13
MAGDALENA,internaciones,ingresos espontaneos,2009-04-01,81,81
MAIRANA,internaciones,ingresos espontaneos,2009-04-01,54,54
MALLA,internaciones,ingresos espontaneos,2009-04-01,1,1
MAPIRI,internaciones,ingresos espontaneos,2009-04-01,16,16
MECAPACA,internaciones,ingresos espontaneos,2009-04-01,5,5
MINEROS,internaciones,ingresos espontaneos,2009-04-01,24,24
MIZQUE,internaciones,ingresos espontaneos,2009-04-01,60,60
MOCOMOCO,internaciones,ingresos espontaneos,2009-04-01,2,2
MOJOCOYA,internaciones,ingresos espontaneos,2009-04-01,6,6
MONTEAGUDO,internaciones,ingresos espontaneos,2009-04-01,143,143
MONTERO,internaciones,ingresos espontaneos,2009-04-01,590,590
MORO MORO,internaciones,ingresos espontaneos,2009-04-01,1,1
MOROCHATA,internaciones,ingresos espontaneos,2009-04-01,11,11
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2009-04-01,7,7
OCURI,internaciones,ingresos espontaneos,2009-04-01,12,12
OKINAWA,internaciones,ingresos espontaneos,2009-04-01,6,6
OMEREQUE,internaciones,ingresos espontaneos,2009-04-01,10,10
ORURO,internaciones,ingresos espontaneos,2009-04-01,2127,2127
PADILLA,internaciones,ingresos espontaneos,2009-04-01,60,60
PAILON,internaciones,ingresos espontaneos,2009-04-01,113,113
PALCA,internaciones,ingresos espontaneos,2009-04-01,1,1
PALOS BLANCOS,internaciones,ingresos espontaneos,2009-04-01,65,65
PAMPA GRANDE,internaciones,ingresos espontaneos,2009-04-01,20,20
PAPEL PAMPA,internaciones,ingresos espontaneos,2009-04-01,1,1
PASORAPA,internaciones,ingresos espontaneos,2009-04-01,1,1
PATACAMAYA,internaciones,ingresos espontaneos,2009-04-01,61,61
POCOATA,internaciones,ingresos espontaneos,2009-04-01,5,5
POCONA,internaciones,ingresos espontaneos,2009-04-01,12,12
POJO (CBBA),internaciones,ingresos espontaneos,2009-04-01,9,9
POOPO,internaciones,ingresos espontaneos,2009-04-01,1,1
POROMA,internaciones,ingresos espontaneos,2009-04-01,14,14
PORONGO,internaciones,ingresos espontaneos,2009-04-01,17,17
PORTACHUELO,internaciones,ingresos espontaneos,2009-04-01,179,179
PORVENIR,internaciones,ingresos espontaneos,2009-04-01,3,3
POSTRER VALLE,internaciones,ingresos espontaneos,2009-04-01,1,1
POTOSI,internaciones,ingresos espontaneos,2009-04-01,1563,1563
PRESTO,internaciones,ingresos espontaneos,2009-04-01,12,12
PUCARA,internaciones,ingresos espontaneos,2009-04-01,3,3
PUCARANI,internaciones,ingresos espontaneos,2009-04-01,6,6
PUERTO ACOSTA,internaciones,ingresos espontaneos,2009-04-01,43,43
PUERTO CARABUCO,internaciones,ingresos espontaneos,2009-04-01,1,1
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2009-04-01,53,53
PUERTO RICO,internaciones,ingresos espontaneos,2009-04-01,38,38
PUERTO SILES,internaciones,ingresos espontaneos,2009-04-01,7,7
PUERTO SUAREZ,internaciones,ingresos espontaneos,2009-04-01,99,99
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2009-04-01,186,186
PUNA,internaciones,ingresos espontaneos,2009-04-01,25,25
PUNATA,internaciones,ingresos espontaneos,2009-04-01,268,268
QUILLACOLLO,internaciones,ingresos espontaneos,2009-04-01,247,247
QUIME,internaciones,ingresos espontaneos,2009-04-01,8,8
QUIRUSILLAS,internaciones,ingresos espontaneos,2009-04-01,5,5
RAVELO,internaciones,ingresos espontaneos,2009-04-01,7,7
REYES,internaciones,ingresos espontaneos,2009-04-01,35,35
RIBERALTA,internaciones,ingresos espontaneos,2009-04-01,640,640
ROBORE,internaciones,ingresos espontaneos,2009-04-01,134,134
RURRENABAQUE,internaciones,ingresos espontaneos,2009-04-01,129,129
SACABA,internaciones,ingresos espontaneos,2009-04-01,422,422
SACABAMBA,internaciones,ingresos espontaneos,2009-04-01,14,14
SACACA,internaciones,ingresos espontaneos,2009-04-01,22,22
SAIPINA,internaciones,ingresos espontaneos,2009-04-01,31,31
SAMAIPATA,internaciones,ingresos espontaneos,2009-04-01,19,19
SAN ANDRES,internaciones,ingresos espontaneos,2009-04-01,4,4
SAN ANDRES DE MACHACA,internaciones,ingresos espontaneos,2009-04-01,1,1
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2009-04-01,12,12
SAN BORJA,internaciones,ingresos espontaneos,2009-04-01,178,178
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2009-04-01,70,70
SAN CARLOS,internaciones,ingresos espontaneos,2009-04-01,120,120
SAN IGNACIO,internaciones,ingresos espontaneos,2009-04-01,69,69
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2009-04-01,552,552
SAN JAVIER(STC),internaciones,ingresos espontaneos,2009-04-01,69,69
SAN JOAQUIN,internaciones,ingresos espontaneos,2009-04-01,48,48
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2009-04-01,149,149
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2009-04-01,107,107
SAN JULIAN,internaciones,ingresos espontaneos,2009-04-01,232,232
SAN LORENZO(PND),internaciones,ingresos espontaneos,2009-04-01,12,12
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2009-04-01,11,11
SAN LUCAS,internaciones,ingresos espontaneos,2009-04-01,46,46
SAN MATIAS,internaciones,ingresos espontaneos,2009-04-01,93,93
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2009-04-01,79,79
SAN PEDRO,internaciones,ingresos espontaneos,2009-04-01,15,15
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2009-04-01,19,19
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2009-04-01,1,1
SAN RAFAEL,internaciones,ingresos espontaneos,2009-04-01,39,39
SAN RAMON,internaciones,ingresos espontaneos,2009-04-01,55,55
SAN RAMON,internaciones,ingresos espontaneos,2009-04-01,24,24
SANTA ANA,internaciones,ingresos espontaneos,2009-04-01,132,132
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2009-04-01,10291,10291
SANTA ROSA,internaciones,ingresos espontaneos,2009-04-01,33,33
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2009-04-01,76,76
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2009-04-01,2,2
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2009-04-01,5,5
SANTIVAÑES,internaciones,ingresos espontaneos,2009-04-01,2,2
SAPAHAQUI,internaciones,ingresos espontaneos,2009-04-01,2,2
SENA,internaciones,ingresos espontaneos,2009-04-01,11,11
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2009-04-01,9,9
SIPE SIPE,internaciones,ingresos espontaneos,2009-04-01,23,23
SOPACHUY,internaciones,ingresos espontaneos,2009-04-01,31,31
SORACACHI,internaciones,ingresos espontaneos,2009-04-01,3,3
SORATA,internaciones,ingresos espontaneos,2009-04-01,20,20
SUCRE,internaciones,ingresos espontaneos,2009-04-01,3239,3239
TACACOMA,internaciones,ingresos espontaneos,2009-04-01,3,3
TACOPAYA,internaciones,ingresos espontaneos,2009-04-01,2,2
TAPACARI,internaciones,ingresos espontaneos,2009-04-01,9,9
TARABUCO,internaciones,ingresos espontaneos,2009-04-01,50,50
TARACO,internaciones,ingresos espontaneos,2009-04-01,1,1
TARATA,internaciones,ingresos espontaneos,2009-04-01,3,3
TARIJA,internaciones,ingresos espontaneos,2009-04-01,1629,1629
TARVITA,internaciones,ingresos espontaneos,2009-04-01,42,42
TEOPONTE,internaciones,ingresos espontaneos,2009-04-01,10,10
TIAWANACU,internaciones,ingresos espontaneos,2009-04-01,11,11
TIPUANI,internaciones,ingresos espontaneos,2009-04-01,37,37
TIQUIPAYA,internaciones,ingresos espontaneos,2009-04-01,104,104
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2009-04-01,226,226
TOCO,internaciones,ingresos espontaneos,2009-04-01,3,3
TOLATA,internaciones,ingresos espontaneos,2009-04-01,2,2
TOLEDO,internaciones,ingresos espontaneos,2009-04-01,8,8
TOMAVE,internaciones,ingresos espontaneos,2009-04-01,8,8
TOMINA,internaciones,ingresos espontaneos,2009-04-01,25,25
TORO TORO,internaciones,ingresos espontaneos,2009-04-01,3,3
TOTORA(CBBA),internaciones,ingresos espontaneos,2009-04-01,37,37
TOTORA(ORR),internaciones,ingresos espontaneos,2009-04-01,6,6
TRIGAL,internaciones,ingresos espontaneos,2009-04-01,2,2
TRINIDAD,internaciones,ingresos espontaneos,2009-04-01,1168,1168
TUPIZA,internaciones,ingresos espontaneos,2009-04-01,163,163
TURCO,internaciones,ingresos espontaneos,2009-04-01,3,3
UMALA,internaciones,ingresos espontaneos,2009-04-01,2,2
UNCIA,internaciones,ingresos espontaneos,2009-04-01,131,131
URUBICHA,internaciones,ingresos espontaneos,2009-04-01,22,22
UYUNI,internaciones,ingresos espontaneos,2009-04-01,95,95
VACAS,internaciones,ingresos espontaneos,2009-04-01,11,11
VALLEGRANDE,internaciones,ingresos espontaneos,2009-04-01,147,147
VIACHA,internaciones,ingresos espontaneos,2009-04-01,45,45
VILA VILA,internaciones,ingresos espontaneos,2009-04-01,1,1
VILLA MONTES,internaciones,ingresos espontaneos,2009-04-01,194,194
VILLA RIVERO,internaciones,ingresos espontaneos,2009-04-01,5,5
VILLA SERRANO,internaciones,ingresos espontaneos,2009-04-01,34,34
VILLA TUNARI,internaciones,ingresos espontaneos,2009-04-01,415,415
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2009-04-01,28,28
VILLAZON,internaciones,ingresos espontaneos,2009-04-01,140,140
VINTO,internaciones,ingresos espontaneos,2009-04-01,158,158
VITICHI,internaciones,ingresos espontaneos,2009-04-01,10,10
WARNES,internaciones,ingresos espontaneos,2009-04-01,129,129
YACUIBA,internaciones,ingresos espontaneos,2009-04-01,859,859
YAMPARAEZ,internaciones,ingresos espontaneos,2009-04-01,17,17
YANACACHI,internaciones,ingresos espontaneos,2009-04-01,3,3
YAPACANI,internaciones,ingresos espontaneos,2009-04-01,348,348
YOCALLA,internaciones,ingresos espontaneos,2009-04-01,1,1
YOTALA,internaciones,ingresos espontaneos,2009-04-01,24,24
ZUDAÑEZ,internaciones,ingresos espontaneos,2009-04-01,44,44
ACACIO,internaciones,ingresos espontaneos,2009-05-01,4,4
ACHACACHI,internaciones,ingresos espontaneos,2009-05-01,60,60
AIQUILE,internaciones,ingresos espontaneos,2009-05-01,135,135
ALCALA,internaciones,ingresos espontaneos,2009-05-01,2,2
ANCORAIMES,internaciones,ingresos espontaneos,2009-05-01,6,6
ANTEQUERA,internaciones,ingresos espontaneos,2009-05-01,5,5
ANZALDO,internaciones,ingresos espontaneos,2009-05-01,6,6
APOLO,internaciones,ingresos espontaneos,2009-05-01,26,26
ARANI,internaciones,ingresos espontaneos,2009-05-01,21,21
ARBIETO,internaciones,ingresos espontaneos,2009-05-01,11,11
ARQUE,internaciones,ingresos espontaneos,2009-05-01,4,4
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2009-05-01,190,190
ATOCHA,internaciones,ingresos espontaneos,2009-05-01,36,36
AYATA,internaciones,ingresos espontaneos,2009-05-01,3,3
AYO AYO,internaciones,ingresos espontaneos,2009-05-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2009-05-01,49,49
AZURDUY,internaciones,ingresos espontaneos,2009-05-01,14,14
BATALLAS,internaciones,ingresos espontaneos,2009-05-01,10,10
BAURES,internaciones,ingresos espontaneos,2009-05-01,17,17
BELEN DE ANDAMARCA,internaciones,ingresos espontaneos,2009-05-01,1,1
BERMEJO,internaciones,ingresos espontaneos,2009-05-01,273,273
BETANZOS,internaciones,ingresos espontaneos,2009-05-01,42,42
BOYUIBE,internaciones,ingresos espontaneos,2009-05-01,46,46
BUENA VISTA,internaciones,ingresos espontaneos,2009-05-01,40,40
CABEZAS,internaciones,ingresos espontaneos,2009-05-01,23,23
CAIROMA,internaciones,ingresos espontaneos,2009-05-01,5,5
"CAIZA ""D""",internaciones,ingresos espontaneos,2009-05-01,3,3
CAJUATA,internaciones,ingresos espontaneos,2009-05-01,18,18
CALAMARCA,internaciones,ingresos espontaneos,2009-05-01,3,3
CAMARGO,internaciones,ingresos espontaneos,2009-05-01,224,224
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2009-05-01,8,8
CAMIRI,internaciones,ingresos espontaneos,2009-05-01,379,379
CAPINOTA,internaciones,ingresos espontaneos,2009-05-01,53,53
CAQUIAVIRI,internaciones,ingresos espontaneos,2009-05-01,2,2
CARACOLLO,internaciones,ingresos espontaneos,2009-05-01,30,30
CARANAVI,internaciones,ingresos espontaneos,2009-05-01,173,173
CARIPUYO,internaciones,ingresos espontaneos,2009-05-01,8,8
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2009-05-01,32,32
CHALLAPATA,internaciones,ingresos espontaneos,2009-05-01,95,95
CHAQUI,internaciones,ingresos espontaneos,2009-05-01,8,8
CHARAGUA,internaciones,ingresos espontaneos,2009-05-01,140,140
CHAYANTA,internaciones,ingresos espontaneos,2009-05-01,17,17
CHIMORE,internaciones,ingresos espontaneos,2009-05-01,4,4
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2009-05-01,83,83
CHUMA,internaciones,ingresos espontaneos,2009-05-01,5,5
CLIZA,internaciones,ingresos espontaneos,2009-05-01,53,53
COBIJA,internaciones,ingresos espontaneos,2009-05-01,315,315
COCHABAMBA,internaciones,ingresos espontaneos,2009-05-01,6888,6888
COLCAPIRHUA,internaciones,ingresos espontaneos,2009-05-01,148,148
COLLANA,internaciones,ingresos espontaneos,2009-05-01,3,3
COLOMI,internaciones,ingresos espontaneos,2009-05-01,29,29
COLPA BELGICA,internaciones,ingresos espontaneos,2009-05-01,16,16
COLQUECHACA,internaciones,ingresos espontaneos,2009-05-01,3,3
COLQUENCHA,internaciones,ingresos espontaneos,2009-05-01,4,4
COLQUIRI,internaciones,ingresos espontaneos,2009-05-01,19,19
COMARAPA,internaciones,ingresos espontaneos,2009-05-01,92,92
CONCEPCION,internaciones,ingresos espontaneos,2009-05-01,91,91
COPACABANA,internaciones,ingresos espontaneos,2009-05-01,18,18
CORIPATA,internaciones,ingresos espontaneos,2009-05-01,25,25
CORO CORO,internaciones,ingresos espontaneos,2009-05-01,8,8
COROICO,internaciones,ingresos espontaneos,2009-05-01,85,85
COTAGAITA,internaciones,ingresos espontaneos,2009-05-01,18,18
COTOCA,internaciones,ingresos espontaneos,2009-05-01,140,140
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2009-05-01,86,86
CUEVO,internaciones,ingresos espontaneos,2009-05-01,7,7
CULPINA,internaciones,ingresos espontaneos,2009-05-01,34,34
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2009-05-01,28,28
DESAGUADERO,internaciones,ingresos espontaneos,2009-05-01,3,3
EL ALTO,internaciones,ingresos espontaneos,2009-05-01,2660,2660
EL CHORO,internaciones,ingresos espontaneos,2009-05-01,5,5
EL PUENTE(STC),internaciones,ingresos espontaneos,2009-05-01,27,27
EL TORNO,internaciones,ingresos espontaneos,2009-05-01,204,204
ENTRE RIOS,internaciones,ingresos espontaneos,2009-05-01,29,29
ENTRE RIOS,internaciones,ingresos espontaneos,2009-05-01,32,32
EUCALIPTUS,internaciones,ingresos espontaneos,2009-05-01,6,6
EXALTACION,internaciones,ingresos espontaneos,2009-05-01,4,4
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2009-05-01,55,55
FILADELFIA,internaciones,ingresos espontaneos,2009-05-01,6,6
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2009-05-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2009-05-01,7,7
GUANAY,internaciones,ingresos espontaneos,2009-05-01,21,21
GUAQUI,internaciones,ingresos espontaneos,2009-05-01,1,1
GUAYARAMERIN,internaciones,ingresos espontaneos,2009-05-01,468,468
GUTIERREZ,internaciones,ingresos espontaneos,2009-05-01,35,35
HUACARETA,internaciones,ingresos espontaneos,2009-05-01,11,11
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2009-05-01,3,3
HUACHACALLA,internaciones,ingresos espontaneos,2009-05-01,3,3
HUANUNI,internaciones,ingresos espontaneos,2009-05-01,77,77
HUARACAJE,internaciones,ingresos espontaneos,2009-05-01,10,10
ICLA,internaciones,ingresos espontaneos,2009-05-01,3,3
INCAHUASI,internaciones,ingresos espontaneos,2009-05-01,21,21
INQUISIVI,internaciones,ingresos espontaneos,2009-05-01,2,2
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2009-05-01,27,27
IXIAMAS,internaciones,ingresos espontaneos,2009-05-01,15,15
JESUS DE MACHACA,internaciones,ingresos espontaneos,2009-05-01,60,60
LA ASUNTA,internaciones,ingresos espontaneos,2009-05-01,69,69
LA GUARDIA,internaciones,ingresos espontaneos,2009-05-01,111,111
LA PAZ,internaciones,ingresos espontaneos,2009-05-01,6620,6620
LAGUNILLAS,internaciones,ingresos espontaneos,2009-05-01,20,20
LAJA,internaciones,ingresos espontaneos,2009-05-01,5,5
LICOMA PAMPA,internaciones,ingresos espontaneos,2009-05-01,2,2
LLALLAGUA,internaciones,ingresos espontaneos,2009-05-01,211,211
LURIBAY,internaciones,ingresos espontaneos,2009-05-01,3,3
MACHARETI,internaciones,ingresos espontaneos,2009-05-01,12,12
MAGDALENA,internaciones,ingresos espontaneos,2009-05-01,67,67
MAIRANA,internaciones,ingresos espontaneos,2009-05-01,40,40
MAPIRI,internaciones,ingresos espontaneos,2009-05-01,33,33
MINEROS,internaciones,ingresos espontaneos,2009-05-01,17,17
MIZQUE,internaciones,ingresos espontaneos,2009-05-01,41,41
MOCOMOCO,internaciones,ingresos espontaneos,2009-05-01,2,2
MOJOCOYA,internaciones,ingresos espontaneos,2009-05-01,9,9
MONTEAGUDO,internaciones,ingresos espontaneos,2009-05-01,137,137
MONTERO,internaciones,ingresos espontaneos,2009-05-01,557,557
MORO MORO,internaciones,ingresos espontaneos,2009-05-01,2,2
MOROCHATA,internaciones,ingresos espontaneos,2009-05-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2009-05-01,1,1
