municipality,group,variable,month,Ingresos referidos de otros establecimientos,TOTAL
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2009-04-01,2737,2737
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,12,12
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,8,8
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,2,2
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2009-04-01,27,27
MONTERO,internaciones,ingresos referidos de otros establecimientos,2009-04-01,134,134
MOROCHATA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,1,1
OCURI,internaciones,ingresos referidos de otros establecimientos,2009-04-01,1,1
OMEREQUE,internaciones,ingresos referidos de otros establecimientos,2009-04-01,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos,2009-04-01,99,99
PADILLA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,16,16
PAILON,internaciones,ingresos referidos de otros establecimientos,2009-04-01,1,1
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2009-04-01,4,4
PASORAPA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,1,1
POCONA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,2,2
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos,2009-04-01,2,2
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2009-04-01,6,6
POTOSI,internaciones,ingresos referidos de otros establecimientos,2009-04-01,62,62
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,14,14
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2009-04-01,17,17
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2009-04-01,32,32
PUNA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,2,2
PUNATA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,48,48
REYES,internaciones,ingresos referidos de otros establecimientos,2009-04-01,2,2
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,100,100
ROBORE,internaciones,ingresos referidos de otros establecimientos,2009-04-01,1,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2009-04-01,17,17
SACABA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,15,15
SACACA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,2,2
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,2,2
SAN BORJA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,4,4
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,5,5
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2009-04-01,15,15
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2009-04-01,1,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2009-04-01,34,34
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos,2009-04-01,2,2
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos,2009-04-01,1,1
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2009-04-01,4,4
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2009-04-01,12,12
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2009-04-01,2,2
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2009-04-01,1,1
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2009-04-01,6,6
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,367,367
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,10,10
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2009-04-01,3,3
SORATA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos,2009-04-01,86,86
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2009-04-01,14,14
TARIJA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,116,116
TARVITA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,5,5
TOMINA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,4,4
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2009-04-01,1,1
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,46,46
UNCIA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,29,29
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2009-04-01,11,11
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2009-04-01,39,39
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2009-04-01,28,28
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos,2009-04-01,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2009-04-01,12,12
VITICHI,internaciones,ingresos referidos de otros establecimientos,2009-04-01,2,2
WARNES,internaciones,ingresos referidos de otros establecimientos,2009-04-01,7,7
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,7,7
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2009-04-01,24,24
YOTALA,internaciones,ingresos referidos de otros establecimientos,2009-04-01,1,1
ACACIO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2009-05-01,7,7
APOLO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2009-05-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2009-05-01,6,6
BERMEJO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,2,2
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2009-05-01,6,6
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,2,2
CARACOLLO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,3,3
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2009-05-01,26,26
CARIPUYO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,2,2
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2009-05-01,3,3
COBIJA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,50,50
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,313,313
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,2,2
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,11,11
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
CORO CORO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,5,5
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,7,7
COTOCA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,69,69
CUATRO CAÑADAS,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
CUEVO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,2,2
CULPINA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,3,3
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,226,226
EL CHORO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,3,3
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,4,4
ENTRE RIOS,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2009-05-01,3,3
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2009-05-01,49,49
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2009-05-01,4,4
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
INCAHUASI,internaciones,ingresos referidos de otros establecimientos,2009-05-01,2,2
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,2,2
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1275,1275
LAS CARRERAS,internaciones,ingresos referidos de otros establecimientos,2009-05-01,7,7
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,18,18
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2009-05-01,3,3
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,12,12
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2009-05-01,18,18
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2009-05-01,3,3
MOJOCOYA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,17,17
MONTERO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,120,120
MOROCHATA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,2,2
OCURI,internaciones,ingresos referidos de otros establecimientos,2009-05-01,16,16
ORURO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,125,125
PADILLA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,18,18
PAILON,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2009-05-01,3,3
PASORAPA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,4,4
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,5,5
POTOSI,internaciones,ingresos referidos de otros establecimientos,2009-05-01,46,46
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,15,15
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2009-05-01,16,16
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2009-05-01,8,8
PUNA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,2,2
PUNATA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,65,65
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,17,17
REYES,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,207,207
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2009-05-01,12,12
SACABA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,8,8
SACACA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,5,5
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,8,8
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2009-05-01,13,13
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,23,23
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos,2009-05-01,2,2
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos,2009-05-01,3,3
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2009-05-01,4,4
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2009-05-01,16,16
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2009-05-01,8,8
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2009-05-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,524,524
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,17,17
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
SENA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2009-05-01,3,3
SORATA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos,2009-05-01,112,112
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,14,14
TARIJA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,98,98
TARVITA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,7,7
TOLEDO,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
TOMINA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,1,1
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,61,61
UNCIA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,14,14
UYUNI,internaciones,ingresos referidos de otros establecimientos,2009-05-01,4,4
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2009-05-01,9,9
VIACHA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,7,7
VILA VILA,internaciones,ingresos referidos de otros establecimientos,2009-05-01,2,2
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2009-05-01,22,22
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2009-05-01,30,30
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2009-05-01,6,6
WARNES,internaciones,ingresos referidos de otros establecimientos,2009-05-01,2,2
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2009-05-01,23,23
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2009-05-01,6,6
ACACIO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,3,3
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2009-06-01,2,2
APOLO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2009-06-01,18,18
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2009-06-01,6,6
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2009-06-01,6,6
BERMEJO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,4,4
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2009-06-01,5,5
BUENA VISTA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2009-06-01,3,3
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,3,3
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2009-06-01,7,7
CAPINOTA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
CARACOLLO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2009-06-01,19,19
CARIPUYO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,2,2
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,3,3
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,4,4
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2009-06-01,6,6
COBIJA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,76,76
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,294,294
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
COLOMI,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,4,4
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2009-06-01,4,4
COROICO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,10,10
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,4,4
COTOCA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,60,60
CULPINA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,3,3
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,235,235
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,4,4
ENTRE RIOS,internaciones,ingresos referidos de otros establecimientos,2009-06-01,4,4
FILADELFIA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2009-06-01,2,2
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2009-06-01,23,23
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,2,2
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,4,4
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2009-06-01,2766,2766
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,9,9
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,3,3
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2009-06-01,8,8
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,18,18
MONTERO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,91,91
OCURI,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,112,112
PADILLA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,22,22
PAILON,internaciones,ingresos referidos de otros establecimientos,2009-06-01,3,3
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2009-06-01,3,3
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,6,6
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,4,4
POTOSI,internaciones,ingresos referidos de otros establecimientos,2009-06-01,2,2
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,16,16
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2009-06-01,8,8
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2009-06-01,4,4
PUNA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,3,3
PUNATA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,48,48
REYES,internaciones,ingresos referidos de otros establecimientos,2009-06-01,3,3
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,231,231
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2009-06-01,19,19
SACABA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,10,10
SACACA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,3,3
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,6,6
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,8,8
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2009-06-01,6,6
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,26,26
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2009-06-01,8,8
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2009-06-01,6,6
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos,2009-06-01,3,3
SAN PEDRO DE BUENA VISTA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
SAN RAFAEL,internaciones,ingresos referidos de otros establecimientos,2009-06-01,2,2
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,310,310
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,5,5
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2009-06-01,3,3
SUCRE,internaciones,ingresos referidos de otros establecimientos,2009-06-01,66,66
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,20,20
TARIJA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,152,152
TARVITA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,7,7
TORO TORO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,3,3
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,10,10
UYUNI,internaciones,ingresos referidos de otros establecimientos,2009-06-01,5,5
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2009-06-01,11,11
VIACHA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,20,20
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2009-06-01,32,32
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2009-06-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2009-06-01,14,14
VINTO,internaciones,ingresos referidos de otros establecimientos,2009-06-01,2,2
VITICHI,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
WARNES,internaciones,ingresos referidos de otros establecimientos,2009-06-01,2,2
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,3,3
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2009-06-01,20,20
YOTALA,internaciones,ingresos referidos de otros establecimientos,2009-06-01,1,1
ACACIO,internaciones,ingresos referidos de otros establecimientos,2009-07-01,5,5
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2009-07-01,1,1
ALALAY,internaciones,ingresos referidos de otros establecimientos,2009-07-01,1,1
APOLO,internaciones,ingresos referidos de otros establecimientos,2009-07-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2009-07-01,5,5
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2009-07-01,5,5
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2009-07-01,1,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos,2009-07-01,4,4
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2009-07-01,5,5
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2009-07-01,2,2
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2009-07-01,3,3
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2009-07-01,19,19
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2009-07-01,36,36
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos,2009-07-01,3,3
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,12,12
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,16,16
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2009-07-01,2,2
COBIJA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,77,77
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,329,329
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,5,5
CORO CORO,internaciones,ingresos referidos de otros establecimientos,2009-07-01,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos,2009-07-01,15,15
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,3,3
COTOCA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,55,55
CULPINA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,3,3
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2009-07-01,166,166
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2009-07-01,4,4
ENTRE RIOS,internaciones,ingresos referidos de otros establecimientos,2009-07-01,2,2
ENTRE RIOS,internaciones,ingresos referidos de otros establecimientos,2009-07-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos referidos de otros establecimientos,2009-07-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2009-07-01,5,5
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2009-07-01,44,44
HUACHACALLA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,1,1
ICHOCA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,1,1
ICLA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,2,2
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,4,4
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2009-07-01,2626,2626
LAS CARRERAS,internaciones,ingresos referidos de otros establecimientos,2009-07-01,3,3
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,23,23
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2009-07-01,2,2
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,5,5
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,2,2
MOJOCOYA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2009-07-01,21,21
MONTERO,internaciones,ingresos referidos de otros establecimientos,2009-07-01,69,69
OCURI,internaciones,ingresos referidos de otros establecimientos,2009-07-01,2,2
ORURO,internaciones,ingresos referidos de otros establecimientos,2009-07-01,79,79
PADILLA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,20,20
PAILON,internaciones,ingresos referidos de otros establecimientos,2009-07-01,1,1
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2009-07-01,2,2
PASORAPA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,1,1
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,4,4
POCOATA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,6,6
POCONA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,2,2
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos,2009-07-01,2,2
POROMA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,2,2
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2009-07-01,3,3
POTOSI,internaciones,ingresos referidos de otros establecimientos,2009-07-01,35,35
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,8,8
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos,2009-07-01,2,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2009-07-01,8,8
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2009-07-01,26,26
PUNA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,3,3
PUNATA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,55,55
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2009-07-01,21,21
REYES,internaciones,ingresos referidos de otros establecimientos,2009-07-01,2,2
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,246,246
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2009-07-01,12,12
SACABA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,2,2
SACABAMBA,internaciones,ingresos referidos de otros establecimientos,2009-07-01,1,1
