municipality,group,variable,month,Fallecidos a partir de las 48 horas,TOTAL
SUCRE,internaciones,fallecidos a partir de las 48 horas,2008-09-01,39,39
TARABUCO,internaciones,fallecidos a partir de las 48 horas,2008-09-01,1,1
TARIJA,internaciones,fallecidos a partir de las 48 horas,2008-09-01,9,9
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2008-09-01,7,7
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2008-09-01,6,6
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2008-09-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2008-09-01,6,6
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2008-10-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2008-10-01,2,2
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2008-10-01,5,5
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2008-10-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2008-10-01,3,3
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2008-10-01,103,103
COROICO,internaciones,fallecidos a partir de las 48 horas,2008-10-01,2,2
CULPINA,internaciones,fallecidos a partir de las 48 horas,2008-10-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2008-10-01,14,14
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2008-10-01,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2008-10-01,133,133
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2008-10-01,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2008-10-01,3,3
ORURO,internaciones,fallecidos a partir de las 48 horas,2008-10-01,28,28
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2008-10-01,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2008-10-01,9,9
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2008-10-01,5,5
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2008-10-01,2,2
SAN MATIAS,internaciones,fallecidos a partir de las 48 horas,2008-10-01,1,1
SAN PEDRO,internaciones,fallecidos a partir de las 48 horas,2008-10-01,2,2
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2008-10-01,3,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2008-10-01,112,112
SUCRE,internaciones,fallecidos a partir de las 48 horas,2008-10-01,37,37
TARIJA,internaciones,fallecidos a partir de las 48 horas,2008-10-01,38,38
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2008-10-01,8,8
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2008-10-01,4,4
UYUNI,internaciones,fallecidos a partir de las 48 horas,2008-10-01,2,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2008-10-01,2,2
VILLA SERRANO,internaciones,fallecidos a partir de las 48 horas,2008-10-01,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2008-10-01,3,3
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2008-10-01,9,9
AIQUILE,internaciones,fallecidos a partir de las 48 horas,2008-11-01,2,2
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
BUENA VISTA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2008-11-01,6,6
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
CHALLAPATA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,2,2
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,95,95
COTAGAITA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2008-11-01,14,14
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2008-11-01,2,2
GUTIERREZ,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
HUACHACALLA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2008-11-01,107,107
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2008-11-01,2,2
MONTERO,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2008-11-01,33,33
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2008-11-01,2,2
POTOSI,internaciones,fallecidos a partir de las 48 horas,2008-11-01,25,25
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2008-11-01,3,3
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
PUNATA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,2,2
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,2,2
ROBORE,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
SAN JAVIER(STC),internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,294,294
SUCRE,internaciones,fallecidos a partir de las 48 horas,2008-11-01,38,38
TARABUCO,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
TARIJA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,29,29
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2008-11-01,14,14
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,4,4
UYUNI,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
VIACHA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2008-11-01,4,4
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2008-11-01,2,2
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
WARNES,internaciones,fallecidos a partir de las 48 horas,2008-11-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2008-11-01,2,2
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2008-11-01,16,16
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2008-12-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2008-12-01,1,1
BOYUIBE,internaciones,fallecidos a partir de las 48 horas,2008-12-01,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2008-12-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2008-12-01,3,3
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2008-12-01,82,82
COROICO,internaciones,fallecidos a partir de las 48 horas,2008-12-01,4,4
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2008-12-01,12,12
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2008-12-01,5,5
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2008-12-01,108,108
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2008-12-01,2,2
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2008-12-01,1,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2008-12-01,2,2
ORURO,internaciones,fallecidos a partir de las 48 horas,2008-12-01,34,34
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2008-12-01,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2008-12-01,8,8
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2008-12-01,2,2
PUNATA,internaciones,fallecidos a partir de las 48 horas,2008-12-01,2,2
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2008-12-01,8,8
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2008-12-01,2,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2008-12-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2008-12-01,3,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2008-12-01,69,69
SUCRE,internaciones,fallecidos a partir de las 48 horas,2008-12-01,24,24
TARABUCO,internaciones,fallecidos a partir de las 48 horas,2008-12-01,1,1
TARIJA,internaciones,fallecidos a partir de las 48 horas,2008-12-01,29,29
TIQUIPAYA,internaciones,fallecidos a partir de las 48 horas,2008-12-01,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2008-12-01,11,11
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2008-12-01,5,5
UYUNI,internaciones,fallecidos a partir de las 48 horas,2008-12-01,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2008-12-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2008-12-01,4,4
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2008-12-01,1,1
