municipality,group,variable,month,Total 8.6 Niños (as) de 6 meses a menor de 1 año con dosis única de vitamina A,TOTAL
POOPO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,9,9
PORCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,25,25
POROMA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,21,21
PORONGO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,20,20
PORTACHUELO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,33,33
PORVENIR,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,10,10
POSTRER VALLE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,3,3
POTOSI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,336,336
PRESTO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,19,19
PUCARA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,1,1
PUCARANI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,33,33
PUERTO ACOSTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,20,20
PUERTO CARABUCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,9,9
PUERTO GONZALO MORENO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,11,11
PUERTO PEREZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,5,5
PUERTO QUIJARRO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,37,37
PUERTO RICO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,11,11
PUERTO SILES,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,4,4
PUERTO SUAREZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,28,28
PUERTO VILLARROEL,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,113,113
PUNA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,31,31
PUNATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,36,36
QUIABAYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,2,2
QUILLACOLLO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,182,182
QUIME,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,16,16
QUIRUSILLAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,1,1
RAVELO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,20,20
REYES,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,23,23
RIBERALTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,231,231
ROBORE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,4,4
RURRENABAQUE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,25,25
SABAYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,2,2
SACABA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,224,224
SACABAMBA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,3,3
SACACA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,18,18
SAIPINA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,10,10
SALINAS DE GARCI MENDOZA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,13,13
SAMAIPATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,17,17
SAN AGUSTIN,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,4,4
SAN ANDRES,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,18,18
SAN ANDRES DE MACHACA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,9,9
SAN BENITO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,27,27
SAN BORJA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,94,94
SAN BUENA VENTURA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,22,22
SAN CARLOS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,54,54
SAN IGNACIO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,46,46
SAN IGNACIO DE VELASCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,99,99
SAN JAVIER(BNI),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,11,11
SAN JAVIER(STC),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,32,32
SAN JOAQUIN,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,10,10
SAN JOSE DE CHIQUITOS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,57,57
SAN JUAN DE YAPACANI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,23,23
SAN JULIAN,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,122,122
SAN LORENZO(PND),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,5,5
SAN LORENZO(TJA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,41,41
SAN LUCAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,71,71
SAN MATIAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,15,15
SAN MIGUEL DE VELASCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,36,36
SAN PABLO DE LIPEZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,4,4
SAN PEDRO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,16,16
SAN PEDRO DE BUENA VISTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,72,72
SAN PEDRO DE CURAHUARA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,6,6
SAN PEDRO DE TIQUINA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,3,3
SAN PEDRO(PND),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,2,2
SAN RAFAEL,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,12,12
SAN RAMON BENI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,16,16
SAN RAMON SCZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,15,15
SANTA ANA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,27,27
SANTA CRUZ DE LA SIERRA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,2321,2321
SANTA ROSA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,22,22
SANTA ROSA DEL SARA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,29,29
SANTIAGO DE CALLAPA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,7,7
SANTIAGO DE HUARI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,6,6
SANTIAGO DE HUATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,11,11
SANTIAGO DE MACHACA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,5,5
SANTIVAÑES,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,9,9
SANTUARIO DE QUILLACAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,6,6
SAPAHAQUI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,13,13
SENA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,15,15
SHINAOTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,43,43
SICA SICA (VILLA AROMA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,37,37
SICAYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,7,7
SIPE SIPE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,77,77
SOPACHUY,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,4,4
SORACACHI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,15,15
SORATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,41,41
SUCRE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,657,657
TACACHI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,1,1
TACACOMA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,5,5
TACOBAMBA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,17,17
TACOPAYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,11,11
TAPACARI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,31,31
TARABUCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,29,29
TARACO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,2,2
TARATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,24,24
TARIJA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,343,343
TARVITA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,17,17
TEOPONTE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,19,19
TIAWANACU,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,14,14
TINGUIPAYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,29,29
TIPUANI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,23,23
TIQUIPAYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,90,90
TIRAQUE (CBBA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,34,34
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,3,3
TOCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,7,7
TOLATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,13,13
TOLEDO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,7,7
TOMAVE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,29,29
TOMINA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,14,14
TORO TORO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,28,28
TOTORA(CBBA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,22,22
TOTORA(ORR),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,3,3
TRIGAL,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,1,1
TRINIDAD,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,163,163
TUPIZA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,50,50
TURCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,3,3
UMALA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,9,9
UNCIA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,35,35
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,36,36
URUBICHA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,11,11
UYUNI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,46,46
VACAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,11,11
VALLEGRANDE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,30,30
VIACHA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,104,104
VILA VILA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,5,5
VILLA CHARCAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,19,19
VILLA MONTES,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,86,86
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,5,5
VILLA RIVERO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,13,13
VILLA SERRANO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,17,17
VILLA TUNARI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,153,153
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,23,23
VILLAZON,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,57,57
VINTO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,41,41
VITICHI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,3,3
WALDO BALLIVIAN,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,1,1
WARNES,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,190,190
YACO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,9,9
YACUIBA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,140,140
YAMPARAEZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,8,8
YANACACHI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,6,6
YAPACANI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,36,36
YOCALLA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,11,11
YOTALA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,11,11
YUNCHARA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,7,7
ZUDAÑEZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-11-01,10,10
ACACIO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,6,6
ACHACACHI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,52,52
ACHOCALLA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,21,21
AIQUILE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,28,28
ALALAY,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,3,3
ALCALA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,5,5
ALTO BENI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,28,28
ANCORAIMES,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,11,11
ANDAMARCA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,6,6
ANTEQUERA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,3,3
ANZALDO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,3,3
APOLO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,22,22
ARAMPAMPA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,4,4
ARANI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,9,9
ARBIETO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,30,30
ARQUE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,16,16
ASCENCION DE GUARAYOS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,28,28
ATOCHA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,21,21
AUCAPATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,5,5
AYATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,15,15
AYO AYO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,21,21
AZURDUY,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,11,11
BATALLAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,17,17
BAURES,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,12,12
BELEN DE ANDAMARCA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,4,4
BELEN DE URMIRI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,1,1
BELLA FLOR,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,3,3
BERMEJO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,75,75
BETANZOS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,49,49
BOLIVAR,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,7,7
BOLPEBRA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,5,5
BOYUIBE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,6,6
BUENA VISTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,11,11
CABEZAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,49,49
CAIROMA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,9,9
"CAIZA ""D""",micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,15,15
CAJUATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,16,16
CALACOTO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,1,1
CALAMARCA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,23,23
CAMARGO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,16,16
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,4,4
CAMIRI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,48,48
CAPINOTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,10,10
CAQUIAVIRI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,20,20
CARACOLLO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,24,24
CARANAVI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,68,68
CARAPARI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,29,29
CARIPUYO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,13,13
CARMEN RIVERO TORREZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,19,19
CATACORA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,2,2
CHACARILLA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,1,1
CHALLAPATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,67,67
CHAQUI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,13,13
CHARAGUA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,45,45
CHARAÑA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,1,1
CHAYANTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,28,28
CHIMORE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,50,50
CHIPAYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,3,3
CHOQUE COTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,2,2
CHUA COCANI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,25,25
CHUMA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,20,20
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,4,4
CKOCHAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,11,11
CLIZA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,34,34
COBIJA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,109,109
COCAPATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,24,24
COCHABAMBA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,670,670
COIPASA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,4,4
COLCAPIRHUA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,86,86
"COLCHA ""K""",micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,31,31
COLLANA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,4,4
COLOMI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,41,41
COLPA BELGICA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,12,12
COLQUECHACA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,61,61
COLQUENCHA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,10,10
COLQUIRI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,39,39
COMANCHE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-12-01,2,2
