municipality,group,variable,month,Total 8.2 Mujeres puérperas con dosis completa de hierro,TOTAL
SAN JUAN DE YAPACANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,1,1
SAN JULIAN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,16,16
SAN LORENZO(PND),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,7,7
SAN LORENZO(TJA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,11,11
SAN LUCAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,39,39
SAN MATIAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,14,14
SAN MIGUEL DE VELASCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,4,4
SAN PABLO DE LIPEZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,2,2
SAN PEDRO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,10,10
SAN PEDRO DE BUENA VISTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,41,41
SAN PEDRO DE CURAHUARA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,5,5
SAN PEDRO DE TIQUINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,3,3
SAN RAFAEL,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,6,6
SAN RAMON SCZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,14,14
SANTA ANA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,23,23
SANTA CRUZ DE LA SIERRA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,1094,1094
SANTA ROSA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,11,11
SANTA ROSA DEL SARA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,16,16
SANTIAGO DE CALLAPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,4,4
SANTIAGO DE HUARI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,6,6
SANTIAGO DE HUATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,4,4
SANTIAGO DE MACHACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,5,5
SANTIVAÑES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,6,6
SANTUARIO DE QUILLACAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,5,5
SAPAHAQUI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,5,5
SENA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,8,8
SHINAOTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,29,29
SICA SICA (VILLA AROMA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,33,33
SICAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,6,6
SIPE SIPE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,52,52
SOPACHUY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,11,11
SORACACHI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,2,2
SORATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,7,7
SUCRE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,241,241
TACOBAMBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,3,3
TACOPAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,18,18
TAPACARI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,31,31
TARABUCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,17,17
TARACO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,3,3
TARATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,8,8
TARIJA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,272,272
TARVITA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,14,14
TEOPONTE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,14,14
TIAWANACU,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,9,9
TINGUIPAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,22,22
TIPUANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,10,10
TIQUIPAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,125,125
TIRAQUE (CBBA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,30,30
TOCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,4,4
TOLATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,1,1
TOLEDO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,6,6
TOMAVE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,10,10
TOMINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,7,7
TORO TORO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,11,11
TOTORA(CBBA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,28,28
TOTORA(ORR),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,3,3
TRIGAL,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,1,1
TRINIDAD,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,236,236
TUPIZA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,57,57
TURCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,5,5
UMALA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,10,10
UNCIA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,30,30
URIONDO (A. CONCEPCION),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,2,2
URUBICHA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,10,10
UYUNI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,70,70
VALLEGRANDE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,29,29
VIACHA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,52,52
VILA VILA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,5,5
VILLA CHARCAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,22,22
VILLA MONTES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,10,10
VILLA RIVERO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,7,7
VILLA SERRANO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,12,12
VILLA TUNARI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,159,159
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,6,6
VILLAZON,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,68,68
VINTO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,75,75
VITICHI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,3,3
WALDO BALLIVIAN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,1,1
WARNES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,139,139
YACO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,8,8
YACUIBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,3,3
YAMPARAEZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,6,6
YANACACHI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,3,3
YAPACANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,98,98
YOCALLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,6,6
YOTALA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,4,4
YUNCHARA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,5,5
ZUDAÑEZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-10-01,15,15
ACACIO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,12,12
ACHACACHI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,53,53
ACHOCALLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,12,12
AIQUILE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,43,43
ALALAY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
ALCALA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
ALTO BENI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,11,11
ANCORAIMES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,7,7
ANDAMARCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,4,4
ANTEQUERA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
ANZALDO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,9,9
APOLO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,12,12
ARAMPAMPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,7,7
ARANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,14,14
ARBIETO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,22,22
ARQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,14,14
ASCENCION DE GUARAYOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,64,64
ATOCHA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
AUCAPATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,4,4
AYATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,7,7
AYO AYO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,36,36
AZURDUY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,14,14
BATALLAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,13,13
BAURES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,7,7
BELEN DE ANDAMARCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
BELEN DE URMIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
BELLA FLOR,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
BERMEJO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
BETANZOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,49,49
BOLIVAR,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
BOYUIBE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
BUENA VISTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,4,4
CABEZAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,37,37
CAIROMA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,10,10
"CAIZA ""D""",micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
CAJUATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,9,9
CALACOTO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
CALAMARCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,15,15
CAMARGO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,33,33
CAMATAQUI (C. VILLA ABECIA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,4,4
CAMIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,71,71
CAPINOTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,16,16
CAQUIAVIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,9,9
CARACOLLO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,19,19
CARANAVI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,92,92
CARAPARI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
CARIPUYO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,15,15
CARMEN RIVERO TORREZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,8,8
CATACORA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
CHACARILLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
CHALLAPATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,62,62
CHAQUI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,10,10
CHARAGUA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,37,37
CHARAÑA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
CHAYANTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,28,28
CHIMORE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,16,16
CHIPAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
CHOQUE COTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,29,29
CHUMA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,10,10
CKOCHAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,11,11
CLIZA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,35,35
COBIJA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,8,8
COCAPATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,23,23
COCHABAMBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,222,222
COLCAPIRHUA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,27,27
"COLCHA ""K""",micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,15,15
COLLANA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
COLOMI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,16,16
COLPA BELGICA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
COLQUECHACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,41,41
COLQUENCHA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,9,9
COLQUIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,22,22
COMANCHE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
COMARAPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,31,31
COMBAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
CONCEPCION,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
COPACABANA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,12,12
CORIPATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,18,18
CORO CORO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
COROICO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,31,31
CORQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
COTAGAITA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,14,14
COTOCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,97,97
CUATRO CAÑADAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,18,18
CUCHUMUELA (V. G. VILLARROEL),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,4,4
CUEVO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
CULPINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,23,23
CURAHUARA DE CARANGAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,9,9
CURVA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
DESAGUADERO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,12,12
EL ALTO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1047,1047
EL CHORO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
EL PUENTE(STC),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
EL PUENTE(TJA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,11,11
EL TORNO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,93,93
EL VILLAR,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
ENTRE RIOS TRJ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
ENTRE RIOS CBBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,26,26
ESCOMA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,12,12
EUCALIPTUS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,4,4
EUREKA (SANTOS MERCADO),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
EXALTACION,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
FERNANDEZ ALONSO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,11,11
FILADELFIA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
GENERAL SAAVEDRA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,9,9
GUANAY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,20,20
GUAQUI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
GUAYARAMERIN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,157,157
GUTIERREZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
HUACARETA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,14,14
HUACAYA (VILLA DE HUACAYA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
HUACHACALLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
HUANUNI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,32,32
HUARACAJE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
HUARINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
HUAYLLAMARCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
HUMANATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,8,8
ICHOCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,7,7
ICLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,9,9
INCAHUASI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,15,15
INQUISIVI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,11,11
IRUPANA (VILLA DE LANZA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,11,11
IXIAMAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,15,15
JESUS DE MACHACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,9,9
LA ASUNTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,77,77
LA GUARDIA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,7,7
LA PAZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,748,748
LAGUNILLAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,11,11
LAJA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,17,17
LAS CARRERAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
LLALLAGUA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,86,86
LLICA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
LORETO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
LURIBAY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,4,4
MACHACAMARCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
MACHARETI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,4,4
MAGDALENA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,25,25
MAIRANA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,31,31
MALLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,9,9
MAPIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,18,18
MECAPACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
MINEROS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,22,22
MIZQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,34,34
MOCOMOCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,14,14
MOJINETE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
MOJOCOYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,8,8
MONTEAGUDO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,57,57
MONTERO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,163,163
MORO MORO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
MOROCHATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,4,4
OCURI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,22,22
OKINAWA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,14,14
OMEREQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
ORURO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,415,415
PADCAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,11,11
PADILLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,23,23
PAILON,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,31,31
PALCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,15,15
PALOS BLANCOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,34,34
PAMPA AULLAGAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
PAMPA GRANDE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
PAPEL PAMPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
PASORAPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
PATACAMAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,38,38
PAZÑA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
PELECHUCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
POCOATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,31,31
POCONA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,9,9
POJO (CBBA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,13,13
POOPO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
PORCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,16,16
POROMA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,26,26
PORONGO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,7,7
PORTACHUELO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,40,40
PORVENIR,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,8,8
POSTRER VALLE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
POTOSI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,392,392
PRESTO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,19,19
PUCARA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
PUCARANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,35,35
PUERTO ACOSTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,14,14
PUERTO CARABUCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,18,18
PUERTO GONZALO MORENO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,8,8
PUERTO PEREZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,8,8
PUERTO QUIJARRO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,18,18
PUERTO RICO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,7,7
PUERTO SUAREZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,28,28
PUERTO VILLARROEL,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,92,92
PUNA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,21,21
PUNATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,65,65
QUILLACOLLO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,161,161
QUIME,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,8,8
QUIRUSILLAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
RAVELO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,21,21
REYES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,13,13
RIBERALTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,188,188
ROBORE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,23,23
RURRENABAQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,46,46
SABAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
SACABA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,179,179
SACABAMBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
SACACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,45,45
SAIPINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
SALINAS DE GARCI MENDOZA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,12,12
SAMAIPATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
SAN AGUSTIN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
SAN ANDRES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,185,185
SAN ANDRES DE MACHACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
