,group,variable,month,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
SENA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,95,0,95,95
SHINAOTA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,211,0,211,211
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,15,0,15,15
SICAYA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,51,0,51,51
SIPE SIPE,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,11,578,11,578,589
SORACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,2,42,2,42,44
SORATA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,55,0,55,55
SUCRE,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,212,363,212,363,575
TACACOMA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,59,0,59,59
TACOBAMBA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,103,0,103,103
TACOPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,50,561,50,561,611
TAHUA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,10,0,10,10
TAPACARI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,15,596,15,596,611
TARACO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,10,0,10,10
TARATA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,10,0,10,0,10
TARIJA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,25,0,25,0,25
TARVITA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,147,0,147,147
TIQUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,116,333,116,333,449
TIRAQUE (CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,82,0,82,82
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,10,0,10,10
TOCO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,11,1874,11,1874,1885
TOLATA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,63,0,63,63
TOLEDO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,4,15,4,15,19
TOMAVE,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,417,0,417,417
TOMINA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,20,30,20,30,50
TORO TORO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,25,0,25,25
TOTORA(CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,519,0,519,519
TRINIDAD,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,150,0,150,0,150
TUPIZA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,44,0,44,44
TURCO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,25,0,25,25
UYUNI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,180,1434,180,1434,1614
VACAS,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,20,0,20,20
VIACHA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,150,0,150,150
VILA VILA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,20,321,20,321,341
VILLA MONTES,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,119,0,119,119
VILLA RIVERO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,57,0,57,57
VILLA TUNARI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,582,215,582,215,797
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,41,0,41,41
VILLAZON,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,45,0,45,45
VINTO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,119,0,119,0,119
WALDO BALLIVIAN,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,6,0,6,6
WARNES,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,70,367,70,367,437
YAMPARAEZ,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,10,129,10,129,139
YANACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,14,2,14,2,16
YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,93,0,93,93
YOTALA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,4,205,4,205,209
YUNCHARA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,30,0,30,30
ZUDAÑEZ,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,117,0,117,117
ACHACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,10,0,10,10
AIQUILE,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,20,12,20,12,32
ALALAY,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,3,19,3,19,22
ALTO BENI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,20,0,20,20
ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,1,1,1,1,2
ANZALDO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,10,0,10,10
ARANI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,6,0,6,6
ARQUE,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,9,154,9,154,163
ATOCHA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,3,16,3,16,19
AYO AYO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,255,0,255,255
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica en perros y gatos,2011-12-01,7,133,7,133,140
BATALLAS,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,60,0,60,60
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,1,0,1,1
BERMEJO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,2480,0,2480,2480
BOLIVAR,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,12,0,12,12
BOYUIBE,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,3,0,3,0,3
CABEZAS,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,15,2,15,2,17
CALACOTO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,10,0,10,10
CALAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,198,0,198,198
CAPINOTA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,770,2372,770,2372,3142
CARACOLLO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,150,0,150,150
CARANAVI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,52,0,52,52
CARAPARI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,25,0,25,25
CARIPUYO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,20,0,20,20
CARMEN RIVERO TORREZ,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,258,0,258,258
CATACORA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,4,0,4,0,4
CHALLAPATA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,50,0,50,50
CHAQUI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,31,0,31,31
CHARAGUA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,10,0,10,10
CHARAÑA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,39,0,39,39
CHAYANTA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,10,4,10,4,14
CHIMORE,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,2,351,2,351,353
CHOQUE COTA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,5,48,5,48,53
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en perros y gatos,2011-12-01,21,66,21,66,87
CLIZA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,20,54,20,54,74
COCAPATA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,174,0,174,174
COCHABAMBA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,415,647,415,647,1062
COLCAPIRHUA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,35,279,35,279,314
"COLCHA ""K""",otras vacunaciones,antirrabica en perros y gatos,2011-12-01,12,15,12,15,27
COLLANA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,6,0,6,0,6
COLOMI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,10,49,10,49,59
COLQUECHACA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,90,0,90,90
COLQUENCHA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,3,0,3,0,3
COMBAYA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,10,0,10,10
COPACABANA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,36,0,36,36
CORIPATA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,3,2,3,2,5
CORQUE,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,28,0,28,28
COTAGAITA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,30,0,30,30
COTOCA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,50,0,50,50
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,10,0,10,10
EL ALTO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,157,978,157,978,1135
EL CHORO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,610,0,610,610
EL PUENTE(STC),otras vacunaciones,antirrabica en perros y gatos,2011-12-01,30,110,30,110,140
EL TORNO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,524,540,524,540,1064
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,3,0,3,0,3
ENTRE RIOS CBBA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,95,0,95,95
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,328,1522,328,1522,1850
HUARINA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,20,0,20,20
ICHOCA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,8,0,8,8
IXIAMAS,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,51,153,51,153,204
LA ASUNTA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,145,0,145,145
LA PAZ,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,102,298,102,298,400
LICOMA PAMPA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,20,0,20,20
LURIBAY,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,7,33,7,33,40
MACHACAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,4,0,4,0,4
MINEROS,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,20,0,20,20
MIZQUE,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,7,159,7,159,166
MOCOMOCO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,18,0,18,18
MONTERO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,53,118,53,118,171
MOROCHATA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,152,0,152,152
OCURI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,20,0,20,20
OMEREQUE,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,90,0,90,90
ORURO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,4,4280,4,4280,4284
PADILLA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,10,22,10,22,32
PALOS BLANCOS,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,9,0,9,9
PAMPA AULLAGAS,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,4,0,4,4
PAPEL PAMPA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,5,0,5,5
PASORAPA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,179,0,179,179
PAZÑA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,4,65,4,65,69
POJO (CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-12-01,5,0,5,0,5
POROMA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,14,0,14,14
PORTACHUELO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,13,0,13,0,13
POTOSI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,4,0,4,0,4
PRESTO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,40,0,40,40
PUERTO CARABUCO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,9,0,9,9
PUERTO PEREZ,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,5,0,5,5
PUERTO SUAREZ,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,1094,0,1094,1094
PUERTO VILLARROEL,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,114,420,114,420,534
PUNATA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,101,0,101,0,101
QUILLACOLLO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,80,161,80,161,241
QUIME,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,34,0,34,34
SABAYA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,2,0,2,0,2
SACABA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,195,1158,195,1158,1353
SACACA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,50,0,50,50
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,90,0,90,90
SAN BENITO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,14,14,14,14,28
SAN IGNACIO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,240,2281,240,2281,2521
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,5,47,5,47,52
SAN JAVIER(STC),otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,228,0,228,228
SAN JULIAN,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,51,0,51,51
SAN LORENZO(TJA),otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,44,0,44,44
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,3,0,3,3
SAN PEDRO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,1067,1936,1067,1936,3003
SAN RAMON SCZ,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,18,0,18,18
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,609,11986,609,11986,12595
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,16,0,16,0,16
SANTIAGO DE HUARI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,22,0,22,22
SANTIVAÑES,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,23,0,23,23
SAPAHAQUI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,12,0,12,12
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica en perros y gatos,2011-12-01,10,64,10,64,74
SICAYA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,17,0,17,17
SIPE SIPE,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,27,361,27,361,388
SORACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,268,0,268,268
SUCRE,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,21,171,21,171,192
TACACOMA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,9,11,9,11,20
TACOBAMBA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,120,0,120,120
TACOPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,5,224,5,224,229
TAPACARI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,36,229,36,229,265
TARATA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,34,36,34,36,70
TARIJA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,5,73,5,73,78
TARVITA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,40,0,40,40
TIQUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,24,161,24,161,185
TIRAQUE (CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-12-01,5,63,5,63,68
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,7,0,7,7
TOCO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,68,0,68,68
TOLATA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,2,39,2,39,41
TOLEDO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,30,0,30,30
TORO TORO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,9,0,9,9
TOTORA(CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,43,0,43,43
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica en perros y gatos,2011-12-01,5,5,5,5,10
UYUNI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,200,1623,200,1623,1823
VACAS,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,32,0,32,32
VILA VILA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,5,25,5,25,30
VILLA TUNARI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,90,153,90,153,243
VILLAZON,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,5,83,5,83,88
VINTO,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,135,21,135,21,156
WALDO BALLIVIAN,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,7,0,7,7
WARNES,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,59,0,59,0,59
YANACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,8,0,8,8
YOTALA,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,5,15,5,15,20
ZUDAÑEZ,otras vacunaciones,antirrabica en perros y gatos,2011-12-01,0,32,0,32,32
