municipality,group,variable,month,Mujeres puérperas que recibieron dosis única d,TOTAL
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
EXALTACION,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,7,7
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,24,24
FILADELFIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,34,34
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,16,16
GUANAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,33,33
GUAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,12,12
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,120,120
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,12,12
HUACARETA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,15,15
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
HUANUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,21,21
HUARACAJE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,6,6
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,10,10
ICHOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,9,9
ICLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,26,26
INCAHUASI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,62,62
INGAVI (HUMAITA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,5,5
INQUISIVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,23,23
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,10,10
IXIAMAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,7,7
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,19,19
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,26,26
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,39,39
LA PAZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,833,833
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,7,7
LAJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,20,20
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,12,12
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,80,80
LLICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,7,7
LORETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,11,11
LURIBAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,8,8
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
MACHARETI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,6,6
MAGDALENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,17,17
MAIRANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,24,24
MALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,3,3
MAPIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,19,19
MECAPACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,16,16
MINEROS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,39,39
MIZQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,44,44
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,31,31
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,14,14
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,51,51
MONTERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,378,378
MORO MORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
MOROCHATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,63,63
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,3,3
OCURI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,39,39
OKINAWA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,17,17
OMEREQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,10,10
ORURO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,316,316
PADCAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,16,16
PADILLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,33,33
PAILON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,27,27
PALCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,8,8
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,30,30
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,4,4
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,12,12
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,8,8
PASORAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,10,10
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,32,32
PAZÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,3,3
PELECHUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,9,9
POCOATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,36,36
POCONA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,11,11
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,23,23
POOPO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,7,7
PORCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,7,7
POROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,28,28
PORONGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,4,4
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,38,38
PORVENIR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,5,5
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
POTOSI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,262,262
PRESTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,23,23
PUCARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,4,4
PUCARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,48,48
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,38,38
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,23,23
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,10,10
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,11,11
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,6,6
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,9,9
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,1,1
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,21,21
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,90,90
PUNA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,64,64
PUNATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,55,55
QUIABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,166,166
QUIME,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,9,9
QUIRUSILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
RAVELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,42,42
REYES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,16,16
RIBERALTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,196,196
ROBORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,22,22
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,28,28
SABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,7,7
SACABA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,126,126
SACABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,10,10
SACACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,53,53
SAIPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,3,3
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,17,17
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,16,16
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,4,4
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,12,12
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,5,5
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,6,6
SAN BENITO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,17,17
SAN BORJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,78,78
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,16,16
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,47,47
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,61,61
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,125,125
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,3,3
SAN JAVIER(STC),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,23,23
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,13,13
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,31,31
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,19,19
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,93,93
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,9,9
SAN LORENZO(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,20,20
SAN LUCAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,78,78
SAN MATIAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,13,13
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,15,15
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,7,7
SAN PEDRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,29,29
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,62,62
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,4,4
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,3,3
SAN PEDRO(PND),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,5,5
SAN RAFAEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,7,7
SAN RAMON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,10,10
SAN RAMON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,27,27
SANTA ANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,28,28
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,1319,1319
SANTA ROSA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,16,16
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,31,31
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,7,7
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,11,11
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,1,1
SANTIVAÑES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,5,5
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,3,3
SAPAHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,13,13
SENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,6,6
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,30,30
SICAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,7,7
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,35,35
SOPACHUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,17,17
SORACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,11,11
SORATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,23,23
SUCRE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,282,282
TACACOMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,8,8
TACOPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,25,25
TAHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,4,4
TAPACARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,64,64
TARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,60,60
TARACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
TARATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,16,16
TARIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,321,321
TARVITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,46,46
TEOPONTE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,11,11
TIAWANACU,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,18,18
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,42,42
TIPUANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,17,17
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,109,109
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,69,69
TOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
TOLATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
TOLEDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,15,15
TOMAVE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,8,8
TOMINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,16,16
TORO TORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,24,24
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,28,28
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,5,5
TRINIDAD,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,221,221
TUPIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,76,76
TURCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,12,12
UMALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,11,11
UNCIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,64,64
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,9,9
URUBICHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,18,18
UYUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,31,31
VACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,27,27
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,30,30
VIACHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,29,29
VILA VILA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,9,9
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,71,71
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,3,3
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,6,6
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,10,10
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,134,134
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,16,16
VILLAZON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,62,62
VINTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,45,45
