municipality,group,variable,month,Niños menores de 5 años con 1ra dosis de hier,TOTAL
SABAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,2,2
SACABA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,41,41
SAMAIPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,39,39
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,55,55
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,14,14
SAN BENITO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,10,10
SAN BORJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,146,146
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,5,5
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,21,21
SAN IGNACIO DE VELASCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,116,116
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,7,7
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,3,3
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,2,2
SAN JUAN DE YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,21,21
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,9,9
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,28,28
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,61,61
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,228,228
SAN MATIAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,3,3
SAN MIGUEL DE VELASCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,21,21
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,8,8
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,72,72
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,15,15
SAN RAFAEL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,23,23
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,30,30
SANTA ANA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,25,25
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,1247,1247
SANTA ROSA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,57,57
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,43,43
SANTIAGO DE HUARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,5,5
SANTIAGO DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,19,19
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,37,37
SENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,27,27
SICAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,11,11
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,5,5
SORATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,11,11
SUCRE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,592,592
TACACOMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,3,3
TACOBAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,16,16
TACOPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,106,106
TAPACARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,91,91
TARABUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,127,127
TARACO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,4,4
TARIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,74,74
TIAWANACU,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,57,57
TINGUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,166,166
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,20,20
TOCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,7,7
TOLATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,15,15
TOLEDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,4,4
TOMAVE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,9,9
TOMINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,57,57
TRINIDAD,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,140,140
TUPIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,30,30
UNCIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,30,30
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,13,13
URUBICHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,12,12
UYUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,4,4
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,54,54
VILLA RIVERO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,10,10
VILLA TUNARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,88,88
VINTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,7,7
VITICHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,110,110
WARNES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,175,175
YACO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,83,83
YACUIBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,28,28
YAMPARAEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,44,44
YANACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,2,2
YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,33,33
YOCALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,37,37
YOTALA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,74,74
YUNCHARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,4,4
ZUDAÑEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-06-01,35,35
ACHACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,112,112
AIQUILE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,74,74
ALALAY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,2,2
ALCALA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,10,10
APOLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,10,10
ARANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,6,6
ARQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,125,125
ASCENCION DE GUARAYOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,33,33
ATOCHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,4,4
AYATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,28,28
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,33,33
BAURES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,38,38
BELEN DE URMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,4,4
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,6,6
BERMEJO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,96,96
BETANZOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,4,4
BOLIVAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,74,74
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,6,6
BOYUIBE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,22,22
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,28,28
CABEZAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,5,5
CAIROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,14,14
"CAIZA ""D""",micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,4,4
CAMARGO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,38,38
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,26,26
CAMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,85,85
CAPINOTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,165,165
CAQUIAVIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,30,30
CARACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,1,1
CARANAVI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,10,10
CARAPARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,2,2
CARMEN RIVERO TORREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,57,57
CATACORA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,24,24
CHALLAPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,12,12
CHAQUI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,34,34
CHARAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,184,184
CHARAÑA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,1,1
CHAYANTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,7,7
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,39,39
CHUMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,14,14
CLIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,2,2
COBIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,141,141
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,280,280
COMANCHE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,10,10
CONCEPCION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,59,59
CORO CORO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,12,12
COROICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,40,40
CORQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,19,19
COTAGAITA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,43,43
CUATRO CAÑADAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,4,4
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,24,24
CUEVO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,11,11
CULPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,91,91
EL ALTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,1099,1099
EL CHORO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,6,6
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,14,14
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,6,6
EL TORNO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,99,99
EL VILLAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,5,5
EXALTACION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,2,2
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,90,90
FILADELFIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,39,39
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,2,2
GUANAY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,4,4
GUAQUI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,18,18
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,103,103
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,29,29
HUACARETA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,18,18
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,28,28
HUARACAJE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,1,1
ICLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,107,107
INCAHUASI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,123,123
INGAVI (HUMAITA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,4,4
JESUS DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,33,33
LA ASUNTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,1,1
LA GUARDIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,302,302
LA PAZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,870,870
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,28,28
LAJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,57,57
LAS CARRERAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,10,10
LLICA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,27,27
LORETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,8,8
LURIBAY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,39,39
MACHACAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,2,2
MACHARETI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,22,22
MAGDALENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,26,26
MAIRANA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,43,43
MALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,4,4
MINEROS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,189,189
MIZQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,41,41
MOCOMOCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,33,33
MONTEAGUDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,87,87
MONTERO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,204,204
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,10,10
OCURI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,7,7
OKINAWA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,144,144
ORURO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,32,32
PADCAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,10,10
PADILLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,67,67
PAILON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,17,17
PALCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,28,28
PALOS BLANCOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,1,1
PAMPA AULLAGAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,7,7
PAMPA GRANDE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,32,32
PASORAPA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,5,5
PELECHUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,4,4
POCOATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,1,1
POCONA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,35,35
POOPO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,49,49
POROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,66,66
PORTACHUELO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,3,3
PORVENIR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,17,17
POTOSI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,378,378
PRESTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,18,18
PUERTO ACOSTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,32,32
PUERTO CARABUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,14,14
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,4,4
PUERTO QUIJARRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,6,6
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,36,36
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,10,10
PUNA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,120,120
PUNATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,148,148
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,17,17
QUIRUSILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,13,13
RAVELO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,18,18
REYES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,79,79
RIBERALTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,169,169
RURRENABAQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,24,24
SABAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,3,3
SACABA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,305,305
SAMAIPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,33,33
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,51,51
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,14,14
SAN BENITO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,1,1
SAN BORJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,224,224
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,1,1
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,131,131
SAN IGNACIO DE VELASCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,119,119
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,14,14
SAN JAVIER(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,30,30
SAN JUAN DE YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-07-01,47,47
