municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas d,TOTAL
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,2,2
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,3,3
BERMEJO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,32,32
BETANZOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,41,41
BOLIVAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,13,13
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,4,4
BOYUIBE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,6,6
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,22,22
CABEZAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,5,5
CAIROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,13,13
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,8,8
CAJUATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,14,14
CALACOTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,7,7
CALAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,19,19
CAMARGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,21,21
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,6,6
CAMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,14,14
CAPINOTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,31,31
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,13,13
CARACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,22,22
CARANAVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,124,124
CARAPARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,7,7
CARIPUYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,4,4
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,8,8
CHACARILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,8,8
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,47,47
CHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,4,4
CHARAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,43,43
CHARAÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
CHAYANTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,22,22
CHIMORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,38,38
CHIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,2,2
CHOQUE COTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,46,46
CHUMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,14,14
CLIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,16,16
COBIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,98,98
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,59,59
COIPASA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,26,26
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,25,25
COLLANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,4,4
COLOMI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,16,16
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,15,15
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,55,55
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,10,10
COLQUIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,26,26
COMANCHE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,3,3
COMARAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,31,31
COMBAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,3,3
CONCEPCION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
COPACABANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,11,11
CORIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,22,22
CORO CORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,5,5
COROICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,13,13
CORQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,11,11
COTAGAITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,38,38
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,19,19
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
CUEVO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,4,4
CULPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,23,23
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,9,9
CURVA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,4,4
EL ALTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,971,971
EL CHORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,6,6
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,10,10
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,10,10
EL TORNO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,8,8
EL VILLAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,7,7
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,20,20
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,26,26
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,10,10
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
EXALTACION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,7,7
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,27,27
FILADELFIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,6,6
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,19,19
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,15,15
GUANAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,21,21
GUAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,8,8
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,75,75
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,7,7
HUACARETA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,22,22
HUACHACALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
HUANUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,40,40
HUARACAJE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,3,3
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,6,6
ICHOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,7,7
ICLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,13,13
INCAHUASI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,40,40
INGAVI (HUMAITA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,2,2
INQUISIVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,19,19
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,10,10
IXIAMAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,6,6
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,19,19
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,39,39
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,12,12
LA PAZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,766,766
LA RIVERA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,10,10
LAJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,19,19
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,6,6
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,3,3
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,10,10
LLICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,7,7
LORETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,4,4
LURIBAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,14,14
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,2,2
MACHARETI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,12,12
MAGDALENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,9,9
MAIRANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,13,13
MALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,6,6
MAPIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,25,25
MECAPACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,12,12
MINEROS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,3,3
MIZQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,26,26
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,14,14
MOJINETE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,9,9
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,33,33
MONTERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,53,53
MORO MORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
MOROCHATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
OCURI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,31,31
OKINAWA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,6,6
OMEREQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,10,10
ORURO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,135,135
PADCAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,20,20
PADILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,17,17
PALCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,3,3
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,43,43
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,6,6
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,16,16
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,5,5
PASORAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,6,6
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,6,6
PAZÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,11,11
PELECHUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,5,5
POCOATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,31,31
POCONA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,21,21
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,16,16
POOPO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,7,7
PORCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,18,18
POROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,26,26
PORONGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,10,10
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,24,24
PORVENIR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,6,6
POTOSI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,244,244
PRESTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,14,14
PUCARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,3,3
PUCARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,34,34
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,30,30
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,10,10
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,11,11
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,7,7
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,15,15
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,12,12
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,20,20
PUNA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,42,42
PUNATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,21,21
QUIABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,4,4
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,19,19
QUIME,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,7,7
QUIRUSILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
RAVELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,19,19
REYES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,5,5
RIBERALTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,142,142
ROBORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,32,32
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,4,4
SABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,6,6
SACABA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,74,74
SACABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,10,10
SACACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,31,31
SAIPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,3,3
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,10,10
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,18,18
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,5,5
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,16,16
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
SAN BENITO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,7,7
SAN BORJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,11,11
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,27,27
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,9,9
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,23,23
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,60,60
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,7,7
SAN JAVIER(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,24,24
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,17,17
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,12,12
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,34,34
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,4,4
SAN LORENZO(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,28,28
SAN LUCAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,73,73
SAN MATIAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,8,8
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,4,4
SAN PEDRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,17,17
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,33,33
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,10,10
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,5,5
SAN PEDRO(PND),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
SAN RAFAEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,11,11
SAN RAMON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,19,19
SANTA ANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,1,1
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,306,306
SANTA ROSA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-04-01,4,4
