municipality,group,variable,month,Niños menores de 5 años con 3ra dosis de hier,TOTAL
PUNATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,61,61
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,63,63
QUIRUSILLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,2,2
ROBORE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,60,60
RURRENABAQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,13,13
SACABA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,178,178
SACABAMBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,3,3
SAMAIPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,23,23
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,27,27
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,3,3
SAN BENITO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,4,4
SAN BORJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,41,41
SAN BUENA VENTURA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,21,21
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,10,10
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,104,104
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,2,2
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,1,1
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,19,19
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,32,32
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,233,233
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,47,47
SAN PEDRO DE TIQUINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,7,7
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,25,25
SAN RAMON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,8,8
SANTA ANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,41,41
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,546,546
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,43,43
SANTIAGO DE CALLAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,5,5
SANTIAGO DE HUARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,35,35
SENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,8,8
SICA SICA (VILLA AROMA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,1,1
SICAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,3,3
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,5,5
SOPACHUY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,3,3
SUCRE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,82,82
TACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,2,2
TACOPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,56,56
TAPACARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,28,28
TARABUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,357,357
TARACO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,12,12
TARATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,11,11
TARIJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,60,60
TEOPONTE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,21,21
TIAWANACU,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,3,3
TIPUANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,6,6
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,76,76
TIRAQUE (CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,39,39
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,6,6
TOCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,1,1
TOLATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,6,6
TOTORA(CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,2,2
TRINIDAD,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,126,126
UNCIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,48,48
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,54,54
URUBICHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,27,27
UYUNI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,3,3
VACAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,14,14
VIACHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,20,20
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,2,2
VILLA RIVERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,1,1
VILLA TUNARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,37,37
VINTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,4,4
WARNES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,41,41
YACUIBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,63,63
YAMPARAEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,57,57
YANACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,2,2
YUNCHARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-02-01,13,13
ACHOCALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,1,1
ALALAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,5,5
ALCALA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,2,2
ANDAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,7,7
ANZALDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,1,1
ARBIETO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,1,1
ARQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,27,27
AUCAPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,3,3
AYATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,30,30
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,34,34
AZURDUY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,224,224
BATALLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,2,2
BAURES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,4,4
BELEN DE ANDAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,8,8
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,32,32
BERMEJO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,69,69
BOLIVAR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,33,33
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,3,3
BOYUIBE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,6,6
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,4,4
CABEZAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,18,18
CAIROMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,12,12
"CAIZA ""D""",micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,16,16
CAJUATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,17,17
CALACOTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,1,1
CAMARGO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,75,75
CAMIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,62,62
CAPINOTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,57,57
CARANAVI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,13,13
CARAPARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,14,14
CARMEN RIVERO TORREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,7,7
CHARAGUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,67,67
CHIMORE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,37,37
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,2,2
CHUMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,24,24
CLIZA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,6,6
COBIJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,127,127
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,230,230
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,20,20
COLOMI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,43,43
COLQUECHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,7,7
COLQUIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,10,10
CORIPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,29,29
CORO CORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,1,1
COROICO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,19,19
CORQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,2,2
COTAGAITA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,27,27
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,7,7
CUEVO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,6,6
CULPINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,123,123
CURVA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,2,2
DESAGUADERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,20,20
EL ALTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,828,828
EL CHORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,23,23
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,10,10
EL VILLAR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,108,108
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,6,6
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,35,35
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,12,12
EXALTACION,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,16,16
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,82,82
FILADELFIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,20,20
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,68,68
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,34,34
GUANAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,4,4
GUAQUI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,9,9
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,92,92
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,45,45
HUACARETA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,7,7
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,5,5
HUARACAJE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,1,1
HUAYLLAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,23,23
ICHOCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,1,1
INCAHUASI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,100,100
INGAVI (HUMAITA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,2,2
INQUISIVI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,3,3
IRUPANA (VILLA DE LANZA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,7,7
IXIAMAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,4,4
JESUS DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,6,6
LA ASUNTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,10,10
LA PAZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,852,852
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,43,43
LAJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,22,22
LORETO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,7,7
LURIBAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,4,4
MACHARETI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,49,49
MALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,3,3
MAPIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,16,16
MECAPACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,7,7
MINEROS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,12,12
MIZQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,16,16
MOCOMOCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,39,39
MOJOCOYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,30,30
MONTEAGUDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,37,37
MONTERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,98,98
MOROCHATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,60,60
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,6,6
OKINAWA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,43,43
ORURO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,129,129
PADCAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,88,88
PADILLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,4,4
PAILON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,8,8
PALOS BLANCOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,47,47
PAMPA GRANDE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,11,11
PATACAMAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,9,9
PELECHUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,14,14
POJO (CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,4,4
POROMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,56,56
PORTACHUELO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,8,8
PORVENIR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,16,16
POTOSI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,2,2
PRESTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,23,23
PUCARANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,62,62
PUERTO ACOSTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,85,85
PUERTO CARABUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,59,59
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,12,12
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,25,25
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,4,4
PUERTO SUAREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,8,8
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,77,77
PUNA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,31,31
PUNATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,68,68
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,74,74
QUIRUSILLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,3,3
REYES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,53,53
ROBORE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,11,11
RURRENABAQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,10,10
SACABA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,228,228
SACABAMBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,10,10
SAMAIPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,32,32
SAN AGUSTIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,7,7
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,27,27
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,3,3
SAN BENITO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,7,7
SAN BORJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,314,314
SAN BUENA VENTURA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,48,48
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,10,10
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,115,115
SAN IGNACIO DE VELASCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,1,1
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,3,3
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,2,2
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,6,6
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,55,55
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,389,389
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,60,60
SAN PEDRO DE TIQUINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,6,6
SAN RAMON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,9,9
SANTA ANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,111,111
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,614,614
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,89,89
SANTIAGO DE CALLAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,5,5
SENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-03-01,22,22
