municipality,group,variable,month,Niños menores de 5 años con 3ra dosis de hier,TOTAL
RURRENABAQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,19,19
SACABA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,168,168
SACABAMBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,1,1
SALINAS DE GARCI MENDOZA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,1,1
SAMAIPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,31,31
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,39,39
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,3,3
SAN BENITO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,7,7
SAN BORJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,56,56
SAN BUENA VENTURA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,24,24
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,68,68
SAN IGNACIO DE VELASCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,15,15
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,8,8
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,5,5
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,5,5
SAN JUAN DE YAPACANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,84,84
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,11,11
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,68,68
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,362,362
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,64,64
SAN PEDRO DE TIQUINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,15,15
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,16,16
SAN RAFAEL,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,11,11
SAN RAMON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,11,11
SANTA ANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,13,13
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,640,640
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,76,76
SANTIAGO DE CALLAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,7,7
SANTIAGO DE HUARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,17,17
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,26,26
SENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,2,2
SICA SICA (VILLA AROMA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,2,2
SICAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,10,10
SUCRE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,513,513
TACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,1,1
TACOPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,94,94
TAPACARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,35,35
TARABUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,274,274
TARACO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,10,10
TARATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,12,12
TARIJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,93,93
TARVITA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,10,10
TIAWANACU,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,11,11
TIPUANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,13,13
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,24,24
TIRAQUE (CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,18,18
TOLATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,2,2
TOLEDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,5,5
TOMINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,108,108
TOTORA(CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,6,6
TOTORA(ORR),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,1,1
TRINIDAD,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,204,204
UMALA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,3,3
UNCIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,16,16
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,66,66
VACAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,15,15
VIACHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,34,34
VILA VILA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,16,16
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,61,61
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,8,8
VILLA RIVERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,5,5
VILLA SERRANO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,1,1
VILLA TUNARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,63,63
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,52,52
VILLAZON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,39,39
VINTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,10,10
VITICHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,2,2
WARNES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,105,105
YACO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,2,2
YACUIBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,42,42
YAMPARAEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,182,182
YANACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,32,32
YAPACANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,379,379
YOTALA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,61,61
YUNCHARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-04-01,30,30
ACHOCALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,8,8
AIQUILE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,24,24
ALALAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,4,4
ALCALA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,57,57
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
APOLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,11,11
ARANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
ARBIETO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
ARQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,45,45
AUCAPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,14,14
AYATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,28,28
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,38,38
AZURDUY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,450,450
BATALLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,2,2
BAURES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,5,5
BELEN DE ANDAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,13,13
BERMEJO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,145,145
BETANZOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,19,19
BOLIVAR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,85,85
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,4,4
BOYUIBE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,3,3
CABEZAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,15,15
CAIROMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,81,81
"CAIZA ""D""",micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,17,17
CAJUATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,5,5
CALACOTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,12,12
CAMARGO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,192,192
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,77,77
CAMIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,68,68
CAPINOTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,111,111
CAQUIAVIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,127,127
CARANAVI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,60,60
CARAPARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,35,35
CARMEN RIVERO TORREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,5,5
CHARAGUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,30,30
CHAYANTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,4,4
CHIMORE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,26,26
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,26,26
CHUMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,33,33
CLIZA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
COBIJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,42,42
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,104,104
COIPASA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,4,4
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,13,13
COLOMI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,38,38
COLPA BELGICA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,3,3
COLQUECHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,14,14
COLQUIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
COMANCHE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,53,53
CORIPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,40,40
CORO CORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,69,69
COROICO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,20,20
CORQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,29,29
COTAGAITA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,41,41
CUEVO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
CULPINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,140,140
CURVA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,10,10
DESAGUADERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,14,14
EL ALTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,908,908
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,26,26
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,8,8
EL TORNO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,62,62
EL VILLAR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,25,25
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,4,4
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,26,26
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,6,6
EXALTACION,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,42,42
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,72,72
FILADELFIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,27,27
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,36,36
GUANAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
GUAQUI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,10,10
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,374,374
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,31,31
HUACARETA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,141,141
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,31,31
INCAHUASI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,342,342
INGAVI (HUMAITA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
IRUPANA (VILLA DE LANZA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,11,11
IXIAMAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,6,6
JESUS DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,43,43
LA ASUNTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,7,7
LA PAZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1743,1743
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,19,19
LAJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,66,66
LAS CARRERAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,21,21
LICOMA PAMPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,12,12
LLICA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,25,25
LORETO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,12,12
LURIBAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,159,159
MACHARETI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,94,94
MAGDALENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,26,26
MAIRANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,3,3
MALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,22,22
MAPIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,59,59
MECAPACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,12,12
MINEROS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,4,4
MIZQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,10,10
MOCOMOCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,54,54
MOJOCOYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,87,87
MONTEAGUDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,214,214
MONTERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,69,69
MOROCHATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,45,45
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,10,10
NAZACARA DE PACAJES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,11,11
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,6,6
OCURI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,62,62
OKINAWA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,80,80
OMEREQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,7,7
ORURO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,36,36
PADCAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,72,72
PADILLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,230,230
PAILON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,9,9
PALCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
PALOS BLANCOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,60,60
PAMPA GRANDE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,11,11
PATACAMAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,20,20
PELECHUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,22,22
POJO (CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,2,2
POROMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,117,117
PORTACHUELO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,4,4
PORVENIR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,23,23
POTOSI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,3,3
PRESTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,126,126
PUCARANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,23,23
PUERTO ACOSTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,16,16
PUERTO CARABUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,22,22
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,16,16
PUERTO PEREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
PUERTO QUIJARRO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,4,4
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,13,13
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,2,2
PUERTO SUAREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,21,21
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,57,57
PUNA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,25,25
PUNATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,22,22
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,73,73
QUIME,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,9,9
QUIRUSILLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
RAVELO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,3,3
REYES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,33,33
RIBERALTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,61,61
ROBORE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,72,72
RURRENABAQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,13,13
SABAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
SACABA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,215,215
SAMAIPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,50,50
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,34,34
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,9,9
SAN BENITO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,6,6
SAN BORJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,70,70
SAN BUENA VENTURA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,17,17
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,188,188
SAN IGNACIO DE VELASCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,41,41
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,3,3
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,2,2
SAN JUAN DE YAPACANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,10,10
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,2,2
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,27,27
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,92,92
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,425,425
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,2,2
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,52,52
SAN PEDRO DE TIQUINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,2,2
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
SAN RAFAEL,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,22,22
SAN RAMON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,16,16
SANTA ANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,20,20
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,2934,2934
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,43,43
SANTIAGO DE CALLAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,2,2
SANTIAGO DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,5,5
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,18,18
SENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,19,19
SICAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,25,25
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,9,9
SOPACHUY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,42,42
SORACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,7,7
SORATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,57,57
SUCRE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,494,494
TACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,3,3
TACOPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,58,58
TAHUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,11,11
TAPACARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,46,46
TARABUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,185,185
TARACO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,31,31
TARATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,9,9
TARIJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,118,118
TARVITA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,179,179
TEOPONTE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,15,15
TIAWANACU,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,78,78
TINGUIPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
TIPUANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,15,15
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,60,60
TIRAQUE (CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,52,52
TOLEDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,3,3
TOMINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,124,124
TOTORA(CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,1,1
TOTORA(ORR),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-05-01,16,16
