municipality,group,variable,month,Niños de 1 a 4 años con 1ra dosis vitamina A,TOTAL
TACACOMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,88,88
TACOBAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,62,62
TACOPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,127,127
TAPACARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,158,158
TARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,918,918
TARACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,37,37
TARATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,42,42
TARIJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,710,710
TARVITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,790,790
TEOPONTE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,42,42
TIAWANACU,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,85,85
TINGUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,435,435
TIPUANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,51,51
TIQUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,64,64
TIRAQUE (CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,178,178
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,17,17
TOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,11,11
TOLATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,7,7
TOLEDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,19,19
TOMAVE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,90,90
TOMINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,4,4
TORO TORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,262,262
TOTORA(CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,31,31
TOTORA(ORR),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,23,23
TRIGAL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,25,25
TRINIDAD,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,615,615
TUPIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,389,389
TURCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,47,47
UMALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,15,15
UNCIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,40,40
URIONDO (A. CONCEPCION),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,93,93
UYUNI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,23,23
VACAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,80,80
VALLEGRANDE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,161,161
VIACHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,102,102
VILA VILA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,7,7
VILLA MONTES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,810,810
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,31,31
VILLA RIVERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,15,15
VILLA SERRANO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,282,282
VILLA TUNARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,458,458
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,138,138
VILLAZON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,345,345
VINTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,73,73
VITICHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,133,133
WALDO BALLIVIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,11,11
WARNES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,471,471
YACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,61,61
YACUIBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,149,149
YAMPARAEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,46,46
YANACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,33,33
YAPACANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,365,365
YOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,83,83
YOTALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,79,79
YUNCHARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,7,7
ZUDAÑEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-01-01,23,23
ACACIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,313,313
ACHACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,950,950
ACHOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,72,72
AIQUILE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,184,184
ALALAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,41,41
ALCALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,131,131
ANCORAIMES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,263,263
ANDAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,31,31
ANTEQUERA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,8,8
ANZALDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,62,62
APOLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,202,202
ARAMPAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,71,71
ARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,35,35
ARBIETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,44,44
ARQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,185,185
ASCENCION DE GUARAYOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,24,24
ATOCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,104,104
AUCAPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,111,111
AYATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,39,39
AYO AYO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,20,20
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,272,272
AZURDUY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,260,260
BATALLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,103,103
BAURES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,13,13
BELEN DE ANDAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,2,2
BELEN DE URMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,29,29
BELLA FLOR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,12,12
BERMEJO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,160,160
BETANZOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,600,600
BOLIVAR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,93,93
BOLPEBRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,42,42
BOYUIBE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,27,27
BUENA VISTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,165,165
CABEZAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,140,140
CAIROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,302,302
"CAIZA ""D""",micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,94,94
CAJUATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,88,88
CALACOTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,52,52
CALAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,126,126
CAMARGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,255,255
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,69,69
CAMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,146,146
CAPINOTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,120,120
CAQUIAVIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,114,114
CARACOLLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,175,175
CARANAVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,514,514
CARAPARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,143,143
CARIPUYO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,100,100
CARMEN RIVERO TORREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,36,36
CATACORA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,17,17
CHACARILLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,42,42
CHALLAPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,505,505
CHAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,118,118
CHARAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,295,295
CHARAÑA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,17,17
CHAYANTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,220,220
CHIMORE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,25,25
CHIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,2,2
CHOQUE COTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,9,9
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,50,50
CHUMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,43,43
CLIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,14,14
COBIJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,114,114
COCHABAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,1223,1223
COIPASA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,4,4
COLCAPIRHUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,150,150
"COLCHA ""K""",micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,10,10
COLLANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,28,28
COLOMI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,103,103
COLPA BELGICA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,67,67
COLQUECHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,617,617
COLQUENCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,196,196
COLQUIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,213,213
COMANCHE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,16,16
COMARAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,208,208
COMBAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,33,33
CONCEPCION,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,161,161
COPACABANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,278,278
CORIPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,92,92
CORO CORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,106,106
COROICO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,53,53
CORQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,41,41
COTAGAITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,431,431
COTOCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,294,294
CUATRO CAÑADAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,114,114
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,45,45
CUEVO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,84,84
CULPINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,309,309
CURAHUARA DE CARANGAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,83,83
CURVA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,30,30
DESAGUADERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,15,15
EL ALTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,2473,2473
EL CHORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,16,16
EL PUENTE(TJA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,71,71
EL TORNO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,226,226
EL VILLAR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,4,4
ENTRE RIOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,294,294
ENTRE RIOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,99,99
EUCALIPTUS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,39,39
EXALTACION,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,35,35
FERNANDEZ ALONSO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,164,164
FILADELFIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,29,29
GENERAL SAAVEDRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,123,123
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,104,104
GUANAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,58,58
GUAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,22,22
GUAYARAMERIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,290,290
GUTIERREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,117,117
HUACARETA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,206,206
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,16,16
HUACHACALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,16,16
HUANUNI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,161,161
HUARACAJE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,32,32
HUAYLLAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,55,55
ICHOCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,64,64
ICLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,215,215
INCAHUASI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,403,403
INGAVI (HUMAITA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,16,16
INQUISIVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,299,299
IRUPANA (VILLA DE LANZA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,92,92
IXIAMAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,22,22
JESUS DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,167,167
LA ASUNTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,94,94
LA GUARDIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,363,363
LA PAZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,2211,2211
LAGUNILLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,55,55
LAJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,74,74
LAS CARRERAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,20,20
LICOMA PAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,35,35
LLALLAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,88,88
LLICA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,5,5
LORETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,36,36
LURIBAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,137,137
MACHACAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,24,24
MACHARETI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,95,95
MAGDALENA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,85,85
MAIRANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,83,83
MALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,69,69
MAPIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,45,45
MECAPACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,60,60
MINEROS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,230,230
MIZQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,368,368
MOCOMOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,123,123
MOJINETE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,28,28
MOJOCOYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,174,174
MONTEAGUDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,426,426
MONTERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,601,601
MORO MORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,50,50
MOROCHATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,267,267
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,18,18
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,7,7
OCURI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,412,412
OKINAWA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,196,196
OMEREQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,73,73
ORURO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,1038,1038
PADCAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,208,208
PADILLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,50,50
PAILON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,79,79
PALCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,58,58
PALOS BLANCOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,135,135
PAMPA AULLAGAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,27,27
PAMPA GRANDE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,40,40
PAPEL PAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,4,4
PASORAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,87,87
PATACAMAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,301,301
PAZÑA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,23,23
PELECHUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,72,72
POCOATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,216,216
POCONA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,176,176
POJO (CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,92,92
POOPO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,50,50
PORCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,70,70
POROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,321,321
PORONGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,88,88
PORTACHUELO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,121,121
PORVENIR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,17,17
POSTRER VALLE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,44,44
POTOSI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,969,969
PRESTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,188,188
PUCARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,63,63
PUCARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,262,262
PUERTO ACOSTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,138,138
PUERTO CARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,97,97
PUERTO GONZALO MORENO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,21,21
PUERTO PEREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,86,86
PUERTO QUIJARRO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,65,65
PUERTO RICO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,41,41
PUERTO SILES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,35,35
PUERTO SUAREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-02-01,35,35
