municipality,group,variable,month,Niños de 1 a 4 años con 1ra dosis vitamina A,TOTAL
PUCARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,12,12
PUCARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,226,226
PUERTO ACOSTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,147,147
PUERTO CARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,152,152
PUERTO GONZALO MORENO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,21,21
PUERTO PEREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,49,49
PUERTO QUIJARRO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,91,91
PUERTO RICO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,85,85
PUERTO SILES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,9,9
PUERTO SUAREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,58,58
PUERTO VILLARROEL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,270,270
PUNA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,352,352
PUNATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,133,133
QUIABAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,38,38
QUILLACOLLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,558,558
QUIME,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,113,113
QUIRUSILLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,13,13
RAVELO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,452,452
REYES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,153,153
RIBERALTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,823,823
ROBORE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,84,84
RURRENABAQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,26,26
SABAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,27,27
SACABA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,461,461
SACABAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,55,55
SACACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,287,287
SAIPINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,90,90
SALINAS DE GARCI MENDOZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,126,126
SAMAIPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,103,103
SAN AGUSTIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,35,35
SAN ANDRES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,117,117
SAN ANDRES DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,37,37
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,39,39
SAN ANTONIO DE LOMERIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,94,94
SAN BENITO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,58,58
SAN BORJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,458,458
SAN BUENA VENTURA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,48,48
SAN CARLOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,244,244
SAN IGNACIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,286,286
SAN IGNACIO DE VELASCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,507,507
SAN JAVIER(BNI),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,45,45
SAN JAVIER(STC),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,165,165
SAN JOAQUIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,67,67
SAN JOSE DE CHIQUITOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,96,96
SAN JUAN DE YAPACANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,147,147
SAN JULIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,730,730
SAN LORENZO(PND),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,10,10
SAN LORENZO(TJA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,208,208
SAN LUCAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,497,497
SAN MATIAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,99,99
SAN MIGUEL DE VELASCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,70,70
SAN PABLO DE LIPEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,35,35
SAN PEDRO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,165,165
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,587,587
SAN PEDRO DE CURAHUARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,90,90
SAN PEDRO DE QUEMES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,7,7
SAN PEDRO DE TIQUINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,40,40
SAN RAFAEL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,60,60
SAN RAMON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,28,28
SAN RAMON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,50,50
SANTA ANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,480,480
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,5768,5768
SANTA ROSA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,216,216
SANTA ROSA DEL SARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,349,349
SANTIAGO DE CALLAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,46,46
SANTIAGO DE HUARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,23,23
SANTIAGO DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,34,34
SANTIVAÑES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,79,79
SANTUARIO DE QUILLACAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,15,15
SAPAHAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,146,146
SENA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,49,49
SICA SICA (VILLA AROMA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,282,282
SICAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,58,58
SIPE SIPE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,234,234
SOPACHUY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,6,6
SORACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,146,146
SORATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,208,208
SUCRE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,2758,2758
TACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,5,5
TACACOMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,115,115
TACOBAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,176,176
TACOPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,116,116
TAHUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,9,9
TAPACARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,371,371
TARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,214,214
TARACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,30,30
TARATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,53,53
TARIJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,648,648
TARVITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,412,412
TEOPONTE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,50,50
TIAWANACU,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,63,63
TINGUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,345,345
TIPUANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,35,35
TIQUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,363,363
TIRAQUE (CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,217,217
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,8,8
TOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,35,35
TOLATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,5,5
TOLEDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,68,68
TOMAVE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,136,136
TOMINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,162,162
TORO TORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,349,349
TOTORA(CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,88,88
TOTORA(ORR),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,91,91
TRIGAL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,23,23
TRINIDAD,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,603,603
TUPIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,665,665
TURCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,105,105
UMALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,110,110
UNCIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,39,39
URIONDO (A. CONCEPCION),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,108,108
UYUNI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,282,282
VACAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,128,128
VALLEGRANDE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,117,117
VIACHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,157,157
VILA VILA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,197,197
VILLA MONTES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,348,348
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,33,33
VILLA RIVERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,23,23
VILLA SERRANO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,192,192
VILLA TUNARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,531,531
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,310,310
VILLAZON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,433,433
VINTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,92,92
VITICHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,78,78
WALDO BALLIVIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,18,18
WARNES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,697,697
YACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,74,74
YACUIBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,253,253
YAMPARAEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,75,75
YANACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,8,8
YAPACANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,419,419
YOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,40,40
YOTALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,145,145
YUNCHARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,63,63
ZUDAÑEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-03-01,23,23
ACACIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,48,48
ACHACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,436,436
ACHOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,31,31
AIQUILE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,39,39
ALALAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,69,69
ALCALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,20,20
ANCORAIMES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,97,97
ANDAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,129,129
ANTEQUERA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,46,46
ANZALDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,43,43
APOLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,217,217
ARAMPAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,54,54
ARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,26,26
ARBIETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,44,44
ARQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,137,137
ASCENCION DE GUARAYOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,10,10
ATOCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,88,88
AUCAPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,55,55
AYATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,32,32
AYO AYO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,43,43
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,160,160
AZURDUY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,197,197
BATALLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,54,54
BAURES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,36,36
BELEN DE ANDAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,31,31
BELEN DE URMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,17,17
BELLA FLOR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,23,23
BERMEJO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,193,193
BETANZOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,398,398
BOLIVAR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,81,81
BOLPEBRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,20,20
BOYUIBE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,28,28
BUENA VISTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,236,236
CABEZAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,143,143
CAIROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,82,82
"CAIZA ""D""",micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,115,115
CAJUATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,51,51
CALACOTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,72,72
CALAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,80,80
CAMARGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,146,146
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,34,34
CAMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,204,204
CAPINOTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,178,178
CAQUIAVIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,65,65
CARACOLLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,179,179
CARANAVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,374,374
CARANGAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,5,5
CARAPARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,26,26
CARIPUYO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,71,71
CARMEN RIVERO TORREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,30,30
CATACORA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,6,6
CHACARILLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,50,50
CHALLAPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,370,370
CHAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,67,67
CHARAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,111,111
CHARAÑA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,15,15
CHAYANTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,78,78
CHIMORE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,36,36
CHIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,15,15
CHOQUE COTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,154,154
CHUMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,88,88
CLIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,6,6
COBIJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,157,157
COCHABAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,1548,1548
COIPASA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,3,3
COLCAPIRHUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,138,138
"COLCHA ""K""",micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,78,78
COLLANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,24,24
COLOMI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,108,108
COLPA BELGICA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,76,76
COLQUECHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,521,521
COLQUENCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,69,69
COLQUIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,168,168
COMANCHE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,21,21
COMARAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,134,134
COMBAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,19,19
CONCEPCION,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,44,44
COPACABANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,77,77
CORIPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,123,123
CORO CORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,128,128
COROICO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,200,200
CORQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,181,181
COTAGAITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,260,260
COTOCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,284,284
CUATRO CAÑADAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,90,90
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,4,4
CUEVO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,52,52
CULPINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,180,180
CURAHUARA DE CARANGAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,25,25
CURVA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,32,32
DESAGUADERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,30,30
EL ALTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,2496,2496
EL CHORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,30,30
EL PUENTE(STC),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,166,166
EL PUENTE(TJA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,28,28
EL TORNO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,155,155
ENTRE RIOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,119,119
ENTRE RIOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,150,150
ESCARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,13,13
EUCALIPTUS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,67,67
EUREKA (SANTOS MERCADO),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,3,3
EXALTACION,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,8,8
FERNANDEZ ALONSO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,100,100
FILADELFIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,12,12
GENERAL SAAVEDRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,109,109
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,66,66
GUANAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,129,129
GUAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,38,38
GUAYARAMERIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,294,294
GUTIERREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,58,58
HUACARETA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,127,127
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,45,45
HUACHACALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,9,9
HUANUNI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,221,221
HUARACAJE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,18,18
HUAYLLAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,13,13
ICHOCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,112,112
ICLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,95,95
INCAHUASI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,422,422
