municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas,TOTAL
TARACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,4,4
TARATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,34,34
TARIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,231,231
TARVITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,42,42
TEOPONTE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,15,15
TIAWANACU,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,15,15
TINGUIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,60,60
TIPUANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,21,21
TIQUIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,70,70
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,92,92
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1,1
TOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,10,10
TOLATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,10,10
TOLEDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,9,9
TOMAVE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,19,19
TOMINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,15,15
TORO TORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,11,11
TOTORA(CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,34,34
TOTORA(ORR),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,8,8
TRIGAL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1,1
TRINIDAD,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,190,190
TUPIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,53,53
TURCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,11,11
UMALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,12,12
UNCIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,61,61
URIONDO (A. CONCEPCION),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,28,28
URUBICHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,14,14
UYUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,47,47
VACAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,24,24
VALLEGRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,29,29
VIACHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,91,91
VILA VILA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,5,5
VILLA MONTES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,81,81
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,10,10
VILLA RIVERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,4,4
VILLA SERRANO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,13,13
VILLA TUNARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,209,209
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,16,16
VILLAZON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,97,97
VINTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,12,12
VITICHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,10,10
WALDO BALLIVIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,3,3
WARNES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,118,118
YACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,18,18
YACUIBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,73,73
YAMPARAEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,11,11
YANACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,3,3
YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,69,69
YOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,11,11
YOTALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,8,8
YUNCHARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,13,13
ZUDAÑEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,19,19
ACACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,10,10
ACHACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,99,99
ACHOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,9,9
AIQUILE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,39,39
ALCALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,8,8
ANCORAIMES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,30,30
ANDAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,3,3
ANTEQUERA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,5,5
ANZALDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,16,16
APOLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,48,48
ARAMPAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,15,15
ARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,4,4
ARBIETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,34,34
ARQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,21,21
ASCENCION DE GUARAYOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,25,25
ATOCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,9,9
AUCAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,7,7
AYATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,12,12
AYO AYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,48,48
AZURDUY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,19,19
BATALLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,37,37
BAURES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,9,9
BELEN DE URMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,2,2
BELLA FLOR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,3,3
BERMEJO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,58,58
BETANZOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,32,32
BOLIVAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,27,27
BOLPEBRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,5,5
BOYUIBE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,3,3
BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,36,36
CABEZAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,15,15
CAIROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,27,27
"CAIZA ""D""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,14,14
CAJUATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,18,18
CALACOTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,8,8
CALAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,27,27
CAMARGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,31,31
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,8,8
CAMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,56,56
CAPINOTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,51,51
CAQUIAVIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,18,18
CARACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,44,44
CARANAVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,146,146
CARANGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,1,1
CARAPARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,17,17
CARIPUYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,17,17
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,5,5
CATACORA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,2,2
CHACARILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,2,2
CHALLAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,78,78
CHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,12,12
CHARAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,76,76
CHARAÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,6,6
CHAYANTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,32,32
CHIMORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,73,73
CHIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,3,3
CHOQUE COTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,25,25
CHUMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,19,19
CLIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,22,22
COBIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,185,185
COCHABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,382,382
COIPASA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,1,1
COLCAPIRHUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,60,60
"COLCHA ""K""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,14,14
COLLANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,2,2
COLOMI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,25,25
COLPA BELGICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,7,7
COLQUECHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,82,82
COLQUENCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,14,14
COLQUIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,56,56
COMANCHE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,8,8
COMARAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,27,27
COMBAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,3,3
CONCEPCION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,5,5
COPACABANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,19,19
CORIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,27,27
CORO CORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,11,11
COROICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,35,35
CORQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,5,5
COTAGAITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,44,44
COTOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,16,16
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,62,62
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,5,5
CUEVO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,5,5
CULPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,51,51
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,17,17
CURVA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,7,7
DESAGUADERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,12,12
EL ALTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,1421,1421
EL CHORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,4,4
EL PUENTE(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,22,22
EL PUENTE(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,17,17
EL TORNO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,27,27
EL VILLAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,6,6
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,41,41
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,13,13
ESCARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,1,1
EUCALIPTUS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,16,16
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,5,5
EXALTACION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,14,14
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,26,26
FILADELFIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,6,6
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,68,68
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,28,28
GUANAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,29,29
GUAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,7,7
GUAYARAMERIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,116,116
GUTIERREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,33,33
HUACARETA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,27,27
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,6,6
HUACHACALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,2,2
HUANUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,11,11
HUARACAJE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,8,8
HUAYLLAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,8,8
ICHOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,13,13
ICLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,25,25
INCAHUASI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,68,68
INQUISIVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,21,21
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,37,37
IXIAMAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,26,26
JESUS DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,21,21
LA ASUNTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,151,151
LA GUARDIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,52,52
LA PAZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,1265,1265
LAGUNILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,5,5
LAJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,20,20
LAS CARRERAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,10,10
LICOMA PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,2,2
LLALLAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,75,75
LLICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,5,5
LORETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,12,12
LURIBAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,13,13
MACHACAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,1,1
MACHARETI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,21,21
MAGDALENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,2,2
MAIRANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,11,11
MALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,3,3
MAPIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,21,21
MECAPACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,13,13
MINEROS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,55,55
MIZQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,28,28
MOCOMOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,21,21
MOJINETE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,1,1
MOJOCOYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,17,17
MONTEAGUDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,70,70
MONTERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,191,191
MORO MORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,2,2
MOROCHATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,14,14
OCURI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,49,49
OKINAWA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,20,20
OMEREQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,16,16
ORURO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,280,280
PADCAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,29,29
PADILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,26,26
PAILON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,15,15
PALCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,8,8
PALOS BLANCOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,58,58
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,4,4
PAMPA GRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,4,4
PAPEL PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-09-01,3,3
