,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,6,2,6,2,8
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,35,28,148,144,183,172,355
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,2,18,22,19,24,43
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,1,1,1,1,2
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,9,14,22,21,31,35,66
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,4,3,13,8,17,11,28
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,5,7,23,16,28,23,51
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,4,3,19,9,23,12,35
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,2,1,13,20,15,21,36
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,12,4,12,4,16
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,1,4,0,4,1,5
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,7,3,7,3,10
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,3,6,64,57,67,63,130
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,0,19,16,20,16,36
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,93,78,216,211,309,289,598
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,3,1,2,3,5,4,9
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,6,3,61,58,67,61,128
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,13,0,131,6,144,6,150
ROBORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,3,2,3,2,5
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,0,1,1,2,1,3
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,3,3,3,3,6
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,10,9,84,97,94,106,200
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,1,6,7,6,8,14
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,9,8,74,65,83,73,156
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,1,1,1,1,2
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,2,0,21,28,23,28,51
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,1,3,6,3,7,10
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,2,1,0,0,2,1,3
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,1,0,1,0,1
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,6,7,6,7,13
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,1,0,1,0,1
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,4,2,22,16,26,18,44
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,4,6,34,45,38,51,89
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,1,14,4,14,5,19
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,0,3,2,4,2,6
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,1,33,26,34,27,61
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,3,2,3,2,5
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,8,8,19,8,27,16,43
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,0,1,0,1,1
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,7,8,12,6,19,14,33
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,10,3,21,39,31,42,73
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,5,1,5,10,10,11,21
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,11,14,98,89,109,103,212
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,7,5,7,5,12
SAN PEDRO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,0,10,19,11,19,30
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,19,16,70,73,89,89,178
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,2,0,1,1,3,4
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,2,0,2,0,4,0,4
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,1,2,1,2,2,4
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,4,2,4,2,6
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,2,2,2,2,4,6
SANTA ANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,4,1,9,10,13,11,24
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,55,47,2,3,57,50,107
SANTA ROSA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,0,16,15,17,15,32
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,1,1,2,1,3,4
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,6,6,6,6,12
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,5,0,13,16,18,16,34
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,2,1,2,1,3
SANTIVAÑES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,1,4,1,4,5
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,2,0,9,11,11,11,22
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,3,2,31,13,34,15,49
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,2,1,10,10,12,11,23
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,14,7,14,7,21
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,3,1,5,1,8,2,10
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,1,3,8,3,9,12
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,4,2,35,34,39,36,75
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,1,24,20,24,21,45
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,3,16,12,16,15,31
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,9,5,40,41,49,46,95
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,2,3,22,21,24,24,48
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,0,1,2,2,2,4
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,5,3,17,22,22,25,47
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,2,5,14,16,16,21,37
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,5,8,49,45,54,53,107
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,3,3,40,39,43,42,85
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,1,3,3,3,4,7
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,0,17,4,18,4,22
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,25,15,95,88,120,103,223
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,4,2,46,41,50,43,93
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,2,6,8,7,10,17
TIAWANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,1,6,6,7,7,14
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,12,8,68,60,80,68,148
TIPUANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,1,1,1,1,2
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,3,5,50,65,53,70,123
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,4,24,19,25,23,48
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,1,0,1,0,1
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,8,5,8,5,13
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,3,4,3,4,7
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,1,4,8,5,9,14
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,2,4,27,35,29,39,68
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,2,17,13,17,15,32
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,6,9,47,42,53,51,104
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,3,3,20,24,23,27,50
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,1,1,4,2,5,7
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,1,2,0,2,1,3
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,2,1,82,70,84,71,155
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,1,27,21,28,22,50
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,0,1,3,2,3,5
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,3,0,18,11,21,11,32
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,2,7,27,31,29,38,67
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,0,0,0,1,0,1
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,3,3,14,14,17,17,34
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,1,1,1,1,2
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,1,6,5,7,6,13
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,7,2,10,6,17,8,25
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,3,2,9,29,12,31,43
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,4,1,30,22,34,23,57
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,2,8,6,9,8,17
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,1,4,1,5,2,7
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,3,25,19,25,22,47
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,8,8,22,31,30,39,69
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,2,0,8,16,10,16,26
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,3,20,27,20,30,50
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,4,4,87,108,91,112,203
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,4,0,6,3,10,3,13
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,2,1,0,0,2,1,3
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,0,0,4,1,4,5
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,3,17,19,18,22,40
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,4,10,20,17,24,27,51
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,13,11,13,11,24
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,8,6,106,73,114,79,193
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,2,20,14,20,16,36
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,1,3,15,25,16,28,44
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,3,6,30,22,33,28,61
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,0,1,0,1,0,1
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-04-01,0,1,33,38,33,39,72
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,3,0,15,8,18,8,26
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,6,7,9,12,15,19,34
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,2,54,58,55,60,115
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,6,9,59,58,65,67,132
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,2,5,3,1,5,6,11
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,0,0,10,8,10,8,18
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,4,7,6,5,10,12,22
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,3,3,8,4,11,15
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,0,0,2,4,2,4,6
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,2,1,12,25,14,26,40
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,6,7,33,36,39,43,82
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,3,8,15,14,18,22,40
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,0,0,12,8,12,8,20
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,4,3,39,33,43,36,79
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,3,3,23,25,26,28,54
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,0,0,0,1,0,1
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,5,9,5,3,10,12,22
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,2,4,8,3,10,7,17
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,3,0,0,0,3,0,3
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,5,0,0,0,5,0,5
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,4,1,48,55,52,56,108
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,7,2,53,42,60,44,104
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,7,6,10,7,17,24
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,0,0,0,1,0,1,1
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,0,6,5,7,5,12
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,2,1,6,2,8,3,11
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,0,0,0,3,0,3,3
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,3,0,4,3,7,3,10
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,9,5,61,63,70,68,138
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,2,1,19,17,21,18,39
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,1,2,4,3,5,8
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,2,1,0,2,2,4
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,0,1,2,2,2,4
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,3,0,21,12,24,12,36
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,3,11,12,12,15,27
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,2,0,11,16,13,16,29
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,0,0,18,18,18,18,36
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,4,0,11,12,15,12,27
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,3,0,35,28,38,28,66
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,0,2,3,3,3,6
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,3,2,3,4,6,6,12
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,2,11,14,12,16,28
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,2,4,1,3,3,7,10
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,8,7,24,16,32,23,55
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,9,7,14,11,23,18,41
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,6,0,62,4,68,4,72
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,2,3,19,22,21,25,46
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,0,4,4,5,4,9
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,7,5,40,34,47,39,86
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,2,23,12,24,14,38
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,0,0,7,4,7,4,11
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,1,1,1,2,2,4
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,3,7,22,25,25,32,57
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,3,4,41,25,44,29,73
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,0,0,1,4,1,4,5
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,2,2,8,1,10,3,13
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,5,2,21,23,26,25,51
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,0,4,15,9,15,13,28
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,5,10,29,31,34,41,75
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,0,0,12,7,12,7,19
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,3,4,33,33,36,37,73
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,12,9,85,97,97,106,203
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,8,10,19,20,27,30,57
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,8,17,16,8,24,25,49
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,0,0,9,12,9,12,21
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,2,1,1,4,3,5,8
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,0,1,0,0,0,1,1
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,14,20,99,71,113,91,204
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,2,1,0,0,2,1,3
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,2,3,32,31,34,34,68
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,1,0,0,1,1,2
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,0,0,1,0,1,0,1
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,0,0,0,1,0,1
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,4,2,19,14,23,16,39
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,0,2,15,23,15,25,40
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,3,1,5,2,8,3,11
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,0,1,6,11,6,12,18
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,2,3,10,14,12,17,29
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,3,4,19,25,22,29,51
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,10,2,81,23,91,25,116
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-05-01,1,0,10,10,11,10,21
