,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,8,11,60,63,68,74,142
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,0,16,12,18,12,30
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,23,20,205,198,228,218,446
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,9,3,19,21,28,24,52
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,23,14,166,156,189,170,359
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,3,5,88,73,91,78,169
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,8,4,85,105,93,109,202
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,4,3,15,9,19,12,31
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,24,17,124,141,148,158,306
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,1,8,6,8,7,15
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,23,17,182,160,205,177,382
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,9,4,57,45,66,49,115
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,5,9,139,112,144,121,265
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,13,18,25,31,38,49,87
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,53,34,48,54,101,88,189
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,4,4,26,30,30,34,64
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,12,12,104,111,116,123,239
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,87,75,425,428,512,503,1015
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,13,12,171,161,184,173,357
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,2,3,1,5,3,8
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,3,13,26,14,29,43
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,10,8,86,94,96,102,198
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,0,23,20,25,20,45
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,2,9,11,9,13,22
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,5,5,19,32,24,37,61
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1202,1066,5371,4960,6573,6026,12599
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,0,13,11,13,11,24
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,11,9,64,76,75,85,160
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,14,9,47,48,61,57,118
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,39,34,347,322,386,356,742
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,4,3,21,23,25,26,51
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,12,12,151,125,163,137,300
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,99,91,475,437,574,528,1102
ESCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,3,5,5,2,8,7,15
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,2,25,22,27,24,51
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,0,3,1,3,1,4
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,2,22,30,22,32,54
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,2,3,4,4,6,10
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,6,6,11,10,17,16,33
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,13,12,102,95,115,107,222
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,3,1,44,38,47,39,86
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,14,13,120,122,134,135,269
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,4,4,41,47,45,51,96
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,31,38,99,91,130,129,259
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,7,2,26,24,33,26,59
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,56,52,355,277,411,329,740
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,9,13,115,96,124,109,233
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,7,1,45,39,52,40,92
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,0,8,10,10,10,20
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,4,0,12,3,16,3,19
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,24,11,98,109,122,120,242
HUARACAJE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,3,3,33,22,36,25,61
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,1,23,35,24,36,60
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,2,19,16,20,18,38
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,1,20,13,22,14,36
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,1,18,16,18,17,35
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,3,21,23,23,26,49
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,4,2,23,19,27,21,48
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,9,2,46,40,55,42,97
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,1,6,9,8,10,18
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,17,22,45,65,62,87,149
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,26,30,73,78,99,108,207
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,8,5,62,69,70,74,144
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,7,63,74,65,81,146
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,39,56,287,283,326,339,665
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,389,375,861,825,1250,1200,2450
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1590,1584,3230,3309,4820,4893,9713
LA RIVERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,0,3,1,3,1,4
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,2,48,27,49,29,78
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,5,10,123,114,128,124,252
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,1,19,12,20,13,33
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,1,13,6,13,7,20
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,10,11,212,212,222,223,445
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,1,13,11,13,12,25
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,5,10,20,7,25,17,42
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,5,4,45,42,50,46,96
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,4,4,25,25,29,29,58
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,7,3,40,38,47,41,88
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,25,14,77,88,102,102,204
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,15,7,95,94,110,101,211
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,0,3,1,3,1,4
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,14,14,209,188,223,202,425
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,10,11,65,42,75,53,128
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,28,22,180,155,208,177,385
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,47,55,146,158,193,213,406
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,6,0,50,34,56,34,90
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,0,4,0,4,0,4
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,3,30,30,32,33,65
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,16,17,203,141,219,158,377
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,148,130,949,953,1097,1083,2180
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,0,20,15,20,15,35
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,11,13,31,28,42,41,83
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,1,26,25,26,26,52
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,0,4,11,4,11,15
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,1,13,20,14,21,35
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,5,2,43,58,48,60,108
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,10,9,68,95,78,104,182
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,1,73,55,75,56,131
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,553,488,1962,1998,2515,2486,5001
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,10,11,107,106,117,117,234
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,8,8,53,46,61,54,115
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,24,34,126,127,150,161,311
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,14,18,129,132,143,150,293
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,20,30,262,246,282,276,558
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,5,13,16,14,21,35
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,5,5,52,69,57,74,131
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,1,32,23,34,24,58
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,1,8,16,9,17,26
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,24,24,145,137,169,161,330
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,5,25,33,27,38,65
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,4,7,41,50,45,57,102
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,7,5,63,43,70,48,118
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,8,6,77,72,85,78,163
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,23,10,76,76,99,86,185
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,4,1,34,32,38,33,71
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,7,8,108,114,115,122,237
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,12,9,51,49,63,58,121
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,13,5,55,61,68,66,134
PORTACHUELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,24,8,127,123,151,131,282
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,7,3,47,50,54,53,107
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,0,8,5,8,5,13
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,347,318,1294,1191,1641,1509,3150
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,3,2,28,29,31,31,62
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,1,8,8,8,9,17
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,9,14,155,139,164,153,317
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,3,34,22,36,25,61
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,3,2,40,43,43,45,88
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,7,11,81,60,88,71,159
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,1,15,21,17,22,39
PUERTO QUIJARRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,5,16,107,104,112,120,232
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,13,10,67,55,80,65,145
PUERTO SILES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,1,11,8,12,9,21
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,41,36,109,98,150,134,284
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,60,63,716,700,776,763,1539
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,9,6,51,46,60,52,112
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,33,31,260,256,293,287,580
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,2,16,22,17,24,41
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,518,398,836,737,1354,1135,2489
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,15,3,42,57,57,60,117
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,0,8,7,9,7,16
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,17,7,82,58,99,65,164
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,3,5,47,45,50,50,100
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,24,20,74,70,98,90,188
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,171,167,867,831,1038,998,2036
ROBORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,15,17,93,100,108,117,225
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,17,18,162,131,179,149,328
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,3,28,34,30,37,67
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,180,153,1143,1077,1323,1230,2553
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,7,4,21,25,28,29,57
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,7,8,103,103,110,111,221
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,6,0,41,26,47,26,73
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,3,6,61,59,64,65,129
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,5,7,63,60,68,67,135
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,1,6,10,7,11,18
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,8,6,86,67,94,73,167
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,0,6,6,6,6,12
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,0,6,10,7,10,17
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,4,7,17,28,21,35,56
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,5,5,106,73,111,78,189
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,34,45,370,382,404,427,831
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,7,7,89,91,96,98,194
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,32,31,156,135,188,166,354
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,46,154,168,190,214,344,558
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,58,61,419,391,477,452,929
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,8,7,8,7,16,14,30
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,8,3,54,50,62,53,115
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,11,9,42,23,53,32,85
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,26,27,85,83,111,110,221
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,4,3,46,48,50,51,101
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,72,75,292,264,364,339,703
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,3,47,48,48,51,99
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,31,19,179,138,210,157,367
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,22,12,117,115,139,127,266
SAN MATIAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,21,17,85,78,106,95,201
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,9,4,74,85,83,89,172
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,3,15,16,17,19,36
SAN PEDRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,9,9,101,100,110,109,219
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,14,19,124,123,138,142,280
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,1,24,18,24,19,43
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,0,0,0,4,0,4,4
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,2,20,25,21,27,48
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,2,8,7,9,9,18
SAN RAFAEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,6,10,34,41,40,51,91
SAN RAMON BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,1,0,42,39,43,39,82
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,4,3,81,96,85,99,184
SANTA ANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,23,16,136,146,159,162,321
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2501,2219,6146,5544,8647,7763,16410
SANTA ROSA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,11,7,84,97,95,104,199
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,18,20,90,97,108,117,225
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,6,3,18,12,24,15,39
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,4,6,50,47,54,53,107
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,2,18,23,20,25,45
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,3,0,14,6,17,6,23
SANTIVAÑES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,6,2,68,69,74,71,145
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,5,19,18,21,23,44
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,4,42,62,44,66,110
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,13,8,67,70,80,78,158
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,34,39,357,293,391,332,723
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,20,29,96,108,116,137,253
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,2,1,30,32,32,33,65
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,36,43,536,544,572,587,1159
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,5,4,12,13,17,17,34
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,8,1,57,75,65,76,141
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-03-01,11,15,122,107,133,122,255
