,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,3,1,1,2,4,3,7
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,0,1,0,1,0,1
SANTIVAÑES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,0,0,2,1,2,3
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,0,8,5,9,5,14
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,2,12,11,13,13,26
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,3,0,0,1,3,4
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,13,10,17,6,30,16,46
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,2,9,6,9,8,17
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,1,5,2,6,3,9
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,6,6,7,10,13,16,29
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,0,24,27,25,27,52
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,1,8,6,9,7,16
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,5,1,37,30,42,31,73
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,1,20,20,21,21,42
TACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,0,0,0,1,0,1
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,3,3,21,14,24,17,41
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,2,3,23,18,25,21,46
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,0,1,3,1,3,4
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,9,9,42,36,51,45,96
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,3,1,36,35,39,36,75
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,2,0,4,0,6,0,6
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,0,4,3,5,3,8
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,9,11,91,94,100,105,205
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,2,1,46,40,48,41,89
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,0,4,3,5,3,8
TIAWANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,4,5,2,4,6,9,15
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,9,14,85,80,94,94,188
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,4,1,60,57,64,58,122
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,1,36,45,37,46,83
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,0,0,0,1,0,1
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,0,4,5,4,5,9
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,0,1,1,1,1,2
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,2,2,6,2,8,10
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,3,3,27,37,30,40,70
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,2,4,11,10,13,14,27
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,2,3,44,34,46,37,83
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,5,3,15,10,20,13,33
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,0,0,1,0,1,1
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,0,2,2,2,2,4
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,0,2,2,3,2,5
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,1,25,19,25,20,45
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,0,1,0,1,0,1
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,3,3,13,13,16,16,32
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,3,18,20,19,23,42
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,1,3,1,3,2,5
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,2,5,20,13,22,18,40
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,0,5,3,6,3,9
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,2,1,17,7,19,8,27
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,2,3,3,2,5,5,10
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,1,11,9,11,10,21
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,3,2,18,26,21,28,49
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,0,4,1,4,1,5
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,0,2,4,2,4,6
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,1,2,2,2,3,5
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,0,9,11,9,11,20
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,3,5,21,23,24,28,52
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,0,12,19,12,19,31
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,2,0,8,14,10,14,24
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,1,127,110,127,111,238
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,0,3,2,3,2,5
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,2,1,0,0,2,1,3
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,3,2,1,6,4,8,12
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,4,3,4,5,8,8,16
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,5,2,5,8,10,10,20
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,0,0,6,12,6,12,18
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,9,18,96,116,105,134,239
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,2,3,7,4,9,7,16
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,1,0,16,17,17,17,34
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,3,1,28,24,31,25,56
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-02-01,3,0,36,31,39,31,70
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,1,10,10,11,11,22
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,5,5,12,18,17,23,40
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,8,1,48,48,56,49,105
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,1,7,1,7,8
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,0,7,7,8,7,15
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,2,1,2,1,3
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,4,11,10,13,14,27
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,5,0,6,6,11,6,17
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,0,2,0,2,2
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,11,18,11,18,29
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,3,21,27,22,30,52
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,1,18,30,19,31,50
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,6,2,6,3,12,5,17
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,2,63,53,63,55,118
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,24,23,24,23,47
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,1,0,0,1,1,2
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,1,11,11,12,12,24
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,1,3,4,3,5,8
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,3,3,5,4,8,12
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,2,0,1,2,3,5
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,4,5,28,24,32,29,61
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,3,2,38,38,41,40,81
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,3,6,7,8,10,18
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,0,2,1,3,1,4
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,7,8,7,8,15
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,8,3,8,3,11
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,4,5,2,5,6,11
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,5,4,56,53,61,57,118
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,7,3,17,22,24,25,49
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,1,0,1,0,2,2
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,0,2,2,3,2,5
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,1,0,1,0,1
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,0,32,18,33,18,51
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,4,0,10,8,14,8,22
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,5,1,19,9,24,10,34
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,1,0,0,0,1,1
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,1,19,18,19,19,38
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,2,20,13,22,15,37
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,6,1,85,10,91,11,102
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,1,4,2,4,3,7
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,1,11,13,13,14,27
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,0,21,7,22,7,29
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,7,3,5,4,12,7,19
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,2,32,22,34,24,58
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,4,4,2,5,6,9,15
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,3,4,3,4,7
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,4,1,5,7,9,8,17
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,0,1,0,1,1
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,2,3,3,4,5,9
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,1,0,1,0,1
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,3,0,22,21,25,21,46
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,1,9,10,11,11,22
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,8,5,44,39,52,44,96
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,0,1,1,3,1,4
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,4,4,25,18,29,22,51
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,3,4,41,29,44,33,77
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,1,0,1,0,2,2
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,1,2,1,2,3
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,4,8,14,8,18,26
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,4,4,0,6,4,10
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,3,8,47,27,50,35,85
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,3,0,5,5,8,5,13
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,4,4,19,22,23,26,49
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,15,22,86,75,101,97,198
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,11,5,13,12,24,17,41
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,3,4,5,8,8,12,20
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,3,5,15,16,18,21,39
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,0,0,0,1,0,1
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,1,1,1,1,2
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,16,14,110,94,126,108,234
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,5,1,0,0,5,1,6
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,5,7,35,34,40,41,81
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,6,1,6,1,7
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,2,3,1,4,3,7
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,5,4,41,27,46,31,77
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,4,24,13,26,17,43
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,3,4,16,6,19,25
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,3,2,3,0,6,2,8
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,3,4,6,12,9,16,25
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,3,16,26,17,29,46
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,1,1,2,3,3,6
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,0,9,6,10,6,16
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,8,16,8,16,24
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,6,6,6,6,12
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,3,1,32,24,35,25,60
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,2,4,1,5,3,8
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,4,5,2,7,6,13
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,0,2,1,3,1,4
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,77,91,1593,1516,1670,1607,3277
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,0,5,5,6,5,11
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,2,2,2,2,4
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,0,10,9,12,9,21
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,6,0,37,41,43,41,84
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,0,2,0,3,0,3
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,3,7,11,7,14,21
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,4,4,4,4,8
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,1,1,1,1,2,3
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,0,1,0,1,1
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,1,1,1,1,2,3
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,1,0,1,1,2,3
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,5,2,5,2,7
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,5,7,5,7,12
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,1,7,2,7,3,10
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,3,6,1,8,4,12
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,4,3,26,21,30,24,54
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,0,3,2,4,2,6
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,0,1,0,1,1
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,1,1,5,1,6,7
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,0,17,20,18,20,38
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,0,9,6,10,6,16
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,3,3,18,11,21,14,35
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,3,1,4,5,7,6,13
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,1,1,1,1,2
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,1,7,8,8,9,17
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,5,2,4,6,9,8,17
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,4,2,27,26,31,28,59
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,7,8,33,27,40,35,75
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,3,3,28,24,31,27,58
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,7,4,6,1,13,5,18
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,3,2,3,2,5
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,1,5,1,5,2,7
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,1,15,9,17,10,27
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,1,6,4,6,5,11
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,4,2,6,1,10,3,13
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,1,14,11,15,12,27
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,4,4,7,6,11,17
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,0,3,0,3,3
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,2,0,2,0,2
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,38,23,151,144,189,167,356
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,3,2,3,2,5
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,1,3,1,3,4
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,0,6,8,6,8,14
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,0,1,1,2,1,3
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,1,1,5,11,6,12,18
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,0,2,1,4,1,5
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,2,0,1,3,3,3,6
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,3,1,12,10,15,11,26
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-03-01,0,1,5,6,5,7,12
