municipality,group,variable,month,Nuevas en menores de 5 años -Hombre,Nuevas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
UNCIA,consulta externa,nuevas en menores de 5 anos,2007-01-01,607,509,607,509,1116
URIONDO (A. CONCEPCION),consulta externa,nuevas en menores de 5 anos,2007-01-01,437,386,437,386,823
URUBICHA,consulta externa,nuevas en menores de 5 anos,2007-01-01,189,211,189,211,400
UYUNI,consulta externa,nuevas en menores de 5 anos,2007-01-01,280,276,280,276,556
VACAS,consulta externa,nuevas en menores de 5 anos,2007-01-01,117,115,117,115,232
VALLEGRANDE,consulta externa,nuevas en menores de 5 anos,2007-01-01,201,210,201,210,411
VIACHA,consulta externa,nuevas en menores de 5 anos,2007-01-01,434,349,434,349,783
VILA VILA,consulta externa,nuevas en menores de 5 anos,2007-01-01,39,49,39,49,88
VILLA MONTES,consulta externa,nuevas en menores de 5 anos,2007-01-01,947,776,947,776,1723
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en menores de 5 anos,2007-01-01,69,97,69,97,166
VILLA RIVERO,consulta externa,nuevas en menores de 5 anos,2007-01-01,77,90,77,90,167
VILLA SERRANO,consulta externa,nuevas en menores de 5 anos,2007-01-01,339,317,339,317,656
VILLA TUNARI,consulta externa,nuevas en menores de 5 anos,2007-01-01,1757,1486,1757,1486,3243
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en menores de 5 anos,2007-01-01,278,281,278,281,559
VILLAZON,consulta externa,nuevas en menores de 5 anos,2007-01-01,751,682,751,682,1433
VINTO,consulta externa,nuevas en menores de 5 anos,2007-01-01,152,103,152,103,255
VITICHI,consulta externa,nuevas en menores de 5 anos,2007-01-01,168,158,168,158,326
WALDO BALLIVIAN,consulta externa,nuevas en menores de 5 anos,2007-01-01,30,36,30,36,66
WARNES,consulta externa,nuevas en menores de 5 anos,2007-01-01,1212,1123,1212,1123,2335
YACO,consulta externa,nuevas en menores de 5 anos,2007-01-01,107,101,107,101,208
YACUIBA,consulta externa,nuevas en menores de 5 anos,2007-01-01,2129,1996,2129,1996,4125
YAMPARAEZ,consulta externa,nuevas en menores de 5 anos,2007-01-01,94,91,94,91,185
YANACACHI,consulta externa,nuevas en menores de 5 anos,2007-01-01,36,41,36,41,77
YAPACANI,consulta externa,nuevas en menores de 5 anos,2007-01-01,746,674,746,674,1420
YOCALLA,consulta externa,nuevas en menores de 5 anos,2007-01-01,82,57,82,57,139
YOTALA,consulta externa,nuevas en menores de 5 anos,2007-01-01,113,117,113,117,230
YUNCHARA,consulta externa,nuevas en menores de 5 anos,2007-01-01,98,106,98,106,204
ZUDAÑEZ,consulta externa,nuevas en menores de 5 anos,2007-01-01,264,245,264,245,509
ACACIO,consulta externa,nuevas en menores de 5 anos,2007-02-01,94,99,94,99,193
ACHACACHI,consulta externa,nuevas en menores de 5 anos,2007-02-01,286,264,286,264,550
ACHOCALLA,consulta externa,nuevas en menores de 5 anos,2007-02-01,84,66,84,66,150
AIQUILE,consulta externa,nuevas en menores de 5 anos,2007-02-01,253,183,253,183,436
ALALAY,consulta externa,nuevas en menores de 5 anos,2007-02-01,31,36,31,36,67
ALCALA,consulta externa,nuevas en menores de 5 anos,2007-02-01,157,147,157,147,304
ANCORAIMES,consulta externa,nuevas en menores de 5 anos,2007-02-01,163,156,163,156,319
ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2007-02-01,86,94,86,94,180
ANTEQUERA,consulta externa,nuevas en menores de 5 anos,2007-02-01,40,31,40,31,71
ANZALDO,consulta externa,nuevas en menores de 5 anos,2007-02-01,91,99,91,99,190
APOLO,consulta externa,nuevas en menores de 5 anos,2007-02-01,339,342,339,342,681
ARAMPAMPA,consulta externa,nuevas en menores de 5 anos,2007-02-01,113,95,113,95,208
ARANI,consulta externa,nuevas en menores de 5 anos,2007-02-01,89,66,89,66,155
ARBIETO,consulta externa,nuevas en menores de 5 anos,2007-02-01,240,221,240,221,461
ARQUE,consulta externa,nuevas en menores de 5 anos,2007-02-01,110,89,110,89,199
ASCENCION DE GUARAYOS,consulta externa,nuevas en menores de 5 anos,2007-02-01,443,554,443,554,997
ATOCHA,consulta externa,nuevas en menores de 5 anos,2007-02-01,254,194,254,194,448
AUCAPATA,consulta externa,nuevas en menores de 5 anos,2007-02-01,121,117,121,117,238
AYATA,consulta externa,nuevas en menores de 5 anos,2007-02-01,112,91,112,91,203
AYO AYO,consulta externa,nuevas en menores de 5 anos,2007-02-01,41,42,41,42,83
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en menores de 5 anos,2007-02-01,347,334,347,334,681
AZURDUY,consulta externa,nuevas en menores de 5 anos,2007-02-01,475,462,475,462,937
BATALLAS,consulta externa,nuevas en menores de 5 anos,2007-02-01,95,69,95,69,164
BAURES,consulta externa,nuevas en menores de 5 anos,2007-02-01,48,68,48,68,116
BELEN DE ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2007-02-01,21,19,21,19,40
BELEN DE URMIRI,consulta externa,nuevas en menores de 5 anos,2007-02-01,31,31,31,31,62
BELLA FLOR,consulta externa,nuevas en menores de 5 anos,2007-02-01,53,50,53,50,103
BERMEJO,consulta externa,nuevas en menores de 5 anos,2007-02-01,561,443,561,443,1004
BETANZOS,consulta externa,nuevas en menores de 5 anos,2007-02-01,508,464,508,464,972
BOLIVAR,consulta externa,nuevas en menores de 5 anos,2007-02-01,133,122,133,122,255
BOLPEBRA,consulta externa,nuevas en menores de 5 anos,2007-02-01,34,40,34,40,74
BOYUIBE,consulta externa,nuevas en menores de 5 anos,2007-02-01,138,147,138,147,285
BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2007-02-01,275,242,275,242,517
CABEZAS,consulta externa,nuevas en menores de 5 anos,2007-02-01,596,488,596,488,1084
CAIROMA,consulta externa,nuevas en menores de 5 anos,2007-02-01,141,117,141,117,258
"CAIZA ""D""",consulta externa,nuevas en menores de 5 anos,2007-02-01,80,92,80,92,172
CAJUATA,consulta externa,nuevas en menores de 5 anos,2007-02-01,168,165,168,165,333
CALACOTO,consulta externa,nuevas en menores de 5 anos,2007-02-01,48,46,48,46,94
CALAMARCA,consulta externa,nuevas en menores de 5 anos,2007-02-01,126,104,126,104,230
CAMARGO,consulta externa,nuevas en menores de 5 anos,2007-02-01,334,346,334,346,680
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en menores de 5 anos,2007-02-01,90,77,90,77,167
CAMIRI,consulta externa,nuevas en menores de 5 anos,2007-02-01,836,763,836,763,1599
CAPINOTA,consulta externa,nuevas en menores de 5 anos,2007-02-01,316,263,316,263,579
CAQUIAVIRI,consulta externa,nuevas en menores de 5 anos,2007-02-01,52,70,52,70,122
CARACOLLO,consulta externa,nuevas en menores de 5 anos,2007-02-01,139,129,139,129,268
CARANAVI,consulta externa,nuevas en menores de 5 anos,2007-02-01,1116,990,1116,990,2106
CARANGAS,consulta externa,nuevas en menores de 5 anos,2007-02-01,2,0,2,0,2
CARAPARI,consulta externa,nuevas en menores de 5 anos,2007-02-01,288,281,288,281,569
CARIPUYO,consulta externa,nuevas en menores de 5 anos,2007-02-01,120,135,120,135,255
CARMEN RIVERO TORREZ,consulta externa,nuevas en menores de 5 anos,2007-02-01,48,38,48,38,86
CATACORA,consulta externa,nuevas en menores de 5 anos,2007-02-01,12,17,12,17,29
CHACARILLA,consulta externa,nuevas en menores de 5 anos,2007-02-01,36,54,36,54,90
CHALLAPATA,consulta externa,nuevas en menores de 5 anos,2007-02-01,280,252,280,252,532
CHAQUI,consulta externa,nuevas en menores de 5 anos,2007-02-01,93,83,93,83,176
CHARAGUA,consulta externa,nuevas en menores de 5 anos,2007-02-01,756,812,756,812,1568
CHARAÑA,consulta externa,nuevas en menores de 5 anos,2007-02-01,16,21,16,21,37
CHAYANTA,consulta externa,nuevas en menores de 5 anos,2007-02-01,319,340,319,340,659
CHIMORE,consulta externa,nuevas en menores de 5 anos,2007-02-01,612,546,612,546,1158
CHIPAYA,consulta externa,nuevas en menores de 5 anos,2007-02-01,18,15,18,15,33
CHOQUE COTA,consulta externa,nuevas en menores de 5 anos,2007-02-01,6,6,6,6,12
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en menores de 5 anos,2007-02-01,187,181,187,181,368
CHUMA,consulta externa,nuevas en menores de 5 anos,2007-02-01,138,136,138,136,274
CLIZA,consulta externa,nuevas en menores de 5 anos,2007-02-01,231,201,231,201,432
COBIJA,consulta externa,nuevas en menores de 5 anos,2007-02-01,827,746,827,746,1573
COCHABAMBA,consulta externa,nuevas en menores de 5 anos,2007-02-01,8090,7165,8090,7165,15255
COIPASA,consulta externa,nuevas en menores de 5 anos,2007-02-01,9,12,9,12,21
COLCAPIRHUA,consulta externa,nuevas en menores de 5 anos,2007-02-01,353,350,353,350,703
"COLCHA ""K""",consulta externa,nuevas en menores de 5 anos,2007-02-01,119,142,119,142,261
COLLANA,consulta externa,nuevas en menores de 5 anos,2007-02-01,17,11,17,11,28
COLOMI,consulta externa,nuevas en menores de 5 anos,2007-02-01,299,230,299,230,529
COLPA BELGICA,consulta externa,nuevas en menores de 5 anos,2007-02-01,115,94,115,94,209
COLQUECHACA,consulta externa,nuevas en menores de 5 anos,2007-02-01,631,632,631,632,1263
COLQUENCHA,consulta externa,nuevas en menores de 5 anos,2007-02-01,66,74,66,74,140
COLQUIRI,consulta externa,nuevas en menores de 5 anos,2007-02-01,212,215,212,215,427
COMANCHE,consulta externa,nuevas en menores de 5 anos,2007-02-01,22,15,22,15,37
COMARAPA,consulta externa,nuevas en menores de 5 anos,2007-02-01,298,295,298,295,593
COMBAYA,consulta externa,nuevas en menores de 5 anos,2007-02-01,24,22,24,22,46
CONCEPCION,consulta externa,nuevas en menores de 5 anos,2007-02-01,351,254,351,254,605
COPACABANA,consulta externa,nuevas en menores de 5 anos,2007-02-01,83,69,83,69,152
CORIPATA,consulta externa,nuevas en menores de 5 anos,2007-02-01,205,182,205,182,387
CORO CORO,consulta externa,nuevas en menores de 5 anos,2007-02-01,77,66,77,66,143
COROICO,consulta externa,nuevas en menores de 5 anos,2007-02-01,166,139,166,139,305
CORQUE,consulta externa,nuevas en menores de 5 anos,2007-02-01,52,66,52,66,118
COTAGAITA,consulta externa,nuevas en menores de 5 anos,2007-02-01,463,473,463,473,936
COTOCA,consulta externa,nuevas en menores de 5 anos,2007-02-01,673,636,673,636,1309
CUATRO CAÑADAS,consulta externa,nuevas en menores de 5 anos,2007-02-01,368,470,368,470,838
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en menores de 5 anos,2007-02-01,25,19,25,19,44
CUEVO,consulta externa,nuevas en menores de 5 anos,2007-02-01,104,105,104,105,209
CULPINA,consulta externa,nuevas en menores de 5 anos,2007-02-01,458,469,458,469,927
CURAHUARA DE CARANGAS,consulta externa,nuevas en menores de 5 anos,2007-02-01,71,56,71,56,127
CURVA,consulta externa,nuevas en menores de 5 anos,2007-02-01,48,36,48,36,84
DESAGUADERO,consulta externa,nuevas en menores de 5 anos,2007-02-01,33,39,33,39,72
EL ALTO,consulta externa,nuevas en menores de 5 anos,2007-02-01,7688,7203,7688,7203,14891
EL CHORO,consulta externa,nuevas en menores de 5 anos,2007-02-01,58,45,58,45,103
EL PUENTE(STC),consulta externa,nuevas en menores de 5 anos,2007-02-01,300,285,300,285,585
EL PUENTE(TJA),consulta externa,nuevas en menores de 5 anos,2007-02-01,178,149,178,149,327
EL TORNO,consulta externa,nuevas en menores de 5 anos,2007-02-01,772,732,772,732,1504
EL VILLAR,consulta externa,nuevas en menores de 5 anos,2007-02-01,163,159,163,159,322
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2007-02-01,422,388,422,388,810
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2007-02-01,513,511,513,511,1024
ESCARA,consulta externa,nuevas en menores de 5 anos,2007-02-01,2,1,2,1,3
ESMERALDA,consulta externa,nuevas en menores de 5 anos,2007-02-01,5,6,5,6,11
EUCALIPTUS,consulta externa,nuevas en menores de 5 anos,2007-02-01,105,96,105,96,201
EUREKA (SANTOS MERCADO),consulta externa,nuevas en menores de 5 anos,2007-02-01,18,14,18,14,32
EXALTACION,consulta externa,nuevas en menores de 5 anos,2007-02-01,62,56,62,56,118
FERNANDEZ ALONSO,consulta externa,nuevas en menores de 5 anos,2007-02-01,453,442,453,442,895
FILADELFIA,consulta externa,nuevas en menores de 5 anos,2007-02-01,100,75,100,75,175
GENERAL SAAVEDRA,consulta externa,nuevas en menores de 5 anos,2007-02-01,516,437,516,437,953
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en menores de 5 anos,2007-02-01,121,105,121,105,226
GUANAY,consulta externa,nuevas en menores de 5 anos,2007-02-01,335,338,335,338,673
GUAQUI,consulta externa,nuevas en menores de 5 anos,2007-02-01,28,27,28,27,55
GUAYARAMERIN,consulta externa,nuevas en menores de 5 anos,2007-02-01,939,965,939,965,1904
GUTIERREZ,consulta externa,nuevas en menores de 5 anos,2007-02-01,636,622,636,622,1258
HUACARETA,consulta externa,nuevas en menores de 5 anos,2007-02-01,254,255,254,255,509
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en menores de 5 anos,2007-02-01,75,71,75,71,146
HUACHACALLA,consulta externa,nuevas en menores de 5 anos,2007-02-01,22,28,22,28,50
HUANUNI,consulta externa,nuevas en menores de 5 anos,2007-02-01,275,252,275,252,527
HUARACAJE,consulta externa,nuevas en menores de 5 anos,2007-02-01,98,65,98,65,163
HUAYLLAMARCA,consulta externa,nuevas en menores de 5 anos,2007-02-01,26,34,26,34,60
ICHOCA,consulta externa,nuevas en menores de 5 anos,2007-02-01,87,91,87,91,178
ICLA,consulta externa,nuevas en menores de 5 anos,2007-02-01,394,425,394,425,819
INCAHUASI,consulta externa,nuevas en menores de 5 anos,2007-02-01,547,555,547,555,1102
INGAVI (HUMAITA),consulta externa,nuevas en menores de 5 anos,2007-02-01,30,20,30,20,50
INQUISIVI,consulta externa,nuevas en menores de 5 anos,2007-02-01,186,175,186,175,361
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en menores de 5 anos,2007-02-01,228,257,228,257,485
IXIAMAS,consulta externa,nuevas en menores de 5 anos,2007-02-01,202,218,202,218,420
JESUS DE MACHACA,consulta externa,nuevas en menores de 5 anos,2007-02-01,109,112,109,112,221
LA ASUNTA,consulta externa,nuevas en menores de 5 anos,2007-02-01,609,574,609,574,1183
LA GUARDIA,consulta externa,nuevas en menores de 5 anos,2007-02-01,1226,1004,1226,1004,2230
LA PAZ,consulta externa,nuevas en menores de 5 anos,2007-02-01,11261,10314,11261,10314,21575
LA RIVERA,consulta externa,nuevas en menores de 5 anos,2007-02-01,3,2,3,2,5
LAGUNILLAS,consulta externa,nuevas en menores de 5 anos,2007-02-01,209,221,209,221,430
LAJA,consulta externa,nuevas en menores de 5 anos,2007-02-01,79,87,79,87,166
LAS CARRERAS,consulta externa,nuevas en menores de 5 anos,2007-02-01,83,75,83,75,158
LICOMA PAMPA,consulta externa,nuevas en menores de 5 anos,2007-02-01,30,26,30,26,56
LLALLAGUA,consulta externa,nuevas en menores de 5 anos,2007-02-01,459,498,459,498,957
LLICA,consulta externa,nuevas en menores de 5 anos,2007-02-01,46,43,46,43,89
LORETO,consulta externa,nuevas en menores de 5 anos,2007-02-01,67,58,67,58,125
LURIBAY,consulta externa,nuevas en menores de 5 anos,2007-02-01,91,74,91,74,165
MACHACAMARCA,consulta externa,nuevas en menores de 5 anos,2007-02-01,56,49,56,49,105
MACHARETI,consulta externa,nuevas en menores de 5 anos,2007-02-01,287,282,287,282,569
MAGDALENA,consulta externa,nuevas en menores de 5 anos,2007-02-01,212,194,212,194,406
MAIRANA,consulta externa,nuevas en menores de 5 anos,2007-02-01,122,103,122,103,225
MALLA,consulta externa,nuevas en menores de 5 anos,2007-02-01,37,14,37,14,51
MAPIRI,consulta externa,nuevas en menores de 5 anos,2007-02-01,283,221,283,221,504
MECAPACA,consulta externa,nuevas en menores de 5 anos,2007-02-01,103,104,103,104,207
MINEROS,consulta externa,nuevas en menores de 5 anos,2007-02-01,511,470,511,470,981
MIZQUE,consulta externa,nuevas en menores de 5 anos,2007-02-01,280,248,280,248,528
MOCOMOCO,consulta externa,nuevas en menores de 5 anos,2007-02-01,98,110,98,110,208
MOJINETE,consulta externa,nuevas en menores de 5 anos,2007-02-01,9,14,9,14,23
MOJOCOYA,consulta externa,nuevas en menores de 5 anos,2007-02-01,111,123,111,123,234
MONTEAGUDO,consulta externa,nuevas en menores de 5 anos,2007-02-01,1205,540,1205,540,1745
MONTERO,consulta externa,nuevas en menores de 5 anos,2007-02-01,2817,2329,2817,2329,5146
MORO MORO,consulta externa,nuevas en menores de 5 anos,2007-02-01,58,24,58,24,82
MOROCHATA,consulta externa,nuevas en menores de 5 anos,2007-02-01,306,185,306,185,491
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en menores de 5 anos,2007-02-01,49,37,49,37,86
NAZACARA DE PACAJES,consulta externa,nuevas en menores de 5 anos,2007-02-01,4,4,4,4,8
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en menores de 5 anos,2007-02-01,22,20,22,20,42
OCURI,consulta externa,nuevas en menores de 5 anos,2007-02-01,323,294,323,294,617
OKINAWA,consulta externa,nuevas en menores de 5 anos,2007-02-01,387,370,387,370,757
OMEREQUE,consulta externa,nuevas en menores de 5 anos,2007-02-01,117,112,117,112,229
ORURO,consulta externa,nuevas en menores de 5 anos,2007-02-01,3368,2991,3368,2991,6359
PADCAYA,consulta externa,nuevas en menores de 5 anos,2007-02-01,355,336,355,336,691
PADILLA,consulta externa,nuevas en menores de 5 anos,2007-02-01,359,396,359,396,755
PAILON,consulta externa,nuevas en menores de 5 anos,2007-02-01,341,369,341,369,710
PALCA,consulta externa,nuevas en menores de 5 anos,2007-02-01,144,96,144,96,240
PALOS BLANCOS,consulta externa,nuevas en menores de 5 anos,2007-02-01,735,546,735,546,1281
PAMPA AULLAGAS,consulta externa,nuevas en menores de 5 anos,2007-02-01,39,26,39,26,65
PAMPA GRANDE,consulta externa,nuevas en menores de 5 anos,2007-02-01,121,140,121,140,261
PAPEL PAMPA,consulta externa,nuevas en menores de 5 anos,2007-02-01,35,28,35,28,63
PASORAPA,consulta externa,nuevas en menores de 5 anos,2007-02-01,49,52,49,52,101
PATACAMAYA,consulta externa,nuevas en menores de 5 anos,2007-02-01,188,191,188,191,379
PAZÑA,consulta externa,nuevas en menores de 5 anos,2007-02-01,75,57,75,57,132
PELECHUCO,consulta externa,nuevas en menores de 5 anos,2007-02-01,105,75,105,75,180
POCOATA,consulta externa,nuevas en menores de 5 anos,2007-02-01,301,357,301,357,658
POCONA,consulta externa,nuevas en menores de 5 anos,2007-02-01,152,145,152,145,297
POJO (CBBA),consulta externa,nuevas en menores de 5 anos,2007-02-01,86,66,86,66,152
POOPO,consulta externa,nuevas en menores de 5 anos,2007-02-01,50,41,50,41,91
PORCO,consulta externa,nuevas en menores de 5 anos,2007-02-01,105,122,105,122,227
POROMA,consulta externa,nuevas en menores de 5 anos,2007-02-01,250,190,250,190,440
PORONGO,consulta externa,nuevas en menores de 5 anos,2007-02-01,209,190,209,190,399
PORTACHUELO,consulta externa,nuevas en menores de 5 anos,2007-02-01,439,438,439,438,877
PORVENIR,consulta externa,nuevas en menores de 5 anos,2007-02-01,128,92,128,92,220
POSTRER VALLE,consulta externa,nuevas en menores de 5 anos,2007-02-01,24,36,24,36,60
POTOSI,consulta externa,nuevas en menores de 5 anos,2007-02-01,2484,2422,2484,2422,4906
PRESTO,consulta externa,nuevas en menores de 5 anos,2007-02-01,252,254,252,254,506
PUCARA,consulta externa,nuevas en menores de 5 anos,2007-02-01,54,40,54,40,94
PUCARANI,consulta externa,nuevas en menores de 5 anos,2007-02-01,135,151,135,151,286
PUERTO ACOSTA,consulta externa,nuevas en menores de 5 anos,2007-02-01,155,144,155,144,299
PUERTO CARABUCO,consulta externa,nuevas en menores de 5 anos,2007-02-01,91,95,91,95,186
PUERTO GONZALO MORENO,consulta externa,nuevas en menores de 5 anos,2007-02-01,109,89,109,89,198
PUERTO PEREZ,consulta externa,nuevas en menores de 5 anos,2007-02-01,62,67,62,67,129
PUERTO QUIJARRO,consulta externa,nuevas en menores de 5 anos,2007-02-01,255,218,255,218,473
PUERTO RICO,consulta externa,nuevas en menores de 5 anos,2007-02-01,123,110,123,110,233
PUERTO SILES,consulta externa,nuevas en menores de 5 anos,2007-02-01,30,28,30,28,58
PUERTO SUAREZ,consulta externa,nuevas en menores de 5 anos,2007-02-01,364,313,364,313,677
PUERTO VILLARROEL,consulta externa,nuevas en menores de 5 anos,2007-02-01,1292,1132,1292,1132,2424
PUNA,consulta externa,nuevas en menores de 5 anos,2007-02-01,551,429,551,429,980
PUNATA,consulta externa,nuevas en menores de 5 anos,2007-02-01,295,277,295,277,572
