municipality,group,variable,month,Nuevas en menores de 5 años -Hombre,Nuevas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
LA GUARDIA,consulta externa,nuevas en menores de 5 anos,2007-04-01,1425,1409,1425,1409,2834
LA PAZ,consulta externa,nuevas en menores de 5 anos,2007-04-01,14616,13767,14616,13767,28383
LA RIVERA,consulta externa,nuevas en menores de 5 anos,2007-04-01,3,2,3,2,5
LAGUNILLAS,consulta externa,nuevas en menores de 5 anos,2007-04-01,153,178,153,178,331
LAJA,consulta externa,nuevas en menores de 5 anos,2007-04-01,126,119,126,119,245
LAS CARRERAS,consulta externa,nuevas en menores de 5 anos,2007-04-01,63,67,63,67,130
LICOMA PAMPA,consulta externa,nuevas en menores de 5 anos,2007-04-01,26,45,26,45,71
LLALLAGUA,consulta externa,nuevas en menores de 5 anos,2007-04-01,724,571,724,571,1295
LLICA,consulta externa,nuevas en menores de 5 anos,2007-04-01,46,52,46,52,98
LORETO,consulta externa,nuevas en menores de 5 anos,2007-04-01,92,82,92,82,174
LURIBAY,consulta externa,nuevas en menores de 5 anos,2007-04-01,136,116,136,116,252
MACHACAMARCA,consulta externa,nuevas en menores de 5 anos,2007-04-01,56,49,56,49,105
MACHARETI,consulta externa,nuevas en menores de 5 anos,2007-04-01,285,299,285,299,584
MAGDALENA,consulta externa,nuevas en menores de 5 anos,2007-04-01,252,226,252,226,478
MAIRANA,consulta externa,nuevas en menores de 5 anos,2007-04-01,184,175,184,175,359
MALLA,consulta externa,nuevas en menores de 5 anos,2007-04-01,60,27,60,27,87
MAPIRI,consulta externa,nuevas en menores de 5 anos,2007-04-01,314,302,314,302,616
MECAPACA,consulta externa,nuevas en menores de 5 anos,2007-04-01,177,129,177,129,306
MINEROS,consulta externa,nuevas en menores de 5 anos,2007-04-01,585,484,585,484,1069
MIZQUE,consulta externa,nuevas en menores de 5 anos,2007-04-01,495,423,495,423,918
MOCOMOCO,consulta externa,nuevas en menores de 5 anos,2007-04-01,122,77,122,77,199
MOJINETE,consulta externa,nuevas en menores de 5 anos,2007-04-01,12,16,12,16,28
MOJOCOYA,consulta externa,nuevas en menores de 5 anos,2007-04-01,170,208,170,208,378
MONTEAGUDO,consulta externa,nuevas en menores de 5 anos,2007-04-01,796,706,796,706,1502
MONTERO,consulta externa,nuevas en menores de 5 anos,2007-04-01,2721,2325,2721,2325,5046
MORO MORO,consulta externa,nuevas en menores de 5 anos,2007-04-01,79,51,79,51,130
MOROCHATA,consulta externa,nuevas en menores de 5 anos,2007-04-01,355,318,355,318,673
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en menores de 5 anos,2007-04-01,62,55,62,55,117
NAZACARA DE PACAJES,consulta externa,nuevas en menores de 5 anos,2007-04-01,13,6,13,6,19
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en menores de 5 anos,2007-04-01,26,34,26,34,60
OCURI,consulta externa,nuevas en menores de 5 anos,2007-04-01,420,374,420,374,794
OKINAWA,consulta externa,nuevas en menores de 5 anos,2007-04-01,406,394,406,394,800
OMEREQUE,consulta externa,nuevas en menores de 5 anos,2007-04-01,88,137,88,137,225
ORURO,consulta externa,nuevas en menores de 5 anos,2007-04-01,4994,4444,4994,4444,9438
PADCAYA,consulta externa,nuevas en menores de 5 anos,2007-04-01,402,416,402,416,818
PADILLA,consulta externa,nuevas en menores de 5 anos,2007-04-01,386,417,386,417,803
PAILON,consulta externa,nuevas en menores de 5 anos,2007-04-01,350,352,350,352,702
PALCA,consulta externa,nuevas en menores de 5 anos,2007-04-01,124,107,124,107,231
PALOS BLANCOS,consulta externa,nuevas en menores de 5 anos,2007-04-01,691,659,691,659,1350
PAMPA AULLAGAS,consulta externa,nuevas en menores de 5 anos,2007-04-01,73,63,73,63,136
PAMPA GRANDE,consulta externa,nuevas en menores de 5 anos,2007-04-01,142,159,142,159,301
PAPEL PAMPA,consulta externa,nuevas en menores de 5 anos,2007-04-01,51,57,51,57,108
PASORAPA,consulta externa,nuevas en menores de 5 anos,2007-04-01,25,31,25,31,56
PATACAMAYA,consulta externa,nuevas en menores de 5 anos,2007-04-01,305,233,305,233,538
PAZÑA,consulta externa,nuevas en menores de 5 anos,2007-04-01,109,101,109,101,210
PELECHUCO,consulta externa,nuevas en menores de 5 anos,2007-04-01,130,104,130,104,234
POCOATA,consulta externa,nuevas en menores de 5 anos,2007-04-01,398,372,398,372,770
POCONA,consulta externa,nuevas en menores de 5 anos,2007-04-01,240,214,240,214,454
POJO (CBBA),consulta externa,nuevas en menores de 5 anos,2007-04-01,125,93,125,93,218
POOPO,consulta externa,nuevas en menores de 5 anos,2007-04-01,137,68,137,68,205
PORCO,consulta externa,nuevas en menores de 5 anos,2007-04-01,181,206,181,206,387
POROMA,consulta externa,nuevas en menores de 5 anos,2007-04-01,430,325,430,325,755
PORONGO,consulta externa,nuevas en menores de 5 anos,2007-04-01,188,194,188,194,382
PORTACHUELO,consulta externa,nuevas en menores de 5 anos,2007-04-01,643,495,643,495,1138
PORVENIR,consulta externa,nuevas en menores de 5 anos,2007-04-01,132,107,132,107,239
POSTRER VALLE,consulta externa,nuevas en menores de 5 anos,2007-04-01,45,54,45,54,99
POTOSI,consulta externa,nuevas en menores de 5 anos,2007-04-01,3256,3159,3256,3159,6415
PRESTO,consulta externa,nuevas en menores de 5 anos,2007-04-01,365,302,365,302,667
PUCARA,consulta externa,nuevas en menores de 5 anos,2007-04-01,64,50,64,50,114
PUCARANI,consulta externa,nuevas en menores de 5 anos,2007-04-01,208,228,208,228,436
PUERTO ACOSTA,consulta externa,nuevas en menores de 5 anos,2007-04-01,210,188,210,188,398
PUERTO CARABUCO,consulta externa,nuevas en menores de 5 anos,2007-04-01,116,105,116,105,221
PUERTO GONZALO MORENO,consulta externa,nuevas en menores de 5 anos,2007-04-01,85,97,85,97,182
PUERTO PEREZ,consulta externa,nuevas en menores de 5 anos,2007-04-01,74,71,74,71,145
PUERTO QUIJARRO,consulta externa,nuevas en menores de 5 anos,2007-04-01,200,190,200,190,390
PUERTO RICO,consulta externa,nuevas en menores de 5 anos,2007-04-01,197,173,197,173,370
PUERTO SILES,consulta externa,nuevas en menores de 5 anos,2007-04-01,36,33,36,33,69
PUERTO SUAREZ,consulta externa,nuevas en menores de 5 anos,2007-04-01,287,241,287,241,528
PUERTO VILLARROEL,consulta externa,nuevas en menores de 5 anos,2007-04-01,1456,1287,1456,1287,2743
PUNA,consulta externa,nuevas en menores de 5 anos,2007-04-01,638,569,638,569,1207
PUNATA,consulta externa,nuevas en menores de 5 anos,2007-04-01,372,354,372,354,726
QUIABAYA,consulta externa,nuevas en menores de 5 anos,2007-04-01,71,53,71,53,124
QUILLACOLLO,consulta externa,nuevas en menores de 5 anos,2007-04-01,1360,1380,1360,1380,2740
QUIME,consulta externa,nuevas en menores de 5 anos,2007-04-01,155,117,155,117,272
QUIRUSILLAS,consulta externa,nuevas en menores de 5 anos,2007-04-01,42,25,42,25,67
RAVELO,consulta externa,nuevas en menores de 5 anos,2007-04-01,445,403,445,403,848
REYES,consulta externa,nuevas en menores de 5 anos,2007-04-01,356,354,356,354,710
RIBERALTA,consulta externa,nuevas en menores de 5 anos,2007-04-01,1921,1677,1921,1677,3598
ROBORE,consulta externa,nuevas en menores de 5 anos,2007-04-01,323,301,323,301,624
RURRENABAQUE,consulta externa,nuevas en menores de 5 anos,2007-04-01,365,321,365,321,686
SABAYA,consulta externa,nuevas en menores de 5 anos,2007-04-01,54,54,54,54,108
SACABA,consulta externa,nuevas en menores de 5 anos,2007-04-01,1316,1105,1316,1105,2421
SACABAMBA,consulta externa,nuevas en menores de 5 anos,2007-04-01,55,50,55,50,105
SACACA,consulta externa,nuevas en menores de 5 anos,2007-04-01,558,557,558,557,1115
SAIPINA,consulta externa,nuevas en menores de 5 anos,2007-04-01,90,64,90,64,154
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en menores de 5 anos,2007-04-01,214,209,214,209,423
SAMAIPATA,consulta externa,nuevas en menores de 5 anos,2007-04-01,197,134,197,134,331
SAN AGUSTIN,consulta externa,nuevas en menores de 5 anos,2007-04-01,44,34,44,34,78
SAN ANDRES,consulta externa,nuevas en menores de 5 anos,2007-04-01,333,325,333,325,658
SAN ANDRES DE MACHACA,consulta externa,nuevas en menores de 5 anos,2007-04-01,67,78,67,78,145
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en menores de 5 anos,2007-04-01,33,50,33,50,83
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en menores de 5 anos,2007-04-01,164,140,164,140,304
SAN BENITO,consulta externa,nuevas en menores de 5 anos,2007-04-01,103,83,103,83,186
SAN BORJA,consulta externa,nuevas en menores de 5 anos,2007-04-01,689,671,689,671,1360
SAN BUENA VENTURA,consulta externa,nuevas en menores de 5 anos,2007-04-01,336,290,336,290,626
SAN CARLOS,consulta externa,nuevas en menores de 5 anos,2007-04-01,515,438,515,438,953
SAN IGNACIO,consulta externa,nuevas en menores de 5 anos,2007-04-01,639,549,639,549,1188
SAN IGNACIO DE VELASCO,consulta externa,nuevas en menores de 5 anos,2007-04-01,1478,1453,1478,1453,2931
SAN JAVIER(BNI),consulta externa,nuevas en menores de 5 anos,2007-04-01,28,40,28,40,68
SAN JAVIER(STC),consulta externa,nuevas en menores de 5 anos,2007-04-01,188,180,188,180,368
SAN JOAQUIN,consulta externa,nuevas en menores de 5 anos,2007-04-01,59,50,59,50,109
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en menores de 5 anos,2007-04-01,349,328,349,328,677
SAN JUAN DE YAPACANI,consulta externa,nuevas en menores de 5 anos,2007-04-01,411,402,411,402,813
SAN JULIAN,consulta externa,nuevas en menores de 5 anos,2007-04-01,956,868,956,868,1824
SAN LORENZO(PND),consulta externa,nuevas en menores de 5 anos,2007-04-01,159,180,159,180,339
SAN LORENZO(TJA),consulta externa,nuevas en menores de 5 anos,2007-04-01,453,458,453,458,911
SAN LUCAS,consulta externa,nuevas en menores de 5 anos,2007-04-01,1090,1035,1090,1035,2125
SAN MATIAS,consulta externa,nuevas en menores de 5 anos,2007-04-01,383,235,383,235,618
SAN MIGUEL DE VELASCO,consulta externa,nuevas en menores de 5 anos,2007-04-01,275,222,275,222,497
SAN PABLO DE LIPEZ,consulta externa,nuevas en menores de 5 anos,2007-04-01,129,115,129,115,244
SAN PEDRO,consulta externa,nuevas en menores de 5 anos,2007-04-01,684,687,684,687,1371
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2007-04-01,523,421,523,421,944
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en menores de 5 anos,2007-04-01,87,71,87,71,158
SAN PEDRO DE QUEMES,consulta externa,nuevas en menores de 5 anos,2007-04-01,5,7,5,7,12
SAN PEDRO DE TIQUINA,consulta externa,nuevas en menores de 5 anos,2007-04-01,47,43,47,43,90
SAN PEDRO(PND),consulta externa,nuevas en menores de 5 anos,2007-04-01,30,18,30,18,48
SAN RAFAEL,consulta externa,nuevas en menores de 5 anos,2007-04-01,165,143,165,143,308
SAN RAMON,consulta externa,nuevas en menores de 5 anos,2007-04-01,114,110,114,110,224
SAN RAMON,consulta externa,nuevas en menores de 5 anos,2007-04-01,246,242,246,242,488
SANTA ANA,consulta externa,nuevas en menores de 5 anos,2007-04-01,293,282,293,282,575
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en menores de 5 anos,2007-04-01,22095,21025,22095,21025,43120
SANTA ROSA,consulta externa,nuevas en menores de 5 anos,2007-04-01,236,200,236,200,436
SANTA ROSA DEL SARA,consulta externa,nuevas en menores de 5 anos,2007-04-01,643,652,643,652,1295
SANTIAGO DE CALLAPA,consulta externa,nuevas en menores de 5 anos,2007-04-01,58,49,58,49,107
SANTIAGO DE HUARI,consulta externa,nuevas en menores de 5 anos,2007-04-01,150,115,150,115,265
SANTIAGO DE MACHACA,consulta externa,nuevas en menores de 5 anos,2007-04-01,47,32,47,32,79
SANTIVAÑES,consulta externa,nuevas en menores de 5 anos,2007-04-01,79,87,79,87,166
SANTUARIO DE QUILLACAS,consulta externa,nuevas en menores de 5 anos,2007-04-01,32,40,32,40,72
SAPAHAQUI,consulta externa,nuevas en menores de 5 anos,2007-04-01,174,157,174,157,331
SENA,consulta externa,nuevas en menores de 5 anos,2007-04-01,111,101,111,101,212
SICA SICA (VILLA AROMA),consulta externa,nuevas en menores de 5 anos,2007-04-01,181,181,181,181,362
SICAYA,consulta externa,nuevas en menores de 5 anos,2007-04-01,10,11,10,11,21
SIPE SIPE,consulta externa,nuevas en menores de 5 anos,2007-04-01,329,345,329,345,674
SOPACHUY,consulta externa,nuevas en menores de 5 anos,2007-04-01,344,185,344,185,529
SORACACHI,consulta externa,nuevas en menores de 5 anos,2007-04-01,191,185,191,185,376
SORATA,consulta externa,nuevas en menores de 5 anos,2007-04-01,193,185,193,185,378
SUCRE,consulta externa,nuevas en menores de 5 anos,2007-04-01,6516,6604,6516,6604,13120
TACACHI,consulta externa,nuevas en menores de 5 anos,2007-04-01,16,10,16,10,26
TACACOMA,consulta externa,nuevas en menores de 5 anos,2007-04-01,93,94,93,94,187
TACOBAMBA,consulta externa,nuevas en menores de 5 anos,2007-04-01,158,122,158,122,280
TACOPAYA,consulta externa,nuevas en menores de 5 anos,2007-04-01,229,252,229,252,481
TAHUA,consulta externa,nuevas en menores de 5 anos,2007-04-01,14,18,14,18,32
TAPACARI,consulta externa,nuevas en menores de 5 anos,2007-04-01,459,424,459,424,883
TARABUCO,consulta externa,nuevas en menores de 5 anos,2007-04-01,726,818,726,818,1544
TARACO,consulta externa,nuevas en menores de 5 anos,2007-04-01,60,73,60,73,133
TARATA,consulta externa,nuevas en menores de 5 anos,2007-04-01,70,78,70,78,148
TARIJA,consulta externa,nuevas en menores de 5 anos,2007-04-01,3994,3664,3994,3664,7658
TARVITA,consulta externa,nuevas en menores de 5 anos,2007-04-01,586,547,586,547,1133
TEOPONTE,consulta externa,nuevas en menores de 5 anos,2007-04-01,195,185,195,185,380
TIAWANACU,consulta externa,nuevas en menores de 5 anos,2007-04-01,156,107,156,107,263
TINGUIPAYA,consulta externa,nuevas en menores de 5 anos,2007-04-01,288,277,288,277,565
TIPUANI,consulta externa,nuevas en menores de 5 anos,2007-04-01,101,100,101,100,201
TIQUIPAYA,consulta externa,nuevas en menores de 5 anos,2007-04-01,782,694,782,694,1476
TIRAQUE (CBBA),consulta externa,nuevas en menores de 5 anos,2007-04-01,818,758,818,758,1576
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en menores de 5 anos,2007-04-01,22,32,22,32,54
TOCO,consulta externa,nuevas en menores de 5 anos,2007-04-01,73,57,73,57,130
TODOS SANTOS,consulta externa,nuevas en menores de 5 anos,2007-04-01,6,5,6,5,11
TOLATA,consulta externa,nuevas en menores de 5 anos,2007-04-01,48,47,48,47,95
TOLEDO,consulta externa,nuevas en menores de 5 anos,2007-04-01,110,89,110,89,199
TOMAVE,consulta externa,nuevas en menores de 5 anos,2007-04-01,231,227,231,227,458
TOMINA,consulta externa,nuevas en menores de 5 anos,2007-04-01,363,327,363,327,690
TORO TORO,consulta externa,nuevas en menores de 5 anos,2007-04-01,282,224,282,224,506
TOTORA(CBBA),consulta externa,nuevas en menores de 5 anos,2007-04-01,161,130,161,130,291
TOTORA(ORR),consulta externa,nuevas en menores de 5 anos,2007-04-01,85,91,85,91,176
TRIGAL,consulta externa,nuevas en menores de 5 anos,2007-04-01,35,22,35,22,57
TRINIDAD,consulta externa,nuevas en menores de 5 anos,2007-04-01,2167,2053,2167,2053,4220
TUPIZA,consulta externa,nuevas en menores de 5 anos,2007-04-01,1069,1032,1069,1032,2101
TURCO,consulta externa,nuevas en menores de 5 anos,2007-04-01,63,79,63,79,142
UMALA,consulta externa,nuevas en menores de 5 anos,2007-04-01,57,47,57,47,104
UNCIA,consulta externa,nuevas en menores de 5 anos,2007-04-01,554,462,554,462,1016
URIONDO (A. CONCEPCION),consulta externa,nuevas en menores de 5 anos,2007-04-01,439,416,439,416,855
URUBICHA,consulta externa,nuevas en menores de 5 anos,2007-04-01,259,275,259,275,534
UYUNI,consulta externa,nuevas en menores de 5 anos,2007-04-01,203,221,203,221,424
VACAS,consulta externa,nuevas en menores de 5 anos,2007-04-01,166,143,166,143,309
VALLEGRANDE,consulta externa,nuevas en menores de 5 anos,2007-04-01,269,254,269,254,523
VIACHA,consulta externa,nuevas en menores de 5 anos,2007-04-01,603,516,603,516,1119
VILA VILA,consulta externa,nuevas en menores de 5 anos,2007-04-01,35,26,35,26,61
VILLA MONTES,consulta externa,nuevas en menores de 5 anos,2007-04-01,559,545,559,545,1104
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en menores de 5 anos,2007-04-01,109,106,109,106,215
VILLA RIVERO,consulta externa,nuevas en menores de 5 anos,2007-04-01,82,86,82,86,168
VILLA SERRANO,consulta externa,nuevas en menores de 5 anos,2007-04-01,389,406,389,406,795
VILLA TUNARI,consulta externa,nuevas en menores de 5 anos,2007-04-01,1793,1656,1793,1656,3449
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en menores de 5 anos,2007-04-01,170,206,170,206,376
VILLAZON,consulta externa,nuevas en menores de 5 anos,2007-04-01,750,719,750,719,1469
VINTO,consulta externa,nuevas en menores de 5 anos,2007-04-01,103,67,103,67,170
VITICHI,consulta externa,nuevas en menores de 5 anos,2007-04-01,187,193,187,193,380
WALDO BALLIVIAN,consulta externa,nuevas en menores de 5 anos,2007-04-01,48,44,48,44,92
WARNES,consulta externa,nuevas en menores de 5 anos,2007-04-01,1094,936,1094,936,2030
YACO,consulta externa,nuevas en menores de 5 anos,2007-04-01,141,105,141,105,246
YACUIBA,consulta externa,nuevas en menores de 5 anos,2007-04-01,1860,1745,1860,1745,3605
YAMPARAEZ,consulta externa,nuevas en menores de 5 anos,2007-04-01,227,179,227,179,406
YANACACHI,consulta externa,nuevas en menores de 5 anos,2007-04-01,122,132,122,132,254
YAPACANI,consulta externa,nuevas en menores de 5 anos,2007-04-01,804,753,804,753,1557
YOCALLA,consulta externa,nuevas en menores de 5 anos,2007-04-01,122,77,122,77,199
YOTALA,consulta externa,nuevas en menores de 5 anos,2007-04-01,188,170,188,170,358
YUNCHARA,consulta externa,nuevas en menores de 5 anos,2007-04-01,112,92,112,92,204
ZUDAÑEZ,consulta externa,nuevas en menores de 5 anos,2007-04-01,321,287,321,287,608
ACACIO,consulta externa,nuevas en menores de 5 anos,2007-05-01,119,104,119,104,223
ACHACACHI,consulta externa,nuevas en menores de 5 anos,2007-05-01,364,355,364,355,719
ACHOCALLA,consulta externa,nuevas en menores de 5 anos,2007-05-01,112,95,112,95,207
AIQUILE,consulta externa,nuevas en menores de 5 anos,2007-05-01,365,352,365,352,717
ALALAY,consulta externa,nuevas en menores de 5 anos,2007-05-01,46,31,46,31,77
ALCALA,consulta externa,nuevas en menores de 5 anos,2007-05-01,165,198,165,198,363
ANCORAIMES,consulta externa,nuevas en menores de 5 anos,2007-05-01,172,173,172,173,345
ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2007-05-01,131,99,131,99,230
ANTEQUERA,consulta externa,nuevas en menores de 5 anos,2007-05-01,66,60,66,60,126
ANZALDO,consulta externa,nuevas en menores de 5 anos,2007-05-01,127,129,127,129,256
APOLO,consulta externa,nuevas en menores de 5 anos,2007-05-01,369,312,369,312,681
ARAMPAMPA,consulta externa,nuevas en menores de 5 anos,2007-05-01,138,160,138,160,298
ARANI,consulta externa,nuevas en menores de 5 anos,2007-05-01,75,118,75,118,193
ARBIETO,consulta externa,nuevas en menores de 5 anos,2007-05-01,178,123,178,123,301
ARQUE,consulta externa,nuevas en menores de 5 anos,2007-05-01,208,211,208,211,419
ASCENCION DE GUARAYOS,consulta externa,nuevas en menores de 5 anos,2007-05-01,370,331,370,331,701
ATOCHA,consulta externa,nuevas en menores de 5 anos,2007-05-01,412,453,412,453,865
AUCAPATA,consulta externa,nuevas en menores de 5 anos,2007-05-01,108,96,108,96,204
AYATA,consulta externa,nuevas en menores de 5 anos,2007-05-01,197,159,197,159,356
AYO AYO,consulta externa,nuevas en menores de 5 anos,2007-05-01,83,85,83,85,168
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en menores de 5 anos,2007-05-01,515,499,515,499,1014
AZURDUY,consulta externa,nuevas en menores de 5 anos,2007-05-01,503,449,503,449,952
BATALLAS,consulta externa,nuevas en menores de 5 anos,2007-05-01,124,119,124,119,243
BAURES,consulta externa,nuevas en menores de 5 anos,2007-05-01,120,107,120,107,227
BELEN DE ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2007-05-01,23,21,23,21,44
BELEN DE URMIRI,consulta externa,nuevas en menores de 5 anos,2007-05-01,47,47,47,47,94
BELLA FLOR,consulta externa,nuevas en menores de 5 anos,2007-05-01,67,70,67,70,137
BERMEJO,consulta externa,nuevas en menores de 5 anos,2007-05-01,1010,873,1010,873,1883
BETANZOS,consulta externa,nuevas en menores de 5 anos,2007-05-01,720,724,720,724,1444
BOLIVAR,consulta externa,nuevas en menores de 5 anos,2007-05-01,192,188,192,188,380
BOLPEBRA,consulta externa,nuevas en menores de 5 anos,2007-05-01,56,53,56,53,109
BOYUIBE,consulta externa,nuevas en menores de 5 anos,2007-05-01,107,94,107,94,201
BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2007-05-01,282,266,282,266,548
CABEZAS,consulta externa,nuevas en menores de 5 anos,2007-05-01,564,403,564,403,967
CAIROMA,consulta externa,nuevas en menores de 5 anos,2007-05-01,228,192,228,192,420
"CAIZA ""D""",consulta externa,nuevas en menores de 5 anos,2007-05-01,172,143,172,143,315
CAJUATA,consulta externa,nuevas en menores de 5 anos,2007-05-01,185,184,185,184,369
CALACOTO,consulta externa,nuevas en menores de 5 anos,2007-05-01,77,64,77,64,141
CALAMARCA,consulta externa,nuevas en menores de 5 anos,2007-05-01,196,172,196,172,368
CAMARGO,consulta externa,nuevas en menores de 5 anos,2007-05-01,539,410,539,410,949
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en menores de 5 anos,2007-05-01,129,117,129,117,246
CAMIRI,consulta externa,nuevas en menores de 5 anos,2007-05-01,1282,1071,1282,1071,2353
CAPINOTA,consulta externa,nuevas en menores de 5 anos,2007-05-01,322,300,322,300,622
CAQUIAVIRI,consulta externa,nuevas en menores de 5 anos,2007-05-01,98,82,98,82,180
CARACOLLO,consulta externa,nuevas en menores de 5 anos,2007-05-01,321,324,321,324,645
CARANAVI,consulta externa,nuevas en menores de 5 anos,2007-05-01,1019,1029,1019,1029,2048
CARANGAS,consulta externa,nuevas en menores de 5 anos,2007-05-01,4,5,4,5,9
CARAPARI,consulta externa,nuevas en menores de 5 anos,2007-05-01,243,254,243,254,497
CARIPUYO,consulta externa,nuevas en menores de 5 anos,2007-05-01,203,184,203,184,387
CARMEN RIVERO TORREZ,consulta externa,nuevas en menores de 5 anos,2007-05-01,77,63,77,63,140
CATACORA,consulta externa,nuevas en menores de 5 anos,2007-05-01,36,34,36,34,70
CHACARILLA,consulta externa,nuevas en menores de 5 anos,2007-05-01,10,12,10,12,22
CHALLAPATA,consulta externa,nuevas en menores de 5 anos,2007-05-01,418,397,418,397,815
CHAQUI,consulta externa,nuevas en menores de 5 anos,2007-05-01,158,146,158,146,304
CHARAGUA,consulta externa,nuevas en menores de 5 anos,2007-05-01,726,757,726,757,1483
CHARAÑA,consulta externa,nuevas en menores de 5 anos,2007-05-01,46,48,46,48,94
CHAYANTA,consulta externa,nuevas en menores de 5 anos,2007-05-01,379,323,379,323,702
CHIMORE,consulta externa,nuevas en menores de 5 anos,2007-05-01,550,513,550,513,1063
CHIPAYA,consulta externa,nuevas en menores de 5 anos,2007-05-01,30,41,30,41,71
CHOQUE COTA,consulta externa,nuevas en menores de 5 anos,2007-05-01,31,32,31,32,63
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en menores de 5 anos,2007-05-01,287,289,287,289,576
CHUMA,consulta externa,nuevas en menores de 5 anos,2007-05-01,147,179,147,179,326
CLIZA,consulta externa,nuevas en menores de 5 anos,2007-05-01,240,271,240,271,511
COBIJA,consulta externa,nuevas en menores de 5 anos,2007-05-01,977,962,977,962,1939
COCHABAMBA,consulta externa,nuevas en menores de 5 anos,2007-05-01,10386,9329,10386,9329,19715
COIPASA,consulta externa,nuevas en menores de 5 anos,2007-05-01,23,30,23,30,53
COLCAPIRHUA,consulta externa,nuevas en menores de 5 anos,2007-05-01,568,588,568,588,1156
"COLCHA ""K""",consulta externa,nuevas en menores de 5 anos,2007-05-01,196,169,196,169,365
COLLANA,consulta externa,nuevas en menores de 5 anos,2007-05-01,27,12,27,12,39
COLOMI,consulta externa,nuevas en menores de 5 anos,2007-05-01,355,305,355,305,660
COLPA BELGICA,consulta externa,nuevas en menores de 5 anos,2007-05-01,146,150,146,150,296
COLQUECHACA,consulta externa,nuevas en menores de 5 anos,2007-05-01,1016,863,1016,863,1879
COLQUENCHA,consulta externa,nuevas en menores de 5 anos,2007-05-01,111,96,111,96,207
COLQUIRI,consulta externa,nuevas en menores de 5 anos,2007-05-01,337,326,337,326,663
COMANCHE,consulta externa,nuevas en menores de 5 anos,2007-05-01,50,43,50,43,93
COMARAPA,consulta externa,nuevas en menores de 5 anos,2007-05-01,397,373,397,373,770
COMBAYA,consulta externa,nuevas en menores de 5 anos,2007-05-01,27,16,27,16,43
CONCEPCION,consulta externa,nuevas en menores de 5 anos,2007-05-01,226,180,226,180,406
COPACABANA,consulta externa,nuevas en menores de 5 anos,2007-05-01,119,100,119,100,219
CORIPATA,consulta externa,nuevas en menores de 5 anos,2007-05-01,254,218,254,218,472
CORO CORO,consulta externa,nuevas en menores de 5 anos,2007-05-01,84,78,84,78,162
COROICO,consulta externa,nuevas en menores de 5 anos,2007-05-01,226,176,226,176,402
CORQUE,consulta externa,nuevas en menores de 5 anos,2007-05-01,165,163,165,163,328
COTAGAITA,consulta externa,nuevas en menores de 5 anos,2007-05-01,677,666,677,666,1343
COTOCA,consulta externa,nuevas en menores de 5 anos,2007-05-01,601,573,601,573,1174
CUATRO CAÑADAS,consulta externa,nuevas en menores de 5 anos,2007-05-01,490,497,490,497,987
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en menores de 5 anos,2007-05-01,16,14,16,14,30
CUEVO,consulta externa,nuevas en menores de 5 anos,2007-05-01,113,106,113,106,219
CULPINA,consulta externa,nuevas en menores de 5 anos,2007-05-01,670,640,670,640,1310
CURAHUARA DE CARANGAS,consulta externa,nuevas en menores de 5 anos,2007-05-01,109,101,109,101,210
CURVA,consulta externa,nuevas en menores de 5 anos,2007-05-01,46,37,46,37,83
DESAGUADERO,consulta externa,nuevas en menores de 5 anos,2007-05-01,34,34,34,34,68
EL ALTO,consulta externa,nuevas en menores de 5 anos,2007-05-01,10409,9795,10409,9795,20204
EL CHORO,consulta externa,nuevas en menores de 5 anos,2007-05-01,87,79,87,79,166
EL PUENTE(STC),consulta externa,nuevas en menores de 5 anos,2007-05-01,1061,262,1061,262,1323
EL PUENTE(TJA),consulta externa,nuevas en menores de 5 anos,2007-05-01,294,293,294,293,587
EL TORNO,consulta externa,nuevas en menores de 5 anos,2007-05-01,927,845,927,845,1772
EL VILLAR,consulta externa,nuevas en menores de 5 anos,2007-05-01,214,202,214,202,416
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2007-05-01,516,502,516,502,1018
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2007-05-01,524,439,524,439,963
ESCARA,consulta externa,nuevas en menores de 5 anos,2007-05-01,2,3,2,3,5
ESMERALDA,consulta externa,nuevas en menores de 5 anos,2007-05-01,0,3,0,3,3
