municipality,group,variable,month,Ingresos espontáneos,TOTAL
ANCORAIMES,internaciones,ingresos espontaneos,2006-04-01,4,4
ANDAMARCA,internaciones,ingresos espontaneos,2006-04-01,3,3
ANTEQUERA,internaciones,ingresos espontaneos,2006-04-01,2,2
APOLO,internaciones,ingresos espontaneos,2006-04-01,31,31
ARAMPAMPA,internaciones,ingresos espontaneos,2006-04-01,1,1
ARQUE,internaciones,ingresos espontaneos,2006-04-01,3,3
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2006-04-01,183,183
ATOCHA,internaciones,ingresos espontaneos,2006-04-01,79,79
AUCAPATA,internaciones,ingresos espontaneos,2006-04-01,1,1
AYO AYO,internaciones,ingresos espontaneos,2006-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2006-04-01,58,58
AZURDUY,internaciones,ingresos espontaneos,2006-04-01,20,20
BATALLAS,internaciones,ingresos espontaneos,2006-04-01,12,12
BAURES,internaciones,ingresos espontaneos,2006-04-01,10,10
BERMEJO,internaciones,ingresos espontaneos,2006-04-01,158,158
BETANZOS,internaciones,ingresos espontaneos,2006-04-01,43,43
BOLIVAR,internaciones,ingresos espontaneos,2006-04-01,2,2
BOYUIBE,internaciones,ingresos espontaneos,2006-04-01,27,27
BUENA VISTA,internaciones,ingresos espontaneos,2006-04-01,24,24
CABEZAS,internaciones,ingresos espontaneos,2006-04-01,27,27
CAIROMA,internaciones,ingresos espontaneos,2006-04-01,7,7
CAJUATA,internaciones,ingresos espontaneos,2006-04-01,12,12
CALACOTO,internaciones,ingresos espontaneos,2006-04-01,3,3
CALAMARCA,internaciones,ingresos espontaneos,2006-04-01,4,4
CAMARGO,internaciones,ingresos espontaneos,2006-04-01,132,132
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2006-04-01,6,6
CAMIRI,internaciones,ingresos espontaneos,2006-04-01,237,237
CAPINOTA,internaciones,ingresos espontaneos,2006-04-01,80,80
CAQUIAVIRI,internaciones,ingresos espontaneos,2006-04-01,5,5
CARACOLLO,internaciones,ingresos espontaneos,2006-04-01,28,28
CARANAVI,internaciones,ingresos espontaneos,2006-04-01,213,213
CARIPUYO,internaciones,ingresos espontaneos,2006-04-01,2,2
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2006-04-01,18,18
CHALLAPATA,internaciones,ingresos espontaneos,2006-04-01,82,82
CHAQUI,internaciones,ingresos espontaneos,2006-04-01,2,2
CHARAGUA,internaciones,ingresos espontaneos,2006-04-01,96,96
CHAYANTA,internaciones,ingresos espontaneos,2006-04-01,9,9
CHIMORE,internaciones,ingresos espontaneos,2006-04-01,27,27
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2006-04-01,90,90
CHUMA,internaciones,ingresos espontaneos,2006-04-01,2,2
CLIZA,internaciones,ingresos espontaneos,2006-04-01,18,18
COBIJA,internaciones,ingresos espontaneos,2006-04-01,257,257
COCHABAMBA,internaciones,ingresos espontaneos,2006-04-01,5527,5527
COLCAPIRHUA,internaciones,ingresos espontaneos,2006-04-01,120,120
COLLANA,internaciones,ingresos espontaneos,2006-04-01,2,2
COLOMI,internaciones,ingresos espontaneos,2006-04-01,36,36
COLPA BELGICA,internaciones,ingresos espontaneos,2006-04-01,19,19
COLQUIRI,internaciones,ingresos espontaneos,2006-04-01,19,19
COMARAPA,internaciones,ingresos espontaneos,2006-04-01,82,82
CONCEPCION,internaciones,ingresos espontaneos,2006-04-01,65,65
COPACABANA,internaciones,ingresos espontaneos,2006-04-01,27,27
CORIPATA,internaciones,ingresos espontaneos,2006-04-01,31,31
CORO CORO,internaciones,ingresos espontaneos,2006-04-01,2,2
COROICO,internaciones,ingresos espontaneos,2006-04-01,120,120
CORQUE,internaciones,ingresos espontaneos,2006-04-01,1,1
COTAGAITA,internaciones,ingresos espontaneos,2006-04-01,29,29
COTOCA,internaciones,ingresos espontaneos,2006-04-01,72,72
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2006-04-01,84,84
CUEVO,internaciones,ingresos espontaneos,2006-04-01,7,7
CULPINA,internaciones,ingresos espontaneos,2006-04-01,26,26
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2006-04-01,10,10
DESAGUADERO,internaciones,ingresos espontaneos,2006-04-01,4,4
EL ALTO,internaciones,ingresos espontaneos,2006-04-01,2376,2376
EL PUENTE(STC),internaciones,ingresos espontaneos,2006-04-01,17,17
EL PUENTE(TJA),internaciones,ingresos espontaneos,2006-04-01,4,4
EL TORNO,internaciones,ingresos espontaneos,2006-04-01,131,131
EL VILLAR,internaciones,ingresos espontaneos,2006-04-01,13,13
ENTRE RIOS,internaciones,ingresos espontaneos,2006-04-01,26,26
ENTRE RIOS,internaciones,ingresos espontaneos,2006-04-01,28,28
EUCALIPTUS,internaciones,ingresos espontaneos,2006-04-01,13,13
EXALTACION,internaciones,ingresos espontaneos,2006-04-01,5,5
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2006-04-01,27,27
FILADELFIA,internaciones,ingresos espontaneos,2006-04-01,2,2
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2006-04-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2006-04-01,3,3
GUANAY,internaciones,ingresos espontaneos,2006-04-01,18,18
GUAQUI,internaciones,ingresos espontaneos,2006-04-01,2,2
GUAYARAMERIN,internaciones,ingresos espontaneos,2006-04-01,525,525
GUTIERREZ,internaciones,ingresos espontaneos,2006-04-01,36,36
HUACARETA,internaciones,ingresos espontaneos,2006-04-01,19,19
HUANUNI,internaciones,ingresos espontaneos,2006-04-01,90,90
HUARACAJE,internaciones,ingresos espontaneos,2006-04-01,11,11
HUAYLLAMARCA,internaciones,ingresos espontaneos,2006-04-01,5,5
ICLA,internaciones,ingresos espontaneos,2006-04-01,4,4
INCAHUASI,internaciones,ingresos espontaneos,2006-04-01,13,13
INQUISIVI,internaciones,ingresos espontaneos,2006-04-01,11,11
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2006-04-01,23,23
IXIAMAS,internaciones,ingresos espontaneos,2006-04-01,13,13
JESUS DE MACHACA,internaciones,ingresos espontaneos,2006-04-01,3,3
LA ASUNTA,internaciones,ingresos espontaneos,2006-04-01,51,51
LA GUARDIA,internaciones,ingresos espontaneos,2006-04-01,123,123
LA PAZ,internaciones,ingresos espontaneos,2006-04-01,5644,5644
LAGUNILLAS,internaciones,ingresos espontaneos,2006-04-01,11,11
LAJA,internaciones,ingresos espontaneos,2006-04-01,2,2
LICOMA PAMPA,internaciones,ingresos espontaneos,2006-04-01,2,2
LLALLAGUA,internaciones,ingresos espontaneos,2006-04-01,217,217
LLICA,internaciones,ingresos espontaneos,2006-04-01,1,1
LURIBAY,internaciones,ingresos espontaneos,2006-04-01,12,12
MACHACAMARCA,internaciones,ingresos espontaneos,2006-04-01,2,2
MACHARETI,internaciones,ingresos espontaneos,2006-04-01,15,15
MAGDALENA,internaciones,ingresos espontaneos,2006-04-01,48,48
MAIRANA,internaciones,ingresos espontaneos,2006-04-01,37,37
MAPIRI,internaciones,ingresos espontaneos,2006-04-01,26,26
MECAPACA,internaciones,ingresos espontaneos,2006-04-01,9,9
MINEROS,internaciones,ingresos espontaneos,2006-04-01,9,9
MIZQUE,internaciones,ingresos espontaneos,2006-04-01,50,50
MOCOMOCO,internaciones,ingresos espontaneos,2006-04-01,4,4
MOJOCOYA,internaciones,ingresos espontaneos,2006-04-01,2,2
MONTEAGUDO,internaciones,ingresos espontaneos,2006-04-01,114,114
MONTERO,internaciones,ingresos espontaneos,2006-04-01,611,611
MORO MORO,internaciones,ingresos espontaneos,2006-04-01,1,1
MOROCHATA,internaciones,ingresos espontaneos,2006-04-01,5,5
OCURI,internaciones,ingresos espontaneos,2006-04-01,1,1
OKINAWA,internaciones,ingresos espontaneos,2006-04-01,13,13
OMEREQUE,internaciones,ingresos espontaneos,2006-04-01,2,2
ORURO,internaciones,ingresos espontaneos,2006-04-01,1863,1863
PADILLA,internaciones,ingresos espontaneos,2006-04-01,63,63
PAILON,internaciones,ingresos espontaneos,2006-04-01,38,38
PALCA,internaciones,ingresos espontaneos,2006-04-01,2,2
PALOS BLANCOS,internaciones,ingresos espontaneos,2006-04-01,55,55
PAMPA AULLAGAS,internaciones,ingresos espontaneos,2006-04-01,1,1
PAMPA GRANDE,internaciones,ingresos espontaneos,2006-04-01,28,28
PAPEL PAMPA,internaciones,ingresos espontaneos,2006-04-01,1,1
PASORAPA,internaciones,ingresos espontaneos,2006-04-01,8,8
PATACAMAYA,internaciones,ingresos espontaneos,2006-04-01,22,22
PAZÑA,internaciones,ingresos espontaneos,2006-04-01,1,1
POCONA,internaciones,ingresos espontaneos,2006-04-01,16,16
POJO (CBBA),internaciones,ingresos espontaneos,2006-04-01,14,14
POOPO,internaciones,ingresos espontaneos,2006-04-01,3,3
PORCO,internaciones,ingresos espontaneos,2006-04-01,7,7
POROMA,internaciones,ingresos espontaneos,2006-04-01,6,6
PORONGO,internaciones,ingresos espontaneos,2006-04-01,11,11
PORTACHUELO,internaciones,ingresos espontaneos,2006-04-01,135,135
PORVENIR,internaciones,ingresos espontaneos,2006-04-01,3,3
POTOSI,internaciones,ingresos espontaneos,2006-04-01,1493,1493
PRESTO,internaciones,ingresos espontaneos,2006-04-01,3,3
PUCARA,internaciones,ingresos espontaneos,2006-04-01,1,1
PUCARANI,internaciones,ingresos espontaneos,2006-04-01,9,9
PUERTO ACOSTA,internaciones,ingresos espontaneos,2006-04-01,73,73
PUERTO CARABUCO,internaciones,ingresos espontaneos,2006-04-01,3,3
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2006-04-01,5,5
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2006-04-01,149,149
PUERTO RICO,internaciones,ingresos espontaneos,2006-04-01,29,29
PUERTO SUAREZ,internaciones,ingresos espontaneos,2006-04-01,93,93
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2006-04-01,224,224
PUNA,internaciones,ingresos espontaneos,2006-04-01,23,23
PUNATA,internaciones,ingresos espontaneos,2006-04-01,148,148
QUILLACOLLO,internaciones,ingresos espontaneos,2006-04-01,266,266
QUIME,internaciones,ingresos espontaneos,2006-04-01,12,12
QUIRUSILLAS,internaciones,ingresos espontaneos,2006-04-01,2,2
RAVELO,internaciones,ingresos espontaneos,2006-04-01,6,6
REYES,internaciones,ingresos espontaneos,2006-04-01,43,43
RIBERALTA,internaciones,ingresos espontaneos,2006-04-01,618,618
ROBORE,internaciones,ingresos espontaneos,2006-04-01,86,86
RURRENABAQUE,internaciones,ingresos espontaneos,2006-04-01,106,106
SABAYA,internaciones,ingresos espontaneos,2006-04-01,4,4
SACABA,internaciones,ingresos espontaneos,2006-04-01,379,379
SACABAMBA,internaciones,ingresos espontaneos,2006-04-01,19,19
SACACA,internaciones,ingresos espontaneos,2006-04-01,17,17
SAIPINA,internaciones,ingresos espontaneos,2006-04-01,12,12
SAMAIPATA,internaciones,ingresos espontaneos,2006-04-01,31,31
SAN ANDRES,internaciones,ingresos espontaneos,2006-04-01,4,4
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2006-04-01,34,34
SAN BENITO,internaciones,ingresos espontaneos,2006-04-01,13,13
SAN BORJA,internaciones,ingresos espontaneos,2006-04-01,165,165
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2006-04-01,21,21
SAN CARLOS,internaciones,ingresos espontaneos,2006-04-01,144,144
SAN IGNACIO,internaciones,ingresos espontaneos,2006-04-01,64,64
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2006-04-01,376,376
SAN JAVIER(STC),internaciones,ingresos espontaneos,2006-04-01,66,66
SAN JOAQUIN,internaciones,ingresos espontaneos,2006-04-01,35,35
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2006-04-01,90,90
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2006-04-01,127,127
SAN JULIAN,internaciones,ingresos espontaneos,2006-04-01,113,113
SAN LORENZO(PND),internaciones,ingresos espontaneos,2006-04-01,8,8
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2006-04-01,22,22
SAN LUCAS,internaciones,ingresos espontaneos,2006-04-01,44,44
SAN MATIAS,internaciones,ingresos espontaneos,2006-04-01,50,50
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2006-04-01,50,50
SAN PEDRO,internaciones,ingresos espontaneos,2006-04-01,33,33
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2006-04-01,9,9
SAN PEDRO DE TIQUINA,internaciones,ingresos espontaneos,2006-04-01,1,1
SAN RAFAEL,internaciones,ingresos espontaneos,2006-04-01,45,45
SAN RAMON,internaciones,ingresos espontaneos,2006-04-01,39,39
SAN RAMON,internaciones,ingresos espontaneos,2006-04-01,61,61
SANTA ANA,internaciones,ingresos espontaneos,2006-04-01,89,89
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2006-04-01,9610,9610
SANTA ROSA,internaciones,ingresos espontaneos,2006-04-01,44,44
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2006-04-01,62,62
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2006-04-01,1,1
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2006-04-01,2,2
SANTIVAÑES,internaciones,ingresos espontaneos,2006-04-01,7,7
SAPAHAQUI,internaciones,ingresos espontaneos,2006-04-01,2,2
SENA,internaciones,ingresos espontaneos,2006-04-01,14,14
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2006-04-01,9,9
SIPE SIPE,internaciones,ingresos espontaneos,2006-04-01,57,57
SOPACHUY,internaciones,ingresos espontaneos,2006-04-01,37,37
SORACACHI,internaciones,ingresos espontaneos,2006-04-01,2,2
SORATA,internaciones,ingresos espontaneos,2006-04-01,39,39
SUCRE,internaciones,ingresos espontaneos,2006-04-01,2623,2623
TACACOMA,internaciones,ingresos espontaneos,2006-04-01,14,14
TACOPAYA,internaciones,ingresos espontaneos,2006-04-01,1,1
TAPACARI,internaciones,ingresos espontaneos,2006-04-01,17,17
TARABUCO,internaciones,ingresos espontaneos,2006-04-01,49,49
TARIJA,internaciones,ingresos espontaneos,2006-04-01,1524,1524
TARVITA,internaciones,ingresos espontaneos,2006-04-01,25,25
TEOPONTE,internaciones,ingresos espontaneos,2006-04-01,12,12
TIAWANACU,internaciones,ingresos espontaneos,2006-04-01,12,12
TINGUIPAYA,internaciones,ingresos espontaneos,2006-04-01,8,8
TIPUANI,internaciones,ingresos espontaneos,2006-04-01,32,32
TIQUIPAYA,internaciones,ingresos espontaneos,2006-04-01,89,89
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2006-04-01,169,169
TOCO,internaciones,ingresos espontaneos,2006-04-01,9,9
TOLATA,internaciones,ingresos espontaneos,2006-04-01,3,3
TOLEDO,internaciones,ingresos espontaneos,2006-04-01,4,4
TOMAVE,internaciones,ingresos espontaneos,2006-04-01,3,3
TOMINA,internaciones,ingresos espontaneos,2006-04-01,17,17
TORO TORO,internaciones,ingresos espontaneos,2006-04-01,4,4
TOTORA(CBBA),internaciones,ingresos espontaneos,2006-04-01,42,42
TOTORA(ORR),internaciones,ingresos espontaneos,2006-04-01,3,3
TRIGAL,internaciones,ingresos espontaneos,2006-04-01,4,4
TRINIDAD,internaciones,ingresos espontaneos,2006-04-01,1234,1234
TUPIZA,internaciones,ingresos espontaneos,2006-04-01,344,344
UNCIA,internaciones,ingresos espontaneos,2006-04-01,154,154
URIONDO (A. CONCEPCION),internaciones,ingresos espontaneos,2006-04-01,8,8
URUBICHA,internaciones,ingresos espontaneos,2006-04-01,25,25
UYUNI,internaciones,ingresos espontaneos,2006-04-01,127,127
VACAS,internaciones,ingresos espontaneos,2006-04-01,8,8
VALLEGRANDE,internaciones,ingresos espontaneos,2006-04-01,118,118
VIACHA,internaciones,ingresos espontaneos,2006-04-01,51,51
VILLA MONTES,internaciones,ingresos espontaneos,2006-04-01,152,152
VILLA RIVERO,internaciones,ingresos espontaneos,2006-04-01,14,14
VILLA SERRANO,internaciones,ingresos espontaneos,2006-04-01,17,17
VILLA TUNARI,internaciones,ingresos espontaneos,2006-04-01,229,229
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2006-04-01,17,17
VILLAZON,internaciones,ingresos espontaneos,2006-04-01,151,151
VINTO,internaciones,ingresos espontaneos,2006-04-01,67,67
VITICHI,internaciones,ingresos espontaneos,2006-04-01,6,6
WALDO BALLIVIAN,internaciones,ingresos espontaneos,2006-04-01,1,1
WARNES,internaciones,ingresos espontaneos,2006-04-01,134,134
YACO,internaciones,ingresos espontaneos,2006-04-01,1,1
YACUIBA,internaciones,ingresos espontaneos,2006-04-01,275,275
YAMPARAEZ,internaciones,ingresos espontaneos,2006-04-01,26,26
YANACACHI,internaciones,ingresos espontaneos,2006-04-01,5,5
YAPACANI,internaciones,ingresos espontaneos,2006-04-01,767,767
YOCALLA,internaciones,ingresos espontaneos,2006-04-01,1,1
YOTALA,internaciones,ingresos espontaneos,2006-04-01,25,25
YUNCHARA,internaciones,ingresos espontaneos,2006-04-01,1,1
ZUDAÑEZ,internaciones,ingresos espontaneos,2006-04-01,21,21
ACACIO,internaciones,ingresos espontaneos,2006-05-01,10,10
ACHACACHI,internaciones,ingresos espontaneos,2006-05-01,54,54
ACHOCALLA,internaciones,ingresos espontaneos,2006-05-01,8,8
AIQUILE,internaciones,ingresos espontaneos,2006-05-01,115,115
ALALAY,internaciones,ingresos espontaneos,2006-05-01,1,1
ALCALA,internaciones,ingresos espontaneos,2006-05-01,1,1
ANCORAIMES,internaciones,ingresos espontaneos,2006-05-01,2,2
ANDAMARCA,internaciones,ingresos espontaneos,2006-05-01,2,2
ANZALDO,internaciones,ingresos espontaneos,2006-05-01,2,2
APOLO,internaciones,ingresos espontaneos,2006-05-01,24,24
ARQUE,internaciones,ingresos espontaneos,2006-05-01,2,2
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2006-05-01,178,178
ATOCHA,internaciones,ingresos espontaneos,2006-05-01,103,103
AUCAPATA,internaciones,ingresos espontaneos,2006-05-01,1,1
AYATA,internaciones,ingresos espontaneos,2006-05-01,2,2
AYO AYO,internaciones,ingresos espontaneos,2006-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2006-05-01,49,49
AZURDUY,internaciones,ingresos espontaneos,2006-05-01,22,22
BATALLAS,internaciones,ingresos espontaneos,2006-05-01,5,5
BAURES,internaciones,ingresos espontaneos,2006-05-01,8,8
BERMEJO,internaciones,ingresos espontaneos,2006-05-01,159,159
BETANZOS,internaciones,ingresos espontaneos,2006-05-01,44,44
BOLIVAR,internaciones,ingresos espontaneos,2006-05-01,8,8
BOYUIBE,internaciones,ingresos espontaneos,2006-05-01,30,30
BUENA VISTA,internaciones,ingresos espontaneos,2006-05-01,30,30
CABEZAS,internaciones,ingresos espontaneos,2006-05-01,61,61
CAIROMA,internaciones,ingresos espontaneos,2006-05-01,8,8
"CAIZA ""D""",internaciones,ingresos espontaneos,2006-05-01,2,2
CAJUATA,internaciones,ingresos espontaneos,2006-05-01,10,10
CALACOTO,internaciones,ingresos espontaneos,2006-05-01,5,5
CALAMARCA,internaciones,ingresos espontaneos,2006-05-01,8,8
CAMARGO,internaciones,ingresos espontaneos,2006-05-01,159,159
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2006-05-01,7,7
CAMIRI,internaciones,ingresos espontaneos,2006-05-01,476,476
CAPINOTA,internaciones,ingresos espontaneos,2006-05-01,69,69
CAQUIAVIRI,internaciones,ingresos espontaneos,2006-05-01,3,3
CARACOLLO,internaciones,ingresos espontaneos,2006-05-01,15,15
CARANAVI,internaciones,ingresos espontaneos,2006-05-01,172,172
CARIPUYO,internaciones,ingresos espontaneos,2006-05-01,6,6
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2006-05-01,7,7
CHACARILLA,internaciones,ingresos espontaneos,2006-05-01,2,2
CHALLAPATA,internaciones,ingresos espontaneos,2006-05-01,65,65
CHAQUI,internaciones,ingresos espontaneos,2006-05-01,3,3
CHARAGUA,internaciones,ingresos espontaneos,2006-05-01,87,87
CHAYANTA,internaciones,ingresos espontaneos,2006-05-01,13,13
CHIMORE,internaciones,ingresos espontaneos,2006-05-01,20,20
CHIPAYA,internaciones,ingresos espontaneos,2006-05-01,8,8
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2006-05-01,83,83
CHUMA,internaciones,ingresos espontaneos,2006-05-01,10,10
CLIZA,internaciones,ingresos espontaneos,2006-05-01,16,16
COBIJA,internaciones,ingresos espontaneos,2006-05-01,216,216
COCHABAMBA,internaciones,ingresos espontaneos,2006-05-01,6262,6262
COLCAPIRHUA,internaciones,ingresos espontaneos,2006-05-01,131,131
"COLCHA ""K""",internaciones,ingresos espontaneos,2006-05-01,2,2
COLLANA,internaciones,ingresos espontaneos,2006-05-01,1,1
COLOMI,internaciones,ingresos espontaneos,2006-05-01,28,28
COLPA BELGICA,internaciones,ingresos espontaneos,2006-05-01,19,19
COLQUECHACA,internaciones,ingresos espontaneos,2006-05-01,2,2
COLQUIRI,internaciones,ingresos espontaneos,2006-05-01,21,21
COMARAPA,internaciones,ingresos espontaneos,2006-05-01,62,62
CONCEPCION,internaciones,ingresos espontaneos,2006-05-01,76,76
COPACABANA,internaciones,ingresos espontaneos,2006-05-01,21,21
CORIPATA,internaciones,ingresos espontaneos,2006-05-01,22,22
CORO CORO,internaciones,ingresos espontaneos,2006-05-01,4,4
COROICO,internaciones,ingresos espontaneos,2006-05-01,73,73
CORQUE,internaciones,ingresos espontaneos,2006-05-01,4,4
COTAGAITA,internaciones,ingresos espontaneos,2006-05-01,42,42
COTOCA,internaciones,ingresos espontaneos,2006-05-01,103,103
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2006-05-01,38,38
CUEVO,internaciones,ingresos espontaneos,2006-05-01,4,4
CULPINA,internaciones,ingresos espontaneos,2006-05-01,26,26
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2006-05-01,5,5
DESAGUADERO,internaciones,ingresos espontaneos,2006-05-01,6,6
EL ALTO,internaciones,ingresos espontaneos,2006-05-01,2713,2713
EL PUENTE(STC),internaciones,ingresos espontaneos,2006-05-01,6,6
EL PUENTE(TJA),internaciones,ingresos espontaneos,2006-05-01,3,3
EL TORNO,internaciones,ingresos espontaneos,2006-05-01,132,132
EL VILLAR,internaciones,ingresos espontaneos,2006-05-01,26,26
ENTRE RIOS,internaciones,ingresos espontaneos,2006-05-01,31,31
ENTRE RIOS,internaciones,ingresos espontaneos,2006-05-01,22,22
EUCALIPTUS,internaciones,ingresos espontaneos,2006-05-01,12,12
EXALTACION,internaciones,ingresos espontaneos,2006-05-01,4,4
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2006-05-01,27,27
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2006-05-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2006-05-01,2,2
GUANAY,internaciones,ingresos espontaneos,2006-05-01,26,26
GUAYARAMERIN,internaciones,ingresos espontaneos,2006-05-01,484,484
GUTIERREZ,internaciones,ingresos espontaneos,2006-05-01,23,23
HUACARETA,internaciones,ingresos espontaneos,2006-05-01,17,17
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2006-05-01,1,1
HUANUNI,internaciones,ingresos espontaneos,2006-05-01,65,65
HUARACAJE,internaciones,ingresos espontaneos,2006-05-01,6,6
HUAYLLAMARCA,internaciones,ingresos espontaneos,2006-05-01,3,3
ICLA,internaciones,ingresos espontaneos,2006-05-01,7,7
INCAHUASI,internaciones,ingresos espontaneos,2006-05-01,30,30
INQUISIVI,internaciones,ingresos espontaneos,2006-05-01,15,15
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2006-05-01,30,30
IXIAMAS,internaciones,ingresos espontaneos,2006-05-01,22,22
JESUS DE MACHACA,internaciones,ingresos espontaneos,2006-05-01,6,6
LA ASUNTA,internaciones,ingresos espontaneos,2006-05-01,66,66
LA GUARDIA,internaciones,ingresos espontaneos,2006-05-01,132,132
LA PAZ,internaciones,ingresos espontaneos,2006-05-01,6239,6239
LAGUNILLAS,internaciones,ingresos espontaneos,2006-05-01,4,4
LAJA,internaciones,ingresos espontaneos,2006-05-01,1,1
LAS CARRERAS,internaciones,ingresos espontaneos,2006-05-01,1,1
LICOMA PAMPA,internaciones,ingresos espontaneos,2006-05-01,6,6
LLALLAGUA,internaciones,ingresos espontaneos,2006-05-01,220,220
LLICA,internaciones,ingresos espontaneos,2006-05-01,6,6
LURIBAY,internaciones,ingresos espontaneos,2006-05-01,3,3
MACHACAMARCA,internaciones,ingresos espontaneos,2006-05-01,4,4
MACHARETI,internaciones,ingresos espontaneos,2006-05-01,10,10
MAGDALENA,internaciones,ingresos espontaneos,2006-05-01,43,43
MAIRANA,internaciones,ingresos espontaneos,2006-05-01,56,56
MAPIRI,internaciones,ingresos espontaneos,2006-05-01,23,23
MECAPACA,internaciones,ingresos espontaneos,2006-05-01,2,2
MINEROS,internaciones,ingresos espontaneos,2006-05-01,8,8
MIZQUE,internaciones,ingresos espontaneos,2006-05-01,77,77
MOCOMOCO,internaciones,ingresos espontaneos,2006-05-01,3,3
MOJOCOYA,internaciones,ingresos espontaneos,2006-05-01,10,10
MONTEAGUDO,internaciones,ingresos espontaneos,2006-05-01,139,139
MONTERO,internaciones,ingresos espontaneos,2006-05-01,601,601
MORO MORO,internaciones,ingresos espontaneos,2006-05-01,3,3
MOROCHATA,internaciones,ingresos espontaneos,2006-05-01,8,8
OCURI,internaciones,ingresos espontaneos,2006-05-01,16,16
OKINAWA,internaciones,ingresos espontaneos,2006-05-01,7,7
OMEREQUE,internaciones,ingresos espontaneos,2006-05-01,7,7
ORURO,internaciones,ingresos espontaneos,2006-05-01,1864,1864
PADILLA,internaciones,ingresos espontaneos,2006-05-01,68,68
PAILON,internaciones,ingresos espontaneos,2006-05-01,35,35
PALCA,internaciones,ingresos espontaneos,2006-05-01,4,4
PALOS BLANCOS,internaciones,ingresos espontaneos,2006-05-01,51,51
PAMPA AULLAGAS,internaciones,ingresos espontaneos,2006-05-01,2,2
PAMPA GRANDE,internaciones,ingresos espontaneos,2006-05-01,6,6
PAPEL PAMPA,internaciones,ingresos espontaneos,2006-05-01,3,3
PASORAPA,internaciones,ingresos espontaneos,2006-05-01,4,4
PATACAMAYA,internaciones,ingresos espontaneos,2006-05-01,54,54
POCOATA,internaciones,ingresos espontaneos,2006-05-01,8,8
POCONA,internaciones,ingresos espontaneos,2006-05-01,18,18
POJO (CBBA),internaciones,ingresos espontaneos,2006-05-01,12,12
POOPO,internaciones,ingresos espontaneos,2006-05-01,2,2
PORCO,internaciones,ingresos espontaneos,2006-05-01,3,3
POROMA,internaciones,ingresos espontaneos,2006-05-01,14,14
PORONGO,internaciones,ingresos espontaneos,2006-05-01,10,10
PORTACHUELO,internaciones,ingresos espontaneos,2006-05-01,170,170
PORVENIR,internaciones,ingresos espontaneos,2006-05-01,8,8
POSTRER VALLE,internaciones,ingresos espontaneos,2006-05-01,6,6
POTOSI,internaciones,ingresos espontaneos,2006-05-01,1762,1762
PRESTO,internaciones,ingresos espontaneos,2006-05-01,4,4
PUCARA,internaciones,ingresos espontaneos,2006-05-01,1,1
PUCARANI,internaciones,ingresos espontaneos,2006-05-01,4,4
PUERTO ACOSTA,internaciones,ingresos espontaneos,2006-05-01,86,86
PUERTO CARABUCO,internaciones,ingresos espontaneos,2006-05-01,3,3
