municipality,group,variable,month,Ingresos referidos de otros establecimientos,TOTAL
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,11,11
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,8,8
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,2,2
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
MINEROS,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2006-04-01,2,2
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2006-04-01,10,10
MONTERO,internaciones,ingresos referidos de otros establecimientos,2006-04-01,93,93
ORURO,internaciones,ingresos referidos de otros establecimientos,2006-04-01,98,98
PADILLA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,16,16
PAILON,internaciones,ingresos referidos de otros establecimientos,2006-04-01,3,3
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2006-04-01,4,4
PASORAPA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,2,2
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos,2006-04-01,2,2
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2006-04-01,11,11
POTOSI,internaciones,ingresos referidos de otros establecimientos,2006-04-01,27,27
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,6,6
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos,2006-04-01,2,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2006-04-01,8,8
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2006-04-01,12,12
PUNATA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,32,32
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2006-04-01,32,32
QUIME,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,184,184
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2006-04-01,3,3
SACABA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,12,12
SACACA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
SAIPINA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,2,2
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2006-04-01,15,15
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2006-04-01,9,9
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-04-01,10,10
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2006-04-01,14,14
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2006-04-01,21,21
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos,2006-04-01,5,5
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,194,194
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,11,11
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2006-04-01,9,9
SORATA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos,2006-04-01,37,37
TAPACARI,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2006-04-01,6,6
TARIJA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,140,140
TARVITA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,2,2
TEOPONTE,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2006-04-01,3,3
TRINIDAD,internaciones,ingresos referidos de otros establecimientos,2006-04-01,2,2
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,51,51
UNCIA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,20,20
UYUNI,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
VIACHA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,4,4
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2006-04-01,10,10
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2006-04-01,38,38
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2006-04-01,10,10
VITICHI,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
WARNES,internaciones,ingresos referidos de otros establecimientos,2006-04-01,4,4
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,17,17
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-04-01,5,5
YOTALA,internaciones,ingresos referidos de otros establecimientos,2006-04-01,1,1
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2006-05-01,9,9
ANDAMARCA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
ANZALDO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,5,5
APOLO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2006-05-01,11,11
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,38,38
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2006-05-01,7,7
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2006-05-01,3,3
BAURES,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,2,2
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2006-05-01,9,9
BUENA VISTA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,2,2
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2006-05-01,9,9
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,4,4
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2006-05-01,4,4
CAPINOTA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,2,2
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2006-05-01,27,27
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,5,5
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,14,14
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2006-05-01,7,7
CHUMA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
COBIJA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,29,29
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,32,32
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,6,6
COROICO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,18,18
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,6,6
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,196,196
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,5,5
EL VILLAR,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2006-05-01,3,3
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2006-05-01,8,8
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,2,2
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,15,15
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1451,1451
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,16,16
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,12,12
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,3,3
MINEROS,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2006-05-01,3,3
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,16,16
MONTERO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,109,109
OCURI,internaciones,ingresos referidos de otros establecimientos,2006-05-01,2,2
ORURO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,110,110
PADILLA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,24,24
PAILON,internaciones,ingresos referidos de otros establecimientos,2006-05-01,5,5
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2006-05-01,5,5
PAMPA GRANDE,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,10,10
PUCARANI,internaciones,ingresos referidos de otros establecimientos,2006-05-01,2,2
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,4,4
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2006-05-01,8,8
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2006-05-01,6,6
PUNA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
PUNATA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,65,65
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,31,31
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,193,193
ROBORE,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2006-05-01,4,4
SACABA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,11,11
SACABAMBA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,6,6
SACACA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,2,2
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,6,6
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,3,3
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2006-05-01,11,11
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,19,19
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-05-01,2,2
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2006-05-01,44,44
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2006-05-01,11,11
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
SAN RAFAEL,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2006-05-01,7,7
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,180,180
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,7,7
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,3,3
SICA SICA (VILLA AROMA),internaciones,ingresos referidos de otros establecimientos,2006-05-01,2,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2006-05-01,5,5
SUCRE,internaciones,ingresos referidos de otros establecimientos,2006-05-01,49,49
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,15,15
TARIJA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,119,119
TARVITA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,2,2
TEOPONTE,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
TIRAQUE (CBBA),internaciones,ingresos referidos de otros establecimientos,2006-05-01,2,2
TOCO,internaciones,ingresos referidos de otros establecimientos,2006-05-01,3,3
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2006-05-01,5,5
TOTORA(ORR),internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,44,44
UNCIA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,19,19
UYUNI,internaciones,ingresos referidos de otros establecimientos,2006-05-01,2,2
VACAS,internaciones,ingresos referidos de otros establecimientos,2006-05-01,2,2
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2006-05-01,7,7
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2006-05-01,4,4
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2006-05-01,33,33
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2006-05-01,10,10
VITICHI,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
WARNES,internaciones,ingresos referidos de otros establecimientos,2006-05-01,8,8
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,23,23
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-05-01,6,6
YOTALA,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2006-05-01,1,1
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2006-06-01,7,7
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2006-06-01,18,18
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,35,35
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2006-06-01,13,13
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2006-06-01,7,7
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2006-06-01,2,2
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2006-06-01,5,5
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,9,9
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2006-06-01,11,11
CAPINOTA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,2,2
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2006-06-01,41,41
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,3,3
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,7,7
CHAYANTA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2006-06-01,3,3
COBIJA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,44,44
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,20,20
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,2,2
COLOMI,internaciones,ingresos referidos de otros establecimientos,2006-06-01,6,6
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,3,3
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2006-06-01,5,5
CORO CORO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,24,24
CORQUE,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,4,4
COTOCA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,7,7
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,192,192
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,7,7
EL VILLAR,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2006-06-01,4,4
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2006-06-01,11,11
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,4,4
HUANUNI,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
INQUISIVI,internaciones,ingresos referidos de otros establecimientos,2006-06-01,3,3
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,6,6
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1458,1458
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,21,21
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,15,15
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,10,10
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
MINEROS,internaciones,ingresos referidos de otros establecimientos,2006-06-01,2,2
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,17,17
MONTERO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,92,92
MOROCHATA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,132,132
PADILLA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,30,30
PAILON,internaciones,ingresos referidos de otros establecimientos,2006-06-01,2,2
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2006-06-01,10,10
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,2,2
PORONGO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,5,5
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,6,6
PUERTO CARABUCO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,2,2
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,2,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2006-06-01,7,7
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2006-06-01,18,18
PUNATA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,32,32
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,20,20
REYES,internaciones,ingresos referidos de otros establecimientos,2006-06-01,5,5
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,180,180
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
SACABA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,5,5
SACABAMBA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
SACACA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
SAIPINA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,2,2
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,5,5
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2006-06-01,21,21
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,28,28
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,11,11
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-06-01,6,6
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2006-06-01,9,9
SAN PEDRO DE BUENA VISTA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,2,2
SAN RAFAEL,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2006-06-01,14,14
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,153,153
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,4,4
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2006-06-01,4,4
SUCRE,internaciones,ingresos referidos de otros establecimientos,2006-06-01,32,32
TAPACARI,internaciones,ingresos referidos de otros establecimientos,2006-06-01,2,2
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,13,13
TARIJA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,155,155
TARVITA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,3,3
TEOPONTE,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
TIPUANI,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2006-06-01,7,7
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,53,53
UNCIA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,5,5
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2006-06-01,4,4
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2006-06-01,7,7
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2006-06-01,28,28
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2006-06-01,6,6
VITICHI,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
WARNES,internaciones,ingresos referidos de otros establecimientos,2006-06-01,8,8
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,22,22
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-06-01,7,7
YOTALA,internaciones,ingresos referidos de otros establecimientos,2006-06-01,3,3
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2006-06-01,1,1
ACACIO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,2,2
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2006-07-01,2,2
ANDAMARCA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2006-07-01,7,7
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,26,26
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2006-07-01,5,5
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2006-07-01,2,2
BATALLAS,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2006-07-01,3,3
BOLIVAR,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
BOYUIBE,internaciones,ingresos referidos de otros establecimientos,2006-07-01,2,2
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2006-07-01,6,6
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,16,16
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2006-07-01,4,4
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2006-07-01,11,11
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,2,2
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,10,10
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2006-07-01,4,4
COBIJA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,50,50
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,66,66
COLQUECHACA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2006-07-01,3,3
CORO CORO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,3,3
COROICO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,19,19
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,7,7
COTOCA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,10,10
CUATRO CAÑADAS,internaciones,ingresos referidos de otros establecimientos,2006-07-01,6,6
CUEVO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
CULPINA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,131,131
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,46,46
GUANAY,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2006-07-01,11,11
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
HUAYLLAMARCA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
ICLA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,2,2
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,6,6
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1702,1702
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,20,20
LURIBAY,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2006-07-01,2,2
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,6,6
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,2,2
MINEROS,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2006-07-01,2,2
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,13,13
MONTERO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,85,85
MOROCHATA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
OCURI,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,160,160
PADILLA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,36,36
PAILON,internaciones,ingresos referidos de otros establecimientos,2006-07-01,4,4
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2006-07-01,6,6
PAMPA GRANDE,internaciones,ingresos referidos de otros establecimientos,2006-07-01,2,2
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,2,2
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,8,8
PRESTO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
PUCARANI,internaciones,ingresos referidos de otros establecimientos,2006-07-01,2,2
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,10,10
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,3,3
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2006-07-01,8,8
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2006-07-01,16,16
PUNA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
PUNATA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,72,72
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,37,37
REYES,internaciones,ingresos referidos de otros establecimientos,2006-07-01,3,3
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,194,194
ROBORE,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
SACABA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,9,9
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,3,3
