municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
TINGUIPAYA,internaciones,dias camas ocupadas maternidad,2006-03-01,3,3
TIPUANI,internaciones,dias camas ocupadas maternidad,2006-03-01,17,17
TIQUIPAYA,internaciones,dias camas ocupadas maternidad,2006-03-01,119,119
TIRAQUE (CBBA),internaciones,dias camas ocupadas maternidad,2006-03-01,161,161
TOCO,internaciones,dias camas ocupadas maternidad,2006-03-01,2,2
TOLATA,internaciones,dias camas ocupadas maternidad,2006-03-01,10,10
TOLEDO,internaciones,dias camas ocupadas maternidad,2006-03-01,4,4
TOMAVE,internaciones,dias camas ocupadas maternidad,2006-03-01,7,7
TOMINA,internaciones,dias camas ocupadas maternidad,2006-03-01,31,31
TORO TORO,internaciones,dias camas ocupadas maternidad,2006-03-01,12,12
TOTORA(CBBA),internaciones,dias camas ocupadas maternidad,2006-03-01,51,51
TOTORA(ORR),internaciones,dias camas ocupadas maternidad,2006-03-01,16,16
TRIGAL,internaciones,dias camas ocupadas maternidad,2006-03-01,3,3
TRINIDAD,internaciones,dias camas ocupadas maternidad,2006-03-01,811,811
TUPIZA,internaciones,dias camas ocupadas maternidad,2006-03-01,163,163
UNCIA,internaciones,dias camas ocupadas maternidad,2006-03-01,71,71
URIONDO (A. CONCEPCION),internaciones,dias camas ocupadas maternidad,2006-03-01,2,2
URUBICHA,internaciones,dias camas ocupadas maternidad,2006-03-01,26,26
UYUNI,internaciones,dias camas ocupadas maternidad,2006-03-01,108,108
VACAS,internaciones,dias camas ocupadas maternidad,2006-03-01,9,9
VALLEGRANDE,internaciones,dias camas ocupadas maternidad,2006-03-01,134,134
VIACHA,internaciones,dias camas ocupadas maternidad,2006-03-01,23,23
VILA VILA,internaciones,dias camas ocupadas maternidad,2006-03-01,6,6
VILLA MONTES,internaciones,dias camas ocupadas maternidad,2006-03-01,71,71
VILLA RIVERO,internaciones,dias camas ocupadas maternidad,2006-03-01,6,6
VILLA SERRANO,internaciones,dias camas ocupadas maternidad,2006-03-01,36,36
VILLA TUNARI,internaciones,dias camas ocupadas maternidad,2006-03-01,411,411
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas ocupadas maternidad,2006-03-01,23,23
VILLAZON,internaciones,dias camas ocupadas maternidad,2006-03-01,172,172
VINTO,internaciones,dias camas ocupadas maternidad,2006-03-01,66,66
VITICHI,internaciones,dias camas ocupadas maternidad,2006-03-01,11,11
WARNES,internaciones,dias camas ocupadas maternidad,2006-03-01,165,165
YACO,internaciones,dias camas ocupadas maternidad,2006-03-01,2,2
YACUIBA,internaciones,dias camas ocupadas maternidad,2006-03-01,277,277
YAMPARAEZ,internaciones,dias camas ocupadas maternidad,2006-03-01,33,33
YANACACHI,internaciones,dias camas ocupadas maternidad,2006-03-01,1,1
YAPACANI,internaciones,dias camas ocupadas maternidad,2006-03-01,257,257
YOTALA,internaciones,dias camas ocupadas maternidad,2006-03-01,49,49
ZUDAÑEZ,internaciones,dias camas ocupadas maternidad,2006-03-01,43,43
ACACIO,internaciones,dias camas ocupadas maternidad,2006-04-01,19,19
ACHACACHI,internaciones,dias camas ocupadas maternidad,2006-04-01,37,37
ACHOCALLA,internaciones,dias camas ocupadas maternidad,2006-04-01,4,4
AIQUILE,internaciones,dias camas ocupadas maternidad,2006-04-01,77,77
ALALAY,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
ALCALA,internaciones,dias camas ocupadas maternidad,2006-04-01,9,9
ANCORAIMES,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
ANDAMARCA,internaciones,dias camas ocupadas maternidad,2006-04-01,6,6
ANTEQUERA,internaciones,dias camas ocupadas maternidad,2006-04-01,4,4
APOLO,internaciones,dias camas ocupadas maternidad,2006-04-01,21,21
ARAMPAMPA,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
ARBIETO,internaciones,dias camas ocupadas maternidad,2006-04-01,3,3
ARQUE,internaciones,dias camas ocupadas maternidad,2006-04-01,6,6
ASCENCION DE GUARAYOS,internaciones,dias camas ocupadas maternidad,2006-04-01,98,98
ATOCHA,internaciones,dias camas ocupadas maternidad,2006-04-01,83,83
AUCAPATA,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
AYO AYO,internaciones,dias camas ocupadas maternidad,2006-04-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas ocupadas maternidad,2006-04-01,72,72
AZURDUY,internaciones,dias camas ocupadas maternidad,2006-04-01,52,52
BATALLAS,internaciones,dias camas ocupadas maternidad,2006-04-01,12,12
BAURES,internaciones,dias camas ocupadas maternidad,2006-04-01,28,28
BERMEJO,internaciones,dias camas ocupadas maternidad,2006-04-01,111,111
BETANZOS,internaciones,dias camas ocupadas maternidad,2006-04-01,57,57
BOLIVAR,internaciones,dias camas ocupadas maternidad,2006-04-01,1,1
BOYUIBE,internaciones,dias camas ocupadas maternidad,2006-04-01,7,7
BUENA VISTA,internaciones,dias camas ocupadas maternidad,2006-04-01,41,41
CABEZAS,internaciones,dias camas ocupadas maternidad,2006-04-01,24,24
CAIROMA,internaciones,dias camas ocupadas maternidad,2006-04-01,8,8
CAJUATA,internaciones,dias camas ocupadas maternidad,2006-04-01,12,12
CALACOTO,internaciones,dias camas ocupadas maternidad,2006-04-01,6,6
CALAMARCA,internaciones,dias camas ocupadas maternidad,2006-04-01,5,5
CAMARGO,internaciones,dias camas ocupadas maternidad,2006-04-01,76,76
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas ocupadas maternidad,2006-04-01,13,13
CAMIRI,internaciones,dias camas ocupadas maternidad,2006-04-01,83,83
CAPINOTA,internaciones,dias camas ocupadas maternidad,2006-04-01,63,63
CAQUIAVIRI,internaciones,dias camas ocupadas maternidad,2006-04-01,10,10
CARACOLLO,internaciones,dias camas ocupadas maternidad,2006-04-01,37,37
CARANAVI,internaciones,dias camas ocupadas maternidad,2006-04-01,160,160
CARIPUYO,internaciones,dias camas ocupadas maternidad,2006-04-01,4,4
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas maternidad,2006-04-01,9,9
CHALLAPATA,internaciones,dias camas ocupadas maternidad,2006-04-01,55,55
CHAQUI,internaciones,dias camas ocupadas maternidad,2006-04-01,5,5
CHARAGUA,internaciones,dias camas ocupadas maternidad,2006-04-01,75,75
CHAYANTA,internaciones,dias camas ocupadas maternidad,2006-04-01,17,17
CHIMORE,internaciones,dias camas ocupadas maternidad,2006-04-01,36,36
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas maternidad,2006-04-01,84,84
CLIZA,internaciones,dias camas ocupadas maternidad,2006-04-01,34,34
COBIJA,internaciones,dias camas ocupadas maternidad,2006-04-01,354,354
COCHABAMBA,internaciones,dias camas ocupadas maternidad,2006-04-01,4918,4918
COLCAPIRHUA,internaciones,dias camas ocupadas maternidad,2006-04-01,59,59
COLLANA,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
COLOMI,internaciones,dias camas ocupadas maternidad,2006-04-01,48,48
COLPA BELGICA,internaciones,dias camas ocupadas maternidad,2006-04-01,13,13
COLQUECHACA,internaciones,dias camas ocupadas maternidad,2006-04-01,3,3
COLQUIRI,internaciones,dias camas ocupadas maternidad,2006-04-01,17,17
COMARAPA,internaciones,dias camas ocupadas maternidad,2006-04-01,94,94
CONCEPCION,internaciones,dias camas ocupadas maternidad,2006-04-01,73,73
COPACABANA,internaciones,dias camas ocupadas maternidad,2006-04-01,21,21
CORIPATA,internaciones,dias camas ocupadas maternidad,2006-04-01,28,28
CORO CORO,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
COROICO,internaciones,dias camas ocupadas maternidad,2006-04-01,45,45
CORQUE,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
COTAGAITA,internaciones,dias camas ocupadas maternidad,2006-04-01,37,37
COTOCA,internaciones,dias camas ocupadas maternidad,2006-04-01,89,89
CUATRO CAÑADAS,internaciones,dias camas ocupadas maternidad,2006-04-01,43,43
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas ocupadas maternidad,2006-04-01,4,4
CUEVO,internaciones,dias camas ocupadas maternidad,2006-04-01,4,4
CULPINA,internaciones,dias camas ocupadas maternidad,2006-04-01,66,66
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas maternidad,2006-04-01,9,9
DESAGUADERO,internaciones,dias camas ocupadas maternidad,2006-04-01,4,4
EL ALTO,internaciones,dias camas ocupadas maternidad,2006-04-01,2604,2604
EL PUENTE(STC),internaciones,dias camas ocupadas maternidad,2006-04-01,12,12
EL PUENTE(TJA),internaciones,dias camas ocupadas maternidad,2006-04-01,8,8
EL TORNO,internaciones,dias camas ocupadas maternidad,2006-04-01,205,205
EL VILLAR,internaciones,dias camas ocupadas maternidad,2006-04-01,18,18
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2006-04-01,54,54
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2006-04-01,19,19
EUCALIPTUS,internaciones,dias camas ocupadas maternidad,2006-04-01,10,10
EXALTACION,internaciones,dias camas ocupadas maternidad,2006-04-01,8,8
FERNANDEZ ALONSO,internaciones,dias camas ocupadas maternidad,2006-04-01,380,380
FILADELFIA,internaciones,dias camas ocupadas maternidad,2006-04-01,4,4
GENERAL SAAVEDRA,internaciones,dias camas ocupadas maternidad,2006-04-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas ocupadas maternidad,2006-04-01,6,6
GUANAY,internaciones,dias camas ocupadas maternidad,2006-04-01,22,22
GUAQUI,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
GUAYARAMERIN,internaciones,dias camas ocupadas maternidad,2006-04-01,520,520
GUTIERREZ,internaciones,dias camas ocupadas maternidad,2006-04-01,32,32
HUACARETA,internaciones,dias camas ocupadas maternidad,2006-04-01,22,22
HUANUNI,internaciones,dias camas ocupadas maternidad,2006-04-01,91,91
HUARACAJE,internaciones,dias camas ocupadas maternidad,2006-04-01,14,14
HUAYLLAMARCA,internaciones,dias camas ocupadas maternidad,2006-04-01,9,9
ICLA,internaciones,dias camas ocupadas maternidad,2006-04-01,5,5
INCAHUASI,internaciones,dias camas ocupadas maternidad,2006-04-01,47,47
INQUISIVI,internaciones,dias camas ocupadas maternidad,2006-04-01,17,17
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas maternidad,2006-04-01,17,17
IXIAMAS,internaciones,dias camas ocupadas maternidad,2006-04-01,7,7
JESUS DE MACHACA,internaciones,dias camas ocupadas maternidad,2006-04-01,3,3
LA ASUNTA,internaciones,dias camas ocupadas maternidad,2006-04-01,63,63
LA GUARDIA,internaciones,dias camas ocupadas maternidad,2006-04-01,67,67
LA PAZ,internaciones,dias camas ocupadas maternidad,2006-04-01,4886,4886
LAGUNILLAS,internaciones,dias camas ocupadas maternidad,2006-04-01,12,12
LAJA,internaciones,dias camas ocupadas maternidad,2006-04-01,4,4
LICOMA PAMPA,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
LLALLAGUA,internaciones,dias camas ocupadas maternidad,2006-04-01,246,246
LLICA,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
LURIBAY,internaciones,dias camas ocupadas maternidad,2006-04-01,14,14
MACHACAMARCA,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
MACHARETI,internaciones,dias camas ocupadas maternidad,2006-04-01,21,21
MAGDALENA,internaciones,dias camas ocupadas maternidad,2006-04-01,65,65
MAIRANA,internaciones,dias camas ocupadas maternidad,2006-04-01,23,23
MAPIRI,internaciones,dias camas ocupadas maternidad,2006-04-01,22,22
MECAPACA,internaciones,dias camas ocupadas maternidad,2006-04-01,9,9
MINEROS,internaciones,dias camas ocupadas maternidad,2006-04-01,60,60
MIZQUE,internaciones,dias camas ocupadas maternidad,2006-04-01,36,36
MOCOMOCO,internaciones,dias camas ocupadas maternidad,2006-04-01,4,4
MONTEAGUDO,internaciones,dias camas ocupadas maternidad,2006-04-01,137,137
MONTERO,internaciones,dias camas ocupadas maternidad,2006-04-01,468,468
MORO MORO,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
MOROCHATA,internaciones,dias camas ocupadas maternidad,2006-04-01,8,8
OCURI,internaciones,dias camas ocupadas maternidad,2006-04-01,3,3
OKINAWA,internaciones,dias camas ocupadas maternidad,2006-04-01,28,28
OMEREQUE,internaciones,dias camas ocupadas maternidad,2006-04-01,4,4
ORURO,internaciones,dias camas ocupadas maternidad,2006-04-01,1597,1597
PADILLA,internaciones,dias camas ocupadas maternidad,2006-04-01,57,57
PAILON,internaciones,dias camas ocupadas maternidad,2006-04-01,47,47
PALCA,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
PALOS BLANCOS,internaciones,dias camas ocupadas maternidad,2006-04-01,46,46
PAMPA AULLAGAS,internaciones,dias camas ocupadas maternidad,2006-04-01,3,3
PAMPA GRANDE,internaciones,dias camas ocupadas maternidad,2006-04-01,20,20
PAPEL PAMPA,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
PASORAPA,internaciones,dias camas ocupadas maternidad,2006-04-01,7,7
PATACAMAYA,internaciones,dias camas ocupadas maternidad,2006-04-01,19,19
PAZÑA,internaciones,dias camas ocupadas maternidad,2006-04-01,10,10
POCOATA,internaciones,dias camas ocupadas maternidad,2006-04-01,15,15
POCONA,internaciones,dias camas ocupadas maternidad,2006-04-01,25,25
POJO (CBBA),internaciones,dias camas ocupadas maternidad,2006-04-01,22,22
POOPO,internaciones,dias camas ocupadas maternidad,2006-04-01,6,6
PORCO,internaciones,dias camas ocupadas maternidad,2006-04-01,14,14
POROMA,internaciones,dias camas ocupadas maternidad,2006-04-01,22,22
PORONGO,internaciones,dias camas ocupadas maternidad,2006-04-01,16,16
PORTACHUELO,internaciones,dias camas ocupadas maternidad,2006-04-01,116,116
PORVENIR,internaciones,dias camas ocupadas maternidad,2006-04-01,3,3
POTOSI,internaciones,dias camas ocupadas maternidad,2006-04-01,892,892
PRESTO,internaciones,dias camas ocupadas maternidad,2006-04-01,3,3
PUCARA,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
PUCARANI,internaciones,dias camas ocupadas maternidad,2006-04-01,8,8
PUERTO ACOSTA,internaciones,dias camas ocupadas maternidad,2006-04-01,101,101
PUERTO CARABUCO,internaciones,dias camas ocupadas maternidad,2006-04-01,6,6
PUERTO QUIJARRO,internaciones,dias camas ocupadas maternidad,2006-04-01,34,34
PUERTO RICO,internaciones,dias camas ocupadas maternidad,2006-04-01,19,19
PUERTO SUAREZ,internaciones,dias camas ocupadas maternidad,2006-04-01,61,61
PUERTO VILLARROEL,internaciones,dias camas ocupadas maternidad,2006-04-01,281,281
PUNA,internaciones,dias camas ocupadas maternidad,2006-04-01,25,25
PUNATA,internaciones,dias camas ocupadas maternidad,2006-04-01,183,183
QUILLACOLLO,internaciones,dias camas ocupadas maternidad,2006-04-01,318,318
QUIME,internaciones,dias camas ocupadas maternidad,2006-04-01,8,8
QUIRUSILLAS,internaciones,dias camas ocupadas maternidad,2006-04-01,1,1
RAVELO,internaciones,dias camas ocupadas maternidad,2006-04-01,18,18
REYES,internaciones,dias camas ocupadas maternidad,2006-04-01,55,55
RIBERALTA,internaciones,dias camas ocupadas maternidad,2006-04-01,357,357
ROBORE,internaciones,dias camas ocupadas maternidad,2006-04-01,147,147
RURRENABAQUE,internaciones,dias camas ocupadas maternidad,2006-04-01,78,78
SABAYA,internaciones,dias camas ocupadas maternidad,2006-04-01,1,1
SACABA,internaciones,dias camas ocupadas maternidad,2006-04-01,265,265
SACABAMBA,internaciones,dias camas ocupadas maternidad,2006-04-01,13,13
SACACA,internaciones,dias camas ocupadas maternidad,2006-04-01,7,7
SAIPINA,internaciones,dias camas ocupadas maternidad,2006-04-01,12,12
SALINAS DE GARCI MENDOZA,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
SAMAIPATA,internaciones,dias camas ocupadas maternidad,2006-04-01,27,27
SAN ANDRES,internaciones,dias camas ocupadas maternidad,2006-04-01,8,8
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas maternidad,2006-04-01,240,240
SAN BENITO,internaciones,dias camas ocupadas maternidad,2006-04-01,26,26
SAN BORJA,internaciones,dias camas ocupadas maternidad,2006-04-01,122,122
SAN BUENA VENTURA,internaciones,dias camas ocupadas maternidad,2006-04-01,29,29
SAN CARLOS,internaciones,dias camas ocupadas maternidad,2006-04-01,148,148
SAN IGNACIO,internaciones,dias camas ocupadas maternidad,2006-04-01,89,89
SAN IGNACIO DE VELASCO,internaciones,dias camas ocupadas maternidad,2006-04-01,296,296
SAN JAVIER(STC),internaciones,dias camas ocupadas maternidad,2006-04-01,54,54
SAN JOAQUIN,internaciones,dias camas ocupadas maternidad,2006-04-01,25,25
SAN JOSE DE CHIQUITOS,internaciones,dias camas ocupadas maternidad,2006-04-01,73,73
SAN JUAN DE YAPACANI,internaciones,dias camas ocupadas maternidad,2006-04-01,45,45
SAN JULIAN,internaciones,dias camas ocupadas maternidad,2006-04-01,173,173
SAN LORENZO(PND),internaciones,dias camas ocupadas maternidad,2006-04-01,9,9
SAN LORENZO(TJA),internaciones,dias camas ocupadas maternidad,2006-04-01,16,16
SAN LUCAS,internaciones,dias camas ocupadas maternidad,2006-04-01,64,64
SAN MATIAS,internaciones,dias camas ocupadas maternidad,2006-04-01,28,28
SAN MIGUEL DE VELASCO,internaciones,dias camas ocupadas maternidad,2006-04-01,41,41
SAN PEDRO,internaciones,dias camas ocupadas maternidad,2006-04-01,34,34
SAN PEDRO DE BUENA VISTA,internaciones,dias camas ocupadas maternidad,2006-04-01,17,17
SAN PEDRO DE TIQUINA,internaciones,dias camas ocupadas maternidad,2006-04-01,1,1
SAN RAFAEL,internaciones,dias camas ocupadas maternidad,2006-04-01,29,29
SAN RAMON,internaciones,dias camas ocupadas maternidad,2006-04-01,61,61
SAN RAMON,internaciones,dias camas ocupadas maternidad,2006-04-01,77,77
SANTA ANA,internaciones,dias camas ocupadas maternidad,2006-04-01,67,67
SANTA CRUZ DE LA SIERRA,internaciones,dias camas ocupadas maternidad,2006-04-01,7436,7436
SANTA ROSA,internaciones,dias camas ocupadas maternidad,2006-04-01,48,48
SANTA ROSA DEL SARA,internaciones,dias camas ocupadas maternidad,2006-04-01,55,55
SANTIAGO DE CALLAPA,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
SANTIAGO DE MACHACA,internaciones,dias camas ocupadas maternidad,2006-04-01,4,4
SANTIVAÑES,internaciones,dias camas ocupadas maternidad,2006-04-01,10,10
SAPAHAQUI,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
SENA,internaciones,dias camas ocupadas maternidad,2006-04-01,6,6
SICA SICA (VILLA AROMA),internaciones,dias camas ocupadas maternidad,2006-04-01,10,10
SIPE SIPE,internaciones,dias camas ocupadas maternidad,2006-04-01,63,63
SOPACHUY,internaciones,dias camas ocupadas maternidad,2006-04-01,16,16
SORACACHI,internaciones,dias camas ocupadas maternidad,2006-04-01,4,4
SORATA,internaciones,dias camas ocupadas maternidad,2006-04-01,40,40
SUCRE,internaciones,dias camas ocupadas maternidad,2006-04-01,1334,1334
TACACOMA,internaciones,dias camas ocupadas maternidad,2006-04-01,8,8
TACOPAYA,internaciones,dias camas ocupadas maternidad,2006-04-01,1,1
TAPACARI,internaciones,dias camas ocupadas maternidad,2006-04-01,19,19
TARABUCO,internaciones,dias camas ocupadas maternidad,2006-04-01,96,96
TARATA,internaciones,dias camas ocupadas maternidad,2006-04-01,8,8
TARIJA,internaciones,dias camas ocupadas maternidad,2006-04-01,711,711
TARVITA,internaciones,dias camas ocupadas maternidad,2006-04-01,56,56
TEOPONTE,internaciones,dias camas ocupadas maternidad,2006-04-01,4,4
TIAWANACU,internaciones,dias camas ocupadas maternidad,2006-04-01,16,16
TINGUIPAYA,internaciones,dias camas ocupadas maternidad,2006-04-01,8,8
TIPUANI,internaciones,dias camas ocupadas maternidad,2006-04-01,35,35
TIQUIPAYA,internaciones,dias camas ocupadas maternidad,2006-04-01,116,116
TIRAQUE (CBBA),internaciones,dias camas ocupadas maternidad,2006-04-01,183,183
TOCO,internaciones,dias camas ocupadas maternidad,2006-04-01,10,10
TOLATA,internaciones,dias camas ocupadas maternidad,2006-04-01,6,6
TOLEDO,internaciones,dias camas ocupadas maternidad,2006-04-01,9,9
TOMAVE,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
TOMINA,internaciones,dias camas ocupadas maternidad,2006-04-01,28,28
TORO TORO,internaciones,dias camas ocupadas maternidad,2006-04-01,9,9
TOTORA(CBBA),internaciones,dias camas ocupadas maternidad,2006-04-01,74,74
TOTORA(ORR),internaciones,dias camas ocupadas maternidad,2006-04-01,5,5
TRIGAL,internaciones,dias camas ocupadas maternidad,2006-04-01,3,3
TRINIDAD,internaciones,dias camas ocupadas maternidad,2006-04-01,809,809
TUPIZA,internaciones,dias camas ocupadas maternidad,2006-04-01,122,122
UNCIA,internaciones,dias camas ocupadas maternidad,2006-04-01,85,85
URIONDO (A. CONCEPCION),internaciones,dias camas ocupadas maternidad,2006-04-01,1,1
URUBICHA,internaciones,dias camas ocupadas maternidad,2006-04-01,25,25
UYUNI,internaciones,dias camas ocupadas maternidad,2006-04-01,118,118
VACAS,internaciones,dias camas ocupadas maternidad,2006-04-01,12,12
VALLEGRANDE,internaciones,dias camas ocupadas maternidad,2006-04-01,129,129
VIACHA,internaciones,dias camas ocupadas maternidad,2006-04-01,18,18
VILLA MONTES,internaciones,dias camas ocupadas maternidad,2006-04-01,75,75
VILLA RIVERO,internaciones,dias camas ocupadas maternidad,2006-04-01,9,9
VILLA SERRANO,internaciones,dias camas ocupadas maternidad,2006-04-01,46,46
VILLA TUNARI,internaciones,dias camas ocupadas maternidad,2006-04-01,319,319
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas ocupadas maternidad,2006-04-01,16,16
VILLAZON,internaciones,dias camas ocupadas maternidad,2006-04-01,78,78
VINTO,internaciones,dias camas ocupadas maternidad,2006-04-01,46,46
VITICHI,internaciones,dias camas ocupadas maternidad,2006-04-01,5,5
WALDO BALLIVIAN,internaciones,dias camas ocupadas maternidad,2006-04-01,1,1
WARNES,internaciones,dias camas ocupadas maternidad,2006-04-01,156,156
YACO,internaciones,dias camas ocupadas maternidad,2006-04-01,2,2
YACUIBA,internaciones,dias camas ocupadas maternidad,2006-04-01,328,328
YAMPARAEZ,internaciones,dias camas ocupadas maternidad,2006-04-01,22,22
YANACACHI,internaciones,dias camas ocupadas maternidad,2006-04-01,10,10
YAPACANI,internaciones,dias camas ocupadas maternidad,2006-04-01,166,166
YOCALLA,internaciones,dias camas ocupadas maternidad,2006-04-01,3,3
YOTALA,internaciones,dias camas ocupadas maternidad,2006-04-01,61,61
ZUDAÑEZ,internaciones,dias camas ocupadas maternidad,2006-04-01,28,28
ACACIO,internaciones,dias camas ocupadas maternidad,2006-05-01,3,3
ACHACACHI,internaciones,dias camas ocupadas maternidad,2006-05-01,28,28
ACHOCALLA,internaciones,dias camas ocupadas maternidad,2006-05-01,8,8
AIQUILE,internaciones,dias camas ocupadas maternidad,2006-05-01,90,90
ALALAY,internaciones,dias camas ocupadas maternidad,2006-05-01,2,2
ALCALA,internaciones,dias camas ocupadas maternidad,2006-05-01,4,4
ANCORAIMES,internaciones,dias camas ocupadas maternidad,2006-05-01,2,2
ANDAMARCA,internaciones,dias camas ocupadas maternidad,2006-05-01,6,6
ANZALDO,internaciones,dias camas ocupadas maternidad,2006-05-01,1,1
APOLO,internaciones,dias camas ocupadas maternidad,2006-05-01,19,19
ARANI,internaciones,dias camas ocupadas maternidad,2006-05-01,12,12
ARBIETO,internaciones,dias camas ocupadas maternidad,2006-05-01,1,1
ARQUE,internaciones,dias camas ocupadas maternidad,2006-05-01,7,7
ASCENCION DE GUARAYOS,internaciones,dias camas ocupadas maternidad,2006-05-01,170,170
ATOCHA,internaciones,dias camas ocupadas maternidad,2006-05-01,128,128
AUCAPATA,internaciones,dias camas ocupadas maternidad,2006-05-01,2,2
AYO AYO,internaciones,dias camas ocupadas maternidad,2006-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas ocupadas maternidad,2006-05-01,56,56
AZURDUY,internaciones,dias camas ocupadas maternidad,2006-05-01,58,58
BATALLAS,internaciones,dias camas ocupadas maternidad,2006-05-01,7,7
BAURES,internaciones,dias camas ocupadas maternidad,2006-05-01,21,21
BERMEJO,internaciones,dias camas ocupadas maternidad,2006-05-01,91,91
BETANZOS,internaciones,dias camas ocupadas maternidad,2006-05-01,75,75
BOLIVAR,internaciones,dias camas ocupadas maternidad,2006-05-01,5,5
BOYUIBE,internaciones,dias camas ocupadas maternidad,2006-05-01,21,21
BUENA VISTA,internaciones,dias camas ocupadas maternidad,2006-05-01,31,31
CABEZAS,internaciones,dias camas ocupadas maternidad,2006-05-01,32,32
CAIROMA,internaciones,dias camas ocupadas maternidad,2006-05-01,6,6
"CAIZA ""D""",internaciones,dias camas ocupadas maternidad,2006-05-01,5,5
CAJUATA,internaciones,dias camas ocupadas maternidad,2006-05-01,10,10
CALACOTO,internaciones,dias camas ocupadas maternidad,2006-05-01,8,8
CALAMARCA,internaciones,dias camas ocupadas maternidad,2006-05-01,8,8
CAMARGO,internaciones,dias camas ocupadas maternidad,2006-05-01,119,119
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas ocupadas maternidad,2006-05-01,20,20
CAMIRI,internaciones,dias camas ocupadas maternidad,2006-05-01,280,280
CAPINOTA,internaciones,dias camas ocupadas maternidad,2006-05-01,70,70
CAQUIAVIRI,internaciones,dias camas ocupadas maternidad,2006-05-01,4,4
CARACOLLO,internaciones,dias camas ocupadas maternidad,2006-05-01,25,25
CARANAVI,internaciones,dias camas ocupadas maternidad,2006-05-01,141,141
CARIPUYO,internaciones,dias camas ocupadas maternidad,2006-05-01,6,6
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas maternidad,2006-05-01,20,20
CHACARILLA,internaciones,dias camas ocupadas maternidad,2006-05-01,2,2
CHALLAPATA,internaciones,dias camas ocupadas maternidad,2006-05-01,64,64
CHAQUI,internaciones,dias camas ocupadas maternidad,2006-05-01,6,6
CHARAGUA,internaciones,dias camas ocupadas maternidad,2006-05-01,64,64
CHAYANTA,internaciones,dias camas ocupadas maternidad,2006-05-01,32,32
CHIMORE,internaciones,dias camas ocupadas maternidad,2006-05-01,29,29
CHIPAYA,internaciones,dias camas ocupadas maternidad,2006-05-01,8,8
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas maternidad,2006-05-01,57,57
CHUMA,internaciones,dias camas ocupadas maternidad,2006-05-01,4,4
CLIZA,internaciones,dias camas ocupadas maternidad,2006-05-01,30,30
COBIJA,internaciones,dias camas ocupadas maternidad,2006-05-01,338,338
COCHABAMBA,internaciones,dias camas ocupadas maternidad,2006-05-01,4388,4388
COLCAPIRHUA,internaciones,dias camas ocupadas maternidad,2006-05-01,72,72
COLLANA,internaciones,dias camas ocupadas maternidad,2006-05-01,2,2
COLOMI,internaciones,dias camas ocupadas maternidad,2006-05-01,39,39
COLPA BELGICA,internaciones,dias camas ocupadas maternidad,2006-05-01,16,16
COLQUECHACA,internaciones,dias camas ocupadas maternidad,2006-05-01,3,3
COLQUIRI,internaciones,dias camas ocupadas maternidad,2006-05-01,14,14
COMARAPA,internaciones,dias camas ocupadas maternidad,2006-05-01,76,76
CONCEPCION,internaciones,dias camas ocupadas maternidad,2006-05-01,92,92
COPACABANA,internaciones,dias camas ocupadas maternidad,2006-05-01,26,26
CORIPATA,internaciones,dias camas ocupadas maternidad,2006-05-01,13,13
CORO CORO,internaciones,dias camas ocupadas maternidad,2006-05-01,12,12
