municipality,group,variable,month,Fallecidos a partir de las 48 horas,TOTAL
CONCEPCION,internaciones,fallecidos a partir de las 48 horas,2006-10-01,1,1
COROICO,internaciones,fallecidos a partir de las 48 horas,2006-10-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2006-10-01,12,12
EXALTACION,internaciones,fallecidos a partir de las 48 horas,2006-10-01,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2006-10-01,2,2
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2006-10-01,102,102
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2006-10-01,2,2
MONTERO,internaciones,fallecidos a partir de las 48 horas,2006-10-01,3,3
ORURO,internaciones,fallecidos a partir de las 48 horas,2006-10-01,26,26
PADILLA,internaciones,fallecidos a partir de las 48 horas,2006-10-01,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2006-10-01,23,23
PUNATA,internaciones,fallecidos a partir de las 48 horas,2006-10-01,3,3
REYES,internaciones,fallecidos a partir de las 48 horas,2006-10-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2006-10-01,3,3
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2006-10-01,1,1
SAN JAVIER(STC),internaciones,fallecidos a partir de las 48 horas,2006-10-01,2,2
SAN JOAQUIN,internaciones,fallecidos a partir de las 48 horas,2006-10-01,1,1
SAN LUCAS,internaciones,fallecidos a partir de las 48 horas,2006-10-01,2,2
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2006-10-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2006-10-01,110,110
SUCRE,internaciones,fallecidos a partir de las 48 horas,2006-10-01,39,39
TARIJA,internaciones,fallecidos a partir de las 48 horas,2006-10-01,19,19
TIPUANI,internaciones,fallecidos a partir de las 48 horas,2006-10-01,1,1
TIRAQUE (CBBA),internaciones,fallecidos a partir de las 48 horas,2006-10-01,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2006-10-01,14,14
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2006-10-01,5,5
UNCIA,internaciones,fallecidos a partir de las 48 horas,2006-10-01,4,4
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2006-10-01,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2006-10-01,2,2
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2006-10-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2006-10-01,2,2
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2006-11-01,2,2
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2006-11-01,5,5
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2006-11-01,4,4
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2006-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2006-11-01,2,2
COBIJA,internaciones,fallecidos a partir de las 48 horas,2006-11-01,1,1
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2006-11-01,71,71
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2006-11-01,1,1
CULPINA,internaciones,fallecidos a partir de las 48 horas,2006-11-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2006-11-01,10,10
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2006-11-01,3,3
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2006-11-01,136,136
ORURO,internaciones,fallecidos a partir de las 48 horas,2006-11-01,17,17
POTOSI,internaciones,fallecidos a partir de las 48 horas,2006-11-01,22,22
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2006-11-01,1,1
PUNATA,internaciones,fallecidos a partir de las 48 horas,2006-11-01,2,2
REYES,internaciones,fallecidos a partir de las 48 horas,2006-11-01,2,2
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2006-11-01,6,6
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2006-11-01,3,3
SAN JAVIER(STC),internaciones,fallecidos a partir de las 48 horas,2006-11-01,2,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2006-11-01,1,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 horas,2006-11-01,2,2
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2006-11-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2006-11-01,89,89
SANTA ROSA,internaciones,fallecidos a partir de las 48 horas,2006-11-01,1,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2006-11-01,35,35
TARIJA,internaciones,fallecidos a partir de las 48 horas,2006-11-01,21,21
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2006-11-01,8,8
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2006-11-01,4,4
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2006-11-01,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2006-11-01,3,3
VILLA SERRANO,internaciones,fallecidos a partir de las 48 horas,2006-11-01,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2006-11-01,3,3
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2006-11-01,1,1
WARNES,internaciones,fallecidos a partir de las 48 horas,2006-11-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2006-11-01,3,3
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2006-11-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos a partir de las 48 horas,2006-12-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2006-12-01,2,2
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2006-12-01,2,2
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2006-12-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2006-12-01,3,3
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2006-12-01,78,78
COMARAPA,internaciones,fallecidos a partir de las 48 horas,2006-12-01,2,2
CONCEPCION,internaciones,fallecidos a partir de las 48 horas,2006-12-01,2,2
COROICO,internaciones,fallecidos a partir de las 48 horas,2006-12-01,2,2
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2006-12-01,9,9
GUANAY,internaciones,fallecidos a partir de las 48 horas,2006-12-01,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2006-12-01,5,5
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2006-12-01,132,132
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2006-12-01,2,2
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2006-12-01,5,5
MONTERO,internaciones,fallecidos a partir de las 48 horas,2006-12-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2006-12-01,30,30
PADILLA,internaciones,fallecidos a partir de las 48 horas,2006-12-01,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2006-12-01,21,21
PUNATA,internaciones,fallecidos a partir de las 48 horas,2006-12-01,2,2
REYES,internaciones,fallecidos a partir de las 48 horas,2006-12-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2006-12-01,5,5
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2006-12-01,2,2
SAN RAMON,internaciones,fallecidos a partir de las 48 horas,2006-12-01,23,23
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2006-12-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2006-12-01,380,380
SANTA ROSA,internaciones,fallecidos a partir de las 48 horas,2006-12-01,1,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2006-12-01,30,30
TARABUCO,internaciones,fallecidos a partir de las 48 horas,2006-12-01,1,1
TARIJA,internaciones,fallecidos a partir de las 48 horas,2006-12-01,15,15
TIRAQUE (CBBA),internaciones,fallecidos a partir de las 48 horas,2006-12-01,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2006-12-01,15,15
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2006-12-01,5,5
UNCIA,internaciones,fallecidos a partir de las 48 horas,2006-12-01,2,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2006-12-01,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2006-12-01,3,3
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2006-12-01,3,3
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2006-12-01,6,6
