municipality,group,variable,month,Nº de comunidades que participaron en el CAI d,TOTAL
TOLATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,4,4
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,9,9
TRIGAL,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,1,1
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,3,3
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,39,39
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,15,15
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,4,4
UYUNI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,2,2
VACAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,2,2
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,1,1
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,7,7
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,1,1
VILLA SERRANO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,10,10
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,10,10
YAMPARAEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,31,31
YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,4,4
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,9,9
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-03-01,7,7
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,91,91
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
AIQUILE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,2,2
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,20,20
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,7,7
ATOCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,8,8
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,18,18
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,12,12
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,7,7
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,4,4
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,24,24
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,27,27
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,13,13
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,9,9
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,21,21
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,11,11
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,5,5
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,7,7
COLOMI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
COLPA BELGICA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,16,16
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,2,2
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,7,7
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,8,8
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,6,6
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,29,29
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,9,9
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,13,13
EL VILLAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,5,5
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,2,2
GUAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,5,5
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,2,2
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,31,31
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,13,13
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,52,52
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,19,19
LAS CARRERAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,4,4
LICOMA PAMPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
MACHARETI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,6,6
MOCOMOCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,11,11
MONTEAGUDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,9,9
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,29,29
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
OMEREQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,8,8
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
PAMPA AULLAGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,4,4
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,41,41
PAZÑA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,12,12
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,2,2
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,5,5
POSTRER VALLE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,10,10
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,2,2
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,32,32
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,8,8
PUERTO GONZALO MORENO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,5,5
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,17,17
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,17,17
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,10,10
QUIME,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,4,4
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,7,7
ROBORE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,4,4
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,5,5
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,50,50
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,15,15
SAMAIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
SAN ANTONIO DE ESMORUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,31,31
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,6,6
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,14,14
SAN IGNACIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,8,8
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,69,69
SAN JAVIER(STC),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,20,20
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,4,4
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,29,29
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,28,28
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,2,2
SAN PABLO DE LIPEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,11,11
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,6,6
SAN RAMON,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
SAN RAMON,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,8,8
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
SANTIAGO DE HUARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,33,33
SANTIVAÑES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,11,11
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,8,8
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,23,23
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,2,2
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,11,11
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,29,29
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,12,12
TARACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,7,7
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,16,16
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,34,34
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,2,2
TOMINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,26,26
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
TRIGAL,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,5,5
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,36,36
TURCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,6,6
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,26,26
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,13,13
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
UYUNI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
VACAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,4,4
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,7,7
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
VILLA SERRANO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,3,3
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,71,71
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,21,21
YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,1,1
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-04-01,6,6
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,80,80
ALALAY,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,6,6
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,28,28
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
ATOCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,10,10
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,2,2
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,5,5
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,5,5
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,11,11
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,12,12
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,40,40
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,19,19
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,8,8
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,19,19
CARAPARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,8,8
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,15,15
COBIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,4,4
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,105,105
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,7,7
COLOMI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
COLPA BELGICA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,2,2
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,10,10
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,2,2
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,8,8
CORIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
CORO CORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,5,5
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,17,17
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,8,8
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,19,19
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,6,6
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,12,12
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,13,13
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,13,13
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,10,10
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,6,6
GUAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,18,18
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,2,2
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,12,12
LA ASUNTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,6,6
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,3,3
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,32,32
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,19,19
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,4,4
MAPIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,4,4
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,6,6
MOCOMOCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,15,15
MOJOCOYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,17,17
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,9,9
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,3,3
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,4,4
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,3,3
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,7,7
PAILON,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,6,6
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,2,2
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,2,2
PAMPA AULLAGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,4,4
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,33,33
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,12,12
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,5,5
PUERTO ACOSTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,6,6
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
PUERTO SILES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,20,20
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,10,10
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,8,8
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,36,36
QUIME,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,3,3
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,3,3
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,4,4
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,5,5
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
SAMAIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,3,3
SAN ANDRES DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
SAN ANTONIO DE ESMORUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,2,2
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,9,9
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,8,8
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,6,6
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,5,5
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,25,25
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,2,2
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,12,12
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,3,3
SAN RAMON,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,7,7
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,11,11
SANTIVAÑES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,27,27
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,25,25
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,7,7
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,16,16
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,6,6
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,12,12
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,6,6
TARACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,6,6
TARATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,5,5
TARVITA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,9,9
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,12,12
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
TOLATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,3,3
TOLEDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
TOMINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,2,2
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,11,11
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,39,39
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,13,13
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,8,8
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,9,9
UYUNI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,27,27
VACAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,3,3
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,11,11
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,1,1
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,26,26
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,3,3
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,12,12
YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,3,3
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,8,8
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-05-01,17,17
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,77,77
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,1,1
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,25,25
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,21,21
APOLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,6,6
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,1,1
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,5,5
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,4,4
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,5,5
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,12,12
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,10,10
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,17,17
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,19,19
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,10,10
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,17,17
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,9,9
CARAPARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,2,2
CARMEN RIVERO TORREZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,1,1
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,9,9
CHAYANTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,4,4
COBIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,4,4
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,2,2
