,group,variable,month,FALLECIDOS ANTES DE LAS 48 HORAS CANTIDAD,FALLECIDOS ANTES DE LAS 48 HORAS CANTIDAD,TOTALES,TOTALES,TOTALES
COLCAPIRHUA,internaciones,fallecidos antes de las 48 horas,2012-07-01,1,0,1,0,1
COMARAPA,internaciones,fallecidos antes de las 48 horas,2012-07-01,1,0,1,0,1
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2012-07-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 horas,2012-07-01,2,0,2,0,2
COTOCA,internaciones,fallecidos antes de las 48 horas,2012-07-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2012-07-01,15,12,15,12,27
EL TORNO,internaciones,fallecidos antes de las 48 horas,2012-07-01,2,6,2,6,8
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 horas,2012-07-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2012-07-01,2,2,2,2,4
LA PAZ,internaciones,fallecidos antes de las 48 horas,2012-07-01,47,36,47,36,83
MACHARETI,internaciones,fallecidos antes de las 48 horas,2012-07-01,1,0,1,0,1
MAPIRI,internaciones,fallecidos antes de las 48 horas,2012-07-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2012-07-01,1,1,1,1,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2012-07-01,3,0,3,0,3
ORURO,internaciones,fallecidos antes de las 48 horas,2012-07-01,15,12,15,12,27
PADILLA,internaciones,fallecidos antes de las 48 horas,2012-07-01,0,2,0,2,2
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2012-07-01,1,0,1,0,1
POCONA,internaciones,fallecidos antes de las 48 horas,2012-07-01,0,3,0,3,3
POTOSI,internaciones,fallecidos antes de las 48 horas,2012-07-01,5,7,5,7,12
PUERTO RICO,internaciones,fallecidos antes de las 48 horas,2012-07-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2012-07-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2012-07-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2012-07-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2012-07-01,9,7,9,7,16
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2012-07-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 horas,2012-07-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2012-07-01,2,1,2,1,3
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2012-07-01,1,1,1,1,2
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2012-07-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2012-07-01,3,2,3,2,5
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2012-07-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2012-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2012-07-01,48,48,48,48,96
SUCRE,internaciones,fallecidos antes de las 48 horas,2012-07-01,19,18,19,18,37
TARIJA,internaciones,fallecidos antes de las 48 horas,2012-07-01,7,4,7,4,11
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2012-07-01,4,8,4,8,12
TUPIZA,internaciones,fallecidos antes de las 48 horas,2012-07-01,4,2,4,2,6
UYUNI,internaciones,fallecidos antes de las 48 horas,2012-07-01,0,1,0,1,1
VIACHA,internaciones,fallecidos antes de las 48 horas,2012-07-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2012-07-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2012-07-01,2,1,2,1,3
VINTO,internaciones,fallecidos antes de las 48 horas,2012-07-01,2,1,2,1,3
WARNES,internaciones,fallecidos antes de las 48 horas,2012-07-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2012-07-01,9,5,9,5,14
AIQUILE,internaciones,fallecidos antes de las 48 horas,2012-08-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2012-08-01,2,1,2,1,3
BERMEJO,internaciones,fallecidos antes de las 48 horas,2012-08-01,2,2,2,2,4
CAMARGO,internaciones,fallecidos antes de las 48 horas,2012-08-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2012-08-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2012-08-01,2,1,2,1,3
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2012-08-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2012-08-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2012-08-01,6,2,6,2,8
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2012-08-01,32,32,32,32,64
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2012-08-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 horas,2012-08-01,1,1,1,1,2
COTAGAITA,internaciones,fallecidos antes de las 48 horas,2012-08-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2012-08-01,15,10,15,10,25
EL TORNO,internaciones,fallecidos antes de las 48 horas,2012-08-01,3,3,3,3,6
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2012-08-01,3,0,3,0,3
GUTIERREZ,internaciones,fallecidos antes de las 48 horas,2012-08-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2012-08-01,29,32,29,32,61
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2012-08-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2012-08-01,2,1,2,1,3
MONTERO,internaciones,fallecidos antes de las 48 horas,2012-08-01,0,2,0,2,2
ORURO,internaciones,fallecidos antes de las 48 horas,2012-08-01,8,7,8,7,15
PAILON,internaciones,fallecidos antes de las 48 horas,2012-08-01,0,10,0,10,10
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2012-08-01,0,1,0,1,1
POCOATA,internaciones,fallecidos antes de las 48 horas,2012-08-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2012-08-01,7,6,7,6,13
PUCARANI,internaciones,fallecidos antes de las 48 horas,2012-08-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 horas,2012-08-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2012-08-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2012-08-01,2,0,2,0,2
REYES,internaciones,fallecidos antes de las 48 horas,2012-08-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2012-08-01,5,5,5,5,10
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2012-08-01,2,0,2,0,2
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2012-08-01,2,3,2,3,5
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2012-08-01,3,1,3,1,4
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2012-08-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2012-08-01,17,7,17,7,24
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2012-08-01,1,0,1,0,1
SORATA,internaciones,fallecidos antes de las 48 horas,2012-08-01,1,2,1,2,3
SUCRE,internaciones,fallecidos antes de las 48 horas,2012-08-01,15,18,15,18,33
TARIJA,internaciones,fallecidos antes de las 48 horas,2012-08-01,5,10,5,10,15
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2012-08-01,12,10,12,10,22
TUPIZA,internaciones,fallecidos antes de las 48 horas,2012-08-01,2,0,2,0,2
UYUNI,internaciones,fallecidos antes de las 48 horas,2012-08-01,1,0,1,0,1
VILLA CHARCAS,internaciones,fallecidos antes de las 48 horas,2012-08-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2012-08-01,1,0,1,0,1
VINTO,internaciones,fallecidos antes de las 48 horas,2012-08-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2012-08-01,4,1,4,1,5
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,2,0,2,2
BERMEJO,internaciones,fallecidos antes de las 48 horas,2012-09-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2012-09-01,3,0,3,0,3
CARANAVI,internaciones,fallecidos antes de las 48 horas,2012-09-01,1,0,1,0,1
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 horas,2012-09-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2012-09-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2012-09-01,3,0,3,0,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2012-09-01,28,32,28,32,60
COTOCA,internaciones,fallecidos antes de las 48 horas,2012-09-01,2,0,2,0,2
CULPINA,internaciones,fallecidos antes de las 48 horas,2012-09-01,2,0,2,0,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2012-09-01,7,6,7,6,13
EL TORNO,internaciones,fallecidos antes de las 48 horas,2012-09-01,2,3,2,3,5
EL VILLAR,internaciones,fallecidos antes de las 48 horas,2012-09-01,1,0,1,0,1
HUANUNI,internaciones,fallecidos antes de las 48 horas,2012-09-01,1,0,1,0,1
HUMANATA,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,1,0,1,1
ICLA,internaciones,fallecidos antes de las 48 horas,2012-09-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2012-09-01,0,1,0,1,1
IXIAMAS,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2012-09-01,38,45,38,45,83
MACHARETI,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,1,0,1,1
MIZQUE,internaciones,fallecidos antes de las 48 horas,2012-09-01,3,1,3,1,4
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2012-09-01,2,0,2,0,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2012-09-01,2,1,2,1,3
ORURO,internaciones,fallecidos antes de las 48 horas,2012-09-01,6,3,6,3,9
PORTACHUELO,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2012-09-01,7,2,7,2,9
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,1,0,1,1
PUERTO RICO,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2012-09-01,1,0,1,0,1
REYES,internaciones,fallecidos antes de las 48 horas,2012-09-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2012-09-01,16,10,16,10,26
ROBORE,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,2,0,2,2
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2012-09-01,2,0,2,0,2
SACABA,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,1,0,1,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2012-09-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2012-09-01,4,6,4,6,10
SAN JOAQUIN,internaciones,fallecidos antes de las 48 horas,2012-09-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,3,0,3,3
SAN LORENZO(PND),internaciones,fallecidos antes de las 48 horas,2012-09-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,4,0,4,4
SAN RAMON SCZ,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2012-09-01,22,21,22,21,43
SORATA,internaciones,fallecidos antes de las 48 horas,2012-09-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2012-09-01,21,23,21,23,44
TARABUCO,internaciones,fallecidos antes de las 48 horas,2012-09-01,1,0,1,0,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2012-09-01,11,7,11,7,18
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2012-09-01,7,10,7,10,17
TUPIZA,internaciones,fallecidos antes de las 48 horas,2012-09-01,3,1,3,1,4
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,1,0,1,1
VILLA CHARCAS,internaciones,fallecidos antes de las 48 horas,2012-09-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2012-09-01,2,1,2,1,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2012-09-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2012-09-01,2,1,2,1,3
VINTO,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2012-09-01,3,4,3,4,7
YAPACANI,internaciones,fallecidos antes de las 48 horas,2012-09-01,0,1,0,1,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2012-10-01,0,1,0,1,1
ANZALDO,internaciones,fallecidos antes de las 48 horas,2012-10-01,0,1,0,1,1
APOLO,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,1,1,1,2
BERMEJO,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2012-10-01,0,2,0,2,2
CARANAVI,internaciones,fallecidos antes de las 48 horas,2012-10-01,2,1,2,1,3
COBIJA,internaciones,fallecidos antes de las 48 horas,2012-10-01,4,4,4,4,8
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2012-10-01,39,17,39,17,56
COTOCA,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,2,1,2,3
CULPINA,internaciones,fallecidos antes de las 48 horas,2012-10-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2012-10-01,8,6,8,6,14
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2012-10-01,5,2,5,2,7
LA ASUNTA,internaciones,fallecidos antes de las 48 horas,2012-10-01,0,5,0,5,5
LA PAZ,internaciones,fallecidos antes de las 48 horas,2012-10-01,12,15,12,15,27
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2012-10-01,0,1,0,1,1
MACHARETI,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,0,1,0,1
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,0,1,0,1
MAIRANA,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,0,1,0,1
ORURO,internaciones,fallecidos antes de las 48 horas,2012-10-01,17,8,17,8,25
PADILLA,internaciones,fallecidos antes de las 48 horas,2012-10-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,1,1,1,2
POTOSI,internaciones,fallecidos antes de las 48 horas,2012-10-01,5,6,5,6,11
PUERTO SILES,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,0,1,0,1
REYES,internaciones,fallecidos antes de las 48 horas,2012-10-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2012-10-01,2,4,2,4,6
ROBORE,internaciones,fallecidos antes de las 48 horas,2012-10-01,0,3,0,3,3
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2012-10-01,3,1,3,1,4
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2012-10-01,2,0,2,0,2
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2012-10-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,5,1,5,6
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2012-10-01,23,29,23,29,52
SUCRE,internaciones,fallecidos antes de las 48 horas,2012-10-01,15,17,15,17,32
TARIJA,internaciones,fallecidos antes de las 48 horas,2012-10-01,0,17,0,17,17
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2012-10-01,6,3,6,3,9
TUPIZA,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,1,1,1,2
UYUNI,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,2,1,2,3
VIACHA,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,0,1,0,1
VILLA CHARCAS,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2012-10-01,2,1,2,1,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2012-10-01,1,3,1,3,4
VINTO,internaciones,fallecidos antes de las 48 horas,2012-10-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2012-10-01,2,3,2,3,5
APOLO,internaciones,fallecidos antes de las 48 horas,2012-11-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,1,0,1,1
ATOCHA,internaciones,fallecidos antes de las 48 horas,2012-11-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2012-11-01,2,1,2,1,3
CARANAVI,internaciones,fallecidos antes de las 48 horas,2012-11-01,3,0,3,0,3
COBIJA,internaciones,fallecidos antes de las 48 horas,2012-11-01,2,1,2,1,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2012-11-01,34,42,34,42,76
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,1,0,1,1
CULPINA,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2012-11-01,12,9,12,9,21
EL TORNO,internaciones,fallecidos antes de las 48 horas,2012-11-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2012-11-01,2,2,2,2,4
HUACAYA (VILLA DE HUACAYA),internaciones,fallecidos antes de las 48 horas,2012-11-01,0,1,0,1,1
LA ASUNTA,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2012-11-01,41,44,41,44,85
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2012-11-01,1,1,1,1,2
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,2,0,2,2
ORURO,internaciones,fallecidos antes de las 48 horas,2012-11-01,12,18,12,18,30
PADILLA,internaciones,fallecidos antes de las 48 horas,2012-11-01,1,0,1,0,1
POCONA,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2012-11-01,9,2,9,2,11
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2012-11-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2012-11-01,6,4,6,4,10
ROBORE,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,1,0,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2012-11-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2012-11-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2012-11-01,2,0,2,0,2
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2012-11-01,3,1,3,1,4
SAN JOAQUIN,internaciones,fallecidos antes de las 48 horas,2012-11-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 horas,2012-11-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2012-11-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2012-11-01,28,12,28,12,40
SANTA ROSA DEL SARA,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,1,0,1,1
SENA,internaciones,fallecidos antes de las 48 horas,2012-11-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2012-11-01,16,12,16,12,28
TARIJA,internaciones,fallecidos antes de las 48 horas,2012-11-01,6,12,6,12,18
TEOPONTE,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2012-11-01,4,2,4,2,6
TUPIZA,internaciones,fallecidos antes de las 48 horas,2012-11-01,2,0,2,0,2
UYUNI,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2012-11-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2012-11-01,2,1,2,1,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,3,0,3,3
VILLAZON,internaciones,fallecidos antes de las 48 horas,2012-11-01,1,3,1,3,4
VINTO,internaciones,fallecidos antes de las 48 horas,2012-11-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2012-11-01,4,1,4,1,5
YAMPARAEZ,internaciones,fallecidos antes de las 48 horas,2012-11-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2012-12-01,2,2,2,2,4
CARANAVI,internaciones,fallecidos antes de las 48 horas,2012-12-01,2,1,2,1,3
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 horas,2012-12-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2012-12-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2012-12-01,6,2,6,2,8
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2012-12-01,18,28,18,28,46
CUEVO,internaciones,fallecidos antes de las 48 horas,2012-12-01,0,1,0,1,1
CULPINA,internaciones,fallecidos antes de las 48 horas,2012-12-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2012-12-01,12,10,12,10,22
EL TORNO,internaciones,fallecidos antes de las 48 horas,2012-12-01,1,1,1,1,2
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 horas,2012-12-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2012-12-01,3,3,3,3,6
LA PAZ,internaciones,fallecidos antes de las 48 horas,2012-12-01,16,22,16,22,38
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2012-12-01,1,1,1,1,2
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2012-12-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2012-12-01,2,3,2,3,5
ORURO,internaciones,fallecidos antes de las 48 horas,2012-12-01,470,11,470,11,481
PORTACHUELO,internaciones,fallecidos antes de las 48 horas,2012-12-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2012-12-01,10,10,10,10,20
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2012-12-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2012-12-01,6,6,6,6,12
ROBORE,internaciones,fallecidos antes de las 48 horas,2012-12-01,0,1,0,1,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2012-12-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2012-12-01,1,1,1,1,2
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2012-12-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2012-12-01,3,2,3,2,5
SAN RAMON SCZ,internaciones,fallecidos antes de las 48 horas,2012-12-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2012-12-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2012-12-01,28,22,28,22,50
SANTA ROSA DEL SARA,internaciones,fallecidos antes de las 48 horas,2012-12-01,2,1,2,1,3
SUCRE,internaciones,fallecidos antes de las 48 horas,2012-12-01,18,11,18,11,29
TARIJA,internaciones,fallecidos antes de las 48 horas,2012-12-01,5,4,5,4,9
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2012-12-01,4,2,4,2,6
TUPIZA,internaciones,fallecidos antes de las 48 horas,2012-12-01,1,1,1,1,2
UYUNI,internaciones,fallecidos antes de las 48 horas,2012-12-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2012-12-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2012-12-01,1,1,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 horas,2012-12-01,1,1,1,1,2
VINTO,internaciones,fallecidos antes de las 48 horas,2012-12-01,2,0,2,0,2
WARNES,internaciones,fallecidos antes de las 48 horas,2012-12-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2012-12-01,2,9,2,9,11
