,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HORAS CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HORAS CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2012-08-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2012-08-01,0,1,0,1,1
VINTO,internaciones,fallecidos a partir de las 48 horas,2012-08-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2012-08-01,4,1,4,1,5
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2012-09-01,1,0,1,0,1
BAURES,internaciones,fallecidos a partir de las 48 horas,2012-09-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2012-09-01,2,2,2,2,4
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2012-09-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2012-09-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2012-09-01,3,2,3,2,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2012-09-01,56,35,56,35,91
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2012-09-01,0,1,0,1,1
COMARAPA,internaciones,fallecidos a partir de las 48 horas,2012-09-01,1,0,1,0,1
COROICO,internaciones,fallecidos a partir de las 48 horas,2012-09-01,2,0,2,0,2
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2012-09-01,6,3,6,3,9
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2012-09-01,3,1,3,1,4
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2012-09-01,4,6,4,6,10
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2012-09-01,42,56,42,56,98
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2012-09-01,1,1,1,1,2
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2012-09-01,1,1,1,1,2
MONTERO,internaciones,fallecidos a partir de las 48 horas,2012-09-01,1,0,1,0,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2012-09-01,12,6,12,6,18
PALOS BLANCOS,internaciones,fallecidos a partir de las 48 horas,2012-09-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2012-09-01,14,9,14,9,23
PUERTO RICO,internaciones,fallecidos a partir de las 48 horas,2012-09-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2012-09-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 horas,2012-09-01,1,2,1,2,3
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2012-09-01,3,3,3,3,6
ROBORE,internaciones,fallecidos a partir de las 48 horas,2012-09-01,1,0,1,0,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2012-09-01,1,0,1,0,1
SAN JOAQUIN,internaciones,fallecidos a partir de las 48 horas,2012-09-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2012-09-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2012-09-01,58,47,58,47,105
SUCRE,internaciones,fallecidos a partir de las 48 horas,2012-09-01,16,26,16,26,42
TARIJA,internaciones,fallecidos a partir de las 48 horas,2012-09-01,24,26,24,26,50
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2012-09-01,7,8,7,8,15
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2012-09-01,2,2,2,2,4
UYUNI,internaciones,fallecidos a partir de las 48 horas,2012-09-01,1,2,1,2,3
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2012-09-01,1,2,1,2,3
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2012-09-01,2,1,2,1,3
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2012-09-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2012-10-01,1,1,1,1,2
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2012-10-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2012-10-01,3,0,3,0,3
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2012-10-01,56,52,56,52,108
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2012-10-01,5,12,5,12,17
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2012-10-01,2,1,2,1,3
ESCOMA,internaciones,fallecidos a partir de las 48 horas,2012-10-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2012-10-01,0,4,0,4,4
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2012-10-01,35,50,35,50,85
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2012-10-01,1,1,1,1,2
MONTERO,internaciones,fallecidos a partir de las 48 horas,2012-10-01,1,2,1,2,3
ORURO,internaciones,fallecidos a partir de las 48 horas,2012-10-01,21,7,21,7,28
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2012-10-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2012-10-01,12,5,12,5,17
PUCARANI,internaciones,fallecidos a partir de las 48 horas,2012-10-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2012-10-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2012-10-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2012-10-01,4,5,4,5,9
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2012-10-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2012-10-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2012-10-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2012-10-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2012-10-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2012-10-01,51,49,51,49,100
SUCRE,internaciones,fallecidos a partir de las 48 horas,2012-10-01,16,26,16,26,42
TARIJA,internaciones,fallecidos a partir de las 48 horas,2012-10-01,15,33,15,33,48
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2012-10-01,8,6,8,6,14
UYUNI,internaciones,fallecidos a partir de las 48 horas,2012-10-01,1,0,1,0,1
VIACHA,internaciones,fallecidos a partir de las 48 horas,2012-10-01,2,1,2,1,3
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2012-10-01,0,1,0,1,1
VINTO,internaciones,fallecidos a partir de las 48 horas,2012-10-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2012-10-01,5,1,5,1,6
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2012-11-01,0,2,0,2,2
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2012-11-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2012-11-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2012-11-01,1,1,1,1,2
COBIJA,internaciones,fallecidos a partir de las 48 horas,2012-11-01,1,1,1,1,2
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2012-11-01,41,46,41,46,87
COROICO,internaciones,fallecidos a partir de las 48 horas,2012-11-01,1,0,1,0,1
CUATRO CAÑADAS,internaciones,fallecidos a partir de las 48 horas,2012-11-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2012-11-01,10,67,10,67,77
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2012-11-01,3,0,3,0,3
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2012-11-01,4,0,4,0,4
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2012-11-01,46,47,46,47,93
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2012-11-01,1,1,1,1,2
MONTERO,internaciones,fallecidos a partir de las 48 horas,2012-11-01,0,1,0,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2012-11-01,12,28,12,28,40
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2012-11-01,3,0,3,0,3
POTOSI,internaciones,fallecidos a partir de las 48 horas,2012-11-01,10,18,10,18,28
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2012-11-01,1,0,1,0,1
REYES,internaciones,fallecidos a partir de las 48 horas,2012-11-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2012-11-01,4,1,4,1,5
ROBORE,internaciones,fallecidos a partir de las 48 horas,2012-11-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2012-11-01,2,0,2,0,2
SAN CARLOS,internaciones,fallecidos a partir de las 48 horas,2012-11-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2012-11-01,3,1,3,1,4
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2012-11-01,58,50,58,50,108
SUCRE,internaciones,fallecidos a partir de las 48 horas,2012-11-01,14,26,14,26,40
TARIJA,internaciones,fallecidos a partir de las 48 horas,2012-11-01,18,31,18,31,49
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2012-11-01,7,2,7,2,9
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2012-11-01,0,1,0,1,1
UYUNI,internaciones,fallecidos a partir de las 48 horas,2012-11-01,1,1,1,1,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2012-11-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2012-11-01,0,2,0,2,2
VINTO,internaciones,fallecidos a partir de las 48 horas,2012-11-01,2,0,2,0,2
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2012-11-01,2,1,2,1,3
AIQUILE,internaciones,fallecidos a partir de las 48 horas,2012-12-01,0,1,0,1,1
APOLO,internaciones,fallecidos a partir de las 48 horas,2012-12-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2012-12-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2012-12-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2012-12-01,3,3,3,3,6
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2012-12-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2012-12-01,3,2,3,2,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2012-12-01,44,48,44,48,92
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2012-12-01,3,4,3,4,7
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2012-12-01,4,2,4,2,6
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2012-12-01,1,1,1,1,2
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2012-12-01,54,44,54,44,98
MONTERO,internaciones,fallecidos a partir de las 48 horas,2012-12-01,1,1,1,1,2
ORURO,internaciones,fallecidos a partir de las 48 horas,2012-12-01,11,3,11,3,14
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2012-12-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2012-12-01,17,10,17,10,27
PUNATA,internaciones,fallecidos a partir de las 48 horas,2012-12-01,2,1,2,1,3
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2012-12-01,7,5,7,5,12
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2012-12-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2012-12-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2012-12-01,0,2,0,2,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2012-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2012-12-01,64,60,64,60,124
SUCRE,internaciones,fallecidos a partir de las 48 horas,2012-12-01,13,9,13,9,22
TARIJA,internaciones,fallecidos a partir de las 48 horas,2012-12-01,22,33,22,33,55
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2012-12-01,6,8,6,8,14
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2012-12-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2012-12-01,0,1,0,1,1
VIACHA,internaciones,fallecidos a partir de las 48 horas,2012-12-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2012-12-01,3,0,3,0,3
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2012-12-01,2,0,2,0,2
VINTO,internaciones,fallecidos a partir de las 48 horas,2012-12-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2012-12-01,0,1,0,1,1
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2012-12-01,0,1,0,1,1
