,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,7,49,7,49,56
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,1,87,1,87,88
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,56,0,56,56
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,30,87,30,87,117
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,95,523,95,523,618
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,36,473,36,473,509
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,544,206,544,206,750
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,14,11,14,11,25
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,620,118,620,118,738
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,6,119,6,119,125
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,44,0,44,44
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,11,775,11,775,786
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,194,0,194,194
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,260,883,260,883,1143
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,4,217,4,217,221
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,5,281,5,281,286
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,8,39,8,39,47
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,199,268,199,268,467
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,9,80,9,80,89
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,10,464,10,464,474
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,1,99,1,99,100
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,3,272,3,272,275
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,80,0,80,80
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,2,36,2,36,38
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,50,119,50,119,169
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,37,0,37,37
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,365,0,365,365
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,22,28,22,28,50
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,582,0,582,582
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,8,84,8,84,92
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,208,0,208,208
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,51,386,51,386,437
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,429,540,429,540,969
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,14,41,14,41,55
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,177,0,177,177
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,8,72,8,72,80
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,13,135,13,135,148
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,21,222,21,222,243
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,101,252,101,252,353
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,84,0,84,84
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,10,258,10,258,268
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,324,1331,324,1331,1655
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,53,89,53,89,142
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,18,84,18,84,102
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,4,57,4,57,61
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,47,163,47,163,210
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,16,515,16,515,531
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,2,107,2,107,109
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,10,0,10,10
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,4,48,4,48,52
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,20,0,20,20
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,23,59,23,59,82
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,62,0,62,62
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,2,56,2,56,58
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,48,102,48,102,150
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,1252,3312,1252,3312,4564
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,10,141,10,141,151
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,1,257,1,257,258
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,27,0,27,27
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,2,148,2,148,150
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,37,0,37,37
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,84,0,84,84
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,108,0,108,108
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,34,152,34,152,186
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,11,34,11,34,45
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,10,215,10,215,225
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,16,28,16,28,44
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,135,271,135,271,406
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,49,332,49,332,381
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,33,161,33,161,194
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,27,119,27,119,146
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,1366,1995,1366,1995,3361
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,2,0,2,2
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,57,16,57,16,73
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,140,0,140,140
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,1,254,1,254,255
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,5,0,5,5
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,103,328,103,328,431
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,22,1005,22,1005,1027
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,22,0,22,22
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,40,64,40,64,104
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,534,1081,534,1081,1615
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,111,589,111,589,700
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,126,0,126,126
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,74,0,74,74
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,323,0,323,323
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,1,100,1,100,101
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,450,75,450,75,525
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,294,212,294,212,506
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,1,32,1,32,33
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,22,44,22,44,66
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,1,4,1,4,5
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,4,90,4,90,94
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,1,56,1,56,57
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,193,0,193,193
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,13,480,13,480,493
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,23,347,23,347,370
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,30,28,30,28,58
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,1,71,1,71,72
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,2,36,2,36,38
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,290,599,290,599,889
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,10,631,10,631,641
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,67,0,67,67
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,15,80,15,80,95
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,88,199,88,199,287
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,71,247,71,247,318
URUBICHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,396,0,396,396
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,1,292,1,292,293
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,9,65,9,65,74
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,27,110,27,110,137
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,158,263,158,263,421
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,3,130,3,130,133
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,27,299,27,299,326
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,9,60,9,60,69
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,56,5,56,5,61
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,9,449,9,449,458
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,408,675,408,675,1083
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,51,241,51,241,292
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,3,501,3,501,504
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,179,39,179,39,218
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,9,0,9,0,9
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,1,26,1,26,27
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,159,629,159,629,788
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,145,0,145,145
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,75,545,75,545,620
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,12,447,12,447,459
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,5,62,5,62,67
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,0,383,0,383,383
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,3,95,3,95,98
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,37,342,37,342,379
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,17,222,17,222,239
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-04-01,67,298,67,298,365
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,41,169,41,169,210
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,59,515,59,515,574
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,11,56,11,56,67
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,57,344,57,344,401
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,2,66,2,66,68
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,1,157,1,157,158
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,12,138,12,138,150
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,6,88,6,88,94
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,1,30,1,30,31
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,46,49,46,49,95
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,64,274,64,274,338
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,2,173,2,173,175
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,10,132,10,132,142
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,94,132,94,132,226
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,0,211,0,211,211
