municipality,group,variable,month,Restauraciones,TOTAL
MINEROS,atenciones odontologicas,restauraciones,2008-02-01,16,16
MIZQUE,atenciones odontologicas,restauraciones,2008-02-01,51,51
MOCOMOCO,atenciones odontologicas,restauraciones,2008-02-01,17,17
MOJOCOYA,atenciones odontologicas,restauraciones,2008-02-01,19,19
MONTEAGUDO,atenciones odontologicas,restauraciones,2008-02-01,221,221
MONTERO,atenciones odontologicas,restauraciones,2008-02-01,284,284
MORO MORO,atenciones odontologicas,restauraciones,2008-02-01,20,20
MOROCHATA,atenciones odontologicas,restauraciones,2008-02-01,58,58
OCURI,atenciones odontologicas,restauraciones,2008-02-01,35,35
OKINAWA,atenciones odontologicas,restauraciones,2008-02-01,35,35
OMEREQUE,atenciones odontologicas,restauraciones,2008-02-01,20,20
ORURO,atenciones odontologicas,restauraciones,2008-02-01,1371,1371
PADCAYA,atenciones odontologicas,restauraciones,2008-02-01,387,387
PADILLA,atenciones odontologicas,restauraciones,2008-02-01,79,79
PAILON,atenciones odontologicas,restauraciones,2008-02-01,62,62
PALCA,atenciones odontologicas,restauraciones,2008-02-01,46,46
PALOS BLANCOS,atenciones odontologicas,restauraciones,2008-02-01,81,81
PAMPA AULLAGAS,atenciones odontologicas,restauraciones,2008-02-01,17,17
PAPEL PAMPA,atenciones odontologicas,restauraciones,2008-02-01,18,18
PASORAPA,atenciones odontologicas,restauraciones,2008-02-01,19,19
PATACAMAYA,atenciones odontologicas,restauraciones,2008-02-01,4,4
PAZÑA,atenciones odontologicas,restauraciones,2008-02-01,50,50
PELECHUCO,atenciones odontologicas,restauraciones,2008-02-01,8,8
POCOATA,atenciones odontologicas,restauraciones,2008-02-01,44,44
POCONA,atenciones odontologicas,restauraciones,2008-02-01,25,25
POOPO,atenciones odontologicas,restauraciones,2008-02-01,43,43
PORCO,atenciones odontologicas,restauraciones,2008-02-01,22,22
POROMA,atenciones odontologicas,restauraciones,2008-02-01,15,15
PORONGO,atenciones odontologicas,restauraciones,2008-02-01,101,101
PORTACHUELO,atenciones odontologicas,restauraciones,2008-02-01,53,53
POSTRER VALLE,atenciones odontologicas,restauraciones,2008-02-01,32,32
POTOSI,atenciones odontologicas,restauraciones,2008-02-01,514,514
PRESTO,atenciones odontologicas,restauraciones,2008-02-01,22,22
PUCARA,atenciones odontologicas,restauraciones,2008-02-01,15,15
PUCARANI,atenciones odontologicas,restauraciones,2008-02-01,86,86
PUERTO ACOSTA,atenciones odontologicas,restauraciones,2008-02-01,91,91
PUERTO CARABUCO,atenciones odontologicas,restauraciones,2008-02-01,22,22
PUERTO GONZALO MORENO,atenciones odontologicas,restauraciones,2008-02-01,8,8
PUERTO QUIJARRO,atenciones odontologicas,restauraciones,2008-02-01,46,46
PUERTO RICO,atenciones odontologicas,restauraciones,2008-02-01,29,29
PUERTO SUAREZ,atenciones odontologicas,restauraciones,2008-02-01,117,117
PUERTO VILLARROEL,atenciones odontologicas,restauraciones,2008-02-01,142,142
PUNA,atenciones odontologicas,restauraciones,2008-02-01,64,64
PUNATA,atenciones odontologicas,restauraciones,2008-02-01,286,286
QUIABAYA,atenciones odontologicas,restauraciones,2008-02-01,15,15
QUILLACOLLO,atenciones odontologicas,restauraciones,2008-02-01,748,748
QUIME,atenciones odontologicas,restauraciones,2008-02-01,186,186
QUIRUSILLAS,atenciones odontologicas,restauraciones,2008-02-01,50,50
RAVELO,atenciones odontologicas,restauraciones,2008-02-01,19,19
REYES,atenciones odontologicas,restauraciones,2008-02-01,88,88
RIBERALTA,atenciones odontologicas,restauraciones,2008-02-01,541,541
ROBORE,atenciones odontologicas,restauraciones,2008-02-01,25,25
RURRENABAQUE,atenciones odontologicas,restauraciones,2008-02-01,50,50
SABAYA,atenciones odontologicas,restauraciones,2008-02-01,11,11
SACABA,atenciones odontologicas,restauraciones,2008-02-01,492,492
SACABAMBA,atenciones odontologicas,restauraciones,2008-02-01,11,11
SACACA,atenciones odontologicas,restauraciones,2008-02-01,77,77
SAIPINA,atenciones odontologicas,restauraciones,2008-02-01,108,108
SALINAS DE GARCI MENDOZA,atenciones odontologicas,restauraciones,2008-02-01,42,42
SAMAIPATA,atenciones odontologicas,restauraciones,2008-02-01,90,90
SAN AGUSTIN,atenciones odontologicas,restauraciones,2008-02-01,8,8
SAN ANDRES DE MACHACA,atenciones odontologicas,restauraciones,2008-02-01,32,32
SAN ANTONIO DE LOMERIO,atenciones odontologicas,restauraciones,2008-02-01,17,17
SAN BENITO,atenciones odontologicas,restauraciones,2008-02-01,20,20
SAN BORJA,atenciones odontologicas,restauraciones,2008-02-01,117,117
SAN BUENA VENTURA,atenciones odontologicas,restauraciones,2008-02-01,42,42
SAN CARLOS,atenciones odontologicas,restauraciones,2008-02-01,101,101
SAN IGNACIO,atenciones odontologicas,restauraciones,2008-02-01,115,115
SAN IGNACIO DE VELASCO,atenciones odontologicas,restauraciones,2008-02-01,307,307
SAN JAVIER(STC),atenciones odontologicas,restauraciones,2008-02-01,17,17
SAN JOAQUIN,atenciones odontologicas,restauraciones,2008-02-01,68,68
SAN JUAN DE YAPACANI,atenciones odontologicas,restauraciones,2008-02-01,40,40
SAN LORENZO(TJA),atenciones odontologicas,restauraciones,2008-02-01,142,142
SAN LUCAS,atenciones odontologicas,restauraciones,2008-02-01,30,30
SAN MATIAS,atenciones odontologicas,restauraciones,2008-02-01,70,70
SAN MIGUEL DE VELASCO,atenciones odontologicas,restauraciones,2008-02-01,104,104
SAN PEDRO,atenciones odontologicas,restauraciones,2008-02-01,80,80
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,restauraciones,2008-02-01,16,16
SAN PEDRO DE CURAHUARA,atenciones odontologicas,restauraciones,2008-02-01,33,33
SAN PEDRO DE TIQUINA,atenciones odontologicas,restauraciones,2008-02-01,23,23
SAN RAFAEL,atenciones odontologicas,restauraciones,2008-02-01,23,23
SAN RAMON,atenciones odontologicas,restauraciones,2008-02-01,23,23
SAN RAMON,atenciones odontologicas,restauraciones,2008-02-01,21,21
SANTA ANA,atenciones odontologicas,restauraciones,2008-02-01,418,418
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,restauraciones,2008-02-01,6249,6249
SANTA ROSA,atenciones odontologicas,restauraciones,2008-02-01,28,28
SANTA ROSA DEL SARA,atenciones odontologicas,restauraciones,2008-02-01,117,117
SANTIAGO DE HUARI,atenciones odontologicas,restauraciones,2008-02-01,105,105
SANTIAGO DE MACHACA,atenciones odontologicas,restauraciones,2008-02-01,18,18
SANTIVAÑES,atenciones odontologicas,restauraciones,2008-02-01,32,32
SANTUARIO DE QUILLACAS,atenciones odontologicas,restauraciones,2008-02-01,13,13
SAPAHAQUI,atenciones odontologicas,restauraciones,2008-02-01,17,17
SENA,atenciones odontologicas,restauraciones,2008-02-01,12,12
SICA SICA (VILLA AROMA),atenciones odontologicas,restauraciones,2008-02-01,170,170
SICAYA,atenciones odontologicas,restauraciones,2008-02-01,41,41
SIPE SIPE,atenciones odontologicas,restauraciones,2008-02-01,453,453
SOPACHUY,atenciones odontologicas,restauraciones,2008-02-01,106,106
SORACACHI,atenciones odontologicas,restauraciones,2008-02-01,33,33
SORATA,atenciones odontologicas,restauraciones,2008-02-01,33,33
SUCRE,atenciones odontologicas,restauraciones,2008-02-01,3254,3254
TACACOMA,atenciones odontologicas,restauraciones,2008-02-01,86,86
TACOPAYA,atenciones odontologicas,restauraciones,2008-02-01,9,9
TAPACARI,atenciones odontologicas,restauraciones,2008-02-01,23,23
TARABUCO,atenciones odontologicas,restauraciones,2008-02-01,20,20
TARACO,atenciones odontologicas,restauraciones,2008-02-01,16,16
TARATA,atenciones odontologicas,restauraciones,2008-02-01,81,81
TARIJA,atenciones odontologicas,restauraciones,2008-02-01,1438,1438
TARVITA,atenciones odontologicas,restauraciones,2008-02-01,53,53
TEOPONTE,atenciones odontologicas,restauraciones,2008-02-01,25,25
TIAWANACU,atenciones odontologicas,restauraciones,2008-02-01,14,14
TINGUIPAYA,atenciones odontologicas,restauraciones,2008-02-01,24,24
TIPUANI,atenciones odontologicas,restauraciones,2008-02-01,31,31
TIQUIPAYA,atenciones odontologicas,restauraciones,2008-02-01,450,450
TIRAQUE (CBBA),atenciones odontologicas,restauraciones,2008-02-01,546,546
TOCO,atenciones odontologicas,restauraciones,2008-02-01,120,120
TOLATA,atenciones odontologicas,restauraciones,2008-02-01,90,90
TOLEDO,atenciones odontologicas,restauraciones,2008-02-01,35,35
TOMAVE,atenciones odontologicas,restauraciones,2008-02-01,8,8
TOMINA,atenciones odontologicas,restauraciones,2008-02-01,35,35
TORO TORO,atenciones odontologicas,restauraciones,2008-02-01,62,62
TOTORA(CBBA),atenciones odontologicas,restauraciones,2008-02-01,28,28
TOTORA(ORR),atenciones odontologicas,restauraciones,2008-02-01,13,13
TRIGAL,atenciones odontologicas,restauraciones,2008-02-01,36,36
TRINIDAD,atenciones odontologicas,restauraciones,2008-02-01,734,734
TUPIZA,atenciones odontologicas,restauraciones,2008-02-01,64,64
TURCO,atenciones odontologicas,restauraciones,2008-02-01,2,2
UMALA,atenciones odontologicas,restauraciones,2008-02-01,3,3
UNCIA,atenciones odontologicas,restauraciones,2008-02-01,67,67
URIONDO (A. CONCEPCION),atenciones odontologicas,restauraciones,2008-02-01,169,169
URUBICHA,atenciones odontologicas,restauraciones,2008-02-01,21,21
UYUNI,atenciones odontologicas,restauraciones,2008-02-01,22,22
VACAS,atenciones odontologicas,restauraciones,2008-02-01,62,62
VALLEGRANDE,atenciones odontologicas,restauraciones,2008-02-01,258,258
VIACHA,atenciones odontologicas,restauraciones,2008-02-01,77,77
VILLA MONTES,atenciones odontologicas,restauraciones,2008-02-01,223,223
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,restauraciones,2008-02-01,25,25
VILLA RIVERO,atenciones odontologicas,restauraciones,2008-02-01,17,17
VILLA SERRANO,atenciones odontologicas,restauraciones,2008-02-01,107,107
VILLA TUNARI,atenciones odontologicas,restauraciones,2008-02-01,429,429
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,restauraciones,2008-02-01,66,66
VILLAZON,atenciones odontologicas,restauraciones,2008-02-01,145,145
VINTO,atenciones odontologicas,restauraciones,2008-02-01,135,135
VITICHI,atenciones odontologicas,restauraciones,2008-02-01,9,9
WALDO BALLIVIAN,atenciones odontologicas,restauraciones,2008-02-01,9,9
WARNES,atenciones odontologicas,restauraciones,2008-02-01,247,247
YACUIBA,atenciones odontologicas,restauraciones,2008-02-01,441,441
YAMPARAEZ,atenciones odontologicas,restauraciones,2008-02-01,14,14
YANACACHI,atenciones odontologicas,restauraciones,2008-02-01,16,16
YAPACANI,atenciones odontologicas,restauraciones,2008-02-01,47,47
YOCALLA,atenciones odontologicas,restauraciones,2008-02-01,22,22
YOTALA,atenciones odontologicas,restauraciones,2008-02-01,52,52
YUNCHARA,atenciones odontologicas,restauraciones,2008-02-01,29,29
ZUDAÑEZ,atenciones odontologicas,restauraciones,2008-02-01,55,55
ACACIO,atenciones odontologicas,restauraciones,2008-03-01,10,10
ACHACACHI,atenciones odontologicas,restauraciones,2008-03-01,178,178
ACHOCALLA,atenciones odontologicas,restauraciones,2008-03-01,51,51
AIQUILE,atenciones odontologicas,restauraciones,2008-03-01,42,42
ALALAY,atenciones odontologicas,restauraciones,2008-03-01,57,57
ALCALA,atenciones odontologicas,restauraciones,2008-03-01,13,13
ANCORAIMES,atenciones odontologicas,restauraciones,2008-03-01,31,31
ANDAMARCA,atenciones odontologicas,restauraciones,2008-03-01,48,48
ANTEQUERA,atenciones odontologicas,restauraciones,2008-03-01,22,22
ANZALDO,atenciones odontologicas,restauraciones,2008-03-01,52,52
APOLO,atenciones odontologicas,restauraciones,2008-03-01,59,59
ARAMPAMPA,atenciones odontologicas,restauraciones,2008-03-01,5,5
ARANI,atenciones odontologicas,restauraciones,2008-03-01,82,82
ARBIETO,atenciones odontologicas,restauraciones,2008-03-01,6,6
ARQUE,atenciones odontologicas,restauraciones,2008-03-01,63,63
ASCENCION DE GUARAYOS,atenciones odontologicas,restauraciones,2008-03-01,29,29
ATOCHA,atenciones odontologicas,restauraciones,2008-03-01,360,360
AYATA,atenciones odontologicas,restauraciones,2008-03-01,2,2
AYO AYO,atenciones odontologicas,restauraciones,2008-03-01,36,36
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,restauraciones,2008-03-01,81,81
AZURDUY,atenciones odontologicas,restauraciones,2008-03-01,2,2
BATALLAS,atenciones odontologicas,restauraciones,2008-03-01,35,35
BAURES,atenciones odontologicas,restauraciones,2008-03-01,39,39
BERMEJO,atenciones odontologicas,restauraciones,2008-03-01,299,299
BETANZOS,atenciones odontologicas,restauraciones,2008-03-01,124,124
BOLIVAR,atenciones odontologicas,restauraciones,2008-03-01,27,27
BOLPEBRA,atenciones odontologicas,restauraciones,2008-03-01,8,8
BOYUIBE,atenciones odontologicas,restauraciones,2008-03-01,27,27
BUENA VISTA,atenciones odontologicas,restauraciones,2008-03-01,4,4
CABEZAS,atenciones odontologicas,restauraciones,2008-03-01,73,73
CAIROMA,atenciones odontologicas,restauraciones,2008-03-01,13,13
"CAIZA ""D""",atenciones odontologicas,restauraciones,2008-03-01,8,8
CALACOTO,atenciones odontologicas,restauraciones,2008-03-01,18,18
CALAMARCA,atenciones odontologicas,restauraciones,2008-03-01,39,39
CAMARGO,atenciones odontologicas,restauraciones,2008-03-01,125,125
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,restauraciones,2008-03-01,11,11
CAMIRI,atenciones odontologicas,restauraciones,2008-03-01,235,235
CAPINOTA,atenciones odontologicas,restauraciones,2008-03-01,102,102
CAQUIAVIRI,atenciones odontologicas,restauraciones,2008-03-01,14,14
CARACOLLO,atenciones odontologicas,restauraciones,2008-03-01,81,81
CARANAVI,atenciones odontologicas,restauraciones,2008-03-01,150,150
CARAPARI,atenciones odontologicas,restauraciones,2008-03-01,167,167
CARIPUYO,atenciones odontologicas,restauraciones,2008-03-01,10,10
CHALLAPATA,atenciones odontologicas,restauraciones,2008-03-01,123,123
CHAQUI,atenciones odontologicas,restauraciones,2008-03-01,25,25
CHARAGUA,atenciones odontologicas,restauraciones,2008-03-01,143,143
CHAYANTA,atenciones odontologicas,restauraciones,2008-03-01,13,13
CHIMORE,atenciones odontologicas,restauraciones,2008-03-01,28,28
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,restauraciones,2008-03-01,48,48
CHUMA,atenciones odontologicas,restauraciones,2008-03-01,11,11
CLIZA,atenciones odontologicas,restauraciones,2008-03-01,330,330
COBIJA,atenciones odontologicas,restauraciones,2008-03-01,196,196
COCHABAMBA,atenciones odontologicas,restauraciones,2008-03-01,7209,7209
COIPASA,atenciones odontologicas,restauraciones,2008-03-01,12,12
COLCAPIRHUA,atenciones odontologicas,restauraciones,2008-03-01,261,261
"COLCHA ""K""",atenciones odontologicas,restauraciones,2008-03-01,17,17
COLOMI,atenciones odontologicas,restauraciones,2008-03-01,46,46
COLPA BELGICA,atenciones odontologicas,restauraciones,2008-03-01,72,72
COLQUECHACA,atenciones odontologicas,restauraciones,2008-03-01,26,26
COLQUENCHA,atenciones odontologicas,restauraciones,2008-03-01,29,29
COLQUIRI,atenciones odontologicas,restauraciones,2008-03-01,123,123
COMANCHE,atenciones odontologicas,restauraciones,2008-03-01,20,20
COMARAPA,atenciones odontologicas,restauraciones,2008-03-01,260,260
COMBAYA,atenciones odontologicas,restauraciones,2008-03-01,2,2
CONCEPCION,atenciones odontologicas,restauraciones,2008-03-01,67,67
COPACABANA,atenciones odontologicas,restauraciones,2008-03-01,33,33
CORIPATA,atenciones odontologicas,restauraciones,2008-03-01,37,37
CORO CORO,atenciones odontologicas,restauraciones,2008-03-01,7,7
COROICO,atenciones odontologicas,restauraciones,2008-03-01,218,218
CORQUE,atenciones odontologicas,restauraciones,2008-03-01,17,17
COTAGAITA,atenciones odontologicas,restauraciones,2008-03-01,30,30
COTOCA,atenciones odontologicas,restauraciones,2008-03-01,73,73
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,restauraciones,2008-03-01,28,28
CUEVO,atenciones odontologicas,restauraciones,2008-03-01,24,24
CULPINA,atenciones odontologicas,restauraciones,2008-03-01,11,11
CURAHUARA DE CARANGAS,atenciones odontologicas,restauraciones,2008-03-01,38,38
DESAGUADERO,atenciones odontologicas,restauraciones,2008-03-01,15,15
EL ALTO,atenciones odontologicas,restauraciones,2008-03-01,4707,4707
EL PUENTE(STC),atenciones odontologicas,restauraciones,2008-03-01,63,63
EL PUENTE(TJA),atenciones odontologicas,restauraciones,2008-03-01,89,89
EL TORNO,atenciones odontologicas,restauraciones,2008-03-01,116,116
EL VILLAR,atenciones odontologicas,restauraciones,2008-03-01,3,3
ENTRE RIOS,atenciones odontologicas,restauraciones,2008-03-01,93,93
ENTRE RIOS,atenciones odontologicas,restauraciones,2008-03-01,73,73
EUCALIPTUS,atenciones odontologicas,restauraciones,2008-03-01,17,17
FERNANDEZ ALONSO,atenciones odontologicas,restauraciones,2008-03-01,91,91
FILADELFIA,atenciones odontologicas,restauraciones,2008-03-01,17,17
GENERAL SAAVEDRA,atenciones odontologicas,restauraciones,2008-03-01,70,70
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,restauraciones,2008-03-01,21,21
GUANAY,atenciones odontologicas,restauraciones,2008-03-01,99,99
GUAQUI,atenciones odontologicas,restauraciones,2008-03-01,54,54
GUAYARAMERIN,atenciones odontologicas,restauraciones,2008-03-01,148,148
GUTIERREZ,atenciones odontologicas,restauraciones,2008-03-01,9,9
HUACARETA,atenciones odontologicas,restauraciones,2008-03-01,18,18
HUACHACALLA,atenciones odontologicas,restauraciones,2008-03-01,23,23
HUANUNI,atenciones odontologicas,restauraciones,2008-03-01,283,283
HUARACAJE,atenciones odontologicas,restauraciones,2008-03-01,30,30
HUAYLLAMARCA,atenciones odontologicas,restauraciones,2008-03-01,14,14
ICLA,atenciones odontologicas,restauraciones,2008-03-01,34,34
INCAHUASI,atenciones odontologicas,restauraciones,2008-03-01,59,59
INQUISIVI,atenciones odontologicas,restauraciones,2008-03-01,13,13
IRUPANA (VILLA DE LANZA),atenciones odontologicas,restauraciones,2008-03-01,87,87
IXIAMAS,atenciones odontologicas,restauraciones,2008-03-01,28,28
JESUS DE MACHACA,atenciones odontologicas,restauraciones,2008-03-01,50,50
LA ASUNTA,atenciones odontologicas,restauraciones,2008-03-01,34,34
LA GUARDIA,atenciones odontologicas,restauraciones,2008-03-01,194,194
LA PAZ,atenciones odontologicas,restauraciones,2008-03-01,12271,12271
LAGUNILLAS,atenciones odontologicas,restauraciones,2008-03-01,33,33
LAJA,atenciones odontologicas,restauraciones,2008-03-01,24,24
LICOMA PAMPA,atenciones odontologicas,restauraciones,2008-03-01,28,28
LLALLAGUA,atenciones odontologicas,restauraciones,2008-03-01,200,200
LLICA,atenciones odontologicas,restauraciones,2008-03-01,22,22
LURIBAY,atenciones odontologicas,restauraciones,2008-03-01,6,6
MACHACAMARCA,atenciones odontologicas,restauraciones,2008-03-01,134,134
MACHARETI,atenciones odontologicas,restauraciones,2008-03-01,22,22
MAGDALENA,atenciones odontologicas,restauraciones,2008-03-01,86,86
MAIRANA,atenciones odontologicas,restauraciones,2008-03-01,8,8
MAPIRI,atenciones odontologicas,restauraciones,2008-03-01,67,67
