municipality,group,variable,month,Restauraciones,TOTAL
SAN MATIAS,atenciones odontologicas,restauraciones,2008-03-01,51,51
SAN MIGUEL DE VELASCO,atenciones odontologicas,restauraciones,2008-03-01,97,97
SAN PEDRO,atenciones odontologicas,restauraciones,2008-03-01,37,37
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,restauraciones,2008-03-01,1,1
SAN PEDRO DE CURAHUARA,atenciones odontologicas,restauraciones,2008-03-01,49,49
SAN RAFAEL,atenciones odontologicas,restauraciones,2008-03-01,26,26
SAN RAMON,atenciones odontologicas,restauraciones,2008-03-01,34,34
SAN RAMON,atenciones odontologicas,restauraciones,2008-03-01,14,14
SANTA ANA,atenciones odontologicas,restauraciones,2008-03-01,205,205
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,restauraciones,2008-03-01,7000,7000
SANTA ROSA,atenciones odontologicas,restauraciones,2008-03-01,161,161
SANTA ROSA DEL SARA,atenciones odontologicas,restauraciones,2008-03-01,84,84
SANTIAGO DE CALLAPA,atenciones odontologicas,restauraciones,2008-03-01,3,3
SANTIAGO DE HUARI,atenciones odontologicas,restauraciones,2008-03-01,63,63
SANTIAGO DE MACHACA,atenciones odontologicas,restauraciones,2008-03-01,27,27
SANTIVAÑES,atenciones odontologicas,restauraciones,2008-03-01,30,30
SANTUARIO DE QUILLACAS,atenciones odontologicas,restauraciones,2008-03-01,36,36
SAPAHAQUI,atenciones odontologicas,restauraciones,2008-03-01,31,31
SENA,atenciones odontologicas,restauraciones,2008-03-01,4,4
SICA SICA (VILLA AROMA),atenciones odontologicas,restauraciones,2008-03-01,150,150
SICAYA,atenciones odontologicas,restauraciones,2008-03-01,29,29
SIPE SIPE,atenciones odontologicas,restauraciones,2008-03-01,482,482
SOPACHUY,atenciones odontologicas,restauraciones,2008-03-01,63,63
SORACACHI,atenciones odontologicas,restauraciones,2008-03-01,19,19
SORATA,atenciones odontologicas,restauraciones,2008-03-01,43,43
SUCRE,atenciones odontologicas,restauraciones,2008-03-01,2856,2856
TACACOMA,atenciones odontologicas,restauraciones,2008-03-01,54,54
TACOPAYA,atenciones odontologicas,restauraciones,2008-03-01,16,16
TAPACARI,atenciones odontologicas,restauraciones,2008-03-01,37,37
TARABUCO,atenciones odontologicas,restauraciones,2008-03-01,22,22
TARACO,atenciones odontologicas,restauraciones,2008-03-01,10,10
TARATA,atenciones odontologicas,restauraciones,2008-03-01,59,59
TARIJA,atenciones odontologicas,restauraciones,2008-03-01,1813,1813
TARVITA,atenciones odontologicas,restauraciones,2008-03-01,63,63
TEOPONTE,atenciones odontologicas,restauraciones,2008-03-01,17,17
TIAWANACU,atenciones odontologicas,restauraciones,2008-03-01,8,8
TINGUIPAYA,atenciones odontologicas,restauraciones,2008-03-01,23,23
TIQUIPAYA,atenciones odontologicas,restauraciones,2008-03-01,445,445
TIRAQUE (CBBA),atenciones odontologicas,restauraciones,2008-03-01,604,604
TOCO,atenciones odontologicas,restauraciones,2008-03-01,114,114
TOLATA,atenciones odontologicas,restauraciones,2008-03-01,74,74
TOLEDO,atenciones odontologicas,restauraciones,2008-03-01,100,100
TOMAVE,atenciones odontologicas,restauraciones,2008-03-01,23,23
TOMINA,atenciones odontologicas,restauraciones,2008-03-01,80,80
TORO TORO,atenciones odontologicas,restauraciones,2008-03-01,64,64
TOTORA(CBBA),atenciones odontologicas,restauraciones,2008-03-01,42,42
TOTORA(ORR),atenciones odontologicas,restauraciones,2008-03-01,11,11
TRIGAL,atenciones odontologicas,restauraciones,2008-03-01,25,25
TRINIDAD,atenciones odontologicas,restauraciones,2008-03-01,861,861
TUPIZA,atenciones odontologicas,restauraciones,2008-03-01,128,128
TURCO,atenciones odontologicas,restauraciones,2008-03-01,6,6
UMALA,atenciones odontologicas,restauraciones,2008-03-01,3,3
UNCIA,atenciones odontologicas,restauraciones,2008-03-01,123,123
URIONDO (A. CONCEPCION),atenciones odontologicas,restauraciones,2008-03-01,142,142
URUBICHA,atenciones odontologicas,restauraciones,2008-03-01,44,44
UYUNI,atenciones odontologicas,restauraciones,2008-03-01,12,12
VACAS,atenciones odontologicas,restauraciones,2008-03-01,61,61
VALLEGRANDE,atenciones odontologicas,restauraciones,2008-03-01,226,226
VIACHA,atenciones odontologicas,restauraciones,2008-03-01,132,132
VILA VILA,atenciones odontologicas,restauraciones,2008-03-01,3,3
VILLA MONTES,atenciones odontologicas,restauraciones,2008-03-01,199,199
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,restauraciones,2008-03-01,18,18
VILLA RIVERO,atenciones odontologicas,restauraciones,2008-03-01,12,12
VILLA SERRANO,atenciones odontologicas,restauraciones,2008-03-01,104,104
VILLA TUNARI,atenciones odontologicas,restauraciones,2008-03-01,509,509
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,restauraciones,2008-03-01,73,73
VILLAZON,atenciones odontologicas,restauraciones,2008-03-01,117,117
VINTO,atenciones odontologicas,restauraciones,2008-03-01,144,144
VITICHI,atenciones odontologicas,restauraciones,2008-03-01,9,9
WALDO BALLIVIAN,atenciones odontologicas,restauraciones,2008-03-01,11,11
WARNES,atenciones odontologicas,restauraciones,2008-03-01,291,291
YACO,atenciones odontologicas,restauraciones,2008-03-01,6,6
YACUIBA,atenciones odontologicas,restauraciones,2008-03-01,635,635
YAMPARAEZ,atenciones odontologicas,restauraciones,2008-03-01,55,55
YAPACANI,atenciones odontologicas,restauraciones,2008-03-01,54,54
YOCALLA,atenciones odontologicas,restauraciones,2008-03-01,17,17
YOTALA,atenciones odontologicas,restauraciones,2008-03-01,39,39
YUNCHARA,atenciones odontologicas,restauraciones,2008-03-01,63,63
ZUDAÑEZ,atenciones odontologicas,restauraciones,2008-03-01,68,68
ACACIO,atenciones odontologicas,restauraciones,2008-04-01,3,3
ACHACACHI,atenciones odontologicas,restauraciones,2008-04-01,62,62
ACHOCALLA,atenciones odontologicas,restauraciones,2008-04-01,27,27
AIQUILE,atenciones odontologicas,restauraciones,2008-04-01,67,67
ALCALA,atenciones odontologicas,restauraciones,2008-04-01,38,38
ANCORAIMES,atenciones odontologicas,restauraciones,2008-04-01,55,55
ANDAMARCA,atenciones odontologicas,restauraciones,2008-04-01,57,57
ANTEQUERA,atenciones odontologicas,restauraciones,2008-04-01,44,44
ANZALDO,atenciones odontologicas,restauraciones,2008-04-01,81,81
APOLO,atenciones odontologicas,restauraciones,2008-04-01,58,58
ARAMPAMPA,atenciones odontologicas,restauraciones,2008-04-01,9,9
ARANI,atenciones odontologicas,restauraciones,2008-04-01,42,42
ARBIETO,atenciones odontologicas,restauraciones,2008-04-01,11,11
ARQUE,atenciones odontologicas,restauraciones,2008-04-01,54,54
ASCENCION DE GUARAYOS,atenciones odontologicas,restauraciones,2008-04-01,27,27
ATOCHA,atenciones odontologicas,restauraciones,2008-04-01,397,397
AYATA,atenciones odontologicas,restauraciones,2008-04-01,3,3
AYO AYO,atenciones odontologicas,restauraciones,2008-04-01,18,18
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,restauraciones,2008-04-01,44,44
AZURDUY,atenciones odontologicas,restauraciones,2008-04-01,63,63
BATALLAS,atenciones odontologicas,restauraciones,2008-04-01,30,30
BAURES,atenciones odontologicas,restauraciones,2008-04-01,35,35
BERMEJO,atenciones odontologicas,restauraciones,2008-04-01,342,342
BETANZOS,atenciones odontologicas,restauraciones,2008-04-01,170,170
BOLIVAR,atenciones odontologicas,restauraciones,2008-04-01,32,32
BOLPEBRA,atenciones odontologicas,restauraciones,2008-04-01,17,17
BOYUIBE,atenciones odontologicas,restauraciones,2008-04-01,16,16
BUENA VISTA,atenciones odontologicas,restauraciones,2008-04-01,1,1
CABEZAS,atenciones odontologicas,restauraciones,2008-04-01,108,108
CAIROMA,atenciones odontologicas,restauraciones,2008-04-01,6,6
"CAIZA ""D""",atenciones odontologicas,restauraciones,2008-04-01,12,12
CALACOTO,atenciones odontologicas,restauraciones,2008-04-01,19,19
CALAMARCA,atenciones odontologicas,restauraciones,2008-04-01,49,49
CAMARGO,atenciones odontologicas,restauraciones,2008-04-01,237,237
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,restauraciones,2008-04-01,28,28
CAMIRI,atenciones odontologicas,restauraciones,2008-04-01,247,247
CAPINOTA,atenciones odontologicas,restauraciones,2008-04-01,200,200
CAQUIAVIRI,atenciones odontologicas,restauraciones,2008-04-01,12,12
CARACOLLO,atenciones odontologicas,restauraciones,2008-04-01,54,54
CARANAVI,atenciones odontologicas,restauraciones,2008-04-01,182,182
CARAPARI,atenciones odontologicas,restauraciones,2008-04-01,296,296
CARIPUYO,atenciones odontologicas,restauraciones,2008-04-01,65,65
CATACORA,atenciones odontologicas,restauraciones,2008-04-01,7,7
CHALLAPATA,atenciones odontologicas,restauraciones,2008-04-01,195,195
CHAQUI,atenciones odontologicas,restauraciones,2008-04-01,16,16
CHARAGUA,atenciones odontologicas,restauraciones,2008-04-01,97,97
CHAYANTA,atenciones odontologicas,restauraciones,2008-04-01,20,20
CHIMORE,atenciones odontologicas,restauraciones,2008-04-01,51,51
CHOQUE COTA,atenciones odontologicas,restauraciones,2008-04-01,15,15
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,restauraciones,2008-04-01,53,53
CHUMA,atenciones odontologicas,restauraciones,2008-04-01,59,59
CLIZA,atenciones odontologicas,restauraciones,2008-04-01,147,147
COBIJA,atenciones odontologicas,restauraciones,2008-04-01,202,202
COCHABAMBA,atenciones odontologicas,restauraciones,2008-04-01,7353,7353
COIPASA,atenciones odontologicas,restauraciones,2008-04-01,18,18
COLCAPIRHUA,atenciones odontologicas,restauraciones,2008-04-01,244,244
"COLCHA ""K""",atenciones odontologicas,restauraciones,2008-04-01,12,12
COLLANA,atenciones odontologicas,restauraciones,2008-04-01,10,10
COLOMI,atenciones odontologicas,restauraciones,2008-04-01,55,55
COLPA BELGICA,atenciones odontologicas,restauraciones,2008-04-01,58,58
COLQUECHACA,atenciones odontologicas,restauraciones,2008-04-01,9,9
COLQUENCHA,atenciones odontologicas,restauraciones,2008-04-01,34,34
COLQUIRI,atenciones odontologicas,restauraciones,2008-04-01,141,141
COMANCHE,atenciones odontologicas,restauraciones,2008-04-01,17,17
COMARAPA,atenciones odontologicas,restauraciones,2008-04-01,348,348
COMBAYA,atenciones odontologicas,restauraciones,2008-04-01,27,27
CONCEPCION,atenciones odontologicas,restauraciones,2008-04-01,51,51
COPACABANA,atenciones odontologicas,restauraciones,2008-04-01,68,68
CORIPATA,atenciones odontologicas,restauraciones,2008-04-01,32,32
CORO CORO,atenciones odontologicas,restauraciones,2008-04-01,4,4
COROICO,atenciones odontologicas,restauraciones,2008-04-01,238,238
CORQUE,atenciones odontologicas,restauraciones,2008-04-01,53,53
COTAGAITA,atenciones odontologicas,restauraciones,2008-04-01,52,52
COTOCA,atenciones odontologicas,restauraciones,2008-04-01,73,73
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,restauraciones,2008-04-01,31,31
CUEVO,atenciones odontologicas,restauraciones,2008-04-01,12,12
CULPINA,atenciones odontologicas,restauraciones,2008-04-01,24,24
CURAHUARA DE CARANGAS,atenciones odontologicas,restauraciones,2008-04-01,47,47
DESAGUADERO,atenciones odontologicas,restauraciones,2008-04-01,32,32
EL ALTO,atenciones odontologicas,restauraciones,2008-04-01,5393,5393
EL CHORO,atenciones odontologicas,restauraciones,2008-04-01,4,4
EL PUENTE(STC),atenciones odontologicas,restauraciones,2008-04-01,93,93
EL PUENTE(TJA),atenciones odontologicas,restauraciones,2008-04-01,96,96
EL TORNO,atenciones odontologicas,restauraciones,2008-04-01,137,137
EL VILLAR,atenciones odontologicas,restauraciones,2008-04-01,12,12
ENTRE RIOS,atenciones odontologicas,restauraciones,2008-04-01,87,87
ENTRE RIOS,atenciones odontologicas,restauraciones,2008-04-01,98,98
EUCALIPTUS,atenciones odontologicas,restauraciones,2008-04-01,23,23
EXALTACION,atenciones odontologicas,restauraciones,2008-04-01,33,33
FERNANDEZ ALONSO,atenciones odontologicas,restauraciones,2008-04-01,77,77
FILADELFIA,atenciones odontologicas,restauraciones,2008-04-01,6,6
GENERAL SAAVEDRA,atenciones odontologicas,restauraciones,2008-04-01,31,31
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,restauraciones,2008-04-01,33,33
GUANAY,atenciones odontologicas,restauraciones,2008-04-01,77,77
GUAQUI,atenciones odontologicas,restauraciones,2008-04-01,64,64
GUAYARAMERIN,atenciones odontologicas,restauraciones,2008-04-01,218,218
GUTIERREZ,atenciones odontologicas,restauraciones,2008-04-01,37,37
HUACARETA,atenciones odontologicas,restauraciones,2008-04-01,61,61
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,restauraciones,2008-04-01,2,2
HUACHACALLA,atenciones odontologicas,restauraciones,2008-04-01,35,35
HUANUNI,atenciones odontologicas,restauraciones,2008-04-01,190,190
HUARACAJE,atenciones odontologicas,restauraciones,2008-04-01,29,29
HUAYLLAMARCA,atenciones odontologicas,restauraciones,2008-04-01,12,12
ICLA,atenciones odontologicas,restauraciones,2008-04-01,42,42
INCAHUASI,atenciones odontologicas,restauraciones,2008-04-01,92,92
INQUISIVI,atenciones odontologicas,restauraciones,2008-04-01,12,12
IRUPANA (VILLA DE LANZA),atenciones odontologicas,restauraciones,2008-04-01,104,104
IXIAMAS,atenciones odontologicas,restauraciones,2008-04-01,57,57
JESUS DE MACHACA,atenciones odontologicas,restauraciones,2008-04-01,48,48
LA ASUNTA,atenciones odontologicas,restauraciones,2008-04-01,16,16
LA GUARDIA,atenciones odontologicas,restauraciones,2008-04-01,187,187
LA PAZ,atenciones odontologicas,restauraciones,2008-04-01,13465,13465
LAGUNILLAS,atenciones odontologicas,restauraciones,2008-04-01,33,33
LAJA,atenciones odontologicas,restauraciones,2008-04-01,17,17
LAS CARRERAS,atenciones odontologicas,restauraciones,2008-04-01,9,9
LICOMA PAMPA,atenciones odontologicas,restauraciones,2008-04-01,23,23
LLALLAGUA,atenciones odontologicas,restauraciones,2008-04-01,245,245
LLICA,atenciones odontologicas,restauraciones,2008-04-01,17,17
LURIBAY,atenciones odontologicas,restauraciones,2008-04-01,8,8
MACHACAMARCA,atenciones odontologicas,restauraciones,2008-04-01,109,109
MACHARETI,atenciones odontologicas,restauraciones,2008-04-01,71,71
MAGDALENA,atenciones odontologicas,restauraciones,2008-04-01,49,49
MAIRANA,atenciones odontologicas,restauraciones,2008-04-01,11,11
MAPIRI,atenciones odontologicas,restauraciones,2008-04-01,189,189
MECAPACA,atenciones odontologicas,restauraciones,2008-04-01,46,46
MINEROS,atenciones odontologicas,restauraciones,2008-04-01,13,13
MIZQUE,atenciones odontologicas,restauraciones,2008-04-01,63,63
MOCOMOCO,atenciones odontologicas,restauraciones,2008-04-01,56,56
MOJOCOYA,atenciones odontologicas,restauraciones,2008-04-01,23,23
MONTEAGUDO,atenciones odontologicas,restauraciones,2008-04-01,160,160
MONTERO,atenciones odontologicas,restauraciones,2008-04-01,536,536
MORO MORO,atenciones odontologicas,restauraciones,2008-04-01,31,31
MOROCHATA,atenciones odontologicas,restauraciones,2008-04-01,63,63
OCURI,atenciones odontologicas,restauraciones,2008-04-01,54,54
OKINAWA,atenciones odontologicas,restauraciones,2008-04-01,49,49
OMEREQUE,atenciones odontologicas,restauraciones,2008-04-01,10,10
ORURO,atenciones odontologicas,restauraciones,2008-04-01,1884,1884
PADCAYA,atenciones odontologicas,restauraciones,2008-04-01,472,472
PADILLA,atenciones odontologicas,restauraciones,2008-04-01,77,77
PAILON,atenciones odontologicas,restauraciones,2008-04-01,54,54
PALCA,atenciones odontologicas,restauraciones,2008-04-01,27,27
PALOS BLANCOS,atenciones odontologicas,restauraciones,2008-04-01,78,78
PAMPA AULLAGAS,atenciones odontologicas,restauraciones,2008-04-01,22,22
PAPEL PAMPA,atenciones odontologicas,restauraciones,2008-04-01,34,34
PASORAPA,atenciones odontologicas,restauraciones,2008-04-01,21,21
PATACAMAYA,atenciones odontologicas,restauraciones,2008-04-01,64,64
PAZÑA,atenciones odontologicas,restauraciones,2008-04-01,39,39
PELECHUCO,atenciones odontologicas,restauraciones,2008-04-01,15,15
POCOATA,atenciones odontologicas,restauraciones,2008-04-01,15,15
POCONA,atenciones odontologicas,restauraciones,2008-04-01,32,32
POJO (CBBA),atenciones odontologicas,restauraciones,2008-04-01,31,31
POOPO,atenciones odontologicas,restauraciones,2008-04-01,45,45
PORCO,atenciones odontologicas,restauraciones,2008-04-01,22,22
POROMA,atenciones odontologicas,restauraciones,2008-04-01,51,51
PORONGO,atenciones odontologicas,restauraciones,2008-04-01,70,70
PORTACHUELO,atenciones odontologicas,restauraciones,2008-04-01,131,131
PORVENIR,atenciones odontologicas,restauraciones,2008-04-01,13,13
POSTRER VALLE,atenciones odontologicas,restauraciones,2008-04-01,18,18
POTOSI,atenciones odontologicas,restauraciones,2008-04-01,452,452
PRESTO,atenciones odontologicas,restauraciones,2008-04-01,13,13
PUCARA,atenciones odontologicas,restauraciones,2008-04-01,13,13
PUCARANI,atenciones odontologicas,restauraciones,2008-04-01,73,73
PUERTO ACOSTA,atenciones odontologicas,restauraciones,2008-04-01,92,92
PUERTO CARABUCO,atenciones odontologicas,restauraciones,2008-04-01,43,43
PUERTO GONZALO MORENO,atenciones odontologicas,restauraciones,2008-04-01,5,5
PUERTO QUIJARRO,atenciones odontologicas,restauraciones,2008-04-01,76,76
PUERTO RICO,atenciones odontologicas,restauraciones,2008-04-01,17,17
PUERTO SUAREZ,atenciones odontologicas,restauraciones,2008-04-01,115,115
PUERTO VILLARROEL,atenciones odontologicas,restauraciones,2008-04-01,263,263
PUNA,atenciones odontologicas,restauraciones,2008-04-01,138,138
PUNATA,atenciones odontologicas,restauraciones,2008-04-01,180,180
QUIABAYA,atenciones odontologicas,restauraciones,2008-04-01,6,6
QUILLACOLLO,atenciones odontologicas,restauraciones,2008-04-01,918,918
QUIME,atenciones odontologicas,restauraciones,2008-04-01,114,114
QUIRUSILLAS,atenciones odontologicas,restauraciones,2008-04-01,22,22
REYES,atenciones odontologicas,restauraciones,2008-04-01,112,112
RIBERALTA,atenciones odontologicas,restauraciones,2008-04-01,364,364
ROBORE,atenciones odontologicas,restauraciones,2008-04-01,57,57
RURRENABAQUE,atenciones odontologicas,restauraciones,2008-04-01,71,71
SABAYA,atenciones odontologicas,restauraciones,2008-04-01,32,32
SACABA,atenciones odontologicas,restauraciones,2008-04-01,415,415
SACACA,atenciones odontologicas,restauraciones,2008-04-01,57,57
SAIPINA,atenciones odontologicas,restauraciones,2008-04-01,15,15
SALINAS DE GARCI MENDOZA,atenciones odontologicas,restauraciones,2008-04-01,47,47
SAMAIPATA,atenciones odontologicas,restauraciones,2008-04-01,107,107
SAN ANDRES DE MACHACA,atenciones odontologicas,restauraciones,2008-04-01,52,52
SAN ANTONIO DE LOMERIO,atenciones odontologicas,restauraciones,2008-04-01,21,21
SAN BENITO,atenciones odontologicas,restauraciones,2008-04-01,49,49
SAN BORJA,atenciones odontologicas,restauraciones,2008-04-01,195,195
SAN BUENA VENTURA,atenciones odontologicas,restauraciones,2008-04-01,100,100
SAN CARLOS,atenciones odontologicas,restauraciones,2008-04-01,84,84
SAN IGNACIO,atenciones odontologicas,restauraciones,2008-04-01,142,142
SAN IGNACIO DE VELASCO,atenciones odontologicas,restauraciones,2008-04-01,144,144
SAN JAVIER(STC),atenciones odontologicas,restauraciones,2008-04-01,25,25
SAN JOSE DE CHIQUITOS,atenciones odontologicas,restauraciones,2008-04-01,8,8
SAN JUAN DE YAPACANI,atenciones odontologicas,restauraciones,2008-04-01,28,28
SAN JULIAN,atenciones odontologicas,restauraciones,2008-04-01,29,29
SAN LORENZO(TJA),atenciones odontologicas,restauraciones,2008-04-01,205,205
SAN LUCAS,atenciones odontologicas,restauraciones,2008-04-01,29,29
SAN MATIAS,atenciones odontologicas,restauraciones,2008-04-01,58,58
SAN MIGUEL DE VELASCO,atenciones odontologicas,restauraciones,2008-04-01,86,86
SAN PABLO DE LIPEZ,atenciones odontologicas,restauraciones,2008-04-01,2,2
SAN PEDRO,atenciones odontologicas,restauraciones,2008-04-01,57,57
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,restauraciones,2008-04-01,13,13
SAN PEDRO DE CURAHUARA,atenciones odontologicas,restauraciones,2008-04-01,40,40
SAN PEDRO DE TIQUINA,atenciones odontologicas,restauraciones,2008-04-01,4,4
SAN RAFAEL,atenciones odontologicas,restauraciones,2008-04-01,29,29
SAN RAMON,atenciones odontologicas,restauraciones,2008-04-01,12,12
SAN RAMON,atenciones odontologicas,restauraciones,2008-04-01,44,44
SANTA ANA,atenciones odontologicas,restauraciones,2008-04-01,207,207
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,restauraciones,2008-04-01,7645,7645
SANTA ROSA,atenciones odontologicas,restauraciones,2008-04-01,358,358
SANTA ROSA DEL SARA,atenciones odontologicas,restauraciones,2008-04-01,130,130
SANTIAGO DE HUARI,atenciones odontologicas,restauraciones,2008-04-01,43,43
SANTIAGO DE MACHACA,atenciones odontologicas,restauraciones,2008-04-01,32,32
SANTIVAÑES,atenciones odontologicas,restauraciones,2008-04-01,17,17
SANTUARIO DE QUILLACAS,atenciones odontologicas,restauraciones,2008-04-01,25,25
SAPAHAQUI,atenciones odontologicas,restauraciones,2008-04-01,9,9
SENA,atenciones odontologicas,restauraciones,2008-04-01,10,10
SICA SICA (VILLA AROMA),atenciones odontologicas,restauraciones,2008-04-01,182,182
SICAYA,atenciones odontologicas,restauraciones,2008-04-01,31,31
SIPE SIPE,atenciones odontologicas,restauraciones,2008-04-01,542,542
SOPACHUY,atenciones odontologicas,restauraciones,2008-04-01,76,76
SORACACHI,atenciones odontologicas,restauraciones,2008-04-01,24,24
SORATA,atenciones odontologicas,restauraciones,2008-04-01,51,51
SUCRE,atenciones odontologicas,restauraciones,2008-04-01,3571,3571
TACACOMA,atenciones odontologicas,restauraciones,2008-04-01,27,27
TACOPAYA,atenciones odontologicas,restauraciones,2008-04-01,24,24
TAHUA,atenciones odontologicas,restauraciones,2008-04-01,3,3
TAPACARI,atenciones odontologicas,restauraciones,2008-04-01,37,37
TARABUCO,atenciones odontologicas,restauraciones,2008-04-01,51,51
TARACO,atenciones odontologicas,restauraciones,2008-04-01,15,15
TARATA,atenciones odontologicas,restauraciones,2008-04-01,63,63
TARIJA,atenciones odontologicas,restauraciones,2008-04-01,1836,1836
TARVITA,atenciones odontologicas,restauraciones,2008-04-01,47,47
TEOPONTE,atenciones odontologicas,restauraciones,2008-04-01,8,8
TIAWANACU,atenciones odontologicas,restauraciones,2008-04-01,39,39
TINGUIPAYA,atenciones odontologicas,restauraciones,2008-04-01,32,32
TIPUANI,atenciones odontologicas,restauraciones,2008-04-01,11,11
TIQUIPAYA,atenciones odontologicas,restauraciones,2008-04-01,626,626
TIRAQUE (CBBA),atenciones odontologicas,restauraciones,2008-04-01,627,627
TOCO,atenciones odontologicas,restauraciones,2008-04-01,86,86
TOLATA,atenciones odontologicas,restauraciones,2008-04-01,41,41
TOLEDO,atenciones odontologicas,restauraciones,2008-04-01,68,68
TOMAVE,atenciones odontologicas,restauraciones,2008-04-01,18,18
TOMINA,atenciones odontologicas,restauraciones,2008-04-01,36,36
TORO TORO,atenciones odontologicas,restauraciones,2008-04-01,54,54
TOTORA(CBBA),atenciones odontologicas,restauraciones,2008-04-01,52,52
TOTORA(ORR),atenciones odontologicas,restauraciones,2008-04-01,16,16
TRIGAL,atenciones odontologicas,restauraciones,2008-04-01,36,36
TRINIDAD,atenciones odontologicas,restauraciones,2008-04-01,853,853
TUPIZA,atenciones odontologicas,restauraciones,2008-04-01,232,232
TURCO,atenciones odontologicas,restauraciones,2008-04-01,53,53
UMALA,atenciones odontologicas,restauraciones,2008-04-01,1,1
UNCIA,atenciones odontologicas,restauraciones,2008-04-01,70,70
URIONDO (A. CONCEPCION),atenciones odontologicas,restauraciones,2008-04-01,187,187
URUBICHA,atenciones odontologicas,restauraciones,2008-04-01,35,35
UYUNI,atenciones odontologicas,restauraciones,2008-04-01,43,43
VACAS,atenciones odontologicas,restauraciones,2008-04-01,59,59
VALLEGRANDE,atenciones odontologicas,restauraciones,2008-04-01,283,283
VIACHA,atenciones odontologicas,restauraciones,2008-04-01,133,133
VILA VILA,atenciones odontologicas,restauraciones,2008-04-01,30,30
VILLA MONTES,atenciones odontologicas,restauraciones,2008-04-01,247,247
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,restauraciones,2008-04-01,18,18
VILLA RIVERO,atenciones odontologicas,restauraciones,2008-04-01,20,20
VILLA SERRANO,atenciones odontologicas,restauraciones,2008-04-01,81,81
VILLA TUNARI,atenciones odontologicas,restauraciones,2008-04-01,485,485
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,restauraciones,2008-04-01,147,147
VILLAZON,atenciones odontologicas,restauraciones,2008-04-01,89,89
VINTO,atenciones odontologicas,restauraciones,2008-04-01,83,83
VITICHI,atenciones odontologicas,restauraciones,2008-04-01,7,7
WALDO BALLIVIAN,atenciones odontologicas,restauraciones,2008-04-01,8,8
WARNES,atenciones odontologicas,restauraciones,2008-04-01,330,330
YACO,atenciones odontologicas,restauraciones,2008-04-01,2,2
YACUIBA,atenciones odontologicas,restauraciones,2008-04-01,561,561
YAMPARAEZ,atenciones odontologicas,restauraciones,2008-04-01,74,74
YANACACHI,atenciones odontologicas,restauraciones,2008-04-01,9,9
YAPACANI,atenciones odontologicas,restauraciones,2008-04-01,150,150
YOCALLA,atenciones odontologicas,restauraciones,2008-04-01,28,28
YOTALA,atenciones odontologicas,restauraciones,2008-04-01,53,53
YUNCHARA,atenciones odontologicas,restauraciones,2008-04-01,63,63
ZUDAÑEZ,atenciones odontologicas,restauraciones,2008-04-01,40,40
ACACIO,atenciones odontologicas,restauraciones,2008-05-01,3,3
ACHACACHI,atenciones odontologicas,restauraciones,2008-05-01,47,47
ACHOCALLA,atenciones odontologicas,restauraciones,2008-05-01,44,44
AIQUILE,atenciones odontologicas,restauraciones,2008-05-01,46,46
ALALAY,atenciones odontologicas,restauraciones,2008-05-01,6,6
ALCALA,atenciones odontologicas,restauraciones,2008-05-01,31,31
ANCORAIMES,atenciones odontologicas,restauraciones,2008-05-01,35,35
ANDAMARCA,atenciones odontologicas,restauraciones,2008-05-01,39,39
ANTEQUERA,atenciones odontologicas,restauraciones,2008-05-01,27,27
ANZALDO,atenciones odontologicas,restauraciones,2008-05-01,43,43
APOLO,atenciones odontologicas,restauraciones,2008-05-01,52,52
ARAMPAMPA,atenciones odontologicas,restauraciones,2008-05-01,7,7
ARANI,atenciones odontologicas,restauraciones,2008-05-01,41,41
ARBIETO,atenciones odontologicas,restauraciones,2008-05-01,3,3
ARQUE,atenciones odontologicas,restauraciones,2008-05-01,52,52
ASCENCION DE GUARAYOS,atenciones odontologicas,restauraciones,2008-05-01,14,14
ATOCHA,atenciones odontologicas,restauraciones,2008-05-01,532,532
AYATA,atenciones odontologicas,restauraciones,2008-05-01,22,22
AYO AYO,atenciones odontologicas,restauraciones,2008-05-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,restauraciones,2008-05-01,65,65
AZURDUY,atenciones odontologicas,restauraciones,2008-05-01,21,21
BATALLAS,atenciones odontologicas,restauraciones,2008-05-01,45,45
BAURES,atenciones odontologicas,restauraciones,2008-05-01,20,20
BERMEJO,atenciones odontologicas,restauraciones,2008-05-01,318,318
BETANZOS,atenciones odontologicas,restauraciones,2008-05-01,49,49
BOLIVAR,atenciones odontologicas,restauraciones,2008-05-01,22,22
BOLPEBRA,atenciones odontologicas,restauraciones,2008-05-01,24,24
