,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,80,72,83,98,163,170,333
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,16,21,138,140,154,161,315
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,0,31,25,34,25,59
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,2,3,6,3,8,6,14
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,4,3,28,24,32,27,59
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,8,1,117,73,125,74,199
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,21,19,135,127,156,146,302
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,8,6,59,51,67,57,124
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,5,5,56,46,61,51,112
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,13,11,82,103,95,114,209
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,3,3,6,3,9,12
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,4,1,65,53,69,54,123
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,8,3,64,50,72,53,125
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,14,6,14,6,20
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,19,16,140,159,159,175,334
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,26,26,172,229,198,255,453
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,5,3,37,34,42,37,79
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,9,12,131,101,140,113,253
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,103,101,204,202,307,303,610
CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,0,2,0,2,2
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,12,16,82,77,94,93,187
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,5,38,42,38,47,85
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,11,11,34,29,45,40,85
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,3,4,3,4,7
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,10,8,10,8,18
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,16,8,173,174,189,182,371
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,4,5,39,42,43,47,90
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,15,25,103,124,118,149,267
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1,1,7,9,8,10,18
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,19,10,80,70,99,80,179
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,149,117,156,143,305,260,565
CHIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1,1,5,7,6,8,14
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1,1,6,4,7,5,12
CHUA COCANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,2,13,15,13,17,30
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,30,33,68,91,98,124,222
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,1,23,31,23,32,55
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,6,3,39,32,45,35,80
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,7,9,75,61,82,70,152
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,31,26,101,89,132,115,247
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,60,49,332,308,392,357,749
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,21,15,78,55,99,70,169
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1076,1066,2634,2545,3710,3611,7321
COIPASA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,3,0,3,0,3
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,61,54,185,178,246,232,478
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,10,11,65,52,75,63,138
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,13,11,13,11,24
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,6,13,168,201,174,214,388
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,15,10,33,24,48,34,82
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,9,5,79,79,88,84,172
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,3,80,69,83,72,155
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,8,2,72,56,80,58,138
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,1,11,20,11,21,32
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,21,13,116,104,137,117,254
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,5,3,5,3,8
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,22,31,149,159,171,190,361
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,7,5,41,23,48,28,76
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,13,7,134,102,147,109,256
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1,0,34,35,35,35,70
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,23,9,58,49,81,58,139
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,4,1,40,20,44,21,65
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,16,12,98,99,114,111,225
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,73,62,447,416,520,478,998
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,6,9,156,150,162,159,321
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,7,3,7,3,10
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,5,9,20,25,25,34,59
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,7,10,98,73,105,83,188
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,2,2,23,27,25,29,54
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,17,15,17,15,32
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,4,5,26,45,30,50,80
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,804,798,3190,2972,3994,3770,7764
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,9,11,9,11,20
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,6,12,57,55,63,67,130
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,7,9,47,46,54,55,109
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,32,45,372,428,404,473,877
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1,2,18,19,19,21,40
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,10,9,112,107,122,116,238
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,80,88,388,358,468,446,914
ESCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,3,1,3,1,4
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,2,19,19,22,21,43
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,1,1,1,1,2
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,5,3,31,20,36,23,59
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,5,6,5,6,11
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,7,2,8,4,15,6,21
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,8,15,79,70,87,85,172
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,4,3,38,35,42,38,80
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,15,23,103,110,118,133,251
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,5,9,37,50,42,59,101
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,8,7,78,94,86,101,187
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,25,28,25,28,53
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,38,33,256,233,294,266,560
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,9,22,72,73,81,95,176
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,4,4,32,31,36,35,71
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,8,9,8,9,17
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,10,3,10,3,13
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,10,13,77,91,87,104,191
HUARACAJE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,4,22,21,25,25,50
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,30,28,30,28,58
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,9,5,9,5,14
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,22,14,22,14,36
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,9,5,9,5,14
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,2,4,14,15,16,19,35
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,2,22,15,25,17,42
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1,3,59,45,60,48,108
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,4,3,7,7,11,10,21
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,5,3,60,49,65,52,117
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,17,14,77,52,94,66,160
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,4,3,47,72,51,75,126
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,2,66,51,69,53,122
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,34,42,255,233,289,275,564
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,82,96,599,539,681,635,1316
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1124,1065,1952,1975,3076,3040,6116
LA RIVERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,0,1,0,1,1
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,16,4,25,24,41,28,69
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,10,7,107,103,117,110,227
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,14,19,14,19,33
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,1,10,7,10,8,18
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,11,17,150,123,161,140,301
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,1,20,15,20,16,36
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,6,3,12,9,18,12,30
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,4,5,54,39,58,44,102
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,2,2,17,22,19,24,43
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,6,34,41,34,47,81
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,19,23,78,74,97,97,194
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,17,11,68,98,85,109,194
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,2,0,2,6,4,6,10
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,29,26,110,98,139,124,263
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,17,11,58,47,75,58,133
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,19,17,122,119,141,136,277
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,12,14,134,120,146,134,280
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1,4,69,51,70,55,125
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1,0,2,3,3,3,6
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,4,3,49,30,53,33,86
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,12,21,146,129,158,150,308
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,114,100,760,711,874,811,1685
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1,0,6,4,7,4,11
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,5,5,18,20,23,25,48
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,2,0,22,11,24,11,35
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,2,0,6,4,8,4,12
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1,1,4,15,5,16,21
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,10,10,63,38,73,48,121
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,10,16,69,58,79,74,153
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,2,47,50,50,52,102
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,394,389,1584,1589,1978,1978,3956
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,9,13,86,98,95,111,206
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,13,11,53,61,66,72,138
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,38,23,173,113,211,136,347
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,19,12,89,102,108,114,222
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,36,34,137,145,173,179,352
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,1,11,15,11,16,27
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,5,3,48,55,53,58,111
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1,4,24,24,25,28,53
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,1,11,8,14,9,23
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,77,71,73,56,150,127,277
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,0,30,32,33,32,65
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,4,4,46,42,50,46,96
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,6,2,52,53,58,55,113
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,14,7,61,47,75,54,129
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,15,11,85,87,100,98,198
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,3,22,27,25,30,55
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,16,13,87,81,103,94,197
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,9,8,53,54,62,62,124
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,13,14,57,50,70,64,134
PORTACHUELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,16,13,33,42,49,55,104
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,2,57,32,60,34,94
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1,1,7,7,8,8,16
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,195,216,1166,1086,1361,1302,2663
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,0,26,21,29,21,50
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,8,7,8,7,15
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,13,7,159,157,172,164,336
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,5,3,31,31,36,34,70
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,2,0,58,41,60,41,101
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,2,3,36,41,38,44,82
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,16,19,16,19,35
PUERTO QUIJARRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,8,69,74,72,82,154
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,4,7,50,39,54,46,100
PUERTO SILES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1,1,1,1,2,2,4
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,12,16,74,70,86,86,172
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,87,104,575,621,662,725,1387
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,6,3,30,56,36,59,95
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,55,27,238,204,293,231,524
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,4,2,15,16,19,18,37
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,218,158,601,581,819,739,1558
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,10,10,35,33,45,43,88
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,2,1,6,4,8,5,13
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,11,17,47,59,58,76,134
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,4,47,42,50,46,96
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,14,15,73,67,87,82,169
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,131,141,719,651,850,792,1642
ROBORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,22,23,90,86,112,109,221
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,22,20,136,154,158,174,332
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,2,22,13,25,15,40
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,91,93,931,850,1022,943,1965
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,2,9,20,24,22,33,55
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,18,15,66,78,84,93,177
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,1,6,35,42,36,48,84
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,2,5,54,45,56,50,106
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,13,8,57,60,70,68,138
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,0,6,14,9,14,23
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,14,15,48,45,62,60,122
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,1,19,14,19,15,34
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,0,0,4,6,4,6,10
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,4,7,36,48,40,55,95
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,3,4,73,62,76,66,142
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,93,86,255,260,348,346,694
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,9,12,58,59,67,71,138
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-03-01,16,23,180,144,196,167,363
