,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,3,3,9,16,12,19,31
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,9,15,20,20,29,35,64
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,1,12,8,14,9,23
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,2,24,20,26,22,48
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,1,2,5,3,6,9
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,4,16,18,18,22,40
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,1,3,2,3,5
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,3,8,0,0,3,8,11
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,2,9,8,10,10,20
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,4,53,57,55,61,116
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,32,30,32,30,62
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,0,1,1,1,2
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,13,13,256,238,269,251,520
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,1,2,1,2,3
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,1,2,0,2,1,3
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,6,4,56,42,62,46,108
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,1,0,2,0,2
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,5,3,6,3,9
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,3,2,4,2,6
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,6,6,74,65,80,71,151
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,1,3,1,3,4
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,6,9,62,25,68,34,102
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,1,0,1,0,1
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,0,3,9,5,9,14
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,1,8,6,10,7,17
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,1,0,1,0,1
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,4,1,0,3,4,4,8
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,1,0,1,0,1
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,4,0,6,8,10,8,18
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,1,5,1,5,6
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,8,16,11,7,19,23,42
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,1,0,1,0,1
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,17,11,9,7,26,18,44
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,9,8,34,44,43,52,95
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,6,5,6,5,11
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,33,39,29,15,62,54,116
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,1,0,1,0,1
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,1,6,18,8,19,27
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,4,2,5,2,7
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,4,4,6,9,10,13,23
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,10,3,96,84,106,87,193
SAN MATIAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,5,6,0,0,5,6,11
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,6,1,6,1,7
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,1,1,1,1,2
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,7,11,75,70,82,81,163
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,1,1,2,1,3,4
SAN PEDRO DE MACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,9,6,52,43,61,49,110
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,0,2,0,2,2
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,1,2,5,3,6,9
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,0,1,0,1,1
SANTA ANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,5,0,1,0,6,6
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,3,4,20,2,23,6,29
SANTA ROSA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,0,2,0,2,2
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,5,5,5,5,10
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,0,0,1,0,1
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,3,0,13,8,16,8,24
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,1,1,1,1,2
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,4,0,4,0,4
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,2,5,1,7,3,10
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,1,4,9,6,10,16
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,1,7,7,7,8,15
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,2,0,1,0,3,3
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,1,3,1,3,2,5
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,7,5,8,5,13
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,21,29,21,29,50
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,26,33,27,33,60
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,4,7,11,8,15,23
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,11,9,23,22,34,31,65
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,1,29,24,29,25,54
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,0,2,0,2,2
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,6,2,21,14,27,16,43
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,1,13,12,14,13,27
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,2,2,3,2,5
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,12,13,15,13,27,26,53
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,2,35,35,37,37,74
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,1,0,0,1,1,2
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,5,6,6,6,12
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,5,5,48,42,53,47,100
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,0,38,48,40,48,88
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,2,1,2,1,3
TIAHUANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,2,1,3,1,4
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,6,10,54,50,60,60,120
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,3,6,40,35,43,41,84
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,2,27,24,27,26,53
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,3,4,3,4,7
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,1,0,2,0,3,3
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,0,0,1,2,1,3
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,3,22,22,24,25,49
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,1,7,8,7,9,16
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,3,27,41,29,44,73
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,3,5,17,4,20,9,29
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,2,7,2,7,9
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,1,0,1,0,1
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,13,8,13,8,21
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,3,7,8,9,11,20
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,3,0,1,1,4,1,5
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,1,8,7,10,8,18
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,6,6,23,17,29,23,52
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,3,1,3,1,4
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,2,19,17,20,19,39
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,1,2,0,2,1,3
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,2,2,2,2,4
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,1,0,1,1,2,3
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,2,15,20,17,22,39
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,3,4,31,35,34,39,73
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,2,4,6,4,8,12
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,1,0,0,0,1,1
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,2,12,15,14,17,31
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,2,5,5,6,7,11,18
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,2,1,2,1,3
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,7,8,8,8,16
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,6,2,143,120,149,122,271
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,5,3,6,3,9
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,0,0,1,0,1
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,2,10,13,10,15,25
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,6,2,17,24,23,26,49
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,7,10,7,10,17
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,13,14,110,110,123,124,247
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,8,5,8,5,13
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,1,14,13,14,14,28
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,0,0,9,12,9,12,21
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-02-01,1,0,24,34,25,34,59
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,0,10,9,11,9,20
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,4,4,16,17,20,21,41
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,2,0,0,2,2,2,4
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,5,7,44,30,49,37,86
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,0,5,4,6,4,10
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,0,11,12,11,12,23
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,4,1,0,0,4,1,5
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,0,4,7,4,7,11
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,0,1,1,1,1,2
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,4,0,17,12,21,12,33
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,3,1,12,18,15,19,34
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,2,1,11,18,13,19,32
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,0,7,6,8,6,14
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,2,9,11,9,13,22
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,2,16,11,17,13,30
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,0,2,2,3,2,5
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,2,1,0,0,2,1,3
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,2,4,4,5,6,11
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,2,2,3,3,5,5,10
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,9,5,24,25,33,30,63
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,2,1,31,32,33,33,66
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,7,7,5,6,12,13,25
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,2,2,1,2,3,5
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,0,6,3,6,3,9
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,0,5,7,6,7,13
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,0,2,2,3,2,5
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,6,3,62,58,68,61,129
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,0,3,8,3,8,11
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,0,1,0,1,0,1
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,0,4,5,5,5,10
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,1,2,3,3,4,7
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,12,12,21,21,33,33,66
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,2,2,7,8,9,10,19
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,1,6,12,6,13,19
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,6,6,5,6,11,12,23
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,2,8,8,8,10,16,26
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,2,2,19,13,21,15,36
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,0,4,3,4,3,7
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,3,7,3,7,6,13
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,0,1,2,2,2,4
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,4,1,1,2,5,3,8
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,4,7,8,8,12,20
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,1,1,2,2,3,5
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,0,0,1,1,1,2
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,3,2,4,2,7,4,11
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,2,4,3,2,5,6,11
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,1,0,0,0,1,1
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,0,1,1,1,1,2
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,3,1,33,28,36,29,65
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,5,1,14,15,19,16,35
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,2,0,8,7,10,7,17
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,1,4,1,5,2,7
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,3,3,21,19,24,22,46
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,4,4,8,16,12,20,32
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,0,2,1,2,1,3
CHUA COCANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,0,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,2,1,1,2,3,5
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,5,3,25,15,30,18,48
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,3,5,14,9,17,14,31
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,3,4,30,29,33,33,66
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,0,4,4,4,4,8
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,0,1,1,2,1,3
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,9,5,54,65,63,70,133
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,2,2,8,12,10,14,24
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,3,21,22,21,25,46
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,2,9,13,10,15,25
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,2,0,5,2,7,2,9
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,7,11,21,32,28,43,71
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,4,0,0,1,4,5
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,5,5,29,28,34,33,67
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,0,0,2,1,2,3
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,2,3,3,13,5,16,21
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,2,0,2,3,4,3,7
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,4,7,35,30,39,37,76
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,3,17,32,18,35,53
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,3,6,11,7,14,21
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,4,1,4,9,8,10,18
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,0,0,0,1,0,1
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,2,15,16,16,18,34
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,4,1,31,18,35,19,54
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,1,0,3,4,4,4,8
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,0,3,7,3,7,10
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,2,2,5,7,7,9,16
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,4,0,25,18,29,18,47
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-03-01,0,1,1,3,1,4,5
