,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,4,1,13,13,17,14,31
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,5,6,7,7,12,13,25
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,5,3,55,34,60,37,97
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,2,19,22,21,24,45
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,1,2,35,29,36,31,67
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,9,5,100,92,109,97,206
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,13,9,102,69,115,78,193
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,0,5,2,5,2,7
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,21,22,93,105,114,127,241
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,10,8,66,54,76,62,138
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,20,24,184,188,204,212,416
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,7,10,184,182,191,192,383
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,2,35,34,37,36,73
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,0,1,2,1,2,3
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,5,31,31,33,36,69
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,18,18,151,154,169,172,341
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,141,109,796,765,937,874,1811
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,2,6,16,6,18,24
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,4,7,30,27,34,34,68
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,1,3,17,19,18,22,40
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,0,1,13,1,13,14
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,1,0,9,11,10,11,21
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,8,5,29,36,37,41,78
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,5,6,55,85,60,91,151
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,4,0,52,56,56,56,112
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,522,437,1813,1830,2335,2267,4602
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,14,15,128,87,142,102,244
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,8,7,59,46,67,53,120
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,40,25,169,173,209,198,407
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,36,27,81,82,117,109,226
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,33,41,176,170,209,211,420
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,1,0,8,9,9,9,18
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,5,5,55,75,60,80,140
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,3,19,14,19,17,36
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,0,14,10,14,10,24
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,52,128,68,23,120,151,271
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,1,2,19,23,20,25,45
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,4,3,27,41,31,44,75
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,0,62,58,64,58,122
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,5,13,61,51,66,64,130
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,8,14,57,67,65,81,146
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,7,7,35,34,42,41,83
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,8,14,99,101,107,115,222
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,8,8,55,44,63,52,115
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,5,5,37,48,42,53,95
PORTACHUELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,12,9,130,112,142,121,263
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,4,3,44,37,48,40,88
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,0,5,4,7,4,11
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,353,386,1147,1125,1500,1511,3011
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,3,2,34,37,37,39,76
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,1,0,8,7,9,7,16
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,6,5,141,141,147,146,293
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,1,4,26,21,27,25,52
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,1,3,30,24,31,27,58
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,2,39,44,41,46,87
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,1,0,22,15,23,15,38
PUERTO QUIJARRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,10,7,121,71,131,78,209
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,2,65,33,67,35,102
PUERTO SILES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,0,11,6,11,6,17
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,12,15,119,100,131,115,246
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,116,99,723,636,839,735,1574
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,6,1,34,39,40,40,80
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,51,38,237,244,288,282,570
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,2,20,15,22,17,39
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,130,149,511,548,641,697,1338
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,7,13,47,37,54,50,104
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,2,7,5,7,7,14
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,6,5,48,47,54,52,106
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,4,1,46,45,50,46,96
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,16,6,78,65,94,71,165
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,143,156,767,761,910,917,1827
ROBORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,13,15,112,93,125,108,233
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,13,18,170,134,183,152,335
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,2,19,16,19,18,37
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,176,188,1066,1005,1242,1193,2435
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,4,3,32,23,36,26,62
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,12,6,85,77,97,83,180
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,7,3,40,36,47,39,86
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,7,2,50,52,57,54,111
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,3,58,70,60,73,133
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,1,0,6,6,7,6,13
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,18,26,71,63,89,89,178
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,0,13,8,13,8,21
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,0,7,7,7,7,14
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,2,39,28,41,30,71
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,4,6,105,77,109,83,192
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,45,41,224,323,269,364,633
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,9,9,67,70,76,79,155
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,12,25,149,153,161,178,339
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,55,35,217,205,272,240,512
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,54,55,452,401,506,456,962
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,7,12,5,9,12,21,33
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,26,20,80,52,106,72,178
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,4,5,23,29,27,34,61
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,17,20,88,59,105,79,184
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,3,48,47,50,50,100
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,68,49,258,240,326,289,615
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,1,5,41,41,42,46,88
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,22,21,139,118,161,139,300
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,18,14,137,118,155,132,287
SAN MATIAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,26,18,146,103,172,121,293
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,6,11,81,87,87,98,185
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,1,1,9,12,10,13,23
SAN PEDRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,13,9,109,101,122,110,232
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,22,15,124,94,146,109,255
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,2,27,18,27,20,47
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,1,1,1,1,2,3
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,3,20,13,20,16,36
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,0,7,1,7,1,8
SAN RAFAEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,3,1,49,37,52,38,90
SAN RAMON BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,0,40,29,40,29,69
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,8,3,79,73,87,76,163
SANTA ANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,52,54,79,104,131,158,289
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2547,2371,6552,5087,9099,7458,16557
SANTA ROSA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,6,8,107,72,113,80,193
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,15,12,103,91,118,103,221
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,0,19,16,21,16,37
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,3,1,30,30,33,31,64
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,3,0,21,17,24,17,41
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,2,17,14,19,16,35
SANTIVAÑES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,7,4,46,51,53,55,108
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,4,1,12,11,16,12,28
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,4,0,39,35,43,35,78
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,14,11,79,45,93,56,149
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,38,24,338,281,376,305,681
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,12,9,82,80,94,89,183
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,1,34,40,36,41,77
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,74,64,467,462,541,526,1067
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,5,2,9,10,14,12,26
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,5,51,39,53,44,97
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,12,10,93,70,105,80,185
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,276,274,1611,1556,1887,1830,3717
TACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,0,4,8,4,8,12
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,17,11,32,38,49,49,98
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,9,6,27,14,36,20,56
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,1,22,18,24,19,43
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,0,5,2,5,2,7
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,16,11,124,114,140,125,265
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,12,11,37,43,49,54,103
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,2,22,22,22,24,46
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,8,4,87,88,95,92,187
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,658,715,816,767,1474,1482,2956
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,6,0,45,37,51,37,88
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,11,8,79,72,90,80,170
TIAHUANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,5,7,49,73,54,80,134
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,3,1,38,35,41,36,77
TIPUANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,3,4,55,47,58,51,109
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,65,60,417,380,482,440,922
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,6,4,142,136,148,140,288
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,0,7,1,7,1,8
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,3,5,61,53,64,58,122
TODOS SANTOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,0,1,0,1,0,1
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,21,8,43,35,64,43,107
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,4,2,20,21,24,23,47
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,2,41,41,43,43,86
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,10,7,34,25,44,32,76
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,4,3,35,25,39,28,67
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,13,7,82,69,95,76,171
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,3,1,21,12,24,13,37
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,0,6,3,8,3,11
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,244,195,635,546,879,741,1620
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,57,57,220,185,277,242,519
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,4,4,9,11,13,15,28
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,2,20,24,20,26,46
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,12,5,127,115,139,120,259
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,17,11,111,78,128,89,217
URUBICHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,13,56,54,58,67,125
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,45,35,187,159,232,194,426
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,9,5,43,39,52,44,96
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,13,12,114,117,127,129,256
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,112,98,532,518,644,616,1260
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,1,0,15,18,16,18,34
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,6,7,73,57,79,64,143
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,39,31,262,275,301,306,607
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,1,10,11,10,12,22
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,5,5,76,74,81,79,160
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,6,2,42,41,48,43,91
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,174,153,840,844,1014,997,2011
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,6,58,43,60,49,109
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,33,23,260,244,293,267,560
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,73,54,380,361,453,415,868
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,6,7,35,32,41,39,80
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,0,25,9,27,9,36
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,170,155,729,740,899,895,1794
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,3,2,28,32,31,34,65
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,102,109,622,626,724,735,1459
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,5,3,19,18,24,21,45
YANACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,1,0,20,17,21,17,38
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,44,41,252,286,296,327,623
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,7,2,47,35,54,37,91
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,3,3,24,27,27,30,57
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,2,1,5,7,7,8,15
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,0,1,0,0,0,1,1
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-02-01,5,2,16,17,21,19,40
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-03-01,1,11,23,13,24,24,48
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-03-01,23,25,102,131,125,156,281
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-03-01,18,23,141,116,159,139,298
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-03-01,16,15,95,113,111,128,239
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-03-01,1,2,8,9,9,11,20
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-03-01,1,0,8,5,9,5,14
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-03-01,4,2,75,55,79,57,136
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-03-01,4,1,44,53,48,54,102
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-03-01,7,2,13,9,20,11,31
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-03-01,1,2,17,8,18,10,28
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-03-01,2,3,28,24,30,27,57
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-03-01,13,12,105,95,118,107,225
