,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,29,22,124,104,153,126,279
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,65,45,138,103,203,148,351
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,1,11,14,12,15,27
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,6,5,52,46,58,51,109
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,2,13,13,15,15,30
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,0,10,8,12,8,20
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,6,19,88,78,94,97,191
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,4,2,15,24,19,26,45
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,6,3,36,30,42,33,75
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,8,7,60,65,68,72,140
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,9,7,48,56,57,63,120
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,5,1,85,76,90,77,167
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,6,6,25,19,31,25,56
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,8,12,99,85,107,97,204
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,2,52,35,54,37,91
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,7,14,64,54,71,68,139
PORTACHUELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,16,14,122,75,138,89,227
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,7,5,12,28,19,33,52
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,1,2,6,3,7,10
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,483,341,1276,1198,1759,1539,3298
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,1,30,20,31,21,52
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,0,6,7,6,7,13
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,13,11,153,163,166,174,340
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,5,2,16,18,21,20,41
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,0,44,44,44,44,88
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,4,1,26,43,30,44,74
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,1,17,14,17,15,32
PUERTO QUIJARRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,12,15,76,80,88,95,183
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,6,2,38,23,44,25,69
PUERTO SILES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,0,8,16,8,16,24
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,15,8,95,78,110,86,196
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,112,101,632,584,744,685,1429
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,6,3,34,37,40,40,80
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,62,69,214,194,276,263,539
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,3,9,17,11,20,31
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,214,218,598,596,812,814,1626
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,9,5,31,30,40,35,75
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,0,3,13,3,13,16
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,8,8,30,32,38,40,78
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,3,1,9,8,12,9,21
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,13,11,78,60,91,71,162
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,160,163,696,695,856,858,1714
ROBORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,24,14,112,92,136,106,242
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,40,35,134,138,174,173,347
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,3,12,21,14,24,38
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,164,189,897,962,1061,1151,2212
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,4,5,14,6,18,24
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,4,5,45,63,49,68,117
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,2,36,38,37,40,77
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,3,24,27,26,30,56
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,5,4,59,38,64,42,106
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,2,7,8,7,10,17
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,7,14,58,59,65,73,138
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,0,7,13,7,13,20
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,1,9,8,9,9,18
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,5,32,25,34,30,64
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,18,12,81,70,99,82,181
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,61,58,299,295,360,353,713
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,8,14,61,85,69,99,168
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,18,25,118,119,136,144,280
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,58,62,156,112,214,174,388
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,79,77,385,368,464,445,909
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,6,10,9,17,15,27,42
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,13,8,104,104,117,112,229
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,1,20,23,21,24,45
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,21,21,89,84,110,105,215
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,10,6,40,31,50,37,87
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,20,22,301,300,321,322,643
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,2,32,35,33,37,70
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,25,38,91,81,116,119,235
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,9,19,129,118,138,137,275
SAN MATIAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,28,14,100,102,128,116,244
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,7,9,73,62,80,71,151
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,1,11,6,12,7,19
SAN PEDRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,13,13,86,74,99,87,186
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,7,16,101,83,108,99,207
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,0,20,15,21,15,36
SAN PEDRO DE MACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,7,5,59,68,66,73,139
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,0,2,7,2,7,9
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,0,14,15,15,15,30
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,0,6,6,6,6,12
SAN RAFAEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,8,5,46,36,54,41,95
SAN RAMON BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,10,14,21,21,31,35,66
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,10,5,65,47,75,52,127
SANTA ANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,27,26,130,115,157,141,298
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1847,1776,4726,4205,6573,5981,12554
SANTA ROSA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,7,5,66,76,73,81,154
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,6,11,91,83,97,94,191
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,1,5,13,6,14,20
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,0,23,17,25,17,42
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,0,20,20,20,20,40
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,0,15,17,16,17,33
SANTIVAÑES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,9,14,59,46,68,60,128
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,0,6,7,6,7,13
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,3,3,30,29,33,32,65
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,9,9,50,70,59,79,138
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,22,28,283,282,305,310,615
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,7,12,82,87,89,99,188
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,3,39,40,40,43,83
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,60,39,513,497,573,536,1109
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,0,19,13,20,13,33
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,5,5,45,48,50,53,103
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,6,2,79,56,85,58,143
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,313,270,1201,1245,1514,1515,3029
TACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,1,8,8,8,9,17
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,4,4,43,48,47,52,99
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,5,1,21,23,26,24,50
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,3,20,18,21,21,42
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,1,5,3,5,4,9
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,34,20,104,115,138,135,273
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,3,2,36,48,39,50,89
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,5,15,30,17,35,52
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,9,3,74,83,83,86,169
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,571,446,816,779,1387,1225,2612
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,5,6,27,37,32,43,75
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,33,24,75,58,108,82,190
TIAHUANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,1,76,70,78,71,149
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,5,2,22,27,27,29,56
TIPUANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,11,8,37,54,48,62,110
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,107,112,237,253,344,365,709
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,17,9,92,112,109,121,230
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,0,2,2,2,2,4
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,2,37,46,39,48,87
TODOS SANTOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,1,1,2,1,3,4
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,13,15,47,37,60,52,112
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,3,15,18,17,21,38
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,3,2,23,16,26,18,44
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,4,4,22,24,26,28,54
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,5,4,55,31,60,35,95
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,20,23,75,62,95,85,180
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,2,19,12,20,14,34
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,3,1,2,5,5,6,11
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,245,241,543,476,788,717,1505
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,41,44,204,182,245,226,471
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,1,19,17,19,18,37
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,2,23,22,25,24,49
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,8,7,91,94,99,101,200
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,18,14,85,67,103,81,184
URUBICHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,2,59,36,59,38,97
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,40,45,168,160,208,205,413
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,9,6,28,34,37,40,77
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,11,8,79,109,90,117,207
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,89,67,324,281,413,348,761
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,3,17,11,19,14,33
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,3,52,45,53,48,101
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,41,24,197,176,238,200,438
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,4,12,8,11,12,23,35
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,6,5,65,57,71,62,133
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,1,33,24,35,25,60
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,141,144,807,748,948,892,1840
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,5,7,40,42,45,49,94
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,21,27,213,198,234,225,459
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,153,146,287,204,440,350,790
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,3,33,42,35,45,80
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,1,0,17,13,18,13,31
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,110,129,683,709,793,838,1631
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,8,2,26,25,34,27,61
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,98,106,462,474,560,580,1140
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,2,1,26,20,28,21,49
YANACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,3,0,26,15,29,15,44
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,31,23,170,141,201,164,365
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,7,2,41,33,48,35,83
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,5,20,26,20,31,51
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,2,9,10,9,12,21
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,0,0,1,0,1,0,1
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-04-01,3,5,18,7,21,12,33
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,3,0,9,9,12,9,21
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,18,16,89,114,107,130,237
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,10,12,176,184,186,196,382
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,12,24,80,92,92,116,208
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,7,3,4,3,11,6,17
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,0,0,4,2,4,2,6
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,3,3,47,56,50,59,109
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,5,3,49,45,54,48,102
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,0,0,10,7,10,7,17
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,1,0,6,9,7,9,16
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,1,4,30,20,31,24,55
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,17,14,96,98,113,112,225
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,1,2,4,2,5,4,9
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,5,4,68,61,73,65,138
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,21,30,178,191,199,221,420
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,6,2,57,47,63,49,112
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,43,30,261,194,304,224,528
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,6,7,47,60,53,67,120
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,6,6,27,25,33,31,64
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,0,1,30,26,30,27,57
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,4,2,40,26,44,28,72
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,23,14,116,109,139,123,262
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,5,6,41,47,46,53,99
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,4,5,82,111,86,116,202
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,7,6,26,22,33,28,61
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,0,1,2,1,2,2,4
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,0,0,1,2,1,2,3
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,2,3,12,18,14,21,35
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,65,75,94,92,159,167,326
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,14,11,122,129,136,140,276
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,2,3,18,25,20,28,48
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,3,2,6,5,9,7,16
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,4,4,29,31,33,35,68
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,9,7,62,76,71,83,154
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,20,17,100,134,120,151,271
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,6,6,55,47,61,53,114
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,4,2,60,57,64,59,123
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,10,11,97,65,107,76,183
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,0,1,3,12,3,13,16
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-05-01,0,5,75,58,75,63,138
