,group,variable,month,CONTROL DEL NIÑO(A) DE 1 AÑO A MENOR DE 2 AÑOS FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) DE 1 AÑO A MENOR DE 2 AÑOS FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) DE 1 AÑO A MENOR DE 2 AÑOS FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) DE 1 AÑO A MENOR DE 2 AÑOS FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
EUCALIPTUS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,1,3,1,3,4
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,4,3,4,3,7
EXALTACION,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,4,0,0,2,4,6
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,3,1,15,11,18,12,30
FILADELFIA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,24,21,25,22,47
GAIOC JATUN AYLLU YURA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,10,9,10,9,19
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,1,1,1,2,3
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,8,3,12,12,20,15,35
GUANAY,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,3,3,3,5,6,8,14
GUAQUI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,0,2,0,3,3
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,4,0,4,0,4
GUTIERREZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,1,3,3,5,4,9
HUACARETA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,5,6,5,6,11
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,5,2,6,2,8
HUANUNI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,2,18,23,19,25,44
HUARINA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,4,2,4,2,6
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,7,3,7,3,10
HUMANATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,11,11,11,12,23
ICHOCA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,15,16,15,16,31
ICLA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,15,16,15,16,31
INCAHUASI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,6,1,31,44,37,45,82
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,4,8,5,8,13
INQUISIVI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,4,40,37,40,41,81
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,4,2,10,9,14,11,25
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,3,0,4,0,4
LA ASUNTA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,1,10,6,12,7,19
LA GUARDIA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,14,12,15,13,28
LA PAZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,4,5,3,3,7,8,15
LAGUNILLAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,11,7,12,7,19
LAJA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,3,5,3,2,6,7,13
LAS CARRERAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,1,2,1,2,3
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,2,3,2,3,5
LLALLAGUA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,25,25,138,117,163,142,305
LLICA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,3,4,3,4,7
LORETO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,2,3,2,3,5
LURIBAY,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,0,7,3,9,3,12
MACHACAMARCA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,1,1,1,1,2
MACHARETI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,2,3,2,4,6
MAGDALENA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,3,0,3,0,3
MAIRANA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,6,8,6,9,15
MALLA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,13,7,13,8,21
MECAPACA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,7,10,7,10,17
MINEROS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,5,2,5,2,7
MIZQUE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,18,21,18,21,39
MOCOMOCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,4,15,17,17,21,38
MOJOCOYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,5,10,6,10,16
MONTEAGUDO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,8,10,9,10,19
MONTERO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,0,0,1,0,1
MORO MORO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,1,4,1,4,5
MOROCHATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,29,36,29,37,66
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,7,3,7,4,11
OCURI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,5,3,39,35,44,38,82
OMEREQUE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,9,8,9,8,17
ORURO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,4,1,53,41,57,42,99
PADCAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,3,4,3,4,7
PADILLA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,4,0,6,14,10,14,24
PAILON,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,2,1,3,3,5,8
PALCA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,10,7,21,20,31,27,58
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,3,3,3,4,7
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,1,2,1,2,3
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,0,2,5,4,5,9
PASORAPA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,4,2,5,2,7
PATACAMAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,2,3,2,3,5
PAZÑA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,6,4,6,5,11
PELECHUCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,2,5,2,5,7
POCOATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,8,4,65,80,73,84,157
POCONA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,9,5,10,6,16
POJO (CBBA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,2,2,3,3,6
POOPO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,2,2,2,2,4
PORCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,1,11,10,13,11,24
POROMA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,0,38,30,40,30,70
PORONGO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,0,1,0,2,2
PORVENIR,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,1,1,2,1,3
POSTRER VALLE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,1,0,1,0,1
POTOSI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,13,18,70,84,83,102,185
PRESTO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,15,8,16,8,24
PUCARA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,6,3,6,4,10
PUCARANI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,7,9,7,8,14,17,31
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,8,5,9,5,14
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,2,5,5,5,7,12
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,3,5,3,5,8
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,3,3,4,3,7
PUERTO RICO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,7,6,7,6,13
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,0,3,0,3,3
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,4,8,4,9,13
PUNA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,4,2,58,53,62,55,117
PUNATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,2,53,42,53,44,97
QUIABAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,2,3,4,3,6,9
QUILLACOLLO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,20,7,287,259,307,266,573
QUIME,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,1,5,1,5,6
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,3,1,3,1,4
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,0,13,3,15,3,18
RAVELO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,9,2,67,75,76,77,153
REYES,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,1,1,2,2,4
RIBERALTA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,12,5,20,28,32,33,65
ROBORE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,2,1,2,1,3
RURRENABAQUE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,10,10,10,10,20
SACABA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,3,7,153,141,156,148,304
SACABAMBA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,4,4,5,4,9
SACACA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,3,73,60,75,63,138
SAIPINA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,9,6,9,6,15
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,2,20,22,21,24,45
SAMAIPATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,7,8,7,8,15
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,1,6,3,8,4,12
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,2,2,2,2,4
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,5,8,6,9,15
SAN BORJA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,5,3,27,41,32,44,76
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,4,1,5,1,6
SAN IGNACIO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,1,3,1,5,2,7
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,5,4,34,30,39,34,73
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,0,1,0,1,1
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,8,2,8,2,10
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,1,1,2,2,4
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,11,2,6,10,17,12,29
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,4,10,5,11,16
SAN JULIAN,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,8,11,17,11,25,22,47
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,4,7,4,8,12
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,5,8,10,9,15,24
SAN LUCAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,2,84,65,85,67,152
SAN MATIAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,3,1,2,3,5,8
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,1,27,15,29,16,45
SAN PEDRO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,3,3,3,3,6
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,5,6,87,106,92,112,204
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,2,1,3,2,5
SAN PEDRO DE MACHA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,6,9,41,51,47,60,107
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,0,2,0,2,2
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,3,2,4,3,7
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,7,9,7,10,17
SAN RAFAEL,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,1,1,2,1,3
SAN RAMON BENI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,9,10,37,41,46,51,97
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,6,6,7,7,14
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,26,19,26,19,45
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,4,9,5,10,15
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,2,6,2,6,8
SANTIVAÑES,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,1,0,1,0,1
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,5,0,6,0,6
SAPAHAQUI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,7,7,8,7,15
SENA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,11,12,11,12,23
SHINAOTA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,8,15,8,15,23
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,6,3,6,4,10
SICAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,2,1,3,2,5
SIPE SIPE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,4,4,47,31,51,35,86
SOPACHUY,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,2,13,14,15,16,31
SORACACHI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,17,16,17,16,33
SORATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,6,4,28,27,34,31,65
SUCRE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,4,4,34,29,38,33,71
TACACOMA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,4,3,1,2,5,5,10
TACOBAMBA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,4,26,28,26,32,58
TACOPAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,13,15,14,15,29
TAHUA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,1,0,1,0,1
TAPACARI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,4,5,24,18,28,23,51
TARABUCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,3,3,21,38,24,41,65
TARACO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,2,2,2,3,5
TARATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,5,2,1,2,6,4,10
TARIJA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,17,9,51,56,68,65,133
TARVITA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,32,21,33,22,55
TEOPONTE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,1,1,4,3,5,8
TIAHUANACU,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,1,2,2,3,5
TINGUIPAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,7,4,40,44,47,48,95
TIPUANI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,1,0,2,0,2
TIQUIPAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,5,4,57,63,62,67,129
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,3,26,20,28,23,51
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,0,3,0,3,3
TOCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,1,2,1,2,3
TOLATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,2,1,2,1,3
TOLEDO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,1,0,1,0,1
TOMAVE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,19,16,19,17,36
TOMINA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,2,11,3,11,5,16
TORO TORO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,5,6,36,41,41,47,88
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,0,7,7,8,7,15
TOTORA(ORR),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,1,3,1,3,4
TRIGAL,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,0,3,0,3,3
TUPIZA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,2,17,23,19,25,44
TURCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,5,3,5,3,8
UMALA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,9,6,9,7,16
UNCIA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,6,5,35,33,41,38,79
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,3,3,0,4,3,7
UYUNI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,16,14,16,14,30
VACAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,0,1,1,1,1,2
VALLEGRANDE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,1,5,7,7,8,15
VIACHA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,0,1,7,8,7,9,16
VILA VILA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,2,0,9,23,11,23,34
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,4,1,36,30,40,31,71
VILLA MONTES,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,1,2,8,3,9,12
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2023-04-01,1,2,0,1,1,3,4
