municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
YAMPARAEZ,internaciones dias camas,dias camas disponibles maternidad,2011-02-01,112,112
YANACACHI,internaciones dias camas,dias camas disponibles maternidad,2011-02-01,112,112
YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2011-02-01,402,402
YOTALA,internaciones dias camas,dias camas disponibles maternidad,2011-02-01,84,84
ZUDAÑEZ,internaciones dias camas,dias camas disponibles maternidad,2011-02-01,196,196
ACACIO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
ACHACACHI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,248,248
ACHOCALLA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
AIQUILE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,496,496
ALALAY,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,155,155
ALCALA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
ALTO BENI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,186,186
ANCORAIMES,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,153,153
ANTEQUERA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
ANZALDO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
APOLO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,186,186
ARAMPAMPA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
ARANI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,217,217
ARBIETO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,186,186
ARQUE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,217,217
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,341,341
ATOCHA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,186,186
AYATA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,775,775
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,186,186
BATALLAS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
BAURES,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,229,229
BETANZOS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,248,248
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,155,155
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,217,217
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,651,651
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,651,651
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,279,279
CAQUIAVIRI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,341,341
CARAPARI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,60,60
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,137,137
CATACORA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,372,372
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,185,185
CHARAÑA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,279,279
CHOQUE COTA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,248,248
CHUMA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,217,217
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,530,530
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,403,403
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,11842,11842
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,434,434
"COLCHA ""K""",internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
COLLANA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,403,403
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,186,186
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
COLQUIRI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
COMARAPA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,342,342
CONCEPCION,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,155,155
COPACABANA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
CORIPATA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
CORO CORO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
COROICO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,248,248
CORQUE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
COTAGAITA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
COTOCA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,713,713
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,341,341
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
CUEVO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
CULPINA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,248,248
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,155,155
DESAGUADERO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,48,48
EL ALTO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,5415,5415
EL CHORO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,185,185
EL PUENTE(STC),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,155,155
EL TORNO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,434,434
EL VILLAR,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,310,310
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,174,174
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,403,403
ESCOMA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
EUCALIPTUS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
EXALTACION,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,277,277
FILADELFIA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,67,67
GENERAL SAAVEDRA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
GUANAY,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
GUAQUI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
GUAYARAMERIN,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,498,498
GUTIERREZ,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,152,152
HUACARETA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,565,565
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,242,242
HUACHACALLA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
HUANUNI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,502,502
HUARACAJE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
HUARINA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
ICLA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,280,280
INCAHUASI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,293,293
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,153,153
IXIAMAS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,60,60
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,150,150
LA ASUNTA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,372,372
LA GUARDIA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,775,775
LA PAZ,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,13704,13704
LAGUNILLAS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
LAJA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
LAS CARRERAS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
LICOMA PAMPA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
LLALLAGUA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,372,372
LLICA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
LURIBAY,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
MACHACAMARCA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
MACHARETI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,155,155
MAGDALENA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
MAIRANA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
MAPIRI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,155,155
MECAPACA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
MINEROS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,155,155
MIZQUE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,961,961
MOCOMOCO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
MOJOCOYA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,175,175
MONTEAGUDO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,681,681
MONTERO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,1178,1178
MORO MORO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
MOROCHATA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,310,310
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,56,56
OCURI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,112,112
OKINAWA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,248,248
OMEREQUE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,217,217
ORURO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,3164,3164
PADILLA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,403,403
PAILON,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,186,186
PALCA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,61,61
PALOS BLANCOS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,372,372
PAMPA AULLAGAS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,25,25
PAMPA GRANDE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
PASORAPA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
PATACAMAYA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,186,186
PAZÑA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
PELECHUCO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,186,186
POCOATA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,76,76
POCONA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,496,496
POJO (CBBA),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,310,310
POOPO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
PORCO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,87,87
POROMA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,589,589
PORONGO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,330,330
PORTACHUELO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,403,403
PORVENIR,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
POSTRER VALLE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
POTOSI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,1508,1508
PRESTO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,243,243
PUCARA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
PUCARANI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,79,79
PUERTO PEREZ,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,900,900
PUERTO RICO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,104,104
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,651,651
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,1302,1302
PUNA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
PUNATA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,713,713
QUIABAYA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,60,60
QUILLACOLLO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,620,620
QUIME,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
QUIRUSILLAS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
RAVELO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
REYES,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
RIBERALTA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,589,589
ROBORE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,367,367
RURRENABAQUE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
SABAYA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
SACABA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,1333,1333
SACABAMBA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
SACACA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
SAIPINA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,155,155
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,153,153
SAMAIPATA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,155,155
SAN ANDRES,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,26,26
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
SAN BENITO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,184,184
SAN BORJA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,434,434
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
SAN CARLOS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,423,423
SAN IGNACIO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,527,527
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,1426,1426
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
SAN JOAQUIN,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,586,586
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,197,197
SAN JULIAN,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,806,806
SAN LORENZO(PND),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,21,21
SAN LUCAS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,496,496
SAN MATIAS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,339,339
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,155,155
SAN PEDRO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,558,558
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
SAN RAFAEL,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
SAN RAMON BENI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,186,186
SANTA ANA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,155,155
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,12848,12848
SANTA ROSA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,341,341
SANTIAGO DE CALLAPA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,88,88
SANTIAGO DE HUATA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
SANTIVAÑES,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,217,217
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,30,30
SENA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,6,6
SHINAOTA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,403,403
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
SICAYA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
SIPE SIPE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,248,248
SOPACHUY,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,180,180
SORACACHI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
SORATA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,155,155
SUCRE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,4244,4244
TACACHI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
TACACOMA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,61,61
TACOPAYA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,279,279
TAPACARI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,713,713
TARABUCO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,388,388
TARATA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,248,248
TARIJA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,1364,1364
TARVITA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,678,678
TEOPONTE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
TIAWANACU,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,61,61
TIPUANI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,186,186
TIQUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,558,558
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,496,496
TOCO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,155,155
TOLATA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,58,58
TOLEDO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,153,153
TOMAVE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
TOMINA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,651,651
TORO TORO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
TOTORA(CBBA),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,372,372
TOTORA(ORR),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
TRIGAL,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,31,31
TRINIDAD,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,1488,1488
TUPIZA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,465,465
TURCO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
UMALA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
UNCIA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,155,155
URUBICHA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
UYUNI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,403,403
VACAS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,186,186
VALLEGRANDE,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,279,279
VIACHA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,416,416
VILA VILA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
VILLA CHARCAS,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,186,186
VILLA MONTES,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,298,298
VILLA RIVERO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
VILLA SERRANO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,496,496
VILLA TUNARI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,1426,1426
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles maternidad,2011-03-01,217,217
VILLAZON,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,372,372
VINTO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,310,310
VITICHI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
WARNES,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,1298,1298
YACO,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,62,62
YACUIBA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,563,563
YAMPARAEZ,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,120,120
YANACACHI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,124,124
YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,442,442
YOCALLA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,91,91
YOTALA,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,93,93
ZUDAÑEZ,internaciones dias camas,dias camas disponibles maternidad,2011-03-01,214,214
ACACIO,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,30,30
ACHACACHI,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,240,240
ACHOCALLA,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,30,30
AIQUILE,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,450,450
ALALAY,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,180,180
ALCALA,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,120,120
ALTO BENI,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,180,180
ANCORAIMES,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,60,60
ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,120,120
ANTEQUERA,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,30,30
ANZALDO,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,60,60
APOLO,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,180,180
ARAMPAMPA,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,30,30
ARANI,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,210,210
ARBIETO,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,180,180
ARQUE,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,270,270
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,330,330
ATOCHA,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,210,210
AUCAPATA,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,90,90
AYATA,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,60,60
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,120,120
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2011-04-01,870,870
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,240,240
BATALLAS,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,60,60
BAURES,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,60,60
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,30,30
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,747,747
BETANZOS,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,240,240
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,121,121
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,120,120
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,91,91
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,120,120
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2011-04-01,30,30
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,120,120
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,120,120
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,630,630
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2011-04-01,93,93
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,630,630
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,271,271
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,120,120
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,390,390
CARAPARI,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,59,59
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,30,30
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2011-04-01,97,97
